experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,event_kind,event_time_s,event_observation_delay_s,event_observed_time_s,n_robots,n_loads,world_size_m,obstacle_count_initial,obstacle_count_post_event,robot_radius_m,target_tolerance_m,safety_margin_m,dt_s,horizon_s,communication_radius_initial,communication_radius_post_event,feasible_load_count,completed_load_count,task_completion_rate,recovery_success,recovery_time_s,load_target_reached_rate,mean_final_pose_error_m,max_final_pose_error_m,mean_final_orientation_error_deg,max_final_orientation_error_deg,lost_load_rate,infeasible_load_count,infeasible_load_detection_rate,post_event_wrench_feasible_rate,mean_wrench_residual_norm,min_wrench_margin,unsupported_time_s,load_pause_time_s,degraded_speed_time_s,replacement_arrival_time_s,final_assigned_loads,final_idle_robots,reassignment_count,final_active_robot_rate,failed_robot_count,battery_margin_final,min_battery_fraction,communication_coverage_ratio,communication_messages,collision_count,collision_rate,safety_violation_count,min_robot_clearance_m,min_obstacle_clearance_m,min_load_clearance_m,travel_distance_m,mean_path_length_m,path_efficiency_ratio,energy_proxy_wh,mean_speed_mps,max_speed_mps,max_speed_violation_mps,runtime_ms,score_value,reference_score_value,signed_score_delta_vs_reference,performance_gap_vs_reference,optimality_gap_vs_reference
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,classic_centralized_replan,Classic centralized replanning,classic,centralized,baseline,periodic_global_replan,baseline_classic_centralized,none,centralized_periodic_replan,global_state,0,2,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,2,1.0,True,42.42,1.0,0.30824331112491266,0.3104592722311592,0.31710261321559574,0.6341316512863654,0.0,1,1.0,0.9817073170731707,0.02585858918647229,-0.041539901267280466,0.0,0.0,6.0200000000000005,0.10000000000000142,0,8,12,1.0,0,0.27635619176933035,0.4263561917693303,1.0,20832,0,0.0,73,0.1149999996112332,inf,0.07999910988183467,155.22523187384056,19.40315398423007,0.2916412558955618,1211.7229735806372,0.3830638488501351,0.7598702912815171,0.0,388.3038000203669,317.35776880424896,270.71536035150103,46.64240845274793,0.0,0.0
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,classic_decentralized_greedy_recovery,Classic decentralized greedy recovery,classic,decentralized,baseline,local_greedy_recovery,baseline_classic_decentralized,none,local_greedy_recovery,local_load_robot_state,0,2,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,2,1.0,True,42.980000000000004,1.0,0.3426673464876816,0.35307123800002,0.31813454833943955,0.6362040788469823,0.0,1,0.0,1.0,0.026036702046519228,-0.028364324018757547,0.0,0.0,3.08,0.10000000000000142,1,4,8,1.0,0,0.27741869508310424,0.42741869508310426,0.724174347158218,15086,0,0.0,87,0.11499999976918518,inf,0.07999901349249439,154.64386563898242,19.330483204872802,0.29383958050801023,1205.5114113551058,0.37751990157682525,0.7260982783356718,0.0,465.16510006040335,278.6674832178914,270.71536035150103,7.9521228663903685,0.0,0.0
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,cbba_recovery,CBBA recovery,sota,decentralized,baseline,cbba_recovery_auction,baseline_sota_decentralized,none,distributed_auction_recovery,local_bids_plus_neighbors,0,4,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,2,1.0,True,43.260000000000005,1.0,0.36110865032381345,0.3772168521532142,0.3200418886947013,0.6400628192186516,0.0,1,1.0,1.0,0.07630540131888425,-0.023313836678514943,0.0,1.2600000000000002,5.040000000000001,0.10000000000000142,0,8,12,1.0,0,0.2742032587169577,0.42420325871695774,0.7545122887864822,15718,0,0.0,72,0.11499999966888819,inf,0.0799993385526383,158.90737178137607,19.86342147267201,0.2641803464141777,1231.9409274731158,0.39029549038635275,0.7429842848085945,0.0,478.45000005327165,320.86520310311624,270.71536035150103,50.14984275161521,0.0,0.0
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,cbf_recovery,CBF recovery,sota,centralized,baseline,centralized_cbf_recovery,baseline_sota_centralized,none,centralized_cbf_recovery,global_state_and_obstacles,0,5,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,2,1.0,True,41.580000000000005,1.0,0.35956224862424,0.3755380503653515,0.3198847286505027,0.6396285369156602,0.0,1,1.0,1.0,0.026397528871266895,-0.00829591120761497,0.0,0.0,2.5200000000000005,0.10000000000000142,0,8,12,1.0,0,0.2731201507928295,0.4231201507928295,1.0,20832,0,0.0,68,0.11499999962712237,inf,0.07999912982840995,158.10887248930396,19.763609061162995,0.28272670709540393,1235.1556307705,0.38290429475680193,0.7429842848085944,0.0,432.97760002315044,318.18720155735843,270.71536035150103,47.4718412058574,0.0,0.0
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,replicator_repair_recovery,Replicator repair recovery,model_based,decentralized,proposed,replicator_integer_repair,proposed_model_based_decentralized,model_based_tuning_optional,distributed_replicator_repair,local_payoff_and_repair,0,5,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,2,1.0,True,42.56,1.0,0.3398711972163103,0.37541295406839353,0.3168604256463373,0.6336703393660184,0.0,1,1.0,1.0,0.02701863106514972,-0.010037271584710461,0.0,0.0,2.5200000000000005,0.10000000000000142,0,8,12,1.0,0,0.2728720950976319,0.42287209509763185,0.7171658986175115,14940,0,0.0,65,0.11499999980649078,inf,0.07999914170360611,159.3059169458894,19.913239618236176,0.2864466632027505,1244.2484717120133,0.3859729978228155,0.759870291281517,0.0,386.3510999362916,321.9311307975724,270.71536035150103,51.21577044607136,0.0,0.0
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,smith_qr_recovery,Smith-QR recovery,model_based,decentralized,proposed,smith_qr_recovery,proposed_model_based_decentralized,model_based_tuning_optional,distributed_smith_qr_recovery,local_deficit_prices,0,5,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,2,1.0,True,41.02,1.0,0.30240417482496706,0.3043893600019828,0.3169322711135969,0.6336957540228678,0.0,1,1.0,1.0,0.021035364470193583,-0.020138753879841098,0.0,0.0,2.24,0.10000000000000142,0,8,12,1.0,0,0.2735048991452147,0.4235048991452147,0.7323348694316437,15256,0,0.0,65,0.11499999974705832,inf,0.07999927555457131,157.22901042978327,19.65362630372291,0.2820821696747301,1228.8507600605276,0.3812713576323485,0.759870291281517,0.0,424.5600999565795,323.3296393148062,270.71536035150103,52.61427896330514,0.0,0.0
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,primal_dual_recovery,Primal-dual recovery,model_based,decentralized,proposed,primal_dual_recovery,proposed_model_based_decentralized,model_based_tuning_optional,distributed_primal_dual_recovery,local_dual_prices,0,6,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,2,1.0,True,41.86000000000001,1.0,0.33258577339003564,0.360915946377503,0.31684900577180497,0.6336802367380567,0.0,1,1.0,1.0,0.01815631558372564,-0.009729877159275202,0.0,0.0,1.9600000000000002,0.10000000000000142,0,8,12,1.0,0,0.27024315469522076,0.4202431546952207,0.7187019969278035,14972,0,0.0,70,0.1149999996545158,inf,0.07999904482315245,160.450593661548,20.0563242076935,0.2785199571808559,1256.6722330135724,0.3888486563741829,0.759870291281517,0.0,587.2287000529468,322.01974415460495,270.71536035150103,51.30438380310392,0.0,0.0
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,tensor_flow_recovery,Tensor-flow recovery,model_based,decentralized,proposed,tensor_flow_recovery,proposed_model_based_decentralized,model_based_tuning_optional,distributed_tensor_flow_recovery,local_tensor_field,0,7,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,2,1.0,True,46.06,1.0,0.36556596366339544,0.37507839163542583,0.0028876826239692763,0.005775258901029335,0.0,1,0.0,1.0,0.10487138287883643,-0.015557005857716466,0.0,2.3800000000000003,2.8000000000000003,0.10000000000000142,1,4,8,1.0,0,0.2980303199572697,0.4480303199572697,0.7546082949308754,15720,0,0.0,87,0.11499999966149999,inf,0.07999901692705436,158.7701500203812,19.84626875254765,0.2716306335802425,1224.3328842889314,0.38761645026710523,0.759870291281517,0.0,483.63070003688335,275.0054828854756,270.71536035150103,4.290122533974568,0.0,0.0
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,ours_guarded_wrench_market_recovery,Ours guarded wrench-market recovery,model_based,decentralized,proposed,guarded_wrench_market_recovery,proposed_model_based_decentralized,model_based_tuning_optional,guarded_wrench_market_recovery,local_wrench_prices_and_repair,0,8,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,2,1.0,True,46.06,1.0,0.36371792600437836,0.37871809699235554,0.0014606874591311387,0.0029212989683467055,0.0,1,0.0,1.0,0.09622597444247288,-0.010376337091701493,0.0,2.24,2.66,0.10000000000000142,1,4,8,1.0,0,0.30221891966714587,0.4522189196671459,0.7553763440860215,15736,0,0.0,93,0.11499999944272576,inf,0.07999769180375726,160.36575437692767,20.04571929711596,0.26970164255499085,1238.6323877086552,0.3940907866233118,0.7767562977544396,0.0,453.6911000031978,274.473748190957,270.71536035150103,3.7583878394559633,0.0,0.0
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,reference_resilient_oracle,Reference centralized resilient recovery,model_based_reference,centralized,reference,centralized_resilient_recovery,reference_model_based_reference_centralized,none,centralized_resilient_recovery,global_state_and_event_observation,0,10,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,2,1.0,True,46.06,1.0,0.3588804299004372,0.3696090495820217,0.0011513918053523817,0.002302717589132352,0.0,1,0.0,1.0,0.10082446238154451,-0.01972790490179388,0.0,2.24,2.8000000000000003,0.10000000000000142,1,4,8,1.0,0,0.30031627882023404,0.45031627882023406,1.0,20832,0,0.0,86,0.11499999968595542,inf,0.07999910727806325,159.6072644813185,19.950908060164814,0.26867083115913193,1232.0791646917623,0.392389926478664,0.7767562977544396,0.0,431.5958999795839,270.71536035150103,270.71536035150103,0.0,0.0,0.0
