scenario_generator,rank,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,method_allocator,transport_mode,n,ranking_rule,selected_task_load_mean,pickup_success_mean,target_reached_mean,transport_success_mean,final_position_error_m_mean,final_orientation_error_rad_mean,final_orientation_error_deg_mean,mean_position_error_m_mean,formation_integrity_rate_mean,formation_broken_rate_mean,max_formation_error_m_mean,mean_formation_error_m_mean,mean_wrench_residual_norm_mean,max_wrench_residual_norm_mean,collision_count_mean,collision_rate_mean,safety_violation_count_mean,min_robot_clearance_m_mean,min_obstacle_clearance_m_mean,min_mobile_group_clearance_m_mean,min_load_clearance_m_mean,travel_distance_m_mean,load_travel_distance_m_mean,path_efficiency_ratio_mean,energy_proxy_wh_mean,mean_speed_mps_mean,max_speed_mps_mean,max_speed_violation_mps_mean,pickup_complete_time_s_mean,completion_time_s_mean,assigned_robots_mean,idle_robots_mean,communication_messages_mean,runtime_ms_mean,score_value_mean,reference_score_value_mean,signed_score_delta_vs_reference_mean,performance_gap_vs_reference_mean,optimality_gap_vs_reference_mean
ALL_SCENARIOS,1,reference_centralized_mpc_cbf_cargo,Reference centralized MPC-CBF cargo,model_based_reference,centralized,reference,time_expanded_mpc_cbf_cargo,reference_model_based_reference_centralized_cargo,none,centralized_reference_mpc_cbf_cargo,global_state_and_time_expanded_constraints,0,10,False,False,wrench_oracle,cargo,300,"maximize transport and target success, minimize collisions, maximize score, then minimize formation break, pose error, reference gap, energy, messages and runtime",1.0,1.0,1.0,0.9966666666666667,0.0002941719563653522,1.438698831179863e-09,8.24313710170107e-08,4.497284255400294,0.9902816642289266,0.009718335771073512,2.9548249792854246,0.20914976892292284,0.07490558034242983,1.0000000000000855,0.0,0.0,0.0,0.15210189354817302,0.5088016202848615,0.09722026775778483,0.18106415330494002,92.1611021266884,21.54949477169149,0.7424079642068574,893.3470613365768,0.1960365151451115,0.7920862666780086,0.0,3.0716666666666668,40.227133333333335,3.81,2.7866666666666666,22710.866666666665,3052.9799330005576,300.89459740940134,300.89459740940134,0.0,0.0,0.0
ALL_SCENARIOS,2,sota_centralized_cbf_cargo,SOTA centralized CBF cargo,sota,centralized,baseline,cbf_overhead_cargo,baseline_sota_centralized_cargo,none,centralized_cbf_cargo_transport,global_payload_robot_traffic_state,0,6,False,False,wrench_greedy,cargo,300,"maximize transport and target success, minimize collisions, maximize score, then minimize formation break, pose error, reference gap, energy, messages and runtime",1.0,1.0,1.0,0.99,0.0014106395013658624,1.3622246756946529e-06,7.804972466588092e-05,5.011303432825776,0.9638847407670003,0.036115259232999755,4.7046326587225815,0.4259059134076316,0.12535823250980135,1.000748465158326,0.0,0.0,0.0,0.11983048761979058,0.48326125039858375,0.1029017208766705,0.17729770686341587,89.52103288084662,21.540644275849015,0.7448051265865941,878.5912275654407,0.18587681350925178,0.7708357680485881,0.0,4.867400000000001,42.75866666666668,3.62,2.9766666666666666,22710.866666666665,492.8505976657228,295.7304494479709,300.89459740940134,-5.164147961430431,0.020153444124696437,0.020153444124696437
ALL_SCENARIOS,3,sota_decentralized_vo_cargo,SOTA decentralized VO cargo,sota,decentralized,baseline,velocity_obstacle_cargo,baseline_sota_decentralized_cargo,none,distributed_velocity_obstacle_cargo_transport,local_relative_traffic_state,0,6,False,False,cbba_wrench_score,cargo,300,"maximize transport and target success, minimize collisions, maximize score, then minimize formation break, pose error, reference gap, energy, messages and runtime",1.0,1.0,1.0,0.99,0.0017941269595179773,2.788788039915779e-06,0.00015978578464373553,5.012202990933745,0.9516809906848482,0.04831900931515171,4.619037744785278,0.4546672515398196,0.13118689930553262,1.0005688483127768,0.0,0.0,0.0033333333333333335,0.11826078238421552,0.3922347749960091,0.10096020264235088,0.11771958892344242,88.78733782655614,21.426499948312536,0.7491473437187036,869.6169612180565,0.1842031767703363,0.7386528391708492,0.0,5.005199999999999,42.724000000000004,3.62,2.9766666666666666,18321.56,509.6189356661246,294.8333724308434,300.89459740940134,-6.0612249785579,0.02586939559497401,0.02586939559497401
ALL_SCENARIOS,4,ours_hamiltonian_cargo,Ours Hamiltonian cargo,model_based,decentralized,proposed,hamiltonian_tensor_cargo,proposed_model_based_decentralized_cargo,model_based_tuning_optional,distributed_hamiltonian_cargo_transport,local_energy_wrench_formation_game,0,9,False,False,support_dual_wrench_market_guarded,cargo,300,"maximize transport and target success, minimize collisions, maximize score, then minimize formation break, pose error, reference gap, energy, messages and runtime",1.0,1.0,1.0,0.97,0.0010748220138915826,3.6554056877709703e-09,2.0943931831739255e-07,5.230790527403353,0.9478869135113731,0.05211308648862699,6.416783110572881,0.6777371829316792,0.1302904011272039,1.0038954367288593,0.0,0.0,0.0,0.1322315848613196,0.6106131938466941,0.12524668114539453,0.2041529940611491,73.91098166209716,20.79367010791752,0.7716977224775392,741.1941660939228,0.16074252278502504,0.7622510054747739,0.0,5.058066666666667,42.54580000000001,3.0,3.5966666666666667,17356.853333333333,511.9787669950165,294.63192662735355,300.89459740940134,-6.262670782047774,0.031352240340981365,0.031352240340981365
ALL_SCENARIOS,5,classic_centralized_shortest_push,Classic centralized shortest push,classic,centralized,baseline,shortest_path_push_drag,baseline_classic_centralized_push_drag,none,centralized_slot_assignment_plus_direct_payload_tracking,global_robot_slot_cost,0,2,False,False,hungarian_slots,push_drag,300,"maximize transport and target success, minimize collisions, maximize score, then minimize formation break, pose error, reference gap, energy, messages and runtime",1.0,1.0,0.01,0.01,4.757920881338757,0.10980162055305902,6.291169441387198,7.268880502786477,0.9831422664729909,0.01685773352700905,2.977464220680093,0.19845523803359127,0.4124532762879993,1.000528182977972,0.0,0.0,0.0,0.12042603561370484,0.34250148104969297,0.16232178815210477,0.2850544645009348,96.38780568388331,20.414188310579117,0.7833807848092911,917.3244087702556,0.2155870068000984,0.7604012351396996,0.0,3.278466666666667,76.12993094674057,4.0,2.5966666666666667,22710.866666666665,1001.016758667926,-58.954347925467225,300.89459740940134,-359.8489453348685,0.9893450754488136,0.9893450754488136
ALL_SCENARIOS,6,ours_tensor_game_push,Ours tensor-game push,model_based,decentralized,proposed,smooth_tensor_game_wrench_push,proposed_model_based_decentralized_push_drag,model_based_tuning_optional,distributed_tensor_game_wrench_transport,local_tensor_field_and_wrench_residual,0,9,False,False,smith_wrench_pairs_guarded,push_drag,300,"maximize transport and target success, minimize collisions, maximize score, then minimize formation break, pose error, reference gap, energy, messages and runtime",1.0,1.0,0.0,0.0,5.359208887500015,0.03718884908358992,2.1307640974386617,7.971028715741386,0.9830398813302067,0.016960118669793182,3.7253707769228943,0.28725988808269975,0.5478476838624069,1.0003177023528453,0.0,0.0,0.0,0.12330260468765664,0.4967033580348129,0.1171675369809226,0.26907441659327896,97.48429793065411,20.117887947440245,0.7857201910312795,920.3318203863998,0.21678112925816606,0.7601459655928227,0.0,4.4021333333333335,75.53747540620823,4.0,2.5966666666666667,17858.08,1325.7206443316925,-65.75775257144582,300.89459740940134,-366.65234998084713,0.9989229961071651,0.9989229961071651
ALL_SCENARIOS,7,ours_primal_dual_wrench_push,Ours primal-dual wrench push,model_based,decentralized,proposed,primal_dual_wrench_formation_push,proposed_model_based_decentralized_push_drag,model_based_tuning_optional,distributed_primal_dual_wrench_formation_transport,local_wrench_residual_dual_prices,0,8,False,False,support_dual_wrench_market_guarded,push_drag,300,"maximize transport and target success, minimize collisions, maximize score, then minimize formation break, pose error, reference gap, energy, messages and runtime",1.0,1.0,0.0,0.0,5.691739063302836,0.04882152277306387,2.797267204298395,8.423755938729746,0.9368974428963346,0.06310255710366536,6.416783110572881,0.7190587236477923,0.5768063743425293,1.0034792907155192,0.0,0.0,0.0,0.12015370025413546,0.5960089551262833,0.12020300697640933,0.25919056660939843,78.03740565171452,21.209904564109358,0.746669249770976,776.2403844299445,0.17030442192783385,0.7469125642440292,0.0,5.088333333333333,76.55753094674058,3.0,3.5966666666666667,16990.26,1031.0059933325585,-68.87894774501227,300.89459740940134,-369.7735451544135,0.9986116403495932,0.9986116403495932
ALL_SCENARIOS,8,classic_decentralized_apf_push,Classic decentralized APF push,classic,decentralized,baseline,apf_push_drag,baseline_classic_decentralized_push_drag,none,distributed_apf_payload_tracking,local_obstacle_and_slot_state,0,3,False,False,greedy_capacity,push_drag,300,"maximize transport and target success, minimize collisions, maximize score, then minimize formation break, pose error, reference gap, energy, messages and runtime",1.0,1.0,0.0,0.0,5.192293379440134,0.7863239727018435,45.05304496577578,8.186458846379013,0.784143470880037,0.21585652911996292,5.1173397710447635,0.842599112117211,0.5686423059044565,1.0180415461892525,0.0,0.0,0.0,0.1400697979063176,0.6868876222284468,0.23044951029021243,0.5615990488203288,56.19450662857934,19.470921856985388,0.7655128590554791,589.8319746759781,0.1255220698317835,0.7007541131749314,0.0,4.0907333333333336,74.97473094674058,2.1466666666666665,4.45,17267.68666666667,783.3120093370477,-84.81488528930232,300.89459740940134,-385.7094826987036,0.9982039540680216,0.9982039540680216
ALL_SCENARIOS,9,sota_centralized_cbf_push,SOTA centralized CBF push,sota,centralized,baseline,cbf_payload_push_drag,baseline_sota_centralized_push_drag,none,centralized_cbf_payload_velocity_projection,global_payload_robot_traffic_state,0,6,False,False,wrench_greedy,push_drag,300,"maximize transport and target success, minimize collisions, maximize score, then minimize formation break, pose error, reference gap, energy, messages and runtime",1.0,1.0,0.0,0.0,5.298362999502222,0.4552877888625334,26.086068765666496,8.492263558358127,0.8474336403621133,0.15256635963788667,4.697839861510937,0.6287617222220321,0.585885294711771,1.0224789634448366,0.0,0.0,0.0,0.11727867744741348,0.5683827312244826,0.16143980678057732,0.31310502084129416,93.77239988893581,21.14009290001135,0.7622371641779603,913.3233147112036,0.2057629887027878,0.7549464999715372,0.0,4.947533333333334,76.46973094674058,3.62,2.9766666666666666,22710.866666666665,1050.5170146663052,-85.56546132724316,300.89459740940134,-386.4600587366445,0.9988947299507741,0.9988947299507741
ALL_SCENARIOS,10,sota_decentralized_vo_push,SOTA decentralized VO push,sota,decentralized,baseline,velocity_obstacle_push_drag,baseline_sota_decentralized_push_drag,none,distributed_velocity_obstacle_payload_tracking,local_relative_traffic_state,0,6,False,False,cbba_wrench_score,push_drag,300,"maximize transport and target success, minimize collisions, maximize score, then minimize formation break, pose error, reference gap, energy, messages and runtime",1.0,1.0,0.0,0.0,5.176551148928259,0.447612203982003,25.64629014671768,8.29317013011029,0.8311048682796053,0.16889513172039478,4.619435413416214,0.6595721138029957,0.5563547151634187,1.0204595873876023,0.0,0.0,0.0,0.11662169767981465,0.5247154245227377,0.12764399927712006,0.2730437697164371,94.87767921239245,21.508084641276696,0.7535315386384205,921.1317315469394,0.20706848353066334,0.7225356444013517,0.0,5.0902,76.55753094674058,3.62,2.9766666666666666,17733.753333333334,1048.4774703350074,-86.24072877231724,300.89459740940134,-387.13532618171854,0.9989566418141242,0.9989566418141242
