experiment_id,scenario_generator,scenario_variant_id,seed,method,assigned_robots,force_demand_n,force_error_n,load_index,mass_kg,mobile_conflict,obstacle_intersection,raw_mobile_conflicts,raw_obstacle_intersections,required_robots,route_mitigation_factor,scalar_feasible,torque_demand_nm,torque_error_nm,transport_success,travel_distance_m,wrench_feasible,wrench_residual_norm
SP8_MC_fleet_ladder_high_power,fleet_ladder_extended,fleet_5r_1l_seed10100,10100,centralized_hungarian_expanded,2,114.7754237657638,27.196057384872816,1,94.11713433092807,False,False,0.0,1.0,2,0.08,False,81.20387428293465,13.691501778161125,False,13.91395434628462,False,0.29081530740035555
SP8_MC_fleet_ladder_high_power,fleet_ladder_extended,fleet_5r_1l_seed10100,10100,centralized_coalition_oracle,2,114.7754237657638,12.931325027776506,1,94.11713433092807,False,False,0.0,1.0,2,0.18,False,81.20387428293465,43.59462079831835,False,13.890707375695733,False,0.5485488728126762
SP8_MC_fleet_ladder_high_power,fleet_ladder_extended,fleet_5r_1l_seed10100,10100,centralized_time_expanded_mpc,2,114.7754237657638,12.931325027776506,1,94.11713433092807,False,False,0.0,1.0,2,0.8,False,81.20387428293465,43.59462079831835,False,13.74657615804464,False,0.5485488728126762
SP8_MC_fleet_ladder_high_power,fleet_ladder_extended,fleet_5r_1l_seed10100,10100,classic_local_greedy,2,114.7754237657638,27.196057384872816,1,94.11713433092807,False,False,0.0,1.0,2,0.04,False,81.20387428293465,13.691501778161125,False,13.923253134520174,False,0.29081530740035555
SP8_MC_fleet_ladder_high_power,fleet_ladder_extended,fleet_5r_1l_seed10100,10100,cbba_partitioned,2,114.7754237657638,27.196057384872816,1,94.11713433092807,False,False,0.0,1.0,2,0.35,False,81.20387428293465,13.691501778161125,False,13.851187525694627,False,0.29081530740035555
SP8_MC_fleet_ladder_high_power,fleet_ladder_extended,fleet_5r_1l_seed10100,10100,auction_market_local,2,114.7754237657638,27.196057384872816,1,94.11713433092807,False,False,0.0,1.0,2,0.32,False,81.20387428293465,13.691501778161125,False,13.858161616871293,False,0.29081530740035555
SP8_MC_fleet_ladder_high_power,fleet_ladder_extended,fleet_5r_1l_seed10100,10100,ours_primal_dual_spatial,2,114.7754237657638,12.931325027776506,1,94.11713433092807,False,False,0.0,1.0,2,0.52,False,81.20387428293465,43.59462079831835,False,13.81166767569352,False,0.5485488728126762
SP8_MC_fleet_ladder_high_power,fleet_ladder_extended,fleet_5r_1l_seed10100,10100,ours_tensor_quorum_flow,2,114.7754237657638,12.931325027776506,1,94.11713433092807,False,False,0.0,1.0,2,0.68,False,81.20387428293465,43.59462079831835,False,13.774472522751303,False,0.5485488728126762
SP8_MC_fleet_ladder_high_power,fleet_ladder_extended,fleet_5r_1l_seed10100,10100,ours_wrench_market_hierarchical,2,114.7754237657638,12.931325027776506,1,94.11713433092807,False,False,0.0,1.0,2,0.62,False,81.20387428293465,43.59462079831835,False,13.788420705104635,False,0.5485488728126762
SP8_MC_fleet_ladder_high_power,fleet_ladder_extended,fleet_5r_1l_seed10100,10100,ours_mean_field_approximation,2,114.7754237657638,27.196057384872816,1,94.11713433092807,False,False,0.0,1.0,2,0.42,False,81.20387428293465,13.691501778161125,False,13.834914646282407,False,0.29081530740035555
