scenario_generator,rank,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,n,ranking_rule,arrival_success_rate_mean,timeout_rate_mean,mean_arrival_time_s_mean,max_arrival_time_s_mean,travel_distance_m_mean,mean_path_length_m_mean,path_efficiency_ratio_mean,energy_proxy_wh_mean,collision_count_mean,collision_rate_mean,safety_violation_count_mean,min_robot_clearance_m_mean,min_obstacle_clearance_m_mean,mean_clearance_m_mean,mean_speed_mps_mean,max_speed_mps_mean,max_speed_violation_mps_mean,congestion_delay_s_mean,communication_messages_mean,runtime_ms_mean,score_value_mean,reference_score_value_mean,signed_score_delta_vs_reference_mean,performance_gap_vs_reference_mean,optimality_gap_vs_reference_mean,arrived_robots_mean,timed_out_robots_mean
ALL_SCENARIOS,1,smith_motion_field,Smith-QR motion field,model_based,decentralized,proposed,smith_qr_congestion_field,sp4_motion_proposed,none,distributed_smith_qr_motion_field,local_congestion_price_neighbors,0,6,False,False,6,"minimize collisions first, maximize arrival success, minimize timeouts, then gap vs safe reference, arrival time, energy, messages and runtime",0.7777777777777778,0.2222222222222222,25.212,27.959999999999997,104.68415997016363,17.447359995027274,0.8826134332643932,801.3478192655974,7.0,0.0040573008749263334,27.0,0.48538899473460884,12.009842150683047,9.063196465558017,0.5498136507402412,0.7341545647189903,0.0,5.466306392479825,7840.0,82.41323333155985,-1.581515485915176,-17.31667570332581,15.73516021741064,0.021149454667017526,0.021149454667017526,4.666666666666667,1.3333333333333333
ALL_SCENARIOS,2,primal_dual_motion_field,Primal-dual motion field,model_based,decentralized,proposed,primal_dual_barrier_motion_field,sp4_motion_proposed,none,distributed_primal_dual_barrier_motion_field,local_barrier_dual_prices,0,7,False,False,6,"minimize collisions first, maximize arrival success, minimize timeouts, then gap vs safe reference, arrival time, energy, messages and runtime",0.8055555555555557,0.19444444444444442,26.05933333333333,29.159999999999997,102.7185183752347,17.119753062539115,0.8947616236516732,786.1030865540187,9.5,0.005394947316611943,28.166666666666668,0.5034617983424504,11.937600739438615,9.060814878449365,0.5406623280172326,0.7029139449437141,0.0,6.1007508369242665,7840.0,90.77861666446552,-0.3609784679604857,-17.31667570332581,16.955697235365328,0.022976578889236834,0.022976578889236834,4.833333333333333,1.1666666666666667
ALL_SCENARIOS,3,tensor_flow_motion_field,Smooth tensor-flow motion,model_based,decentralized,proposed,smooth_tensor_flow_barrier_motion,sp4_motion_proposed,none,distributed_smooth_tensor_flow_motion_field,local_anisotropic_clearance_tensor,0,8,False,False,6,"minimize collisions first, maximize arrival success, minimize timeouts, then gap vs safe reference, arrival time, energy, messages and runtime",0.8055555555555557,0.19444444444444442,26.541999999999998,29.359999999999996,102.28196942445727,17.04699490407621,0.8970393823690124,783.7612103011819,10.0,0.005666621333695997,22.833333333333332,0.5472281147304167,11.901166181190058,9.044001110069962,0.5386978938843043,0.687293635056076,0.0,6.466306392479823,7840.0,99.67461666868378,-1.4784254661517007,-17.31667570332581,15.838250237174115,0.021457119454573088,0.021457119454573088,4.833333333333333,1.1666666666666667
ALL_SCENARIOS,4,pid_safety_motion,PID safety motion,model_based,decentralized,proposed,pid_damped_safety_motion,sp4_motion_proposed,none,distributed_pid_damped_safety_feedback,local_target_error_and_clearance,0,5,False,False,6,"minimize collisions first, maximize arrival success, minimize timeouts, then gap vs safe reference, arrival time, energy, messages and runtime",0.5555555555555556,0.4444444444444444,27.94366666666667,29.439999999999998,99.29974893912306,16.549958156520514,0.9180398840546949,760.1900849241305,14.333333333333334,0.00807639253171689,41.166666666666664,0.5137561667965195,11.897009200678532,8.871515708139693,0.5245548284174182,0.6404327053931617,0.0,7.8985286147020455,7840.0,77.27051669886957,-52.41163213641337,-17.31667570332581,-35.09495643308755,0.0695274380762739,0.0695274380762739,3.3333333333333335,2.6666666666666665
ALL_SCENARIOS,5,cbf_safety_filter,CBF safety filter,sota,centralized,baseline,cbf_velocity_projection_proxy,sp4_motion_sota_proxy,none,centralized_cbf_velocity_projection_proxy,global_relative_state,0,6,False,False,6,"minimize collisions first, maximize arrival success, minimize timeouts, then gap vs safe reference, arrival time, energy, messages and runtime",0.8333333333333335,0.16666666666666666,24.956,28.12,103.4886612462418,17.24811020770697,0.8897119609341598,789.0586571051607,18.333333333333332,0.01026014649025665,45.0,0.4855623853564926,11.95471437609588,9.067388698899995,0.5442768914556847,0.7341545647189903,0.0,5.170750836924268,7840.0,63.886049999079354,-5.887332510729654,-17.31667570332581,11.429343192596157,0.01965540937758898,0.01965540937758898,5.0,1.0
ALL_SCENARIOS,6,reference_time_expanded_cbf,Reference time-expanded CBF,model_based_reference,centralized,reference,time_expanded_safe_cbf_reference,sp4_motion_reference,none,centralized_time_expanded_cbf_reference,global_state_and_release_schedule,0,8,False,False,6,"minimize collisions first, maximize arrival success, minimize timeouts, then gap vs safe reference, arrival time, energy, messages and runtime",0.861111111111111,0.13888888888888887,25.772666666666666,28.679999999999996,105.05691141565539,17.509485235942567,0.8827963827198267,804.4826599081802,30.166666666666668,0.016781294321074003,49.833333333333336,0.5072308992839892,11.817823964619917,8.96183594611636,0.5513990049989533,0.7497748746066284,0.0,5.258528614702047,7840.0,76.35061665981387,-17.31667570332581,-17.31667570332581,0.0,0.0,0.0,5.166666666666667,0.8333333333333334
ALL_SCENARIOS,7,direct_to_target,Direct to target,classic,decentralized,baseline,direct_single_integrator,sp4_motion_baseline,none,local_target_feedback,none,0,0,False,False,6,"minimize collisions first, maximize arrival success, minimize timeouts, then gap vs safe reference, arrival time, energy, messages and runtime",1.0,0.0,20.35,24.34,87.56563368115424,14.594272280192373,1.0218680691449427,669.1067478144523,91.33333333333333,0.050789765110450545,121.33333333333333,0.30823781320685867,11.735673976932611,9.160370759177644,0.46974022273060073,0.7810154943819047,1.8503717077085943e-16,0.0,7840.0,12.378183329322686,-60.41094315307978,-17.31667570332581,-43.09426744975395,0.07261794626556473,0.07261794626556473,6.0,0.0
ALL_SCENARIOS,8,priority_yield,Priority yield,classic,centralized,baseline,priority_release_yield,sp4_motion_baseline,none,centralized_priority_schedule,global_priority_order,0,2,False,False,6,"minimize collisions first, maximize arrival success, minimize timeouts, then gap vs safe reference, arrival time, energy, messages and runtime",1.0,0.0,22.766666666666666,27.24,87.7676423728147,14.627940395469118,1.0196712251182654,670.5928971960338,103.5,0.057666452954090654,128.0,0.28089975770316356,11.734540215500068,9.07855945420259,0.47070180976589265,0.7185342548313521,0.0,2.038528614702046,7840.0,20.896050011894356,-80.84096405046381,-17.31667570332581,-63.524288347138,0.10587381391189665,0.10587381391189665,6.0,0.0
ALL_SCENARIOS,9,bnn_motion_field,BNN/Brown motion field,model_based,decentralized,baseline,brown_bnn_positive_excess_field,sp4_population_motion_family,none,distributed_bnn_positive_excess_motion_field,local_positive_excess_neighbor_scores,0,6,False,False,6,"minimize collisions first, maximize arrival success, minimize timeouts, then gap vs safe reference, arrival time, energy, messages and runtime",0.9722222222222223,0.027777777777777776,23.603333333333335,27.959999999999997,87.79371189925921,14.632285316543204,1.0195040799401378,670.3950836495236,109.83333333333333,0.06107484473457545,142.16666666666666,0.31095753717016295,11.829889099743049,8.98840593573171,0.470760998931865,0.6716733251684378,0.0,2.981861948035379,7840.0,56.00664999413615,-95.39530592842448,-17.31667570332581,-78.07863022509866,0.13013105037516445,0.13013105037516445,5.833333333333333,0.16666666666666666
ALL_SCENARIOS,10,replicator_motion_field,Replicator motion field,model_based,decentralized,baseline,replicator_target_congestion_field,sp4_population_motion_family,none,distributed_replicator_motion_field,local_target_obstacle_neighbor_scores,0,5,False,False,6,"minimize collisions first, maximize arrival success, minimize timeouts, then gap vs safe reference, arrival time, energy, messages and runtime",1.0,0.0,22.14,26.539999999999996,87.6491625209846,14.608193753497433,1.0210087232878153,669.4500332448716,112.33333333333333,0.062443576641863056,140.5,0.30352045496664465,11.833325173085038,9.067271985390242,0.470107816347654,0.7185342548313521,0.0,1.4118619480353793,7840.0,49.851916691598795,-91.26590002753666,-17.31667570332581,-73.94922432421085,0.12324870720701808,0.12324870720701808,6.0,0.0
