experiment_id,scenario_generator,scenario_variant_id,seed,method,assigned_robots,force_demand_n,force_error_n,load_index,mass_kg,mobile_conflict,obstacle_intersection,raw_mobile_conflicts,raw_obstacle_intersections,required_robots,route_mitigation_factor,scalar_feasible,torque_demand_nm,torque_error_nm,transport_success,travel_distance_m,wrench_feasible,wrench_residual_norm
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_5r_1l_seed10000,10000,centralized_hungarian_expanded,2,91.73462013807662,50.687024833447516,1,61.98706573218012,False,False,1.0,0.0,2,0.08,True,-37.35925995586135,19.209670756491604,False,12.785889423330325,False,0.6024601427391869
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_5r_1l_seed10000,10000,centralized_coalition_oracle,2,91.73462013807662,0.5508263779789535,1,61.98706573218012,False,False,1.0,0.0,2,0.18,True,-37.35925995586135,1.3359953846730335,True,24.240723690509224,True,0.017746629521158123
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_5r_1l_seed10000,10000,centralized_time_expanded_mpc,2,91.73462013807662,0.5508263779789535,1,61.98706573218012,False,False,1.0,0.0,2,0.8,True,-37.35925995586135,1.3359953846730335,True,24.363324130680553,True,0.017746629521158123
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_5r_1l_seed10000,10000,classic_local_greedy,2,91.73462013807662,77.04242476826524,1,61.98706573218012,False,False,1.0,0.0,2,0.04,True,-37.35925995586135,49.7609945824114,False,24.213039720147957,False,1.0450985997474054
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_5r_1l_seed10000,10000,cbba_partitioned,2,91.73462013807662,74.31074585547516,1,61.98706573218012,False,False,1.0,0.0,2,0.35,True,-37.35925995586135,42.26798725823405,False,20.735314406178038,False,0.9671371570606386
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_5r_1l_seed10000,10000,auction_market_local,2,91.73462013807662,77.04242476826524,1,61.98706573218012,False,False,1.0,0.0,2,0.32,True,-37.35925995586135,49.7609945824114,False,24.268407660870494,False,1.0450985997474054
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_5r_1l_seed10000,10000,ours_primal_dual_spatial,2,91.73462013807662,0.5508263779789535,1,61.98706573218012,False,False,1.0,0.0,2,0.52,True,-37.35925995586135,1.3359953846730335,True,24.30795618995802,True,0.017746629521158123
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_5r_1l_seed10000,10000,ours_tensor_quorum_flow,2,91.73462013807662,0.5508263779789535,1,61.98706573218012,False,False,1.0,0.0,2,0.68,True,-37.35925995586135,1.3359953846730335,True,20.800569479172456,True,0.017746629521158123
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_5r_1l_seed10000,10000,ours_wrench_market_hierarchical,2,91.73462013807662,0.5508263779789535,1,61.98706573218012,False,False,1.0,0.0,2,0.62,True,-37.35925995586135,1.3359953846730335,True,24.327730454501783,True,0.017746629521158123
SP8_MC_fleet_ladder_extended,fleet_ladder_extended,fleet_5r_1l_seed10000,10000,ours_mean_field_approximation,2,91.73462013807662,77.04242476826524,1,61.98706573218012,False,False,1.0,0.0,2,0.42,True,-37.35925995586135,49.7609945824114,False,24.288181925414257,False,1.0450985997474054
