experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_engine,method_payoff_signal,method_role,method_recommended_phase,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,n_robots,n_loads,robot_force_n,robot_payload_kg,communication_radius,wrench_tolerance,oracle_runtime_ms,scalar_feasible_rate,wrench_feasible_rate,false_positive_rate,false_positive_given_scalar_rate,assigned_loads,feasible_assigned_loads,infeasible_assigned_loads,feasible_available_loads,relative_feasibility,feasible_coverage,precision_given_assigned,fp_given_assigned,wrench_residual_norm,max_wrench_residual_norm,wrench_residual_feasible_available,max_wrench_residual_feasible_available,wrench_margin,torque_error_nm,force_error_n,slot_coverage_ratio,complementarity_gain,scalar_wrench_success_gap,slot_conflict_count,assignment_valid,travel_distance_m,estimated_arrival_time_s,energy_proxy_wh,communication_messages,runtime_ms,score_value,oracle_score_value,signed_score_delta_vs_oracle,oracle_dominance_violation,optimality_gap_vs_wrench_oracle,captured_reward,oracle_reward,assigned_robots,idle_robots,mean_assigned_travel_distance_m,max_assigned_travel_distance_m
SP3_DEBUG_smoke,setup,setup_v00,4100,wrench_oracle,Wrench oracle,model_based_oracle,centralized,reference,exact_role_slot_wrench,centralized_wrench_oracle_reference,oracle,strict_wrench_feasible_score,reference,A,none,centralized_exact_role_slot_search,centralized_all_robot_slot_pairs,0,3,False,False,4,1,36.0,28.0,inf,0.05,3.5783000057563186,1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0,True,3.271402909705874,2.477076907821678,22.12717138581027,8,2.414699993096292,66.69967957939062,66.69967957939062,0.0,False,0.0,3.5,3.5,2,2,1.635701454852937,1.9309171528381583
SP3_DEBUG_smoke,setup,setup_v00,4100,oracle_scalar_assignment,Oracle scalar assignment,model_based_oracle,centralized,reference,exact_scalar_capacity_reference,centralized_scalar_reference,oracle,scalar_capacity_only,reference_scalar_false_positive,A,none,centralized_exact_scalar_search,centralized_all_robot_slot_pairs,0,2,False,False,4,1,36.0,28.0,inf,0.05,3.5783000057563186,1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0,True,3.271402909705874,2.477076907821678,22.12717138581027,8,0.6631000433117151,66.69967957939062,66.69967957939062,0.0,False,0.0,3.5,3.5,2,2,1.635701454852937,1.9309171528381583
SP3_DEBUG_smoke,setup,setup_v00,4100,capacity_greedy_slots,Capacity greedy slots,classic,decentralized,baseline,capacity_greedy_slots,classic_decentralized_baseline,greedy,scalar_capacity_only,classic_baseline,A,none,distributed_capacity_slot_rule,local_robot_load_slots,0,0,False,False,4,1,36.0,28.0,inf,0.05,3.5783000057563186,1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0,True,5.634121141542074,6.985337392045269,29.59097311406189,8,0.1906000543385744,66.66759505974446,66.69967957939062,-0.03208451964616188,False,0.00048102959187341584,3.5,3.5,2,2,2.817060570771037,3.7032039887039163
SP3_DEBUG_smoke,setup,setup_v00,4100,cbba_slots,CBBA slots,sota,decentralized,baseline,cbba_slot_wrench_proxy,sota_decentralized_baseline,cbba,marginal_wrench_bid,sota_proxy,A,none,distributed_slot_bundle_auction_proxy,auction_robot_slot_bids,0,3,False,False,4,1,36.0,28.0,inf,0.05,3.5783000057563186,1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0,True,3.271402909705874,2.477076907821678,22.12717138581027,8,1.7697999719530344,66.69967957939062,66.69967957939062,0.0,False,0.0,3.5,3.5,2,2,1.635701454852937,1.9309171528381583
SP3_DEBUG_smoke,setup,setup_v00,4100,smith_wrench_deficit,Smith-QR wrench deficit,model_based,decentralized,proposed,smith_qr_wrench_deficit,proposed_wrench_deficit,smith,wrench_deficit_minus_rho,main_proposal,A,model_based_tuning_optional,distributed_smith_qr_wrench_deficit_rule,local_wrench_deficit_scores,0,5,False,False,4,1,36.0,28.0,inf,0.05,3.5783000057563186,1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0,True,3.271402909705874,2.477076907821678,22.12717138581027,8,1.787999994121492,66.69967957939062,66.69967957939062,0.0,False,0.0,3.5,3.5,2,2,1.635701454852937,1.9309171528381583
SP3_DEBUG_smoke,setup,setup_v00,4100,smith_wrench_marginal,Smith-QR wrench marginal,model_based,decentralized,proposed,smith_qr_delta_rho_wrench_marginal,proposed_wrench_ablation,smith,delta_rho_marginal,proposal_ablation,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_rule,local_marginal_wrench_scores,0,5,False,False,4,1,36.0,28.0,inf,0.05,3.5783000057563186,1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0,True,3.271402909705874,2.477076907821678,22.12717138581027,8,1.4620000729337335,66.69967957939062,66.69967957939062,0.0,False,0.0,3.5,3.5,2,2,1.635701454852937,1.9309171528381583
SP3_DEBUG_smoke,setup,setup_v00,4100,smith_wrench_marginal_guarded,Smith-QR wrench marginal guarded,model_based,decentralized,proposed,smith_qr_delta_rho_guarded_local_repair,proposed_wrench_guarded_repair,smith,delta_rho_marginal_plus_wrench_abstention_guard,guarded_local_repair_proposal,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_with_certified_guard,local_marginal_wrench_scores_plus_local_repair,0,7,False,False,4,1,36.0,28.0,inf,0.05,3.5783000057563186,1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0,True,3.271402909705874,2.477076907821678,22.12717138581027,8,2.2099000634625554,66.69967957939062,66.69967957939062,0.0,False,0.0,3.5,3.5,2,2,1.635701454852937,1.9309171528381583
SP3_DEBUG_smoke,setup,setup_v00,4100,support_dual_wrench_market,Residual-support wrench market,model_based,decentralized,proposed,residual_support_wrench_market,proposed_wrench_market,residual_support_market,current_residual_wrench_direction,main_proposal,A,model_based_tuning_optional,distributed_residual_support_wrench_market,current_residual_wrench_direction,0,5,False,False,4,1,36.0,28.0,inf,0.05,3.5783000057563186,1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0,True,5.634121141542074,6.985337392045269,29.59097311406189,8,0.9169999975711107,66.66759505974446,66.69967957939062,-0.03208451964616188,False,0.00048102959187341584,3.5,3.5,2,2,2.817060570771037,3.7032039887039163
SP3_DEBUG_smoke,setup,setup_v00,4100,support_dual_wrench_market_guarded,Residual-support wrench market guarded,model_based,decentralized,proposed,residual_support_guarded_local_repair,proposed_wrench_guarded_repair,residual_support_market,current_residual_wrench_direction_plus_abstention_guard,guarded_local_repair_proposal,A,model_based_tuning_optional,distributed_residual_support_market_with_certified_guard,current_residual_direction_plus_local_repair,0,7,False,False,4,1,36.0,28.0,inf,0.05,3.5783000057563186,1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0,True,5.634121141542074,6.985337392045269,29.59097311406189,8,1.813500071875751,66.66759505974446,66.69967957939062,-0.03208451964616188,False,0.00048102959187341584,3.5,3.5,2,2,2.817060570771037,3.7032039887039163
SP3_DEBUG_smoke,setup,setup_v00,4100,smith_wrench_pairs_guarded,Smith-QR pair repair guarded,model_based,decentralized,proposed,pair_aware_wrench_guarded_repair,proposed_wrench_guarded_repair,smith_pair_repair,pairwise_delta_rho_plus_wrench_abstention_guard,pair_complementarity_repair_proposal,A,model_based_tuning_optional,distributed_pair_aware_smith_guarded_repair,local_pair_complementarity_plus_wrench_guard,0,8,False,False,4,1,36.0,28.0,inf,0.05,3.5783000057563186,1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0,True,3.271402909705874,2.477076907821678,22.12717138581027,8,3.504799911752343,66.69967957939062,66.69967957939062,0.0,False,0.0,3.5,3.5,2,2,1.635701454852937,1.9309171528381583
SP3_DEBUG_smoke,setup,setup_v00,4101,wrench_oracle,Wrench oracle,model_based_oracle,centralized,reference,exact_role_slot_wrench,centralized_wrench_oracle_reference,oracle,strict_wrench_feasible_score,reference,A,none,centralized_exact_role_slot_search,centralized_all_robot_slot_pairs,0,3,False,False,4,1,36.0,28.0,inf,0.05,2.41199997253716,1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0,True,0.7393904501385875,0.8730035303213726,3.7735243450658933,8,2.5997000047937036,66.7392405524258,66.7392405524258,0.0,False,0.0,3.5,3.5,2,2,0.36969522506929375,0.5514427723383913
SP3_DEBUG_smoke,setup,setup_v00,4101,oracle_scalar_assignment,Oracle scalar assignment,model_based_oracle,centralized,reference,exact_scalar_capacity_reference,centralized_scalar_reference,oracle,scalar_capacity_only,reference_scalar_false_positive,A,none,centralized_exact_scalar_search,centralized_all_robot_slot_pairs,0,2,False,False,4,1,36.0,28.0,inf,0.05,2.41199997253716,1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0,True,0.7393904501385875,0.8730035303213726,3.7735243450658933,8,0.6980999605730176,66.7392405524258,66.7392405524258,0.0,False,0.0,3.5,3.5,2,2,0.36969522506929375,0.5514427723383913
SP3_DEBUG_smoke,setup,setup_v00,4101,capacity_greedy_slots,Capacity greedy slots,classic,decentralized,baseline,capacity_greedy_slots,classic_decentralized_baseline,greedy,scalar_capacity_only,classic_baseline,A,none,distributed_capacity_slot_rule,local_robot_load_slots,0,0,False,False,4,1,36.0,28.0,inf,0.05,2.41199997253716,1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0,True,1.7423837704932263,2.5702715354912504,12.31836318563878,8,0.13679999392479658,66.72293221316126,66.7392405524258,-0.01630833926454045,False,0.00024435907765132166,3.5,3.5,2,2,0.8711918852466132,1.5544360926930303
SP3_DEBUG_smoke,setup,setup_v00,4101,cbba_slots,CBBA slots,sota,decentralized,baseline,cbba_slot_wrench_proxy,sota_decentralized_baseline,cbba,marginal_wrench_bid,sota_proxy,A,none,distributed_slot_bundle_auction_proxy,auction_robot_slot_bids,0,3,False,False,4,1,36.0,28.0,inf,0.05,2.41199997253716,1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0,True,0.7393904501385875,0.8730035303213726,3.7735243450658933,8,1.3986999401822686,66.7392405524258,66.7392405524258,0.0,False,0.0,3.5,3.5,2,2,0.36969522506929375,0.5514427723383913
SP3_DEBUG_smoke,setup,setup_v00,4101,smith_wrench_deficit,Smith-QR wrench deficit,model_based,decentralized,proposed,smith_qr_wrench_deficit,proposed_wrench_deficit,smith,wrench_deficit_minus_rho,main_proposal,A,model_based_tuning_optional,distributed_smith_qr_wrench_deficit_rule,local_wrench_deficit_scores,0,5,False,False,4,1,36.0,28.0,inf,0.05,2.41199997253716,1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0,True,0.7393904501385875,0.8730035303213726,3.7735243450658933,8,1.2490999652072787,66.7392405524258,66.7392405524258,0.0,False,0.0,3.5,3.5,2,2,0.36969522506929375,0.5514427723383913
SP3_DEBUG_smoke,setup,setup_v00,4101,smith_wrench_marginal,Smith-QR wrench marginal,model_based,decentralized,proposed,smith_qr_delta_rho_wrench_marginal,proposed_wrench_ablation,smith,delta_rho_marginal,proposal_ablation,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_rule,local_marginal_wrench_scores,0,5,False,False,4,1,36.0,28.0,inf,0.05,2.41199997253716,1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0,True,0.7393904501385875,0.8730035303213726,3.7735243450658933,8,1.3265999732539058,66.7392405524258,66.7392405524258,0.0,False,0.0,3.5,3.5,2,2,0.36969522506929375,0.5514427723383913
SP3_DEBUG_smoke,setup,setup_v00,4101,smith_wrench_marginal_guarded,Smith-QR wrench marginal guarded,model_based,decentralized,proposed,smith_qr_delta_rho_guarded_local_repair,proposed_wrench_guarded_repair,smith,delta_rho_marginal_plus_wrench_abstention_guard,guarded_local_repair_proposal,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_with_certified_guard,local_marginal_wrench_scores_plus_local_repair,0,7,False,False,4,1,36.0,28.0,inf,0.05,2.41199997253716,1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0,True,0.7393904501385875,0.8730035303213726,3.7735243450658933,8,3.2227999763563275,66.7392405524258,66.7392405524258,0.0,False,0.0,3.5,3.5,2,2,0.36969522506929375,0.5514427723383913
SP3_DEBUG_smoke,setup,setup_v00,4101,support_dual_wrench_market,Residual-support wrench market,model_based,decentralized,proposed,residual_support_wrench_market,proposed_wrench_market,residual_support_market,current_residual_wrench_direction,main_proposal,A,model_based_tuning_optional,distributed_residual_support_wrench_market,current_residual_wrench_direction,0,5,False,False,4,1,36.0,28.0,inf,0.05,2.41199997253716,1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0,True,1.7423837704932263,2.5702715354912504,12.31836318563878,8,0.6190999411046505,66.72293221316126,66.7392405524258,-0.01630833926454045,False,0.00024435907765132166,3.5,3.5,2,2,0.8711918852466132,1.5544360926930303
SP3_DEBUG_smoke,setup,setup_v00,4101,support_dual_wrench_market_guarded,Residual-support wrench market guarded,model_based,decentralized,proposed,residual_support_guarded_local_repair,proposed_wrench_guarded_repair,residual_support_market,current_residual_wrench_direction_plus_abstention_guard,guarded_local_repair_proposal,A,model_based_tuning_optional,distributed_residual_support_market_with_certified_guard,current_residual_direction_plus_local_repair,0,7,False,False,4,1,36.0,28.0,inf,0.05,2.41199997253716,1.0,1.0,0.0,0.0,1,1,0,1,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999994,0.0,3.552713678800501e-15,1.0,0.7071067811865475,0.0,0,True,1.7423837704932263,2.5702715354912504,12.31836318563878,8,1.635099994018674,66.72293221316126,66.7392405524258,-0.01630833926454045,False,0.00024435907765132166,3.5,3.5,2,2,0.8711918852466132,1.5544360926930303
