scenario_generator,rank,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_engine,method_payoff_signal,method_role,method_recommended_phase,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,n,ranking_rule,scalar_feasible_rate_mean,wrench_feasible_rate_mean,false_positive_rate_mean,false_positive_given_scalar_rate_mean,assigned_loads_mean,feasible_assigned_loads_mean,infeasible_assigned_loads_mean,feasible_available_loads_mean,relative_feasibility_mean,feasible_coverage_mean,precision_given_assigned_mean,fp_given_assigned_mean,wrench_residual_norm_mean,max_wrench_residual_norm_mean,wrench_residual_feasible_available_mean,max_wrench_residual_feasible_available_mean,wrench_margin_mean,torque_error_nm_mean,force_error_n_mean,slot_coverage_ratio_mean,complementarity_gain_mean,scalar_wrench_success_gap_mean,slot_conflict_count_mean,assignment_valid_mean,travel_distance_m_mean,estimated_arrival_time_s_mean,energy_proxy_wh_mean,communication_messages_mean,runtime_ms_mean,score_value_mean,oracle_score_value_mean,signed_score_delta_vs_oracle_mean,oracle_dominance_violation_mean,optimality_gap_vs_wrench_oracle_mean,captured_reward_mean,oracle_reward_mean
ALL_SCENARIOS,1,wrench_oracle,Wrench oracle,model_based_oracle,centralized,reference,exact_role_slot_wrench,centralized_wrench_oracle_reference,oracle,strict_wrench_feasible_score,reference,A,none,centralized_exact_role_slot_search,centralized_all_robot_slot_pairs,0,3,False,False,6,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.5277777777777778,0.5277777777777778,9.86864910777917e-17,9.86864910777917e-17,-0.47777777777777786,31.666666666666668,5.921189464667502e-15,0.6666666666666666,0.301126715742856,0.0,0.0,1.0,1.3369311199481537,1.1166934793810168,8.63356524362539,9.333333333333334,16.503316660722096,35.47964004393881,35.47964004393881,0.0,0.0,0.0,1.8333333333333333,1.8333333333333333
ALL_SCENARIOS,2,smith_wrench_pairs_guarded,Smith-QR pair repair guarded,model_based,decentralized,proposed,pair_aware_wrench_guarded_repair,proposed_wrench_guarded_repair,smith_pair_repair,pairwise_delta_rho_plus_wrench_abstention_guard,pair_complementarity_repair_proposal,A,model_based_tuning_optional,distributed_pair_aware_smith_guarded_repair,local_pair_complementarity_plus_wrench_guard,0,8,False,False,6,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.5277777777777778,0.5277777777777778,9.86864910777917e-17,9.86864910777917e-17,-0.47777777777777786,31.666666666666668,5.921189464667502e-15,0.6666666666666666,0.301126715742856,0.0,0.0,1.0,1.3369311199481537,1.1166934793810168,8.63356524362539,9.333333333333334,45.93016665118436,35.47964004393881,35.47964004393881,0.0,0.0,0.0,1.8333333333333333,1.8333333333333333
ALL_SCENARIOS,3,smith_wrench_marginal_guarded,Smith-QR wrench marginal guarded,model_based,decentralized,proposed,smith_qr_delta_rho_guarded_local_repair,proposed_wrench_guarded_repair,smith,delta_rho_marginal_plus_wrench_abstention_guard,guarded_local_repair_proposal,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_with_certified_guard,local_marginal_wrench_scores_plus_local_repair,0,7,False,False,6,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.5277777777777778,0.5277777777777778,9.86864910777917e-17,9.86864910777917e-17,-0.47777777777777786,31.666666666666668,5.921189464667502e-15,0.6666666666666666,0.2943353397696304,0.0,0.0,1.0,1.7208629543295368,2.035103013293714,9.185184266776098,9.333333333333334,15.238649987926086,35.47475705241465,35.47964004393881,-0.004882991524151947,0.0,0.00012299826033575507,1.8333333333333333,1.8333333333333333
ALL_SCENARIOS,4,support_dual_wrench_market_guarded,Residual-support wrench market guarded,model_based,decentralized,proposed,residual_support_guarded_local_repair,proposed_wrench_guarded_repair,residual_support_market,current_residual_wrench_direction_plus_abstention_guard,guarded_local_repair_proposal,A,model_based_tuning_optional,distributed_residual_support_market_with_certified_guard,current_residual_direction_plus_local_repair,0,7,False,False,6,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.5277777777777778,0.5277777777777778,9.86864910777917e-17,9.86864910777917e-17,-0.47777777777777786,31.666666666666668,5.921189464667502e-15,0.6666666666666666,0.2943353397696304,0.0,0.0,1.0,2.3802201123564175,3.0693577615259584,12.912668989401004,9.333333333333334,8.227833333270004,35.46498102415702,35.47964004393881,-0.014659019781787444,0.0,0.00028698366609387877,1.8333333333333333,1.8333333333333333
ALL_SCENARIOS,5,support_dual_wrench_market,Residual-support wrench market,model_based,decentralized,proposed,residual_support_wrench_market,proposed_wrench_market,residual_support_market,current_residual_wrench_direction,main_proposal,A,model_based_tuning_optional,distributed_residual_support_wrench_market,current_residual_wrench_direction,0,5,False,False,6,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3408854239098856,0.3408854239098856,9.86864910777917e-17,9.86864910777917e-17,-0.29088542390988553,20.452885775419947,0.09900584121885932,1.0,0.43474182136882883,0.3333333333333333,0.0,1.0,3.6900487040612897,4.807571124848137,20.765481618144097,9.333333333333334,2.948649984318763,31.06330679439809,35.47964004393881,-4.416333249540716,0.0,0.07352615554228235,1.8333333333333333,1.8333333333333333
ALL_SCENARIOS,6,capacity_greedy_slots,Capacity greedy slots,classic,decentralized,baseline,capacity_greedy_slots,classic_decentralized_baseline,greedy,scalar_capacity_only,classic_baseline,A,none,distributed_capacity_slot_rule,local_robot_load_slots,0,0,False,False,6,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3408854239098856,0.3408854239098856,9.86864910777917e-17,9.86864910777917e-17,-0.29088542390988553,20.452885775419947,0.09900584121885932,1.0,0.4343432289635582,0.3333333333333333,0.0,1.0,3.865612679547306,5.104335978538043,22.25063034248869,9.333333333333334,0.17130000439162055,31.060457452330088,35.47964004393881,-4.41918259160872,0.0,0.0735978565116113,1.8333333333333333,1.8333333333333333
ALL_SCENARIOS,7,oracle_scalar_assignment,Oracle scalar assignment,model_based_oracle,centralized,reference,exact_scalar_capacity_reference,centralized_scalar_reference,oracle,scalar_capacity_only,reference_scalar_false_positive,A,none,centralized_exact_scalar_search,centralized_all_robot_slot_pairs,0,2,False,False,6,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3471885079025043,0.3471885079025043,9.86864910777917e-17,9.86864910777917e-17,-0.29718850790250423,20.801432131894376,0.8735533000906237,1.0,0.4352301133494357,0.3333333333333333,0.0,1.0,1.9220520403978467,1.6974906879918932,11.984224023124225,9.333333333333334,0.8807166789968809,31.006906130491192,35.47964004393881,-4.47273391344761,0.0,0.07442152934189035,1.8333333333333333,1.8333333333333333
ALL_SCENARIOS,8,smith_wrench_deficit,Smith-QR wrench deficit,model_based,decentralized,proposed,smith_qr_wrench_deficit,proposed_wrench_deficit,smith,wrench_deficit_minus_rho,main_proposal,A,model_based_tuning_optional,distributed_smith_qr_wrench_deficit_rule,local_wrench_deficit_scores,0,5,False,False,6,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,0.34689546356534545,0.34689546356534545,9.86864910777917e-17,9.86864910777917e-17,-0.2968954635653455,20.784108766111828,0.8350569316849565,1.0,0.42873178171336895,0.3333333333333333,0.0,1.0,2.4667793887238654,2.8801192914272273,13.685484195827373,9.333333333333334,9.707116657712808,31.003392376622458,35.47964004393881,-4.476247667316348,0.0,0.07452174494573002,1.8333333333333333,1.8333333333333333
ALL_SCENARIOS,9,smith_wrench_marginal,Smith-QR wrench marginal,model_based,decentralized,proposed,smith_qr_delta_rho_wrench_marginal,proposed_wrench_ablation,smith,delta_rho_marginal,proposal_ablation,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_rule,local_marginal_wrench_scores,0,5,False,False,6,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,0.34689546356534545,0.34689546356534545,9.86864910777917e-17,9.86864910777917e-17,-0.2968954635653455,20.784108766111828,0.8350569316849565,1.0,0.42873178171336895,0.3333333333333333,0.0,1.0,2.4667793887238654,2.8801192914272273,13.685484195827373,9.333333333333334,10.062949964776635,31.003392376622458,35.47964004393881,-4.476247667316348,0.0,0.07452174494573002,1.8333333333333333,1.8333333333333333
ALL_SCENARIOS,10,cbba_slots,CBBA slots,sota,decentralized,baseline,cbba_slot_wrench_proxy,sota_decentralized_baseline,cbba,marginal_wrench_bid,sota_proxy,A,none,distributed_slot_bundle_auction_proxy,auction_robot_slot_bids,0,3,False,False,6,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,0.3333333333333333,0.3471885079025043,0.3471885079025043,9.86864910777917e-17,9.86864910777917e-17,-0.29718850790250423,20.801432131894376,0.8735533000906237,1.0,0.42804014497093945,0.3333333333333333,0.0,1.0,2.4815478502652466,2.9126650755944947,14.020991770619526,9.333333333333334,8.260516643834611,30.99917379689904,35.47964004393881,-4.480466247039767,0.0,0.07461622857155505,1.8333333333333333,1.8333333333333333
