experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_engine,method_payoff_signal,method_role,method_recommended_phase,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,n_robots,n_loads,robot_force_n,robot_payload_kg,communication_radius,wrench_tolerance,oracle_runtime_ms,scalar_feasible_rate,wrench_feasible_rate,false_positive_rate,false_positive_given_scalar_rate,wrench_residual_norm,max_wrench_residual_norm,wrench_margin,torque_error_nm,force_error_n,slot_coverage_ratio,complementarity_gain,scalar_wrench_success_gap,slot_conflict_count,assignment_valid,travel_distance_m,estimated_arrival_time_s,energy_proxy_wh,communication_messages,runtime_ms,score_value,oracle_score_value,signed_score_delta_vs_oracle,oracle_dominance_violation,optimality_gap_vs_wrench_oracle,captured_reward,oracle_reward,assigned_robots,idle_robots,mean_assigned_travel_distance_m,max_assigned_travel_distance_m
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4100,wrench_oracle,Wrench oracle,model_based_oracle,centralized,reference,exact_role_slot_wrench,centralized_wrench_oracle_reference,oracle,strict_wrench_feasible_score,reference,A,none,centralized_exact_role_slot_search,centralized_all_robot_slot_pairs,0,3,False,False,4,1,36.0,28.0,inf,0.05,12.533999979496002,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.19918705483557772,0.0,0,True,3.271402909705874,2.477076907821678,22.12717138581027,8,10.544199962168932,39.699679579390626,39.699679579390626,0.0,False,0.0,2.0,2.0,2,2,1.635701454852937,1.9309171528381583
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4100,oracle_scalar_assignment,Oracle scalar assignment,model_based_oracle,centralized,reference,exact_scalar_capacity_reference,centralized_scalar_reference,oracle,scalar_capacity_only,reference_scalar_false_positive,A,none,centralized_exact_scalar_search,centralized_all_robot_slot_pairs,0,2,False,False,4,1,36.0,28.0,inf,0.05,12.533999979496002,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.19918705483557772,0.0,0,True,3.271402909705874,2.477076907821678,22.12717138581027,8,0.6519000744447112,39.699679579390626,39.699679579390626,0.0,False,0.0,2.0,2.0,2,2,1.635701454852937,1.9309171528381583
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4100,hungarian_slots,Hungarian slots,classic,centralized,baseline,hungarian_robot_slot_cost,classic_centralized_baseline,hungarian,robot_slot_cost_only,classic_baseline,A,none,centralized_robot_slot_hungarian,centralized_robot_slot_cost_matrix,0,0,False,False,4,1,36.0,28.0,inf,0.05,12.533999979496002,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.19918705483557772,0.0,0,True,3.271402909705874,2.477076907821678,22.12717138581027,8,0.0969999236986041,39.699679579390626,39.699679579390626,0.0,False,0.0,2.0,2.0,2,2,1.635701454852937,1.9309171528381583
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4100,capacity_greedy_slots,Capacity greedy slots,classic,decentralized,baseline,capacity_greedy_slots,classic_decentralized_baseline,greedy,scalar_capacity_only,classic_baseline,A,none,distributed_capacity_slot_rule,local_robot_load_slots,0,0,False,False,4,1,36.0,28.0,inf,0.05,12.533999979496002,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.15843879899622426,0.0,0,True,6.165425311964616,7.987534111297859,31.793153291639456,8,0.27540000155568123,39.6601183196106,39.699679579390626,-0.03956125978002234,False,0.000996513327038535,2.0,2.0,2,2,3.082712655982308,4.234508159126458
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4100,cbba_slots,CBBA slots,sota,decentralized,baseline,cbba_slot_wrench_proxy,sota_decentralized_baseline,cbba,marginal_wrench_bid,sota_proxy,A,none,distributed_slot_bundle_auction_proxy,auction_robot_slot_bids,0,3,False,False,4,1,36.0,28.0,inf,0.05,12.533999979496002,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.15843879899622426,0.0,0,True,5.574993915994173,7.987534111297859,25.436885524714523,8,9.78149997536093,39.670381630245714,39.699679579390626,-0.029297949144911684,False,0.0007379895620145304,2.0,2.0,2,2,2.7874969579970865,4.234508159126458
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4100,replicator_wrench_deficit,Replicator wrench deficit,model_based,decentralized,baseline,replicator_wrench_deficit,wrench_dynamics_baseline,replicator,wrench_deficit_minus_rho,engine_ablation,B,none,distributed_replicator_wrench_deficit_rule,local_wrench_deficit_scores,0,4,False,False,4,1,36.0,28.0,inf,0.05,12.533999979496002,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.15843879899622426,0.0,0,True,5.574993915994173,7.987534111297859,25.436885524714523,8,12.60110002476722,39.670381630245714,39.699679579390626,-0.029297949144911684,False,0.0007379895620145304,2.0,2.0,2,2,2.7874969579970865,4.234508159126458
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4100,bnn_wrench_deficit,BNN wrench deficit,model_based,decentralized,baseline,bnn_wrench_deficit,wrench_dynamics_baseline,bnn,positive_excess_wrench_deficit,engine_ablation,B,none,distributed_bnn_wrench_deficit_rule,positive_excess_wrench_scores,0,4,False,False,4,1,36.0,28.0,inf,0.05,12.533999979496002,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.15843879899622426,0.0,0,True,5.574993915994173,7.987534111297859,25.436885524714523,8,11.890799971297383,39.670381630245714,39.699679579390626,-0.029297949144911684,False,0.0007379895620145304,2.0,2.0,2,2,2.7874969579970865,4.234508159126458
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4100,smith_wrench_deficit,Smith-QR wrench deficit,model_based,decentralized,proposed,smith_qr_wrench_deficit,proposed_wrench_deficit,smith,wrench_deficit_minus_rho,main_proposal,A,model_based_tuning_optional,distributed_smith_qr_wrench_deficit_rule,local_wrench_deficit_scores,0,5,False,False,4,1,36.0,28.0,inf,0.05,12.533999979496002,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.15843879899622426,0.0,0,True,5.574993915994173,7.987534111297859,25.436885524714523,8,12.60989997535944,39.670381630245714,39.699679579390626,-0.029297949144911684,False,0.0007379895620145304,2.0,2.0,2,2,2.7874969579970865,4.234508159126458
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4100,smith_wrench_marginal,Smith-QR wrench marginal,model_based,decentralized,proposed,smith_qr_delta_rho_wrench_marginal,proposed_wrench_ablation,smith,delta_rho_marginal,proposal_ablation,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_rule,local_marginal_wrench_scores,0,5,False,False,4,1,36.0,28.0,inf,0.05,12.533999979496002,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.15843879899622426,0.0,0,True,5.574993915994173,7.987534111297859,25.436885524714523,8,11.228700052015483,39.670381630245714,39.699679579390626,-0.029297949144911684,False,0.0007379895620145304,2.0,2.0,2,2,2.7874969579970865,4.234508159126458
SP3_MC_wrench_comparison,point_load_degenerate,point_load_degenerate_v00,4100,support_dual_wrench_market,Residual-support wrench market,model_based,decentralized,proposed,residual_support_wrench_market,proposed_wrench_market,residual_support_market,current_residual_wrench_direction,main_proposal,A,model_based_tuning_optional,distributed_residual_support_wrench_market,current_residual_wrench_direction,0,5,False,False,4,1,36.0,28.0,inf,0.05,12.533999979496002,1.0,1.0,0.0,0.0,2.3684757858670006e-16,2.3684757858670006e-16,0.04999999999999977,0.0,1.4210854715202004e-14,1.0,0.15843879899622426,0.0,0,True,6.165425311964616,7.987534111297859,31.793153291639456,8,3.8927000714465976,39.6601183196106,39.699679579390626,-0.03956125978002234,False,0.000996513327038535,2.0,2.0,2,2,3.082712655982308,4.234508159126458
