scenario_generator,rank,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,method_allocator,transport_mode,n,ranking_rule,selected_task_load_mean,pickup_success_mean,target_reached_mean,transport_success_mean,final_position_error_m_mean,final_orientation_error_rad_mean,final_orientation_error_deg_mean,mean_position_error_m_mean,formation_integrity_rate_mean,formation_broken_rate_mean,max_formation_error_m_mean,mean_formation_error_m_mean,mean_wrench_residual_norm_mean,max_wrench_residual_norm_mean,collision_count_mean,collision_rate_mean,safety_violation_count_mean,min_robot_clearance_m_mean,min_obstacle_clearance_m_mean,min_mobile_group_clearance_m_mean,min_load_clearance_m_mean,travel_distance_m_mean,load_travel_distance_m_mean,path_efficiency_ratio_mean,energy_proxy_wh_mean,mean_speed_mps_mean,max_speed_mps_mean,max_speed_violation_mps_mean,pickup_complete_time_s_mean,completion_time_s_mean,assigned_robots_mean,idle_robots_mean,communication_messages_mean,runtime_ms_mean,score_value_mean,reference_score_value_mean,signed_score_delta_vs_reference_mean,performance_gap_vs_reference_mean,optimality_gap_vs_reference_mean
ALL_SCENARIOS,1,reference_centralized_mpc_cbf_cargo,Reference centralized MPC-CBF cargo,model_based_reference,centralized,reference,time_expanded_mpc_cbf_cargo,reference_model_based_reference_centralized_cargo,none,centralized_reference_mpc_cbf_cargo,global_state_and_time_expanded_constraints,0,10,False,False,wrench_oracle,cargo,2004,"maximize transport and target success, minimize collisions, maximize score, then minimize formation break, pose error, reference gap, energy, messages and runtime",1.0,1.0,1.0,1.0,0.0003103644505703247,4.406286358182499e-09,2.52461611649927e-07,4.514540493743463,0.986284857022609,0.013715142977391062,3.109336168877659,0.2313271800651536,0.07798359984902976,1.0001985478752007,0.0,0.0,0.1407185628742515,0.14855209882473508,0.4289655836020144,0.08093673454742017,0.15595869039808485,92.20575401535248,21.740283766967263,0.7361617865237594,891.0689812690412,0.1973836344438487,0.7921030792543119,0.0,3.118033932135729,40.3975249500998,3.7949101796407185,2.7839321357285427,22641.285429141717,3234.3873993012385,301.10626084721275,301.10626084721275,0.0,0.0,0.0
ALL_SCENARIOS,2,sota_centralized_cbf_cargo,SOTA centralized CBF cargo,sota,centralized,baseline,cbf_overhead_cargo,baseline_sota_centralized_cargo,none,centralized_cbf_cargo_transport,global_payload_robot_traffic_state,0,6,False,False,wrench_greedy,cargo,2004,"maximize transport and target success, minimize collisions, maximize score, then minimize formation break, pose error, reference gap, energy, messages and runtime",1.0,1.0,1.0,0.9845309381237525,0.0015622926792517298,1.5088997393407259e-06,8.645358677261362e-05,5.0905337411821625,0.9518638552024455,0.04813614479755447,5.502910023067658,0.5473287279074776,0.13832555660751278,1.001637562094941,0.0,0.0,0.04740518962075848,0.12268404886085117,0.43620368394829606,0.10063002360394288,0.16816099119434844,87.40337434190614,21.055857123894306,0.760337373591717,854.0840893916527,0.18253611690143035,0.7700774506128021,0.0,5.076457085828344,42.284940119760485,3.589820359281437,2.989021956087824,22641.285429141717,608.9298946602514,294.4691539118485,301.10626084721275,-6.637106935364291,0.02722661858700368,0.02722661858700368
ALL_SCENARIOS,3,sota_decentralized_vo_cargo,SOTA decentralized VO cargo,sota,decentralized,baseline,velocity_obstacle_cargo,baseline_sota_decentralized_cargo,none,distributed_velocity_obstacle_cargo_transport,local_relative_traffic_state,0,6,False,False,cbba_wrench_score,cargo,2004,"maximize transport and target success, minimize collisions, maximize score, then minimize formation break, pose error, reference gap, energy, messages and runtime",1.0,1.0,0.9995009980039921,0.9770459081836327,0.0022689305661162764,1.7181319826425667e-06,9.844171125186349e-05,5.091054765179774,0.9351067875265213,0.06489321247347864,5.435975075175368,0.5872928163558446,0.14536005402904878,1.001407307029056,0.0,0.0,0.08033932135728543,0.12078585372470492,0.3462477286103583,0.10159647650177213,0.11680079280495459,86.52350984867431,20.929675528130613,0.7652109221594187,842.8721151791742,0.18077244065573808,0.7376244663291776,0.0,5.211516966067864,42.38558882235529,3.589820359281437,2.989021956087824,18229.238522954092,633.8795994995966,291.4765253007531,301.10626084721275,-9.629735546459672,0.03678095982553743,0.03678095982553743
ALL_SCENARIOS,4,ours_hamiltonian_cargo,Ours Hamiltonian cargo,model_based,decentralized,proposed,hamiltonian_tensor_cargo,proposed_model_based_decentralized_cargo,model_based_tuning_optional,distributed_hamiltonian_cargo_transport,local_energy_wrench_formation_game,0,9,False,False,support_dual_wrench_market_guarded,cargo,2004,"maximize transport and target success, minimize collisions, maximize score, then minimize formation break, pose error, reference gap, energy, messages and runtime",1.0,1.0,1.0,0.9760479041916168,0.001160073034536176,4.733359075506688e-09,2.712014979464784e-07,5.194967088714599,0.9428253950427645,0.05717460495723554,6.34593072949703,0.6978421546891832,0.13102985269117493,1.003616406441605,0.0,0.0,0.11277445109780439,0.1285337477917737,0.5581988663949323,0.13447246224090853,0.2027154372608137,74.04484162848512,20.82863881347548,0.7699216907005779,739.2764293246065,0.16175823219159968,0.7645991144967159,0.0,4.962305389221556,42.34090818363274,3.0,3.5788423153692617,17525.90618762475,663.8886456597622,295.5729618840437,301.10626084721275,-5.533298963169064,0.031152669347059122,0.031152669347059122
ALL_SCENARIOS,5,classic_centralized_shortest_push,Classic centralized shortest push,classic,centralized,baseline,shortest_path_push_drag,baseline_classic_centralized_push_drag,none,centralized_slot_assignment_plus_direct_payload_tracking,global_robot_slot_cost,0,2,False,False,hungarian_slots,push_drag,2004,"maximize transport and target success, minimize collisions, maximize score, then minimize formation break, pose error, reference gap, energy, messages and runtime",1.0,1.0,0.035429141716566866,0.03493013972055888,4.479368101816399,0.21680685972238475,12.422118031577524,7.55674594779138,0.9543688495678485,0.04563115043215132,3.151943849094814,0.267403711885609,0.4520096302771506,1.004314990729391,0.0,0.0,0.014471057884231538,0.1200387272541859,0.26641003544084046,0.09379715740871225,0.25524577923659464,97.01495699535722,20.086870803987438,0.7927967416453957,911.5436939303738,0.21626023763592592,0.7610937047749098,0.0,3.3340618762475054,75.491020850505,4.0,2.5788423153692617,22641.285429141717,1140.821353644142,-53.40161722796971,301.10626084721275,-354.5078780751825,0.9695707234976187,0.9695707234976187
ALL_SCENARIOS,6,classic_decentralized_apf_push,Classic decentralized APF push,classic,decentralized,baseline,apf_push_drag,baseline_classic_decentralized_push_drag,none,distributed_apf_payload_tracking,local_obstacle_and_slot_state,0,3,False,False,greedy_capacity,push_drag,2004,"maximize transport and target success, minimize collisions, maximize score, then minimize formation break, pose error, reference gap, energy, messages and runtime",1.0,1.0,0.000998003992015968,0.000998003992015968,5.308007049877161,0.7641152727862043,43.780580192137116,8.428493922764796,0.8026929118721066,0.1973070881278934,5.002366415001644,0.8117549196395889,0.5955791474400632,1.016111592036018,0.0,0.0,0.0374251497005988,0.13848397251588543,0.5701344706961162,0.2570978061056476,0.5837441045275752,54.127711912537286,18.597341231362545,0.7842845463436922,566.9138089553918,0.12136938838890098,0.7004241502551624,0.0,3.910968063872256,75.50561495308418,2.1771457085828345,4.401696606786427,17386.513972055887,939.1570768454771,-83.1560556400459,301.10626084721275,-384.26231648725866,0.9990015150010354,0.9990015150010354
ALL_SCENARIOS,7,ours_tensor_game_push,Ours tensor-game push,model_based,decentralized,proposed,smooth_tensor_game_wrench_push,proposed_model_based_decentralized_push_drag,model_based_tuning_optional,distributed_tensor_game_wrench_transport,local_tensor_field_and_wrench_residual,0,9,False,False,smith_wrench_pairs_guarded,push_drag,2004,"maximize transport and target success, minimize collisions, maximize score, then minimize formation break, pose error, reference gap, energy, messages and runtime",1.0,1.0,0.0,0.0,5.137574395010897,0.04493800722750124,2.5747581538642117,8.000428336130478,0.9800616734732344,0.019938326526765606,3.6327191771293155,0.2876918428599389,0.557673648849733,1.000429566673627,0.0,0.0,0.009481037924151697,0.1243686980384437,0.3927882981210771,0.10947492774674261,0.24524081196719863,98.09137324397756,20.17401908640258,0.7833406751779377,918.5580396269914,0.21921044094976655,0.7608035789708107,0.0,4.250988023952096,76.09149797655644,4.0,2.5788423153692617,18040.93013972056,1475.002267367384,-64.68896184709301,301.10626084721275,-365.7952226943058,1.0,1.0
ALL_SCENARIOS,8,ours_primal_dual_wrench_push,Ours primal-dual wrench push,model_based,decentralized,proposed,primal_dual_wrench_formation_push,proposed_model_based_decentralized_push_drag,model_based_tuning_optional,distributed_primal_dual_wrench_formation_transport,local_wrench_residual_dual_prices,0,8,False,False,support_dual_wrench_market_guarded,push_drag,2004,"maximize transport and target success, minimize collisions, maximize score, then minimize formation break, pose error, reference gap, energy, messages and runtime",1.0,1.0,0.0,0.0,5.676883181942756,0.056299306176484376,3.225712633427362,8.545939571847889,0.934864562779376,0.06513543722062397,6.3191387000843475,0.7336126672422887,0.5980484994328282,1.0031802819671458,0.0,0.0,0.006487025948103792,0.11972177111546302,0.4505616161751292,0.09517367072032087,0.23883300885111589,76.93428701926506,20.800914237254283,0.7566497048607709,760.9087650128703,0.16814774961573103,0.7492980569862139,0.0,5.000898203592814,76.59996166536013,3.0,3.5788423153692617,17319.974051896206,1175.6559185114547,-68.72225077726303,301.10626084721275,-369.8285116244758,1.0,1.0
ALL_SCENARIOS,9,sota_decentralized_vo_push,SOTA decentralized VO push,sota,decentralized,baseline,velocity_obstacle_push_drag,baseline_sota_decentralized_push_drag,none,distributed_velocity_obstacle_payload_tracking,local_relative_traffic_state,0,6,False,False,cbba_wrench_score,push_drag,2004,"maximize transport and target success, minimize collisions, maximize score, then minimize formation break, pose error, reference gap, energy, messages and runtime",1.0,1.0,0.0,0.0,5.066702530407857,0.42887997622502205,24.573012555364855,8.441102510501583,0.8087771011645843,0.19122289883541554,5.436364060497522,0.8097597319177099,0.5748572134491636,1.0226944324404905,0.0,0.0,0.003992015968063872,0.11651196693672078,0.4944303225233624,0.10891031622880636,0.25128812420187174,95.31814794679757,21.685301038632083,0.7483645731250889,920.4531735185252,0.20857555312319764,0.7218741368916204,0.0,5.28308383233533,76.57354751773003,3.589820359281437,2.989021956087824,17874.06986027944,1171.97356507019,-87.11920308602897,301.10626084721275,-388.2254639332418,1.0,1.0
ALL_SCENARIOS,10,sota_centralized_cbf_push,SOTA centralized CBF push,sota,centralized,baseline,cbf_payload_push_drag,baseline_sota_centralized_push_drag,none,centralized_cbf_payload_velocity_projection,global_payload_robot_traffic_state,0,6,False,False,wrench_greedy,push_drag,2004,"maximize transport and target success, minimize collisions, maximize score, then minimize formation break, pose error, reference gap, energy, messages and runtime",1.0,1.0,0.0,0.0,5.580302946532866,0.45231056183473534,25.91548622232138,8.710473161538667,0.8263610312013726,0.17363896879862736,5.498282042708358,0.7700349072838221,0.6085990264915615,1.024738546365065,0.0,0.0,0.000499001996007984,0.11640912526118291,0.5357495761905182,0.13102832562386707,0.2825060558518744,92.13882497543673,20.76344107745703,0.770997316682655,893.0361628745271,0.20252303282220754,0.754407894859035,0.0,5.142355289421158,76.54512838837084,3.589820359281437,2.989021956087824,22641.285429141717,1171.1721030922984,-89.5702874090417,301.10626084721275,-390.67654825625453,1.0,1.0
