experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,method_allocator,transport_mode,scenario_transport_mode,selected_load_id,selected_load_index,n_robots,n_loads,world_size_m,obstacle_count,mobile_group_count,robot_radius_m,formation_tolerance_m,pose_tolerance_m,orientation_tolerance_rad,dt_s,horizon_s,pickup_horizon_s,communication_radius,selected_task_load,pickup_success,target_reached,transport_success,final_position_error_m,final_orientation_error_rad,final_orientation_error_deg,mean_position_error_m,formation_integrity_rate,formation_broken_rate,max_formation_error_m,mean_formation_error_m,mean_wrench_residual_norm,max_wrench_residual_norm,collision_count,collision_rate,safety_violation_count,min_robot_clearance_m,min_obstacle_clearance_m,min_mobile_group_clearance_m,min_load_clearance_m,travel_distance_m,load_travel_distance_m,path_efficiency_ratio,energy_proxy_wh,mean_speed_mps,max_speed_mps,max_speed_violation_mps,pickup_complete_time_s,completion_time_s,assigned_robots,idle_robots,communication_messages,runtime_ms,score_value,reference_score_value,signed_score_delta_vs_reference,performance_gap_vs_reference,optimality_gap_vs_reference
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,classic_centralized_shortest_push,Classic centralized shortest push,classic,centralized,baseline,shortest_path_push_drag,baseline_classic_centralized_push_drag,none,centralized_slot_assignment_plus_direct_payload_tracking,global_robot_slot_cost,0,2,False,False,hungarian_slots,push_drag,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,True,True,0.035238236750724065,0.010557081915383737,0.6048762377253754,7.071463180411217,0.8374291115311909,0.16257088846880907,2.5871643377321907,0.45313202472005426,0.48562472008692315,1.0267438317251014,0,0.0,0,0.11499999999999844,0.11500000000000005,0.08000099999999966,0.08000099999999932,103.02952207044837,19.955132231202285,0.7816802664199752,1037.1536736644928,0.22649328866173626,0.7566529130921266,0.0,1.9600000000000002,67.9,4,2,16290,1080.4546000435948,262.1324359335751,297.6778078321207,-35.545371898545625,0.11940887416972615,0.11940887416972615
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,classic_decentralized_apf_push,Classic decentralized APF push,classic,decentralized,baseline,apf_push_drag,baseline_classic_decentralized_push_drag,none,distributed_apf_payload_tracking,local_obstacle_and_slot_state,0,3,False,False,greedy_capacity,push_drag,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,False,False,3.3758650775685815,1.3601221767688698,77.92926035100274,8.76640900297722,0.5075757575757576,0.49242424242424243,3.1587519046017913,1.07163877877014,0.8418692685784547,1.0625149490963361,0,0.0,0,0.11499999999999988,0.29440192771950496,0.4812060951556967,0.08000099999999954,62.89666340531181,22.40282823560387,0.6962751718170095,749.5520068734504,0.1385901135909487,0.6017704251604659,0.0,0.8400000000000001,76.0,2,4,16290,1020.949500030838,-108.96131140569746,297.6778078321207,-406.6391192378182,1.0,1.0
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,sota_centralized_cbf_push,SOTA centralized CBF push,sota,centralized,baseline,cbf_payload_push_drag,baseline_sota_centralized_push_drag,none,centralized_cbf_payload_velocity_projection,global_payload_robot_traffic_state,0,6,False,False,wrench_greedy,push_drag,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,False,False,3.3506445791126636,0.18482638263789974,10.58977166782169,9.834167414900673,0.9864341085271318,0.013565891472868241,3.77646497534606,0.33022108711707493,0.7997182370445837,1.0,0,0.0,0,0.11499999999999844,0.16229097124800168,0.08000099999999999,0.08000099999999932,86.62963094917359,17.599539370133108,0.8863034850447942,893.0389576341947,0.19062846326958513,0.7898360088009294,0.0,3.7800000000000002,76.0,4,2,16290,1208.5432999301702,-48.081236851880234,297.6778078321207,-345.75904468400097,1.0,1.0
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,sota_decentralized_vo_push,SOTA decentralized VO push,sota,decentralized,baseline,velocity_obstacle_push_drag,baseline_sota_decentralized_push_drag,none,distributed_velocity_obstacle_payload_tracking,local_relative_traffic_state,0,6,False,False,cbba_wrench_score,push_drag,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,False,False,3.851404289055548,0.0009650723194658539,0.055294570830294515,8.17162610172514,0.9611650485436893,0.03883495145631066,3.77646497534606,0.31048634606164216,0.6551907250800347,1.0,0,0.0,0,0.11499999999999877,0.18032407794845146,0.08000099999999977,0.08000099999999932,90.50159074348973,18.943604861054887,0.8234194702297766,937.0298515755168,0.19910497698629195,0.7554953127661064,0.0,3.9200000000000004,76.0,4,2,16290,1230.6372999446467,-52.903974844334186,297.6778078321207,-350.5817826764549,1.0,1.0
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,sota_centralized_cbf_cargo,SOTA centralized CBF cargo,sota,centralized,baseline,cbf_overhead_cargo,baseline_sota_centralized_cargo,none,centralized_cbf_cargo_transport,global_payload_robot_traffic_state,0,6,False,False,wrench_greedy,cargo,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,True,True,0.0009113711182728185,2.537570154004243e-10,1.4539206004280545e-08,4.723737327895517,1.0,0.0,3.77646497534606,0.2079147278815545,0.08274554181108186,1.0,0,0.0,0,0.11499999999999899,0.6899946755001414,0.0800009999999991,0.0800009999999991,93.3960744511427,20.46296673860975,0.7622811138866072,975.0549264258032,0.20540913841913108,0.8070063568183408,0.0,3.6400000000000006,42.14,4,2,16290,602.0028999773785,299.8748451370526,297.6778078321207,2.1970373049318823,0.0,0.0
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,sota_decentralized_vo_cargo,SOTA decentralized VO cargo,sota,decentralized,baseline,velocity_obstacle_cargo,baseline_sota_decentralized_cargo,none,distributed_velocity_obstacle_cargo_transport,local_relative_traffic_state,0,6,False,False,cbba_wrench_score,cargo,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,True,True,0.001492877256640922,7.533165202744385e-10,4.316185724920664e-08,4.743832798769306,1.0,0.0,3.77646497534606,0.24490940963104957,0.08819461204909718,1.0,0,0.0,0,0.11499999999999855,0.5578720157657773,0.08000099999999932,0.08000099999999932,91.0807558180671,19.974503724657968,0.7809221842981802,950.8007536625407,0.20033719206808953,0.7726656607835178,0.0,3.9200000000000004,42.14,4,2,16290,596.4935999363661,300.57741899992794,297.6778078321207,2.8996111678072225,0.0,0.0
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,ours_primal_dual_wrench_push,Ours primal-dual wrench push,model_based,decentralized,proposed,primal_dual_wrench_formation_push,proposed_model_based_decentralized_push_drag,model_based_tuning_optional,distributed_primal_dual_wrench_formation_transport,local_wrench_residual_dual_prices,0,8,False,False,support_dual_wrench_market_guarded,push_drag,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,False,False,4.355009434174322,0.07989613632808812,4.577711411001304,7.826757810838688,1.0,0.0,1.9299267587789963,0.15860254976413757,0.6665232862088508,1.0000037429712656,0,0.0,0,0.11499999999999821,0.11500000000000005,0.08000099999999999,0.08000099999999954,66.59896550748348,19.78121705383437,0.7885527486241516,769.5790594219503,0.14678876888227363,0.6483378395741236,0.0,2.1,76.0,3,3,16290,1178.5425000125542,-48.85597786588491,297.6778078321207,-346.53378569800566,1.0,1.0
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,ours_tensor_game_push,Ours tensor-game push,model_based,decentralized,proposed,smooth_tensor_game_wrench_push,proposed_model_based_decentralized_push_drag,model_based_tuning_optional,distributed_tensor_game_wrench_transport,local_tensor_field_and_wrench_residual,0,9,False,False,smith_wrench_pairs_guarded,push_drag,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,False,False,10.613747283840612,2.2419393452821623e-08,1.2845366240899092e-06,10.900614846677607,0.9981343283582089,0.001865671641791078,1.3394981639977306,0.18229823394485364,0.8478150794972759,1.0,0,0.0,0,0.13159450712848797,0.5218923000088944,0.23055296268474246,0.23055296268474246,61.72434243797059,9.722590037676515,1.0,617.6309818602032,0.13507602949485853,0.678694892616365,0.0,0.8400000000000001,76.0,4,2,16290,1375.6679999642074,-101.22291818524188,297.6778078321207,-398.9007260173626,1.0,1.0
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,ours_hamiltonian_cargo,Ours Hamiltonian cargo,model_based,decentralized,proposed,hamiltonian_tensor_cargo,proposed_model_based_decentralized_cargo,model_based_tuning_optional,distributed_hamiltonian_cargo_transport,local_energy_wrench_formation_game,0,9,False,False,support_dual_wrench_market_guarded,cargo,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,True,True,1.4866906365927345e-05,1.657022874468339e-08,9.494041726367184e-07,4.517035345446121,1.0,0.0,1.9299267587789963,0.1335145612497615,0.06284839392757989,1.0,0,0.0,1,0.11499999999999855,0.11500000000000005,0.08000003025120239,0.07910876052805804,72.66023752044879,22.518366337609336,0.6927026963265958,846.9633157955652,0.1601711601418738,0.6624321404344305,0.0,1.9600000000000002,42.42,3,3,16290,781.9271000334993,304.942463356351,297.6778078321207,7.264655524230307,0.0,0.0
SP5_MC_cooperative_transport_high_power,formation_corridor_push,formation_corridor_push_v00,6200,reference_centralized_mpc_cbf_cargo,Reference centralized MPC-CBF cargo,model_based_reference,centralized,reference,time_expanded_mpc_cbf_cargo,reference_model_based_reference_centralized_cargo,none,centralized_reference_mpc_cbf_cargo,global_state_and_time_expanded_constraints,0,10,False,False,wrench_oracle,cargo,push_drag,load-01,1,6,2,24.0,2,2,0.3,0.85,0.2,0.08726646259971647,0.14,76.0,7.0,inf,True,True,True,True,1.3327720099319142e-05,3.8404834867833415e-12,2.2004349508237194e-10,4.584533646616033,1.0,0.0,2.2098872739366704,0.11946234828813583,0.06492040701332945,1.0,0,0.0,1,0.11499999999999855,0.11500000000000005,0.08000012537365897,0.07962053095788635,98.5781427178902,22.84399713418675,0.6828285342230387,1019.8338774257493,0.21548139270877464,0.7895508658352623,0.0,1.8200000000000003,43.120000000000005,4,2,16290,1631.2266000313684,297.6778078321207,297.6778078321207,0.0,0.0,0.0
