protocol_version,run_id,task_token,world_id,world_hash,world_seed,scenario_family,stage,method_id,n_robots,selected_robots,selected_robot_ids,selected_slot_ids,recovered_robot,quorum_required,integer_quorum_ok,capacity_demand,effective_capacity,capacity_ok,static_wrench_residual,wrench_ok,accepted_by_stage,first_failed_certificate,physical_false_positive,final_physical_success,success,failure_code,runtime_wall_s,runtime_cpu_s,runtime_s,target_reached,collision,dropout_unrecovered,recovery_count,recovered_robot_dynamic,final_selected_robot_ids,final_selected_slot_ids,final_selected_robots,time_to_solution_s,time_censored,final_position_error_m,final_orientation_error_rad,minimum_clearance_m,mean_dynamic_wrench_residual,p95_dynamic_wrench_residual,mean_energy_balance_residual,safety_intervention_count,messages,bytes,campaign_partition
PHYSICAL_COALITION_CERTIFICATE_v1_1_FIXEDN,43efbac1d6818af5d964c7bc43d6cd311084433a84ddda43baa18de610c7ca59,53a03f96720cf5c8de2e145f41d59857310a6e7d25d8de734201e4712aa7f129,pcert-nominal_rotation-000,861c0604c13d7da8fb00451389a968ccb3c7ec2e52278d297c35ea4e3caef0ac,740001,nominal_rotation,A0_RAW_PREF,A0_RAW_PREF,7,3,"[0,5,6]","[0,1,2]",-1,3,True,16.791439408555387,24.278246784486548,True,0.11425534862467981,True,True,NONE,False,True,True,none,0.15345319989137352,0.15625,0.15345319989137352,True,False,False,0,-1,"[0,5,6]","[0,1,2]",3,8.200000000000001,False,0.42353009298671646,0.1268276622230342,1.005964969567367,0.6635652056403603,0.9098516475107923,0.08753024672469435,0,7,336,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1_1_FIXEDN,ff386feb929d3cef5592588a5e1bba29c57abef997ff720dbe50eea2c9565966,2bca5889ed2f9a4de254739815d732c39d5bda8d2af600a7af966a2b31c01117,pcert-nominal_rotation-000,861c0604c13d7da8fb00451389a968ccb3c7ec2e52278d297c35ea4e3caef0ac,740001,nominal_rotation,A1_INTEGER_QR,A1_INTEGER_QR,7,3,"[0,5,6]","[0,1,2]",-1,3,True,16.791439408555387,24.278246784486548,True,0.11425534862467981,True,True,NONE,False,True,True,none,0.15084969997406006,0.15625,0.15084969997406006,True,False,False,0,-1,"[0,5,6]","[0,1,2]",3,8.200000000000001,False,0.42353009298671646,0.1268276622230342,1.005964969567367,0.6635652056403603,0.9098516475107923,0.08753024672469435,0,14,672,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1_1_FIXEDN,f732b16642e6d90f09597fb8903384c4cdb677b53000c5873412b18e5c8b7d76,c65652acfb49c4993f3d646fd0003aaebdad9e836107180dbff901a6d3502aa4,pcert-nominal_rotation-000,861c0604c13d7da8fb00451389a968ccb3c7ec2e52278d297c35ea4e3caef0ac,740001,nominal_rotation,A2_CAPACITY,A2_CAPACITY,7,3,"[0,5,6]","[0,1,2]",-1,3,True,16.791439408555387,24.278246784486548,True,0.11425534862467981,True,True,NONE,False,True,True,none,0.15851809992454946,0.15625,0.15851809992454946,True,False,False,0,-1,"[0,5,6]","[0,1,2]",3,8.200000000000001,False,0.42353009298671646,0.1268276622230342,1.005964969567367,0.6635652056403603,0.9098516475107923,0.08753024672469435,0,28,1344,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1_1_FIXEDN,c20f8b8a428065317f47efa3146c9590af082e8f08c030785895cc758860a953,e7bb8ab25c7ed471ba63868cae9e1308f7d9cb5c18465e902ae3c0f7d21454e8,pcert-nominal_rotation-000,861c0604c13d7da8fb00451389a968ccb3c7ec2e52278d297c35ea4e3caef0ac,740001,nominal_rotation,A3_WRENCH_PAIR,A3_WRENCH_PAIR,7,4,"[0,1,5,6]","[6,7,0,1]",-1,3,True,16.791439408555387,30.16550611925402,True,4.451588762969392e-17,True,True,NONE,False,True,True,none,0.37251340015791357,0.375,0.37251340015791357,True,False,False,0,-1,"[0,1,5,6]","[6,7,0,1]",4,8.200000000000001,False,0.427202465587593,0.029505838768906667,1.8752291287306444,0.10533696471250231,0.24598749300244177,0.9390437716595548,0,50,2400,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1_1_FIXEDN,6abe282167ace4bf08caef0b5bae057c328336706ce0a278c3f15ce20e70289a,c00decf01464e42db723e30f1de29f0fb8d7cf5851a805148aa8758ed3a20aa1,pcert-nominal_rotation-000,861c0604c13d7da8fb00451389a968ccb3c7ec2e52278d297c35ea4e3caef0ac,740001,nominal_rotation,A4_MECHANICS_SAFE,A4_MECHANICS_SAFE,7,4,"[0,1,5,6]","[6,7,0,1]",-1,3,True,16.791439408555387,30.16550611925402,True,4.451588762969392e-17,True,True,NONE,False,True,True,none,0.3928151000291109,0.390625,0.3928151000291109,True,False,False,0,-1,"[0,1,5,6]","[6,7,0,1]",4,8.200000000000001,False,0.427202465587593,0.029505838768906667,1.8752291287306444,0.10533696471250231,0.24598749300244177,0.9390437716595548,0,58,2784,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1_1_FIXEDN,fc61fb9ff8ac0f05796fbcf5c3d62a0431a78cd8fc9cb169194411a3d8d69cca,c92eaedd432910d04833bf095a99b123458e9babf97f02e1f6f515d0eae1fa21,pcert-nominal_rotation-000,861c0604c13d7da8fb00451389a968ccb3c7ec2e52278d297c35ea4e3caef0ac,740001,nominal_rotation,FULL_ROBUST_LOCAL,FULL_ROBUST_LOCAL,7,4,"[0,1,5,6]","[6,7,0,1]",-1,3,True,16.791439408555387,30.16550611925402,True,4.451588762969392e-17,True,True,NONE,False,True,True,none,0.5122638000175357,0.515625,0.5122638000175357,True,False,False,0,-1,"[0,1,5,6]","[6,7,0,1]",4,8.200000000000001,False,0.427202465587593,0.029505838768906667,1.8752291287306444,0.10533696471250231,0.24598749300244177,0.9390437716595548,0,380,18240,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1_1_FIXEDN,78af5414988df3bb68bc0430bef6ad45433dab7f509cfaebe23b8ab00ae4d281,1bcef288b663bb8b89ca4c0b6c1dcfe3cf666fe3391a1e55eda5182d64d82543,pcert-scarcity_capacity-001,7add5e269106be49d6cdcbca4fb1d7de9ca3a4b073963ec743f0fa4b322d3d7c,740002,scarcity_capacity,A0_RAW_PREF,A0_RAW_PREF,5,2,"[2,3]","[0,1]",-1,4,False,33.96640066407647,17.734370339039597,False,0.23615221681480725,False,True,INTEGER_QR,True,False,False,incomplete_quorum,0.051542599918320775,0.046875,0.051542599918320775,True,False,False,0,-1,"[2,3]","[0,1]",2,10.3,False,0.4442437718865765,0.1853152456054712,0.5173157269286947,0.6659716835318352,0.9867797725822083,0.10547818773475957,0,5,240,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1_1_FIXEDN,bb429ff81cc6e191b964d58e41112626deef27e8efe02c9d094f96d106f4db48,4101123c190ad971e9d0b1abbac11619914cc57ed6ea6ec7ef52247b6343d8e2,pcert-scarcity_capacity-001,7add5e269106be49d6cdcbca4fb1d7de9ca3a4b073963ec743f0fa4b322d3d7c,740002,scarcity_capacity,A1_INTEGER_QR,A1_INTEGER_QR,5,4,"[2,3,4,0]","[0,1,2,3]",-1,4,True,33.96640066407647,29.968844822350782,False,0.06413568831173395,True,True,CAPACITY,True,False,False,capacity_deficit,0.17690519988536835,0.171875,0.17690519988536835,True,False,False,0,-1,"[0,2,3,4]","[0,1,2,3]",4,7.9,False,0.4395669484051788,0.1345979295487023,0.5674120735006088,0.5142471493412305,0.8747142494583546,0.391753551120546,0,10,480,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1_1_FIXEDN,924e0159cbaa37a3a83b7cf36ccae74573458d1a89a49351017176da07cd466e,b05782c02874d8a1c2fd7c9adcac6639dca12c560ba3767526a5e7b08f8cc4b2,pcert-scarcity_capacity-001,7add5e269106be49d6cdcbca4fb1d7de9ca3a4b073963ec743f0fa4b322d3d7c,740002,scarcity_capacity,A2_CAPACITY,A2_CAPACITY,5,5,"[2,3,4,0,1]","[0,1,2,3,4]",-1,4,True,33.96640066407647,39.97811314039188,True,4.713619399314144e-16,True,True,NONE,False,True,True,none,0.11866470007225871,0.125,0.11866470007225871,True,False,False,0,-1,"[0,1,2,3,4]","[0,1,2,3,4]",5,8.200000000000001,False,0.4354482167181929,0.03665874125423496,0.6285301724929738,0.2633903981194627,0.5788267832357364,0.5667257938617174,0,20,960,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1_1_FIXEDN,68b615da9244c7b3ba191d8db4c55ee93c62187e5a6834b91fc3feed4df99efc,572564a604f32caefd1834abdf9b37690f4614b527d91fe4c3e9a24e08dbd100,pcert-scarcity_capacity-001,7add5e269106be49d6cdcbca4fb1d7de9ca3a4b073963ec743f0fa4b322d3d7c,740002,scarcity_capacity,A3_WRENCH_PAIR,A3_WRENCH_PAIR,5,5,"[0,1,2,3,4]","[6,7,4,5,1]",-1,4,True,33.96640066407647,39.97811314039188,True,6.768363008712864e-17,True,True,NONE,False,True,True,none,0.2727210000157356,0.265625,0.2727210000157356,True,False,False,0,-1,"[0,1,2,3,4]","[6,7,4,5,1]",5,8.200000000000001,False,0.43231992045689743,0.04638051652187425,1.3967325574578493,0.18674932103440559,0.38150994069568794,0.80650869704861,0,32,1536,dry_run
