experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,event_kind,event_time_s,event_observation_delay_s,event_observed_time_s,n_robots,n_loads,world_size_m,obstacle_count_initial,obstacle_count_post_event,robot_radius_m,target_tolerance_m,safety_margin_m,dt_s,horizon_s,communication_radius_initial,communication_radius_post_event,feasible_load_count,completed_load_count,task_completion_rate,recovery_success,recovery_time_s,load_target_reached_rate,mean_final_pose_error_m,max_final_pose_error_m,mean_final_orientation_error_deg,max_final_orientation_error_deg,lost_load_rate,infeasible_load_count,infeasible_load_detection_rate,post_event_wrench_feasible_rate,mean_wrench_residual_norm,min_wrench_margin,unsupported_time_s,load_pause_time_s,degraded_speed_time_s,replacement_arrival_time_s,final_assigned_loads,final_idle_robots,reassignment_count,final_active_robot_rate,failed_robot_count,battery_margin_final,min_battery_fraction,communication_coverage_ratio,communication_messages,collision_count,collision_rate,safety_violation_count,min_robot_clearance_m,min_obstacle_clearance_m,min_load_clearance_m,travel_distance_m,mean_path_length_m,path_efficiency_ratio,energy_proxy_wh,mean_speed_mps,max_speed_mps,max_speed_violation_mps,runtime_ms,score_value,reference_score_value,signed_score_delta_vs_reference,performance_gap_vs_reference,optimality_gap_vs_reference
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,classic_centralized_replan,Classic centralized replanning,classic,centralized,baseline,periodic_global_replan,baseline_classic_centralized,none,centralized_periodic_replan,global_state,0,2,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,2,1.0,True,43.120000000000005,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.9939024390243902,0.024821721983040227,-0.033693096694480285,0.0,0.0,3.5000000000000004,0.10000000000000142,0,8,12,1.0,0,0.27777465146891944,0.42777465146891946,1.0,20832,0,0.0,65,0.11499999948017037,inf,0.07999999842054861,157.18341812465275,19.647927265581593,0.29543946972493185,1227.4681753390148,0.3858020280303692,0.7598702912815171,0.0,303.39150002691895,317.04287893333156,317.6664361638355,-0.6235572305039341,0.0019629307963222667,0.0019629307963222667
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,classic_decentralized_greedy_recovery,Classic decentralized greedy recovery,classic,decentralized,baseline,local_greedy_recovery,baseline_classic_decentralized,none,local_greedy_recovery,local_load_robot_state,0,2,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,2,1.0,True,44.800000000000004,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.029214012318643016,-0.012663027923807801,0.0,0.0,2.66,0.10000000000000142,1,4,8,1.0,0,0.27550713922195036,0.4255071392219503,0.7237903225806451,15078,0,0.0,69,0.11499999942724881,inf,0.07999998977725542,159.02837024515168,19.87854628064396,0.29722185829505493,1240.7388221864671,0.38689230139958547,0.7260982783356718,0.0,313.3087999885902,276.55247859698954,317.6664361638355,-41.113957566845954,0.12942493410176187,0.12942493410176187
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,cbba_recovery,CBBA recovery,sota,decentralized,baseline,cbba_recovery_auction,baseline_sota_decentralized,none,distributed_auction_recovery,local_bids_plus_neighbors,0,4,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,2,1.0,True,42.00000000000001,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.010667608304314758,-0.0038222454841125852,0.0,0.0,1.8200000000000003,0.10000000000000142,0,8,12,1.0,0,0.2805439663426206,0.4305439663426206,0.7559523809523808,15748,0,0.0,54,0.11499999946042938,inf,0.07999999889464049,154.0104848953408,19.2513106119176,0.27644994875242934,1202.8723342978324,0.3738655071764525,0.7429842848085944,0.0,272.6443000137806,323.1935592541249,317.6664361638355,5.527123090289422,0.0,0.0
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,cbf_recovery,CBF recovery,sota,centralized,baseline,centralized_cbf_recovery,baseline_sota_centralized,none,centralized_cbf_recovery,global_state_and_obstacles,0,5,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,2,1.0,True,43.68000000000001,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.03025058271918647,-0.023348528610073305,0.0,0.14,2.8000000000000003,0.10000000000000142,0,8,12,1.0,0,0.2805123640201992,0.43051236402019916,1.0,20832,0,0.0,51,0.11499999983251175,inf,0.07999999872274532,159.64772641309318,19.955965801636648,0.28574777696792214,1248.3206193909614,0.38664453741724714,0.7429842848085944,0.0,276.72969992272556,316.5293936053445,317.6664361638355,-1.1370425584909754,0.0035793600741141855,0.0035793600741141855
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,replicator_repair_recovery,Replicator repair recovery,model_based,decentralized,proposed,replicator_integer_repair,proposed_model_based_decentralized,model_based_tuning_optional,distributed_replicator_repair,local_payoff_and_repair,0,5,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,2,1.0,True,43.400000000000006,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.9979674796747967,0.031047741490058532,-0.030479755419822063,0.0,0.14,3.22,0.10000000000000142,0,8,12,1.0,0,0.2775638662240939,0.4275638662240939,0.7294546850998465,15196,0,0.0,69,0.1149999997715001,inf,0.07999999342857111,159.9013933135223,19.987674164190288,0.28946550210434857,1249.9045536005829,0.3875433937805545,0.759870291281517,0.0,269.69019998796284,320.7756729451305,317.6664361638355,3.10923678129501,0.0,0.0
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,smith_qr_recovery,Smith-QR recovery,model_based,decentralized,proposed,smith_qr_recovery,proposed_model_based_decentralized,model_based_tuning_optional,distributed_smith_qr_recovery,local_deficit_prices,0,5,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,2,1.0,True,41.720000000000006,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.016269604765559872,-0.008524748987694397,0.0,0.0,2.1,0.10000000000000142,0,8,12,1.0,0,0.27202455384494384,0.42202455384494386,0.7459677419354839,15540,0,0.0,41,0.11499999952548157,inf,0.07999999866749974,158.32944465824693,19.791180582280866,0.28423247363242643,1237.173382561829,0.38370209790724236,0.759870291281517,0.0,264.83279990497977,322.744502710521,317.6664361638355,5.078066546685477,0.0,0.0
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,primal_dual_recovery,Primal-dual recovery,model_based,decentralized,proposed,primal_dual_recovery,proposed_model_based_decentralized,model_based_tuning_optional,distributed_primal_dual_recovery,local_dual_prices,0,6,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,2,1.0,True,35.980000000000004,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.007827875320623361,-0.004291621575084004,0.0,0.0,2.24,0.10000000000000142,0,8,12,1.0,0,0.29950607569541254,0.44950607569541257,0.6682027649769586,13920,0,0.0,35,0.114999999999993,inf,0.07624802555840504,149.06216438656602,18.632770548320753,0.3077530707125074,1168.0268832815614,0.3615518668372874,0.759870291281517,0.0,291.2357000168413,330.6733527426363,317.6664361638355,13.006916578800826,0.0,0.0
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,tensor_flow_recovery,Tensor-flow recovery,model_based,decentralized,proposed,tensor_flow_recovery,proposed_model_based_decentralized,model_based_tuning_optional,distributed_tensor_flow_recovery,local_tensor_field,0,7,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,2,1.0,True,50.82000000000001,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.09405833958689402,-0.01935484439566726,0.0,2.1,2.8000000000000003,0.10000000000000142,1,4,8,1.0,0,0.2944077239145396,0.4444077239145396,0.7537442396313363,15702,0,0.0,72,0.11499999970204844,inf,0.0799999989961615,165.5409140663167,20.692614258289588,0.2711753737455808,1279.082577699761,0.4008611932283217,0.759870291281517,0.0,296.96250008419156,270.0472719576553,317.6664361638355,-47.61916420618019,0.14990303911622804,0.14990303911622804
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,ours_guarded_wrench_market_recovery,Ours guarded wrench-market recovery,model_based,decentralized,proposed,guarded_wrench_market_recovery,proposed_model_based_decentralized,model_based_tuning_optional,guarded_wrench_market_recovery,local_wrench_prices_and_repair,0,8,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,2,1.0,True,43.400000000000006,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.06725797350729443,-0.013818306982297912,0.0,1.4000000000000001,2.66,0.10000000000000142,0,8,12,1.0,0,0.27882322308500007,0.4288232230850001,0.7658410138248847,15954,0,0.0,46,0.11499999981564624,inf,0.07999999840624783,159.62939971940932,19.953674964926165,0.2616588220117143,1235.8554824279788,0.3865541464847346,0.7767562977544396,0.0,271.86079998500645,320.8841242529529,317.6664361638355,3.2176880891174164,0.0,0.0
SP6_MC_robustness_comparison_high_power,communication_radius_decay,communication_radius_decay_v00,7200,reference_resilient_oracle,Reference centralized resilient recovery,model_based_reference,centralized,reference,centralized_resilient_recovery,reference_model_based_reference_centralized,none,centralized_resilient_recovery,global_state_and_event_observation,0,10,False,False,communication_radius_decay,17.68,0.0,17.68,8,3,24.0,0,0,0.3,0.45,0.08,0.14,52.0,inf,3.2,2,2,1.0,True,42.7,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.024846747108378274,-0.012393774726278672,0.0,0.0,2.3800000000000003,0.10000000000000142,0,8,12,1.0,0,0.2770689826612617,0.42706898266126164,1.0,20832,0,0.0,39,0.11499999984090992,inf,0.07999999885982789,158.84273330468633,19.85534166308579,0.27283334483777893,1242.8794867051333,0.38455253648560644,0.7767562977544396,0.0,262.25800008978695,317.6664361638355,317.6664361638355,0.0,0.0,0.0
