scenario_generator,rank,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_engine,method_payoff_signal,method_role,method_recommended_phase,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,n,ranking_rule,scalar_feasible_rate_mean,wrench_feasible_rate_mean,false_positive_rate_mean,false_positive_given_scalar_rate_mean,assigned_loads_mean,feasible_assigned_loads_mean,infeasible_assigned_loads_mean,feasible_available_loads_mean,relative_feasibility_mean,feasible_coverage_mean,precision_given_assigned_mean,fp_given_assigned_mean,wrench_residual_norm_mean,max_wrench_residual_norm_mean,wrench_residual_feasible_available_mean,max_wrench_residual_feasible_available_mean,wrench_margin_mean,torque_error_nm_mean,force_error_n_mean,slot_coverage_ratio_mean,complementarity_gain_mean,scalar_wrench_success_gap_mean,slot_conflict_count_mean,assignment_valid_mean,travel_distance_m_mean,estimated_arrival_time_s_mean,energy_proxy_wh_mean,communication_messages_mean,runtime_ms_mean,score_value_mean,oracle_score_value_mean,signed_score_delta_vs_oracle_mean,oracle_dominance_violation_mean,optimality_gap_vs_wrench_oracle_mean,captured_reward_mean,oracle_reward_mean
ALL_SCENARIOS,1,wrench_oracle,Wrench oracle,model_based_oracle,centralized,reference,exact_role_slot_wrench,centralized_wrench_oracle_reference,oracle,strict_wrench_feasible_score,reference,A,none,centralized_exact_role_slot_search,centralized_all_robot_slot_pairs,0,3,False,False,600,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",0.5,0.5,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.6039181264054121,0.6039181264054121,7.805353647610999e-17,8.702652919776581e-17,-0.5539181264054119,22.833333333333332,18.000000000000004,0.5,0.2475390522789178,0.0,0.0,1.0,2.024625393527659,1.490232187415973,11.580067820662316,16.833333333333332,128.65922949723122,39.96991446136733,39.96991446136733,0.0,0.0,0.0,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,2,smith_wrench_marginal,Smith-QR wrench marginal,model_based,decentralized,proposed,smith_qr_delta_rho_wrench_marginal,proposed_wrench_ablation,smith,delta_rho_marginal,proposal_ablation,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_rule,local_marginal_wrench_scores,0,5,False,False,600,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",0.9883333333333333,0.5,0.48833333333333334,0.48833333333333334,1.1666666666666667,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,0.3543654903947136,0.3543654903947136,7.914665790236241e-17,8.921277205027066e-17,-0.30436549039471356,11.383656187689954,10.953482205937465,0.965,0.326200464048124,0.48833333333333334,0.0,1.0,5.129569303740621,4.810386443044175,29.61118861621857,16.833333333333332,26.410620000290994,34.862828464104226,39.96991446136733,-5.107085997263118,0.0,0.09181321490609709,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,3,bnn_wrench_deficit,BNN wrench deficit,model_based,decentralized,baseline,bnn_wrench_deficit,wrench_dynamics_baseline,bnn,positive_excess_wrench_deficit,engine_ablation,B,none,distributed_bnn_wrench_deficit_rule,positive_excess_wrench_scores,0,4,False,False,600,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",1.0,0.5,0.5,0.5,1.1666666666666667,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,0.35443584947750895,0.35443584947750895,7.933795645340593e-17,8.959536915235768e-17,-0.3044358494775089,11.387345654744237,10.951272216071304,1.0,0.326281609236099,0.5,0.0,1.0,5.263281458589025,4.798913164540287,30.37265164379536,16.833333333333332,28.98404533431555,34.84439690103108,39.96991446136733,-5.1255175603362595,0.0,0.09218505077305972,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,4,replicator_wrench_deficit,Replicator wrench deficit,model_based,decentralized,baseline,replicator_wrench_deficit,wrench_dynamics_baseline,replicator,wrench_deficit_minus_rho,engine_ablation,B,none,distributed_replicator_wrench_deficit_rule,local_wrench_deficit_scores,0,4,False,False,600,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",1.0,0.5,0.5,0.5,1.1666666666666667,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,0.3545894135514721,0.35458941355147217,7.933795645340593e-17,8.959536915235768e-17,-0.3045894135514721,11.395559572417703,10.955467876786226,1.0,0.32622799120716994,0.5,0.0,1.0,5.175102615675002,4.668077031992876,29.866765976575888,16.833333333333332,29.078594334423542,34.84400629684899,39.96991446136733,-5.125908164518347,0.0,0.09219374022739714,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,5,smith_wrench_deficit,Smith-QR wrench deficit,model_based,decentralized,proposed,smith_qr_wrench_deficit,proposed_wrench_deficit,smith,wrench_deficit_minus_rho,main_proposal,A,model_based_tuning_optional,distributed_smith_qr_wrench_deficit_rule,local_wrench_deficit_scores,0,5,False,False,600,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",1.0,0.5,0.5,0.5,1.1666666666666667,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,0.35430497040852593,0.35430497040852593,7.925141882455228e-17,8.942229389465038e-17,-0.3043049704085259,11.380212544640363,10.952772813603978,1.0,0.3262302135816781,0.5,0.0,1.0,5.4571458800611,5.095680994703018,31.535808650408494,16.833333333333332,28.76382433460094,34.842839059310315,39.96991446136733,-5.127075402057017,0.0,0.09220352665242082,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,6,oracle_scalar_assignment,Oracle scalar assignment,model_based_oracle,centralized,reference,exact_scalar_capacity_reference,centralized_scalar_reference,oracle,scalar_capacity_only,reference_scalar_false_positive,A,none,centralized_exact_scalar_search,centralized_all_robot_slot_pairs,0,2,False,False,600,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",1.0,0.5,0.5,0.5,1.1666666666666667,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,0.36122782357011957,0.36122782357011957,7.805353647610999e-17,8.702652919776581e-17,-0.31122782357011947,11.664819163378935,11.189961157652185,1.0,0.3305084390975562,0.5,0.0,1.0,3.704321377229303,2.89783902621171,21.593858426187236,16.833333333333332,21.012616500180837,34.79202556377213,39.96991446136733,-5.177888897595209,0.0,0.09319822106543393,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,7,hungarian_slots,Hungarian slots,classic,centralized,baseline,hungarian_robot_slot_cost,classic_centralized_baseline,hungarian,robot_slot_cost_only,classic_baseline,A,none,centralized_robot_slot_hungarian,centralized_robot_slot_cost_matrix,0,0,False,False,600,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",0.9983333333333333,0.5,0.49833333333333335,0.49833333333333335,1.1666666666666667,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,0.3612602355365977,0.36126023553659775,7.805353647610999e-17,8.702652919776581e-17,-0.31126023553659765,11.666796716603372,11.188381278451635,1.0,0.330476599965936,0.49833333333333335,0.0,1.0,3.7042840222691895,2.898469866482347,21.57932528348371,16.833333333333332,0.08594849748381723,34.79172098098998,39.96991446136733,-5.178193480377351,0.0,0.09320331423849905,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,8,cbba_slots,CBBA slots,sota,decentralized,baseline,cbba_slot_wrench_proxy,sota_decentralized_baseline,cbba,marginal_wrench_bid,sota_proxy,A,none,distributed_slot_bundle_auction_proxy,auction_robot_slot_bids,0,3,False,False,600,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",0.665,0.5,0.165,0.165,1.1666666666666667,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,0.3708149737600184,0.3708149737600184,7.935617974674215e-17,8.963181573903011e-17,-0.32081497376001833,11.379321868260268,11.980474260898397,0.7777777777777777,0.3097088743302693,0.165,0.0,1.0,4.177161921200693,4.195157323780394,24.02912368346557,16.833333333333332,26.327438999821123,34.77630705360311,39.96991446136733,-5.193607407764231,0.0,0.09325550320574388,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,9,support_dual_wrench_market,Residual-support wrench market,model_based,decentralized,proposed,residual_support_wrench_market,proposed_wrench_market,residual_support_market,current_residual_wrench_direction,main_proposal,A,model_based_tuning_optional,distributed_residual_support_wrench_market,current_residual_wrench_direction,0,5,False,False,600,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",0.9691666666666666,0.5,0.5,0.5,1.1666666666666667,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,0.35284600503329405,0.35284600503329405,7.275250266556915e-17,8.007586174656239e-17,-0.30284600503329406,11.298308152981862,10.781461875098241,0.988611111111111,0.3298471024589612,0.4691666666666667,0.0,1.0,8.00529478960602,7.226213401870103,46.243582188032484,16.833333333333332,8.81218966562301,34.69577007984376,39.96991446136733,-5.27414438152357,0.0,0.09330072364510571,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,10,capacity_greedy_slots,Capacity greedy slots,classic,decentralized,baseline,capacity_greedy_slots,classic_decentralized_baseline,greedy,scalar_capacity_only,classic_baseline,A,none,distributed_capacity_slot_rule,local_robot_load_slots,0,0,False,False,600,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",1.0,0.5,0.5,0.5,1.1666666666666667,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,0.4025948755986218,0.4025948755986218,7.885059842912903e-17,8.86206531038039e-17,-0.3525948755986218,12.59751687313935,13.362105680302825,0.8888888888888887,0.32401531944009565,0.5,0.0,1.0,8.404671971694581,7.884912025392106,48.39900125399162,16.833333333333332,0.26028433310178417,34.305778397389005,39.96991446136733,-5.664136063978336,0.0,0.10144356633589122,2.0833333333333335,2.0833333333333335
