scenario_generator,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_engine,method_payoff_signal,method_role,method_recommended_phase,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,n,scalar_feasible_rate_mean,wrench_feasible_rate_mean,false_positive_rate_mean,false_positive_given_scalar_rate_mean,assigned_loads_mean,feasible_assigned_loads_mean,infeasible_assigned_loads_mean,feasible_available_loads_mean,relative_feasibility_mean,feasible_coverage_mean,precision_given_assigned_mean,fp_given_assigned_mean,wrench_residual_norm_mean,max_wrench_residual_norm_mean,wrench_residual_feasible_available_mean,max_wrench_residual_feasible_available_mean,wrench_margin_mean,torque_error_nm_mean,force_error_n_mean,slot_coverage_ratio_mean,complementarity_gain_mean,scalar_wrench_success_gap_mean,slot_conflict_count_mean,assignment_valid_mean,travel_distance_m_mean,estimated_arrival_time_s_mean,energy_proxy_wh_mean,communication_messages_mean,runtime_ms_mean,score_value_mean,oracle_score_value_mean,signed_score_delta_vs_oracle_mean,oracle_dominance_violation_mean,optimality_gap_vs_wrench_oracle_mean,captured_reward_mean,oracle_reward_mean
bar_torque_pure,bnn_wrench_deficit,BNN wrench deficit,model_based,decentralized,baseline,bnn_wrench_deficit,wrench_dynamics_baseline,bnn,positive_excess_wrench_deficit,engine_ablation,B,none,distributed_bnn_wrench_deficit_rule,positive_excess_wrench_scores,0,4,False,False,334,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999993,0.0,3.552713678800501e-15,1.0,0.7071067811865476,0.0,0.0,1.0,2.855727855688903,3.064183844350407,16.65687586778495,8.0,1.3354712533262632,66.70740282779784,66.70852612905158,-0.0011233012537470762,0.0,1.6841285869185657e-05,3.5,3.5
bar_torque_pure,capacity_greedy_slots,Capacity greedy slots,classic,decentralized,baseline,capacity_greedy_slots,classic_decentralized_baseline,greedy,scalar_capacity_only,classic_baseline,A,none,distributed_capacity_slot_rule,local_robot_load_slots,0,0,False,False,334,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999993,0.0,3.552713678800501e-15,1.0,0.7071067811865476,0.0,0.0,1.0,5.980372075022638,6.7633236850911835,34.926284390789256,8.0,0.14952155740507794,66.66077239290432,66.70852612905158,-0.047753736147253936,0.0,0.0007158495113116014,3.5,3.5
bar_torque_pure,cbba_slots,CBBA slots,sota,decentralized,baseline,cbba_slot_wrench_proxy,sota_decentralized_baseline,cbba,marginal_wrench_bid,sota_proxy,A,none,distributed_slot_bundle_auction_proxy,auction_robot_slot_bids,0,3,False,False,334,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999993,0.0,3.552713678800501e-15,1.0,0.7071067811865476,0.0,0.0,1.0,2.8561817650834747,3.0689408063621673,16.640625893703042,8.0,1.5289245510033282,66.70740550587215,66.70852612905158,-0.0011206231794409932,0.0,1.680108388778953e-05,3.5,3.5
bar_torque_pure,hungarian_slots,Hungarian slots,classic,centralized,baseline,hungarian_robot_slot_cost,classic_centralized_baseline,hungarian,robot_slot_cost_only,classic_baseline,A,none,centralized_robot_slot_hungarian,centralized_robot_slot_cost_matrix,0,0,False,False,334,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999993,0.0,3.552713678800501e-15,1.0,0.7071067811865476,0.0,0.0,1.0,2.7830352533425553,2.868755481976879,16.188289965786254,8.0,0.04461286958965088,66.70850943197699,66.70852612905158,-1.6697074591563445e-05,0.0,2.503863329821948e-07,3.5,3.5
bar_torque_pure,oracle_scalar_assignment,Oracle scalar assignment,model_based_oracle,centralized,reference,exact_scalar_capacity_reference,centralized_scalar_reference,oracle,scalar_capacity_only,reference_scalar_false_positive,A,none,centralized_exact_scalar_search,centralized_all_robot_slot_pairs,0,2,False,False,334,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999993,0.0,3.552713678800501e-15,1.0,0.7071067811865476,0.0,0.0,1.0,2.7830352533425553,2.868755481976879,16.188289965786254,8.0,0.6015113757750365,66.70850943197699,66.70852612905158,-1.6697074591563445e-05,0.0,2.503863329821948e-07,3.5,3.5
bar_torque_pure,replicator_wrench_deficit,Replicator wrench deficit,model_based,decentralized,baseline,replicator_wrench_deficit,wrench_dynamics_baseline,replicator,wrench_deficit_minus_rho,engine_ablation,B,none,distributed_replicator_wrench_deficit_rule,local_wrench_deficit_scores,0,4,False,False,334,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999993,0.0,3.552713678800501e-15,1.0,0.7071067811865476,0.0,0.0,1.0,2.855727855688903,3.064183844350407,16.65687586778495,8.0,1.3058311330338572,66.70740282779784,66.70852612905158,-0.0011233012537470762,0.0,1.6841285869185657e-05,3.5,3.5
bar_torque_pure,smith_wrench_deficit,Smith-QR wrench deficit,model_based,decentralized,proposed,smith_qr_wrench_deficit,proposed_wrench_deficit,smith,wrench_deficit_minus_rho,main_proposal,A,model_based_tuning_optional,distributed_smith_qr_wrench_deficit_rule,local_wrench_deficit_scores,0,5,False,False,334,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999993,0.0,3.552713678800501e-15,1.0,0.7071067811865476,0.0,0.0,1.0,2.855727855688903,3.064183844350407,16.65687586778495,8.0,1.3363904167736274,66.70740282779784,66.70852612905158,-0.0011233012537470762,0.0,1.6841285869185657e-05,3.5,3.5
bar_torque_pure,smith_wrench_marginal,Smith-QR wrench marginal,model_based,decentralized,proposed,smith_qr_delta_rho_wrench_marginal,proposed_wrench_ablation,smith,delta_rho_marginal,proposal_ablation,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_rule,local_marginal_wrench_scores,0,5,False,False,334,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999993,0.0,3.552713678800501e-15,1.0,0.7071067811865476,0.0,0.0,1.0,2.855727855688903,3.064183844350407,16.65687586778495,8.0,1.252466763932994,66.70740282779784,66.70852612905158,-0.0011233012537470762,0.0,1.6841285869185657e-05,3.5,3.5
bar_torque_pure,support_dual_wrench_market,Residual-support wrench market,model_based,decentralized,proposed,residual_support_wrench_market,proposed_wrench_market,residual_support_market,current_residual_wrench_direction,main_proposal,A,model_based_tuning_optional,distributed_residual_support_wrench_market,current_residual_wrench_direction,0,5,False,False,334,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999993,0.0,3.552713678800501e-15,1.0,0.7071067811865476,0.0,0.0,1.0,6.103118743039934,6.892085791522259,35.71735309803176,8.0,0.6963296404420705,66.6589038985345,66.70852612905158,-0.04962223051708284,0.0,0.0007438572535769187,3.5,3.5
bar_torque_pure,wrench_oracle,Wrench oracle,model_based_oracle,centralized,reference,exact_role_slot_wrench,centralized_wrench_oracle_reference,oracle,strict_wrench_feasible_score,reference,A,none,centralized_exact_role_slot_search,centralized_all_robot_slot_pairs,0,3,False,False,334,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,5.921189464667501e-17,0.04999999999999993,0.0,3.552713678800501e-15,1.0,0.7071067811865476,0.0,0.0,1.0,2.785798549482523,2.8690678367859954,16.088576709243945,8.0,2.2674083826829214,66.70852612905158,66.70852612905158,0.0,0.0,0.0,3.5,3.5
long_payload_slots,bnn_wrench_deficit,BNN wrench deficit,model_based,decentralized,baseline,bnn_wrench_deficit,wrench_dynamics_baseline,bnn,positive_excess_wrench_deficit,engine_ablation,B,none,distributed_bnn_wrench_deficit_rule,positive_excess_wrench_scores,0,4,False,False,334,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.864102522375619e-16,2.5439671518177367e-16,1.864102522375619e-16,2.5439671518177367e-16,0.049999999999999815,5.430120757567831e-15,6.701226400132682e-15,1.0,0.5737306162870374,0.0,0.0,1.0,11.139257352864048,7.783935347249545,65.1625759829607,40.0,67.181695509886,133.33374762377417,133.39992984327085,-0.06618221949670543,0.0,0.0004961167707835737,7.0,7.0
long_payload_slots,capacity_greedy_slots,Capacity greedy slots,classic,decentralized,baseline,capacity_greedy_slots,classic_decentralized_baseline,greedy,scalar_capacity_only,classic_baseline,A,none,distributed_capacity_slot_rule,local_robot_load_slots,0,0,False,False,334,0.9970059880239521,0.9970059880239521,0.0,0.0,2.0,1.9940119760479043,0.005988023952095809,2.0,0.9970059880239521,0.9970059880239521,0.9970059880239521,0.0029940119760479044,0.0006016002882639463,0.0012032005765277743,0.0006016002882639463,0.0012032005765277743,0.04939839971173605,0.03291673442324828,0.014812530490449269,0.9990019960079841,0.5757334092111248,0.0,0.0,1.0,20.985989355324083,14.012131376727323,123.82362064455562,40.0,0.4306056865764235,132.7056082062794,133.39992984327085,-0.6943216369914582,0.0,0.005204877631642063,6.976047904191617,7.0
