scenario_generator,rank,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_engine,method_payoff_signal,method_role,method_recommended_phase,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,n,ranking_rule,scalar_feasible_rate_mean,wrench_feasible_rate_mean,false_positive_rate_mean,false_positive_given_scalar_rate_mean,assigned_loads_mean,feasible_assigned_loads_mean,infeasible_assigned_loads_mean,feasible_available_loads_mean,relative_feasibility_mean,feasible_coverage_mean,precision_given_assigned_mean,fp_given_assigned_mean,wrench_residual_norm_mean,max_wrench_residual_norm_mean,wrench_residual_feasible_available_mean,max_wrench_residual_feasible_available_mean,wrench_margin_mean,torque_error_nm_mean,force_error_n_mean,slot_coverage_ratio_mean,complementarity_gain_mean,scalar_wrench_success_gap_mean,slot_conflict_count_mean,assignment_valid_mean,travel_distance_m_mean,estimated_arrival_time_s_mean,energy_proxy_wh_mean,communication_messages_mean,runtime_ms_mean,score_value_mean,oracle_score_value_mean,signed_score_delta_vs_oracle_mean,oracle_dominance_violation_mean,optimality_gap_vs_wrench_oracle_mean,captured_reward_mean,oracle_reward_mean
ALL_SCENARIOS,1,wrench_oracle,Wrench oracle,model_based_oracle,centralized,reference,exact_role_slot_wrench,centralized_wrench_oracle_reference,oracle,strict_wrench_feasible_score,reference,A,none,centralized_exact_role_slot_search,centralized_all_robot_slot_pairs,0,3,False,False,2004,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",0.5,0.5,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.603918126405412,0.603918126405412,7.86606615605207e-17,8.824077936658717e-17,-0.5539181264054119,22.833333333333332,18.0,0.5,0.2469599974131059,0.0,0.0,1.0,2.072753012668856,1.5800563807260801,12.023806133622182,16.833333333333332,112.79560169558266,39.969115060781164,39.969115060781164,0.0,0.0,0.0,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,2,smith_wrench_marginal,Smith-QR wrench marginal,model_based,decentralized,proposed,smith_qr_delta_rho_wrench_marginal,proposed_wrench_ablation,smith,delta_rho_marginal,proposal_ablation,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_rule,local_marginal_wrench_scores,0,5,False,False,2004,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",0.9830339321357285,0.5,0.48303393213572854,0.48303393213572854,1.1661676646706587,0.6666666666666666,0.499500998003992,0.6666666666666666,1.0,1.0,0.5004990019960079,0.499500998003992,0.3550224665826372,0.3550224665826372,8.030252695710702e-17,9.152451015975985e-17,-0.30502246658263715,11.413615789366423,10.963030190904481,0.9644045242847638,0.32612817249524795,0.48303393213572854,0.0,1.0,5.20855754406804,4.843804266085292,30.56531371545503,16.833333333333332,22.893742214959904,34.86063913325897,39.969115060781164,-5.108475927522199,0.0,0.09183336649569775,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,3,replicator_wrench_deficit,Replicator wrench deficit,model_based,decentralized,baseline,replicator_wrench_deficit,wrench_dynamics_baseline,replicator,wrench_deficit_minus_rho,engine_ablation,B,none,distributed_replicator_wrench_deficit_rule,local_wrench_deficit_scores,0,4,False,False,2004,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",1.0,0.5,0.5,0.5,1.1666666666666667,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,0.3552315484783369,0.35523154847833693,8.043753038153949e-17,9.179451700862479e-17,-0.3052315484783369,11.42491738639066,10.960141159407014,1.0,0.3261619935107514,0.5,0.0,1.0,5.28719846657511,4.776276737702687,30.958732691407466,16.833333333333332,25.11707320245877,34.83530677021997,39.969115060781164,-5.133808290561183,0.0,0.09233721227476022,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,4,bnn_wrench_deficit,BNN wrench deficit,model_based,decentralized,baseline,bnn_wrench_deficit,wrench_dynamics_baseline,bnn,positive_excess_wrench_deficit,engine_ablation,B,none,distributed_bnn_wrench_deficit_rule,positive_excess_wrench_scores,0,4,False,False,2004,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",1.0,0.5,0.5,0.5,1.1666666666666667,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,0.3551535101238924,0.35515351012389246,8.041162091182282e-17,9.174269806919146e-17,-0.30515351012389236,11.42087315474659,10.959124274198082,1.0,0.3261336563829418,0.5,0.0,1.0,5.353468808094458,4.870202370170594,31.333970157350272,16.833333333333332,25.14792140608118,34.83516507095384,39.969115060781164,-5.133949989827322,0.0,0.09233786291061866,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,5,smith_wrench_deficit,Smith-QR wrench deficit,model_based,decentralized,proposed,smith_qr_wrench_deficit,proposed_wrench_deficit,smith,wrench_deficit_minus_rho,main_proposal,A,model_based_tuning_optional,distributed_smith_qr_wrench_deficit_rule,local_wrench_deficit_scores,0,5,False,False,2004,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",1.0,0.5,0.5,0.5,1.1666666666666667,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,0.35498504079933063,0.35498504079933063,8.02507080176737e-17,9.142087228089319e-17,-0.3049850407993306,11.411499975258014,10.963873124720175,1.0,0.32609971921858844,0.5,0.0,1.0,5.551632590329923,5.13296409376785,32.559587323080954,16.833333333333332,25.109720658085696,34.833857745014214,39.969115060781164,-5.135257315766951,0.0,0.09235686511615072,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,6,cbba_slots,CBBA slots,sota,decentralized,baseline,cbba_slot_wrench_proxy,sota_decentralized_baseline,cbba,marginal_wrench_bid,sota_proxy,A,none,distributed_slot_bundle_auction_proxy,auction_robot_slot_bids,0,3,False,False,2004,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",0.6631736526946108,0.5,0.1631736526946108,0.1631736526946108,1.1666666666666667,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,0.37143271630599795,0.37143271630599795,8.034480465437118e-17,9.160906555428815e-17,-0.3214327163059979,11.41214307712552,11.94997457952936,0.7777777777777777,0.3095749568682795,0.1631736526946108,0.0,1.0,4.2760505451336694,4.295254902061994,24.986967726984833,16.833333333333332,22.75063263531449,34.76874582417308,39.969115060781164,-5.200369236608079,0.0,0.09338743755628409,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,7,hungarian_slots,Hungarian slots,classic,centralized,baseline,hungarian_robot_slot_cost,classic_centralized_baseline,hungarian,robot_slot_cost_only,classic_baseline,A,none,centralized_robot_slot_hungarian,centralized_robot_slot_cost_matrix,0,0,False,False,2004,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",0.9995009980039921,0.5,0.499500998003992,0.499500998003992,1.1666666666666667,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,0.36222692647579363,0.36222692647579363,7.863475209080402e-17,8.818896042715384e-17,-0.31222692647579353,11.709730146651342,11.18081770229982,1.0,0.3296532833920354,0.499500998003992,0.0,1.0,3.8073455138023715,3.0447140394581758,22.167836655245985,16.833333333333332,0.07192195529543875,34.780245015236304,39.969115060781164,-5.188870045544858,0.0,0.09338930628160384,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,8,oracle_scalar_assignment,Oracle scalar assignment,model_based_oracle,centralized,reference,exact_scalar_capacity_reference,centralized_scalar_reference,oracle,scalar_capacity_only,reference_scalar_false_positive,A,none,centralized_exact_scalar_search,centralized_all_robot_slot_pairs,0,2,False,False,2004,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",1.0,0.5,0.5,0.5,1.1666666666666667,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,0.3622427782128118,0.3622427782128118,7.863475209080402e-17,8.818896042715384e-17,-0.3122427782128117,11.710666964658655,11.181482240422635,1.0,0.32963883348153783,0.5,0.0,1.0,3.8073035608415284,3.0439818340405376,22.18010992151435,16.833333333333332,18.557787375994483,34.780058205725986,39.969115060781164,-5.189056855055174,0.0,0.09339240999380917,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,9,support_dual_wrench_market,Residual-support wrench market,model_based,decentralized,proposed,residual_support_wrench_market,proposed_wrench_market,residual_support_market,current_residual_wrench_direction,main_proposal,A,model_based_tuning_optional,distributed_residual_support_wrench_market,current_residual_wrench_direction,0,5,False,False,2004,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",0.9663173652694611,0.5,0.5,0.5,1.1666666666666667,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,0.3535590231042921,0.3535590231042921,7.170503666618369e-17,7.83183548160874e-17,-0.30355902310429206,11.331650621354559,10.805776852547348,0.9874417831004658,0.32994019658984913,0.4663173652694611,0.0,1.0,8.11423772366657,7.302973629674931,47.69874144241968,16.833333333333332,7.479565918209503,34.67401199330534,39.969115060781164,-5.295103067475819,0.0,0.09354883132655029,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,10,capacity_greedy_slots,Capacity greedy slots,classic,decentralized,baseline,capacity_greedy_slots,classic_decentralized_baseline,greedy,scalar_capacity_only,classic_baseline,A,none,distributed_capacity_slot_rule,local_robot_load_slots,0,0,False,False,2004,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",0.9995009980039921,0.499500998003992,0.5,0.5,1.1666666666666667,0.6656686626746507,0.500998003992016,0.6666666666666666,0.9995009980039921,0.9995009980039921,0.499500998003992,0.5004990019960079,0.3948493767871158,0.39494964350182643,0.00010026671471070707,0.00020053342942134505,-0.3448493767871157,12.50151839391731,12.871960908422166,0.8887225548902196,0.32223063471305985,0.5,0.0,1.0,8.333702096800794,7.822520709620532,49.06147435134736,16.833333333333332,0.22153567744441285,34.31551555263432,39.969115060781164,-5.653599508146846,0.0,0.10045853414928486,2.0793413173652695,2.0833333333333335
