experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,event_kind,event_time_s,event_observation_delay_s,event_observed_time_s,n_robots,n_loads,world_size_m,obstacle_count_initial,obstacle_count_post_event,robot_radius_m,target_tolerance_m,safety_margin_m,dt_s,horizon_s,communication_radius_initial,communication_radius_post_event,feasible_load_count,completed_load_count,task_completion_rate,recovery_success,recovery_time_s,load_target_reached_rate,mean_final_pose_error_m,max_final_pose_error_m,mean_final_orientation_error_deg,max_final_orientation_error_deg,lost_load_rate,infeasible_load_count,infeasible_load_detection_rate,post_event_wrench_feasible_rate,mean_wrench_residual_norm,min_wrench_margin,unsupported_time_s,load_pause_time_s,degraded_speed_time_s,replacement_arrival_time_s,final_assigned_loads,final_idle_robots,reassignment_count,final_active_robot_rate,failed_robot_count,battery_margin_final,min_battery_fraction,communication_coverage_ratio,communication_messages,collision_count,collision_rate,safety_violation_count,min_robot_clearance_m,min_obstacle_clearance_m,min_load_clearance_m,travel_distance_m,mean_path_length_m,path_efficiency_ratio,energy_proxy_wh,mean_speed_mps,max_speed_mps,max_speed_violation_mps,runtime_ms,score_value,reference_score_value,signed_score_delta_vs_reference,performance_gap_vs_reference,optimality_gap_vs_reference
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,Classic decentralized greedy recovery,classic,decentralized,baseline,local_greedy_recovery,baseline_classic_decentralized,none,local_greedy_recovery,local_load_robot_state,0,2,False,False,robot_dropout_mid_task,18.360000000000003,0.0,18.360000000000003,8,3,24.0,0,0,0.3,0.45,0.08,0.14,54.0,inf,inf,2,2,1.0,True,41.440000000000005,1.0,0.34017675331705965,0.340495983112521,0.32200053077309015,0.6435296080324865,0.0,1,1.0,0.9803921568627451,0.21010376828571525,-0.04170578220023158,0.0,4.760000000000001,4.340000000000001,0.11999999999999744,0,8,13,0.75,2,0.3294579788853389,0.47945797888533886,1.0,21616,0,0.0,19,0.11499999999999955,inf,0.07999999999999852,142.03024161087984,17.75378020135998,0.3751754069828042,1104.6778537306163,0.334717212771239,0.7265379165817136,0.0,358.05010003969073,321.2921765724242,333.97327554302024,-12.681098970596054,0.03797040032612597,0.03797040032612597
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,cbf_recovery,CBF recovery,sota,centralized,baseline,centralized_cbf_recovery,baseline_sota_centralized,none,centralized_cbf_recovery,global_state_and_obstacles,0,5,False,False,robot_dropout_mid_task,18.360000000000003,0.0,18.360000000000003,8,3,24.0,0,0,0.3,0.45,0.08,0.14,54.0,inf,inf,2,2,1.0,True,36.68000000000001,1.0,0.3604620039771444,0.36599112121412974,0.32229271919850994,0.6418668602729547,0.0,1,1.0,1.0,0.11474080482081019,-0.024045353839180383,0.0,2.9400000000000004,2.3800000000000003,0.11999999999999744,0,8,15,0.75,2,0.27142587695202647,0.4214258769520265,1.0,21616,0,0.0,19,0.11499999999999955,inf,0.07999999999999918,150.60846580301077,18.826058225376347,0.3251175447843443,1165.9807804051143,0.356683169989731,0.7434341471998931,0.0,309.7798000089824,323.022160764687,333.97327554302024,-10.951114778333249,0.03279039246636547,0.03279039246636547
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,smith_qr_recovery,Smith-QR recovery,model_based,decentralized,proposed,smith_qr_recovery,proposed_model_based_decentralized,model_based_tuning_optional,distributed_smith_qr_recovery,local_deficit_prices,0,5,False,False,robot_dropout_mid_task,18.360000000000003,0.0,18.360000000000003,8,3,24.0,0,0,0.3,0.45,0.08,0.14,54.0,inf,inf,2,2,1.0,True,31.220000000000002,1.0,0.3118133959963465,0.31617407160363914,0.34074923843383276,0.6790119090137655,0.0,1,1.0,1.0,4.2535971114367976e-06,-0.002169334526832767,0.0,0.0,0.0,0.11999999999999744,0,8,12,0.75,2,0.4530427726073193,0.6030427726073193,1.0,21616,0,0.0,8,0.11499999998533739,inf,0.07999999999999896,126.37349370967573,15.796686713709466,0.43073338910753084,980.076738630589,0.2949616098945348,0.7603303778180724,0.0,296.18169995956123,334.2312550799815,333.97327554302024,0.2579795369612725,0.0,0.0
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,tensor_flow_recovery,Tensor-flow recovery,model_based,decentralized,proposed,tensor_flow_recovery,proposed_model_based_decentralized,model_based_tuning_optional,distributed_tensor_flow_recovery,local_tensor_field,0,7,False,False,robot_dropout_mid_task,18.360000000000003,0.0,18.360000000000003,8,3,24.0,0,0,0.3,0.45,0.08,0.14,54.0,inf,inf,2,2,1.0,True,49.84,1.0,0.35955287385223733,0.3682373356386566,0.0032971432975972487,0.006594277642645514,0.0,1,0.0,1.0,0.13617739999539566,-0.015283548241472378,0.0,3.3600000000000003,6.16,0.11999999999999744,1,4,10,0.75,2,0.27736111326613755,0.42736111326613757,1.0,21616,0,0.0,88,0.11499999919713755,inf,0.07999926593997686,152.6070853638087,19.075885670476087,0.29567877867363934,1176.9633002452163,0.3644480346635567,0.7603303778180724,0.0,368.24709991924465,268.22857759248615,333.97327554302024,-65.74469795053409,0.19685616414558083,0.19685616414558083
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,ours_guarded_wrench_market_recovery,Ours guarded wrench-market recovery,model_based,decentralized,proposed,guarded_wrench_market_recovery,proposed_model_based_decentralized,model_based_tuning_optional,guarded_wrench_market_recovery,local_wrench_prices_and_repair,0,8,False,False,robot_dropout_mid_task,18.360000000000003,0.0,18.360000000000003,8,3,24.0,0,0,0.3,0.45,0.08,0.14,54.0,inf,inf,2,2,1.0,True,31.220000000000002,1.0,0.3519800573109121,0.36030130761420565,0.003276387605995295,0.00650865498796921,0.0,1,1.0,1.0,5.833476397958933e-05,-0.004279729278399813,0.0,0.0,0.0,0.11999999999999744,0,8,12,0.75,2,0.4513280095312021,0.6013280095312021,1.0,21616,0,0.0,17,0.11499999999999966,inf,0.07999999999999896,127.21841936280907,15.902302420351134,0.43196661506128253,986.6345679268883,0.2960051869994885,0.7772266084362519,0.0,309.57739998120815,333.86382228045596,333.97327554302024,-0.10945326256427279,0.00032773060175640836,0.00032773060175640836
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,reference_resilient_oracle,Reference centralized resilient recovery,model_based_reference,centralized,reference,centralized_resilient_recovery,reference_model_based_reference_centralized,none,centralized_resilient_recovery,global_state_and_event_observation,0,10,False,False,robot_dropout_mid_task,18.360000000000003,0.0,18.360000000000003,8,3,24.0,0,0,0.3,0.45,0.08,0.14,54.0,inf,inf,2,2,1.0,True,31.220000000000002,1.0,0.37901658206669697,0.37997522543646134,0.003380310823211058,0.006722295500134163,0.0,1,1.0,1.0,0.0011481360771483406,-0.025619105659244856,0.0,0.0,0.7000000000000001,0.11999999999999744,0,8,12,0.75,2,0.453635435275175,0.603635435275175,1.0,21616,0,0.0,15,0.11499999999999966,inf,0.07999999999999874,126.89172697200401,15.861465871500501,0.43329666398947214,984.5971175982626,0.2951975595090087,0.7772266084362519,0.0,306.9445000728592,333.97327554302024,333.97327554302024,0.0,0.0,0.0
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7651,classic_decentralized_greedy_recovery,Classic decentralized greedy recovery,classic,decentralized,baseline,local_greedy_recovery,baseline_classic_decentralized,none,local_greedy_recovery,local_load_robot_state,0,2,False,False,robot_dropout_mid_task,18.360000000000003,0.0,18.360000000000003,8,3,24.0,0,0,0.3,0.45,0.08,0.14,54.0,inf,inf,2,2,1.0,True,42.14000000000001,1.0,0.36257384102726053,0.367426377062277,0.3368673350252746,0.6723829737552758,0.0,1,0.0,0.984313725490196,0.2721677687557026,-0.04332741470347223,0.0,6.0200000000000005,3.7800000000000002,0.11999999999999744,1,3,10,0.75,2,0.2762046630536614,0.42620466305366145,1.0,21616,0,0.0,18,0.11499999974476804,inf,0.07999999999999896,144.90953737378922,18.113692171723653,0.34577732380456544,1036.0153160593668,0.3438317886363564,0.6830366920920883,0.0,357.6446999795735,277.403703248278,272.9825494111751,4.421153837102906,0.0,0.0
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7651,cbf_recovery,CBF recovery,sota,centralized,baseline,centralized_cbf_recovery,baseline_sota_centralized,none,centralized_cbf_recovery,global_state_and_obstacles,0,5,False,False,robot_dropout_mid_task,18.360000000000003,0.0,18.360000000000003,8,3,24.0,0,0,0.3,0.45,0.08,0.14,54.0,inf,inf,2,2,1.0,True,42.42,1.0,0.36406227414818015,0.3784103985167968,0.3193482750956753,0.6365654376058686,0.0,1,0.0,1.0,0.47883311923321714,0.0,0.0,8.96,1.9600000000000002,0.11999999999999744,1,3,11,0.75,2,0.24886540027245904,0.39886540027245904,1.0,21616,0,0.0,18,0.1149999995848,inf,0.07999999999999874,157.65971626092423,19.70746453261553,0.3191001615220931,1137.846645678939,0.37000058448259204,0.698921266326788,0.0,351.1429000645876,274.41508281271405,272.9825494111751,1.432533401538933,0.0,0.0
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7651,smith_qr_recovery,Smith-QR recovery,model_based,decentralized,proposed,smith_qr_recovery,proposed_model_based_decentralized,model_based_tuning_optional,distributed_smith_qr_recovery,local_deficit_prices,0,5,False,False,robot_dropout_mid_task,18.360000000000003,0.0,18.360000000000003,8,3,24.0,0,0,0.3,0.45,0.08,0.14,54.0,inf,inf,2,2,1.0,True,43.260000000000005,1.0,0.3593455410918651,0.37256022849528175,0.19237875481909852,0.3847092341995546,0.0,1,0.0,0.9274509803921569,0.22793400481394374,-0.33333333333333337,0.0,4.9,7.840000000000001,4.460000000000001,1,3,9,0.75,2,0.280355257409987,0.43035525740998704,1.0,21616,0,0.0,37,0.11499999963798102,inf,0.07999999999999874,148.46794376140093,18.558492970175116,0.296583440060028,1071.9288759338247,0.36369153878879384,0.7148058405614878,0.0,436.5366999991238,273.048156042231,272.9825494111751,0.06560663105591402,0.0,0.0
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7651,tensor_flow_recovery,Tensor-flow recovery,model_based,decentralized,proposed,tensor_flow_recovery,proposed_model_based_decentralized,model_based_tuning_optional,distributed_tensor_flow_recovery,local_tensor_field,0,7,False,False,robot_dropout_mid_task,18.360000000000003,0.0,18.360000000000003,8,3,24.0,0,0,0.3,0.45,0.08,0.14,54.0,inf,inf,2,2,1.0,True,41.160000000000004,1.0,0.3605041599964568,0.372601906522269,0.0001579400105162748,0.0002744788264916932,0.0,1,0.0,0.9470588235294117,0.24344589982676115,-0.33333333333333337,0.0,5.180000000000001,6.44,3.34,1,3,9,0.75,2,0.25199735046431937,0.4019973504643194,1.0,21616,0,0.0,19,0.11499999965846908,inf,0.07999999999999896,158.0385765371095,19.754822067138686,0.3192099969993603,1139.596946692873,0.38276599665382355,0.7148058405614878,0.0,380.26639993768185,273.5818972179427,272.9825494111751,0.5993478067675824,0.0,0.0
