experiment_id,scenario_generator,scenario_variant_id,seed,method,method_family,method_scope,method_ownership,load_id,load_index,mass_kg,post_event_demand_kg,min_coalition_size,assigned_robots,assigned_capacity_kg,assigned_force_n,assigned_torque_nm,wrench_force_demand_n,wrench_torque_demand_nm,feasible_after_event,completed,physically_feasible_final,final_unassigned_infeasible,final_pose_x,final_pose_y,final_pose_theta_rad,target_pose_x,target_pose_y,target_pose_theta_rad,final_pose_error_m,final_orientation_error_deg,final_wrench_margin,unsupported_time_s,load_pause_time_s,degraded_speed_time_s,completion_time_s,destination_x,destination_y,method_variant,method_comparison_group
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,classic,decentralized,baseline,load-01,1,44.0,44.0,2,0,0.0,0.0,0.0,73.37574531137656,24.0,True,True,True,False,5.491898313573472,2.870097641149477,0.4537938339346099,5.76,3.0800000000000005,0.4537856055185257,0.340495983112521,0.00047145351369392197,0.0,0.0,18.62,6.86,41.440000000000005,5.76,3.0800000000000005,local_greedy_recovery,baseline_classic_decentralized
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,classic,decentralized,baseline,load-02,2,52.0,52.0,3,0,0.0,0.0,0.0,81.04319835741924,30.0,True,True,True,False,5.420142767848366,-0.00044502636315724153,0.32539097585321475,5.76,-0.0,0.3141592653589793,0.33985752352159826,0.6435296080324865,0.0,0.0,3.22,3.08,15.400000000000002,5.76,-0.0,local_greedy_recovery,baseline_classic_decentralized
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,classic_decentralized_greedy_recovery,classic,decentralized,baseline,load-03,3,60.0,60.0,2,0,0.0,0.0,0.0,88.76936408468859,36.0,False,True,True,True,5.4126420852701935,-2.9654213927769355,0.17452097720516857,5.76,-3.0800000000000005,0.17453292519943295,0.3657673825788964,0.0006845696449842093,0.0,0.0,23.1,8.120000000000001,47.18000000000001,5.76,-3.0800000000000005,local_greedy_recovery,baseline_classic_decentralized
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,cbf_recovery,sota,centralized,baseline,load-01,1,44.0,44.0,2,0,0.0,0.0,0.0,73.37574531137656,24.0,True,True,True,False,5.472961048817967,2.852935821160857,0.45373815737928824,5.76,3.0800000000000005,0.4537856055185257,0.36599112121412974,0.002718578124065102,0.0,0.0,16.520000000000003,4.9,36.68000000000001,5.76,3.0800000000000005,centralized_cbf_recovery,baseline_sota_centralized
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,cbf_recovery,sota,centralized,baseline,load-02,2,52.0,52.0,3,0,0.0,0.0,0.0,81.04319835741924,30.0,True,True,True,False,5.405067255335381,0.00031757604314286425,0.32536195543018076,5.76,-0.0,0.3141592653589793,0.35493288674015905,0.6418668602729547,0.0,0.0,3.08,2.9400000000000004,15.260000000000002,5.76,-0.0,centralized_cbf_recovery,baseline_sota_centralized
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,cbf_recovery,sota,centralized,baseline,load-03,3,60.0,60.0,2,0,0.0,0.0,0.0,88.76936408468859,36.0,False,True,True,True,5.480271047664424,-2.9317681082401976,0.17446750756952145,5.76,-3.0800000000000005,0.17453292519943295,0.31657697406704893,0.0037481540996663694,0.0,0.0,24.78,11.06,48.02,5.76,-3.0800000000000005,centralized_cbf_recovery,baseline_sota_centralized
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,smith_qr_recovery,model_based,decentralized,proposed,load-01,1,44.0,44.0,2,0,0.0,0.0,0.0,73.37574531137656,24.0,True,True,True,False,5.511714863279816,2.884243686083277,0.45374220672240106,5.76,3.0800000000000005,0.4537856055185257,0.31617407160363914,0.00248656785390004,0.0,0.0,12.180000000000001,2.3800000000000003,31.220000000000002,5.76,3.0800000000000005,smith_qr_recovery,proposed_model_based_decentralized
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,smith_qr_recovery,model_based,decentralized,proposed,load-02,2,52.0,52.0,3,0,0.0,0.0,0.0,81.04319835741924,30.0,True,True,True,False,5.4525474026807235,0.00027509318533769367,0.3260102588315217,5.76,-0.0,0.3141592653589793,0.3074527203890538,0.6790119090137655,0.0,0.0,5.460000000000001,1.8200000000000003,17.360000000000003,5.76,-0.0,smith_qr_recovery,proposed_model_based_decentralized
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,smith_qr_recovery,model_based,decentralized,proposed,load-03,3,60.0,60.0,2,0,0.0,0.0,0.0,88.76936408468859,36.0,False,True,True,True,5.452800073572401,-2.984598023218826,0.17469235874634803,5.76,-3.0800000000000005,0.17453292519943295,0.32167270939711007,0.009134869351046402,0.0,0.0,19.040000000000003,5.74,40.18000000000001,5.76,-3.0800000000000005,smith_qr_recovery,proposed_model_based_decentralized
SP6_MC_explicit_control_law,robot_dropout_mid_task,robot_dropout_mid_task_v00,7650,tensor_flow_recovery,model_based,decentralized,proposed,load-01,1,44.0,44.0,2,0,0.0,0.0,0.0,73.37574531137656,24.0,True,True,True,False,5.400279079295185,3.0012624958133873,0.4537856053622744,5.76,3.0800000000000005,0.4537856055185257,0.3682373356386566,8.952548984071153e-09,0.0,0.0,17.080000000000002,8.4,49.84,5.76,3.0800000000000005,tensor_flow_recovery,proposed_model_based_decentralized
