source_path,locator,label,type,assumptions,domain,units,proof_status,dependencies,counterexample_check,claim_id,evidence_id,verdict,rationale,auditor,result_id,title,recommended_destination
"thesis/sections/mainmatter/06-results-and-analysis/sp0.tex","L112-L115","thm:sp0-nash-characterization","proposicion","N>=K; kappa_ik en [0,kappa_max]; lambda>kappa_max; acciones unitarias finitas; ocupacion coherente y revisiones unilaterales. Para que el perfil terminal sea Nash falta exigir camino maximal o continuacion exhaustiva.","Asignacion E0 uno-a-uno con accion inactiva; excluye revisiones simultaneas, red y planta fisica.","Costes, penalizacion, utilidad y potencial adimensionales; consistente.","PARTIAL: la identidad de potencial, la caracterizacion de Nash, los maximos globales y la existencia de Nash suboptimo estan demostrados; el inciso (iii) omite maximalidad.","eq:sp0-action-fitness; eq:sp0-oracle; thesis/sections/appendices/02-sp0-proofs.tex; FSF-01 es una generalizacion de cuotas, no el mismo resultado E0.","Una mejora estricta aceptada puede dejar un perfil no Nash; truncar alli la secuencia refuta que toda secuencia termine en Nash.","C1-SP0;C7B-SP0","thesis/sections/appendices/02-sp0-proofs.tex;src/viu_mrob_tfm/sp0/theory.py;tests/test_sp0_theory.py;legacy/results/sp0/SP0_THEORY_v1","LIMITED","Cuatro incisos son correctos, pero la conclusion Nash de cualquier secuencia necesita maximalidad o una politica que siga mientras exista una mejora.","formal_audit_thesis","THESIS-FR-0001-thm:sp0-nash-characterization","Factibilidad y seleccion en E0","monograph"
"thesis/sections/mainmatter/06-results-and-analysis/sp0.tex","L119-L126","cor:sp0-pos-poa","corolario","Supuestos de thm:sp0-nash-characterization; coste social restringido a perfiles factibles; optimo de coste estrictamente positivo para la razon de PoA; familia normalizada con epsilon en (0,1/2).","Asignacion E0 finita; peor Nash sobre familias de instancias, no comportamiento tipico ni seleccion dinamica.","Cociente de costes adimensional; los costes de la familia estan normalizados.","COMPLETE: todo optimo social es Nash y la familia 2x2 produce costes Nash 1 y optimo 2 epsilon.","Incisos (ii) y (iv) validos de thm:sp0-nash-characterization; thesis/sections/appendices/02-sp0-proofs.tex. No depende del inciso (iii) limitado.","La matriz [[0,epsilon],[epsilon,1]] verifica PoS=1 y una razon 1/(2 epsilon) que diverge; no se encontro contraejemplo dentro del dominio positivo.","C7B-SP0","thesis/sections/appendices/02-sp0-proofs.tex;src/viu_mrob_tfm/sp0/theory.py;tests/test_sp0_theory.py;legacy/results/sp0/SP0_THEORY_v1","PASS","El argumento de estabilidad y la familia parametrica de anarquia son completos y no heredan el defecto de maximalidad del resultado anterior.","formal_audit_thesis","THESIS-FR-0002-cor:sp0-pos-poa","Precios de estabilidad y anarquia de E0","monograph"
"thesis/sections/mainmatter/06-results-and-analysis/sp0.tex","L196-L199","cor:sp0-strategic-regulation","corolario","N>=K; lambda>kappa_max; ocupacion coherente; todo robot con mejora persistente se revisa finalmente; actualizaciones unilaterales estrictas.","Regulacion logica finita de cobertura y exclusividad en E0; no es estabilidad de una planta continua ni cota de segundos.","Error de ocupacion en conteos; pagos y potencial adimensionales; revisiones son eventos discretos.","COMPLETE_BUT_REDUNDANT: descenso estricto en un conjunto finito y activacion sin inanicion llevan al conjunto z_0=0.","thm:sp0-nash-characterization; thesis/sections/appendices/02-sp0-proofs.tex; contenido ya registrado en C1-SP0 y relacionado como caso unitario con FSF-01.","Sin ocupacion coherente o con inanicion de un robot habilitado puede persistir el defecto; ambas fronteras estan excluidas expresamente.","C1-SP0","thesis/sections/appendices/02-sp0-proofs.tex;src/viu_mrob_tfm/sp0/theory.py;tests/test_sp0_theory.py","DUPLICATE","Es la version dinamica ya contenida en la caracterizacion y en el claim canonico C1-SP0; no aporta un resultado independiente para el spine activo.","formal_audit_thesis","THESIS-FR-0003-cor:sp0-strategic-regulation","Regulacion estrategica finita de E0","existing-active-claim"
"thesis/sections/mainmatter/06-results-and-analysis/sp1.tex","L139-L142","thm:sp1-feasible-nash","proposicion","Cuotas obligatorias positivas; sum_k n_k<=N; kappa_ik en [0,kappa_max]; lambda_D=lambda_O=lambda>kappa_max; acciones finitas y parametros congelados.","Juego logico homogeneo de cuotas realizables; excluye escasez, Smith/Euler, cierre QR, red y mecanica.","Costes, deficit, exceso, utilidad y potencial adimensionales.","COMPLETE: diferencias marginales, ambas inclusiones Nash-cuota, no repeticion de perfiles y equivalencia entre maximizar potencial y minimizar coste estan probadas.","thesis/sections/appendices/03-sp1-proofs.tex;src/viu_mrob_tfm/sp1/theory.py;tests/test_sp1_theory.py; FSF-01 es su version activa con maximalidad y cota explicitas.","No se encontro contraejemplo bajo realizabilidad y lambda>kappa_max; un prefijo truncado no contradice la afirmacion mas debil de que no existe una secuencia infinita.","C1A-SP1","thesis/sections/appendices/03-sp1-proofs.tex;src/viu_mrob_tfm/sp1/theory.py;tests/test_sp1_theory.py;legacy/results/sp1/SP1_QUORUM_v1/tables/theory_checks.csv","DUPLICATE","El resultado matematico es correcto, pero ya esta representado por FSF-01 con el alcance terminal formulado de manera mas precisa.","formal_audit_thesis","THESIS-FR-0004-thm:sp1-feasible-nash","Cierre exacto bajo demanda realizable","existing-active-claim"
"thesis/sections/mainmatter/06-results-and-analysis/sp1.tex","L149-L156","thm:sp1-scarcity-degeneracy","proposicion","N<sum_k n_k; todos los robots activos; 0<=q_k<=n_k para toda carga.","Deficit lineal bajo escasez sin excesos; no caracteriza los perfiles que dejan robots inactivos o sobrecubren una carga.","N, n_k, q_k y D_n son conteos adimensionales.","COMPLETE: al desaparecer la parte positiva, sum_k(n_k-q_k)=sum_k n_k-N.","Definicion de D_n; thesis/sections/appendices/03-sp1-proofs.tex; claim canonico C1B-SP1.","Si algun q_k>n_k o hay un robot inactivo, la identidad puede fallar; el ejemplo (2,0) frente a (1,1) confirma la degeneracion dentro del dominio.","C1B-SP1","thesis/sections/appendices/03-sp1-proofs.tex;src/viu_mrob_tfm/sp1/theory.py;tests/test_sp1_theory.py;legacy/results/sp1/SP1_QUORUM_v1/tables/theory_checks.csv","PASS","La identidad y su frontera estan demostradas exactamente; es un resultado negativo util que no figura entre los 18 resultados activos.","formal_audit_thesis","THESIS-FR-0005-thm:sp1-scarcity-degeneracy","Degeneracion del deficit lineal","monograph"
"thesis/sections/mainmatter/06-results-and-analysis/sp1.tex","L245-L248","cor:sp1-strategic-regulation","corolario","Hereda realizabilidad y penalizacion de thm:sp1-feasible-nash; para alcanzar z_1=0 necesita ademas camino maximal o activacion exhaustiva, no declarada aqui.","Copia inactiva dentro de iffalse; juego logico finito, no Smith muestreado ni tiempo fisico.","Cuotas y revisiones son conteos/eventos; pagos adimensionales.","DUPLICATE_AND_PARTIAL: la prueba fuente da mejora finita, pero el enunciado inactivo omite la condicion que impide detenerse en un perfil no Nash.","Etiqueta repetida por THESIS-FR-0007; thesis/sections/appendices/03-sp1-proofs.tex; FSF-01 conserva la version corregida.","Un prefijo de mejoras puede detenerse con z_1 distinto de cero; ademas esta copia no entra en el PDF por iffalse.","C1A-SP1","thesis/sections/appendices/03-sp1-proofs.tex;src/viu_mrob_tfm/sp1/theory.py;tests/test_sp1_theory.py","DUPLICATE","Es la copia inactiva de una etiqueta duplicada y no debe contarse ni migrarse; FSF-01 es la unica version canonica util.","formal_audit_thesis","THESIS-FR-0006-cor:sp1-strategic-regulation","Regulacion exacta en el juego finito realizable","existing-active-claim"
"thesis/sections/mainmatter/06-results-and-analysis/sp1.tex","L268-L271","cor:sp1-strategic-regulation","corolario","Supuestos de thm:sp1-feasible-nash; activacion asincrona justa; para interpretar tiempo fisico haria falta una cota de interactivacion.","Copia activa del corolario para el juego discreto de cuotas; no transfiere convergencia a Smith/Euler ni al cierre QR.","Cuotas adimensionales; la prueba mide revisiones/cambios aceptados, no segundos.","PARTIAL: finitud por eventos y llegada bajo continuacion justa se siguen del potencial; no se deriva una cota de tiempo fisico.","THESIS-FR-0006 es copia inactiva; thesis/sections/appendices/03-sp1-proofs.tex; FSF-01 reformula el resultado en cambios aceptados.","Un scheduler justo puede insertar esperas fisicas arbitrariamente largas; por eso 'tiempo finito' no debe leerse como cota uniforme en segundos.","C1A-SP1","thesis/sections/appendices/03-sp1-proofs.tex;src/viu_mrob_tfm/sp1/theory.py;tests/test_sp1_theory.py;legacy/results/sp1/SP1_QUORUM_v1/tables/theory_checks.csv","LIMITED","El resultado discreto es recuperable, pero la unidad de progreso debe ser revision aceptada y la etiqueta duplicada debe quedar suprimida en favor de FSF-01.","formal_audit_thesis","THESIS-FR-0007-cor:sp1-strategic-regulation","Regulacion exacta en el juego finito realizable","existing-active-claim"
"thesis/sections/mainmatter/06-results-and-analysis/sp2.tex","L154-L164","prop:sp2-marginal-alignment","proposicion","d_k_srv>0; E, d, V y g fijos; preferencias continuas; region S_k<d_k_srv; para exhibir no integrabilidad plana se requiere V_k>0 y contribuciones distintas.","Campo continuo de servicio operacional; la igualdad local no prueba convergencia de Smith, cierre entero ni estimacion distribuida.","e_ik/d_k_srv es adimensional; V_k, g_ik, fitness y Phi estan normalizados como utilidad adimensional.","COMPLETE: regla de la cadena da el campo marginal y las derivadas cruzadas refutan en general la integrabilidad del campo plano.","thesis/sections/appendices/04-sp2-proofs.tex;src/viu_mrob_tfm/sp2/effective_capacity.py;tests/test_sp2_effective_capacity.py; FSF-02 es el resultado activo equivalente.","Si e_ik=e_jk o V_k=0, las derivadas cruzadas no separan los campos; esa frontera es compatible con 'no en general'.","C2A-SP2","thesis/sections/appendices/04-sp2-proofs.tex;src/viu_mrob_tfm/sp2/effective_capacity.py;tests/test_sp2_effective_capacity.py","DUPLICATE","La prueba es correcta y bien delimitada, pero coincide con la integrabilidad heterogenea ya retenida como FSF-02.","formal_audit_thesis","THESIS-FR-0008-prop:sp2-marginal-alignment","Alineacion marginal del servicio operacional","existing-active-claim"
"thesis/sections/mainmatter/06-results-and-analysis/sp3.tex","L85-L95","cor:sp3-interior-wrench-allocation","corolario","Q_W definida positiva; epsilon_lambda>0; conjunto admisible no vacio, cerrado y convexo; formula interior solo si el minimizador no restringido satisface estrictamente todos los limites.","QP de reparto de wrench para coalicion, geometria y demanda congeladas; KKT activas para restricciones lineales/intervalos.","Wrench escalado por Q_W; epsilon_lambda con la escala inversa necesaria tras normalizacion; variables de contacto conservan SI.","COMPLETE: Hessiano definido positivo, condicion de estacionariedad y convexidad estricta prueban formula y unicidad; KKT caracteriza la rama activa.","thesis/sections/appendices/05-sp3-proofs.tex; FSF-09 es la copia activa; C3-C es un claim mas amplio y no existe claim-ID exacto para unicidad.","Si epsilon_lambda=0 y G_k pierde rango puede haber multiples minimizadores; queda fuera de los supuestos.","NONE_IN_DOCS_04","thesis/sections/appendices/05-sp3-proofs.tex;src/viu_mrob_tfm/sp3/evidence.py;tests/test_sp3_evidence.py;legacy/results/sp3/SP3_WRENCH_NASH_GAME_v1_1/theory_audit.json","DUPLICATE","El corolario es correcto, pero ya esta retenido como FSF-09; falta aun un claim-ID exacto, pues C3-C no enuncia esta unicidad.","formal_audit_thesis","THESIS-FR-0009-cor:sp3-interior-wrench-allocation","Reparto interior de minimo residual regularizado","existing-active-result"
"thesis/sections/mainmatter/06-results-and-analysis/sp3.tex","L106-L120","prop:sp3-certificado-exacto","proposicion","Q_W definida positiva; epsilon_lambda>0; conjunto admisible cerrado, convexo y no vacio; la prueba supone incorrectamente que minimizar residual mas regularizacion minimiza el residual puro.","QP regularizado de reparto; la existencia de un reparto tolerable pertenece al problema de residual puro, no al optimizador ridge.","La norma de wrench requiere escalado; epsilon_lambda debe compatibilizar el termino de esfuerzo con residual cuadratico.","INVALID: confunde el minimo del objetivo regularizado con el minimo del primer sumando.","cor:sp3-interior-wrench-allocation; C3-C es mas amplio y parcial; FSF-10 reemplaza el bicondicional por rho_min<=rho_star y conserva solo la implicacion segura.","Con G=Q=1, demanda 1, dominio real, epsilon_lambda=100 y epsilon_W=0.5, lambda=1 tiene residual 0, pero lambda*=1/101 tiene residual 100/101.","C3-C","thesis/sections/appendices/05-sp3-proofs.tex;tests/test_sp3_evidence.py;pre-thesis/evidence/integrity/context-claims/claim-registry.csv:C034;FSF-10","FAIL","La regularizacion puede rechazar una realizacion existente; el bicondicional y la frase no conservador son falsos y solo la sustitucion activa FSF-10 es util.","formal_audit_thesis","THESIS-FR-0010-prop:sp3-certificado-exacto","Exactitud del certificado dentro de su modelo","archive-only"
