candidate_id,title,title_original,title_norm,authors,authors_original,authors_norm,year,year_original,venue,venue_original,doi,doi_original,doi_norm,abstract,document_type,source_ids,provenance,provenance_sources,provenance_queries,verification_status,metadata_verification_status,evidence_status,screening_status,legacy_seed_id,wos_ut,citation_count,citation_count_source,retrieved_at_utc,duplicate_status,dedup_status,dedup_parent_candidate_id,notes,seed_raw,screening_decision,exclusion_reason,screening_reason,screening_basis,screening_protocol,screening_method,screening_relevant_axes,problem_family,method_family,coordination_architecture,robot_type,heterogeneity,coalition_or_team,physical_transport,contact_or_wrench,local_communication,robustness_or_failures,industrial_context,theoretical_guarantees_claimed,experimental_platform,manual_audit_status,manual_audit_decision,manual_audit_correction,manual_audit_reviewer,doi_recovery_status,doi_recovery_method,doi_recovery_candidates,snowball_anchor_ids,snowball_directions,doi_recovered,identity_resolution,version_relationship,alias_candidate_ids,alias_dois,alias_titles,alias_source_ids
C1776C8600952,An auction-based rescue task allocation approach for heterogeneous multi-robot system,,an auction based rescue task allocation approach for heterogeneous multi robot system,"Shi, Jieke; Yang, Zhou; Zhu, Junwu",,,2020,,MULTIMEDIA TOOLS AND APPLICATIONS,,10.1007/s11042-018-7080-4,,10.1007/s11042-018-7080-4,"Nowadays, robots are faced with real-time, dynamic, complex and confrontational working environment. It is significant to analyze task allocation in multi-robot systems. In this paper, a dynamic auction approach for differentiated tasks under cost rigidities (DAACR) is proposed, which can obtain optimal results in the task allocation of rescue robots. To verify the feasibility of the proposed approach, we investigate the optimality of the DAACR and compare it with other task allocation approaches based on the Hungarian algorithm. The results show that robots using this algorithm can adapt to a variety of complicated work environments, accomplish more tasks in limited time, reduce the delay of task allocation, and improve the overall utility of multi-robot systems.",Article,wos:WOS:000538675900012,wos,wos:F02_primary_wos_plaintext_full_record_cited_references.txt,F02_primary,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,WOS:000538675900012,30,wos,2026-09-13T22:39:35.958582+00:00,unique,unique,,,,include_fulltext,,Direct title/abstract connection to the TFM scope supports full-text retrieval.,title_abstract_metadata,screening_protocol_v1,deterministic_keyword_rules_v2,allocation_or_coalition;heterogeneous_capabilities;game_or_distributed_optimization,task_allocation,auction_market,unclear,mobile_robot,explicit_heterogeneous,unclear,unclear,unclear,unclear,unclear,unclear,explicit_theory_or_guarantee_terms,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
CEB53AAE8EA4F,Augmented Reality System for Multi-robot Experimentation in Warehouse Logistics,,augmented reality system for multi robot experimentation in warehouse logistics,"Limeira, Marcelo; Piardi, Luis; Kalempa, Vivian Cremer; Schneider, Andre; Leitao, Paulo",,,2020,,"FOURTH IBERIAN ROBOTICS CONFERENCE: ADVANCES IN ROBOTICS, ROBOT 2019, VOL 1",,10.1007/978-3-030-35990-4_26,,10.1007/978-3-030-35990-4_26,"The application of tools as augmented reality has been developing innovative solutions for the industrial scenario. In this context, this work presents an industrial plant of a warehouse, where augmented reality is used to represent virtual loads to be transported by multiple small mobile robots. The results promote an application developed in ROS, with virtual and real objects sharing the same environment, producing an excellent scenario to development and experimentation to new approaches for automation in warehouses or smart factories.",Proceedings Paper,wos:WOS:000627321900026,wos,wos:F06_primary_wos_plaintext_full_record_cited_references.txt,F06_primary,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,WOS:000627321900026,0,wos,2026-09-13T22:39:35.968406+00:00,unique,unique,,,,maybe_fulltext,,"A multi-robot signal is explicit, but the available metadata does not identify a specific TFM coordination axis; full-text inspection is required.",title_abstract_metadata,screening_protocol_v1,deterministic_keyword_rules_v2,unclear,unclear,physical_manipulation,unclear,mobile_robot,unclear,unclear,unclear,unclear,unclear,unclear,explicit_industrial,unclear,explicit_experiment_or_hardware,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
C1CFFB8743D82,Blockchain for 5G and beyond networks: A state of the art survey,Blockchain for 5G and beyond networks: A state of the art survey,blockchain for 5g and beyond networks a state of the art survey,Dinh C. Nguyen; Pubudu N. Pathirana; Ming Ding; Aruna Seneviratne,Dinh C. Nguyen; Pubudu N. Pathirana; Ming Ding; Aruna Seneviratne,dinh c. nguyen; pubudu n. pathirana; ming ding; aruna seneviratne,2020,2020,Journal of Network and Computer Applications,Journal of Network and Computer Applications,10.1016/j.jnca.2020.102693,https://doi.org/10.1016/j.jnca.2020.102693,10.1016/j.jnca.2020.102693,,article,openalex:https://openalex.org/W3031802354,openalex,openalex,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,428,openalex,2026-09-13T22:39:35.927479+00:00,unique,unique,,,,exclude,out_of_domain,Metadata is dominated by a non-robotic or non-transferable application domain.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
C022E1E716710,Cooperative Aerial Manipulation with Decentralized Adaptive Force-Consensus Control,,cooperative aerial manipulation with decentralized adaptive force consensus control,"Thapa, Sandesh; Bai, He; Acosta, J. A.",,,2020,,JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,,10.1007/s10846-019-01048-4,,10.1007/s10846-019-01048-4,"In this paper, we consider multiple quacopter aerial robots and develop a decentralized adaptive controller to cooperatively manipulate a payload. We assume that the mass of the payload is not available to the controller. The developed decentralized adaptive controller employs a consensus algorithm based on connected graphs to ensure that the estimated mass from every agent adds up-to the actual mass of the payload and each agent gets an equal share of the payload's mass. Our controller ensures that all quadcopters asymptotically converge to a constant reference velocity. It also ensures that all of the forces applied to the payload converges to desired set-points. Desired thrusts and attitude angles are computed from the control algorithms and a low-level PD controller is implemented to track the desired commands for each quadcopter. We validate the effectiveness of the controllers in numerical simulations.",Article,wos:WOS:000512052700013,wos,wos:F05_primary_wos_plaintext_full_record_cited_references.txt,F05_primary,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,WOS:000512052700013,35,wos,2026-09-13T22:39:35.967573+00:00,unique,unique,,,,maybe_fulltext,,"Relevant axis is present, but the robotic applicability or method scope remains incomplete in metadata.",title_abstract_metadata,screening_protocol_v1,deterministic_keyword_rules_v2,distributed_coordination,distributed_coordination,consensus_control;physical_manipulation,decentralized;centralized,unclear,unclear,unclear,unclear,unclear,explicit_local_or_network_constraint,unclear,unclear,unclear,explicit_experiment_or_hardware,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
C5C3EC0DA7BED,Decentralized Collision Avoidance and Motion Planning for Multi-Robot Deformable Payload Transport Systems,Decentralized Collision Avoidance and Motion Planning for Multi-Robot Deformable Payload Transport Systems,decentralized collision avoidance and motion planning for multi robot deformable payload transport systems,Yahnit Sirineni; Rahul Tallamraju; Abhay Rawat; Kamalakar Karlapalem,Yahnit Sirineni; Rahul Tallamraju; Abhay Rawat; Kamalakar Karlapalem,yahnit sirineni; rahul tallamraju; abhay rawat; kamalakar karlapalem,2020,2020,"2020 IEEE International Symposium on Safety, Security, and Rescue Robotics (SSRR)","2020 IEEE International Symposium on Safety, Security, and Rescue Robotics (SSRR)",10.1109/ssrr50563.2020.9292636,10.1109/ssrr50563.2020.9292636,10.1109/ssrr50563.2020.9292636,,proceedings-article,crossref:10.1109/ssrr50563.2020.9292636,crossref,crossref,Q2_sharedload_distributed,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,3,crossref,2026-09-13T22:39:35.792035+00:00,unique,unique,,,,include_fulltext,,Direct title/abstract connection to the TFM scope supports full-text retrieval.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,distributed_coordination;transport_or_manipulation;safety_or_navigation,cooperative_transport;distributed_coordination;safety_navigation,physical_manipulation,decentralized;centralized,mobile_robot,unclear,unclear,explicit_transport_or_manipulation,unclear,explicit_local_or_network_constraint,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
C090313B4F001,Decentralized PD Control for Multi-Robot Collective Transport to a Target Location Using Minimal Information,,decentralized pd control for multi robot collective transport to a target location using minimal information,"Farivarnejad, Hamed; Berman, Spring",,,2020,,UNMANNED SYSTEMS TECHNOLOGY XXII,,10.1117/12.2560220,,10.1117/12.2560220,"In this paper, we propose decentralized position controllers for a team of point-mass robots that must cooperatively transport a payload to a target location. The robots have double-integrator dynamics and are rigidly attached to the payload. The controllers only require robots' measurements of their own positions and velocities, and the only information provided to the robots is the desired position of the payload's center of mass. We consider scenarios in which the robots do not know the position of the payload's center of mass and try to selfishly stabilize their own positions to the desired location, similar to the behaviors exhibited by certain species of ants when retrieving food items in groups. We propose a proportional-derivative (PD) controller that does not rely on inter-robot communication, prior information about the load dynamics and geometry, or knowledge of the number of robots and their distribution around the payload. Using a Lyapunov argument, we prove that under this control strategy, the payload's center of mass converges to a neighborhood of the desired position. Moreover, we prove that the payload's rotation is bounded, and its angular velocity converges to zero. We show that the error between the steady-state position of the payload's center of mass and its desired position depends on the robots' distribution around the payload's center of mass, with a uniform distribution resulting in the lowest steady-state error. We validate our theoretical results with simulations in MATLAB.",Proceedings Paper,wos:WOS:000590020700004,wos,wos:F05_primary_wos_plaintext_full_record_cited_references.txt,F05_primary,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,WOS:000590020700004,2,wos,2026-09-13T22:39:35.967492+00:00,unique,unique,,,,include_fulltext,,Direct title/abstract connection to the TFM scope supports full-text retrieval.,title_abstract_metadata,screening_protocol_v1,deterministic_keyword_rules_v2,distributed_coordination,distributed_coordination,physical_manipulation,decentralized;centralized,mobile_robot,unclear,team,unclear,unclear,explicit_local_or_network_constraint,unclear,unclear,unclear,explicit_experiment_or_hardware,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
CE5E97DAA1583,Distributed Control for Cooperative Manipulation With Event-Triggered Communication,Distributed Control for Cooperative Manipulation With Event-Triggered Communication,distributed control for cooperative manipulation with event triggered communication,Pablo Budde gen. Dohmann; Sandra Hirche,Pablo Budde gen. Dohmann; Sandra Hirche,pablo budde gen. dohmann; sandra hirche,2020,2020,IEEE Transactions on Robotics,IEEE Transactions on Robotics,10.1109/tro.2020.2973096,10.1109/tro.2020.2973096,10.1109/tro.2020.2973096,,journal-article,crossref:10.1109/tro.2020.2973096,crossref,crossref,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,82,crossref,2026-09-13T22:39:35.906247+00:00,unique,unique,,,,exclude,wrong_robotic_problem,No robotic system or transferable coordination mechanism is explicit in the available metadata.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,distributed_coordination;transport_or_manipulation,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
CED024A355045,Distributed Near-optimal Multi-robots Coordination in Heterogeneous Task Allocation,,distributed near optimal multi robots coordination in heterogeneous task allocation,"Li, Qinyuan; Li, Minyi; Vo, Bao Quoc; Kowalczyk, Ryszard",,,2020,,2020 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS),,10.1109/iros45743.2020.9341652,,10.1109/iros45743.2020.9341652,"This paper explores the heterogeneous task allocation problem in Multi-robot systems. A game-theoretic formulation of the problem is proposed to align the goal of individual robots with the system objective. The concept of Nash equilibrium is applied to define a desired solution for the task allocation problem in which each robot can allocate itself to an appropriate task group. We also introduce a market-based distributed mechanism, called DisNE, to allow the robots to exchange messages with tasks and move between task groups, eventually reaching an equilibrium solution. We carry out comprehensive empirical studies to demonstrate that DisNE achieves near-optimal system utility in significantly shorter computation times when compared with the state-of-the-art mechanisms.",Proceedings Paper,wos:WOS:000714033802041,wos,wos:F02_primary_wos_plaintext_full_record_cited_references.txt;wos:F03_primary_wos_plaintext_full_record_cited_references.txt,F02_primary;F03_primary,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,WOS:000714033802041,16,wos,2026-09-13T22:39:35.959375+00:00,unique,unique,,,,include_fulltext,,Direct title/abstract connection to the TFM scope supports full-text retrieval.,title_abstract_metadata,screening_protocol_v1,deterministic_keyword_rules_v2,allocation_or_coalition;distributed_coordination;heterogeneous_capabilities,task_allocation;distributed_coordination,auction_market,distributed,mobile_robot,explicit_heterogeneous,unclear,unclear,unclear,explicit_local_or_network_constraint,unclear,unclear,explicit_theory_or_guarantee_terms,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
C8B3CD04DD333,GEOMOVE: Detached AGVs for Cooperative Transportation of Large and Heavy Loads in the Aeronautic Industry,GEOMOVE: Detached AGVs for Cooperative Transportation of Large and Heavy Loads in the Aeronautic Industry,geomove detached agvs for cooperative transportation of large and heavy loads in the aeronautic industry,Carlos Rizzo; Angel Lagrana; Daniel Serrano,"Rizzo, C.; Lagrana, A.; Serrano, D.","rizzo, c.; lagrana, a.; serrano, d.",2020,2020,2020 IEEE International Conference on Autonomous Robot Systems and Competitions (ICARSC),ICARSC,10.1109/icarsc49921.2020.9096078,10.1109/ICARSC49921.2020.9096078,10.1109/icarsc49921.2020.9096078,,proceedings-article,crossref:10.1109/icarsc49921.2020.9096078,legacy_review;crossref,legacy_review;crossref,legacy_seed;legacy_seed_verify,unverified_seed,metadata_verified,not_evidence,screened_title_abstract,L030,,17,crossref,2026-09-13T22:39:35.708584+00:00,unique,unique,,,"{""authors"": ""Rizzo, C.; Lagrana, A.; Serrano, D."", ""doi"": ""10.1109/ICARSC49921.2020.9096078"", ""legacy_seed_id"": ""L030"", ""notes"": """", ""provenance"": ""legacy_review_reconstructed"", ""title"": ""GEOMOVE: Detached AGVs for Cooperative Transportation of Large and Heavy Loads in the Aeronautic Industry"", ""venue"": ""ICARSC"", ""verification_status"": ""unverified_seed"", ""year"": ""2020""}",include_fulltext,,Direct title/abstract connection to the TFM scope supports full-text retrieval.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,transport_or_manipulation,cooperative_transport,physical_manipulation,unclear,amr_agv,unclear,unclear,explicit_transport_or_manipulation,unclear,unclear,unclear,explicit_industrial,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
C0BD5EF1152AC,Homotopic Approach for Robot Allocation Optimization Coupled With Path Constraints,,homotopic approach for robot allocation optimization coupled with path constraints,"Yao, Weiran; Qi, Naiming; Liu, Yongbei; Xu, Song; Du, Desong",,,2020,,IEEE ROBOTICS AND AUTOMATION LETTERS,,10.1109/lra.2019.2944060,,10.1109/lra.2019.2944060,"This letter investigates a special task allocation problem with constraints of path planning. The path planning process involved is defined as the follow-up step of task allocation. The allocation problem is coupled with path constraints, which will affect the utility of allocation solution. A homotopic approach featuring two homotopy primitives is proposed to resolve the complexity caused by the coupling between task allocation and path planning. Reference paths generated by the homotopic approach are transformed to desired task bundles for robots via transformation functions. A distributed task allocation architecture with market mechanism is employed to make consensus on task allocation solution in multi-robot. Simulation results validate the performance of the proposed methods comparing with conventional allocation methods.",Article,wos:WOS:000500015900002,wos,wos:F04_primary_wos_plaintext_full_record_cited_references.txt,F04_primary,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,WOS:000500015900002,6,wos,2026-09-13T22:39:35.964110+00:00,unique,unique,,,,include_fulltext,,Direct title/abstract connection to the TFM scope supports full-text retrieval.,title_abstract_metadata,screening_protocol_v1,deterministic_keyword_rules_v2,allocation_or_coalition;distributed_coordination;safety_or_navigation,task_allocation;distributed_coordination;safety_navigation,optimization;consensus_control;planning,distributed,mobile_robot,unclear,unclear,unclear,unclear,explicit_local_or_network_constraint,unclear,unclear,unclear,explicit_experiment_or_hardware,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
CF4784EA79B55,ICIEA 2020 Breaker Page,ICIEA 2020 Breaker Page,iciea 2020 breaker page,,,,2020,2020,,,10.1109/iciea48937.2020.9248094,https://doi.org/10.1109/iciea48937.2020.9248094,10.1109/iciea48937.2020.9248094,,conference-paper,openalex:https://openalex.org/W4255135333,openalex,openalex,Q2_sharedload_distributed,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,0,openalex,2026-09-13T22:39:35.814217+00:00,unique,unique,,,,exclude,non_research_item,"Metadata identifies front matter, a withdrawn item, supplementary media, index, standard, or another non-research item.",title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
C50DEEC6018D6,"Millimeter-Wave Communication for Internet of Vehicles: Status, Challenges, and Perspectives","Millimeter-Wave Communication for Internet of Vehicles: Status, Challenges, and Perspectives",millimeter wave communication for internet of vehicles status challenges and perspectives,Kayhan Zrar Ghafoor; Linghe Kong; Sherali Zeadally; Ali Safaa Sadiq; Gregory Epiphaniou; Mohammad Hammoudeh; Ali Kashif Bashir; Shahid Mumtaz,Kayhan Zrar Ghafoor; Linghe Kong; Sherali Zeadally; Ali Safaa Sadiq; Gregory Epiphaniou; Mohammad Hammoudeh; Ali Kashif Bashir; Shahid Mumtaz,kayhan zrar ghafoor; linghe kong; sherali zeadally; ali safaa sadiq; gregory epiphaniou; mohammad hammoudeh; ali kashif bashir; shahid mumtaz,2020,2020,IEEE Internet of Things Journal,IEEE Internet of Things Journal,10.1109/jiot.2020.2992449,https://doi.org/10.1109/jiot.2020.2992449,10.1109/jiot.2020.2992449,,article,openalex:https://openalex.org/W3023867911,openalex,openalex,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,208,openalex,2026-09-13T22:39:35.927257+00:00,unique,unique,,,,exclude,out_of_domain,Metadata is dominated by a non-robotic or non-transferable application domain.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
C5BE5CF60CE14,Multi - Mobile Robot Leader -Follower Formation Distributed Control Under Switching Topology,Multi - Mobile Robot Leader -Follower Formation Distributed Control Under Switching Topology,multi mobile robot leader follower formation distributed control under switching topology,Nankai Chen; Yaonan Wang; Lin Jia,Nankai Chen; Yaonan Wang; Lin Jia,nankai chen; yaonan wang; lin jia,2020,2020,2020 Chinese Control And Decision Conference (CCDC),2020 Chinese Control And Decision Conference (CCDC),10.1109/ccdc49329.2020.9164773,10.1109/ccdc49329.2020.9164773,10.1109/ccdc49329.2020.9164773,,proceedings-article,crossref:10.1109/ccdc49329.2020.9164773,crossref,crossref,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,6,crossref,2026-09-13T22:39:35.906158+00:00,unique,unique,,,,include_fulltext,,Direct title/abstract connection to the TFM scope supports full-text retrieval.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,distributed_coordination;robustness_or_communication,distributed_coordination;robustness_communication,consensus_control,distributed,mobile_robot,unclear,unclear,unclear,unclear,explicit_local_or_network_constraint,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
C736083E37BA7,Multi-Robot Coalition Formation and Task Allocation Using Immigrant Based Adaptive Genetic Algorithms,,multi robot coalition formation and task allocation using immigrant based adaptive genetic algorithms,"Rauniyar, Amit; Muhuri, Pranab K.",,,2020,,COMPUTATIONAL INTELLIGENCE IN EMERGING TECHNOLOGIES FOR ENGINEERING APPLICATIONS,,10.1007/978-3-030-34409-2_12,,10.1007/978-3-030-34409-2_12,"In multi-robot systems, coordination and cooperation among group of robots are very important to execute the tasks assigning the available resources. Multi-robot coalition formation (MRCF) is a well-known problem that deals in the formation of groups of robots to handle and execute the tasks simultaneously and efficiently. The involvement of different robots form coalitions with different efficiencies and costs due to the differences in the number and the capabilities of the robots. Therefore, the problem becomes finding an optimal coalition of robots for the completion of tasks with the main objective to maximize the total efficiency. We develop and implement different variants of GA as a solution technique. Also, in order to enhance the diversity of solutions and premature convergence of SGA (Standard GA), we develop and incorporate immigrants based schemes into SGA and develop RIGA (Random Immigrants GA) and EIGA (Elitism-based Immigrants GA) to find optimal task allocation. It is important to govern the rate of changes during the evolution of solutions. Therefore, we also introduce and integrate adaptive settings of genetic operations to maintain the adaptability of environment and develop adaptive variants of GAs. We term them as aRIGA (adaptive RIGA) and aEIGA (adaptive EIGA). Extensive simulation experiments and statistical analysis on the results obtained have demonstrated that RIGA and EIGA produce better solutions than SGA with both fixed and adaptive genetic operators. Among them, aEIGA outperforms all.",Article; Book Chapter,wos:WOS:000661834000013,wos,wos:F01_primary_wos_plaintext_full_record_cited_references.txt,F01_primary,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,WOS:000661834000013,4,wos,2026-09-13T22:39:35.953509+00:00,unique,unique,,,,include_fulltext,,Direct title/abstract connection to the TFM scope supports full-text retrieval.,title_abstract_metadata,screening_protocol_v1,deterministic_keyword_rules_v2,allocation_or_coalition;distributed_coordination,task_allocation;distributed_coordination,optimization,unclear,mobile_robot,unclear,explicit_coalition,unclear,unclear,explicit_local_or_network_constraint,unclear,unclear,explicit_theory_or_guarantee_terms,explicit_experiment_or_hardware,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
C04CD43B4CA45,Multi-Robot Task Allocation with Time Window and Ordering Constraints,,multi robot task allocation with time window and ordering constraints,"Suslova, Elina; Fazli, Pooyan",,,2020,,2020 IEEE/RSJ INTERNATIONAL CONFERENCE ON INTELLIGENT ROBOTS AND SYSTEMS (IROS),,10.1109/iros45743.2020.9341247,,10.1109/iros45743.2020.9341247,"The multi-robot task allocation problem comprises task assignment, coalition formation, task scheduling, and routing. We extend the distributed constraint optimization problem (DCOP) formalism to allocate tasks to a team of robots. The tasks have time window and ordering constraints. Each robot creates a simple temporal network to maintain the tasks in its schedule. The proposed layered framework, called L-DCOP, forms efficient coalitions among robots to accomplish the tasks more efficiently as a result of their collective abilities. We conduct extensive experiments to assess the performance of the proposed algorithm and compare it against a benchmark auction-based approach. The results show that L-DCOP increases the task completion rate and task completion frequency by 1.7% and 10.1%, respectively, and reduces the task execution time by 52.5% on average.",Proceedings Paper,wos:WOS:000724145801073,wos;openalex_snowball,wos:F01_primary_wos_plaintext_full_record_cited_references.txt;openalex_snowball,F01_primary;SB_F_C9A98F3EFEE56,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,WOS:000724145801073,14,wos,2026-09-13T22:39:35.954032+00:00,unique,unique,,,,include_fulltext,,Direct title/abstract connection to the TFM scope supports full-text retrieval.,title_abstract_metadata,screening_protocol_v1,deterministic_keyword_rules_v2,allocation_or_coalition;distributed_coordination;game_or_distributed_optimization;safety_or_navigation,task_allocation;distributed_coordination;safety_navigation,auction_market;optimization;planning,distributed,mobile_robot,unclear,explicit_coalition,unclear,unclear,explicit_local_or_network_constraint,unclear,unclear,explicit_theory_or_guarantee_terms,explicit_experiment_or_hardware,not_selected,,none_recorded,codex_agent_manual_pass,,,,C9A98F3EFEE56,forward,,,,,,,
C1B4BB27E1BFD,2021 Index IEEE Transactions on Network Science and Engineering Vol. 8,2021 Index IEEE Transactions on Network Science and Engineering Vol. 8,2021 index ieee transactions on network science and engineering vol 8,,,,2021,2021,IEEE Transactions on Network Science and Engineering,IEEE Transactions on Network Science and Engineering,10.1109/tnse.2022.3162919,https://doi.org/10.1109/tnse.2022.3162919,10.1109/tnse.2022.3162919,,article,openalex:https://openalex.org/W4248014806,openalex,openalex,Q2_sharedload_distributed,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,0,openalex,2026-09-13T22:39:35.814127+00:00,unique,unique,,,,exclude,non_research_item,"Metadata identifies front matter, a withdrawn item, supplementary media, index, standard, or another non-research item.",title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
CA4777EE8A8EC,A Sequential Task Addition Distributed Assignment Algorithm for Multi-Robot Systems,,a sequential task addition distributed assignment algorithm for multi robot systems,"Lindsay, Nathan; Buehling, Russell K.; Sun, Liang",,,2021,,JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS,,10.1007/s10846-021-01394-2,,10.1007/s10846-021-01394-2,"In this paper, we present a novel distributed task-allocation algorithm, namely the Sequential Task Addition Distributed Assignment Algorithm (STADAA), for autonomous multi-robot systems. The proposed STADAA can implemented in applications such as search and rescue, mobile-target tracking, and Intelligence, Surveillance, and Reconnaissance (ISR) missions. The proposed STADAA is developed by modifying an algorithm (i.e., the Task Oriented Distributed Assignment Algorithm (TODAA)) we previously developed based on the Hungarian algorithm. The STADAA employs a conflict-resolution mechanism that utilizes a slack variable, sequentially adding new admissible tasks to an admissible task list when there exists conflict in an assignment. The STADAA aims to minimize the resulting cost of the task assignments. We compare the STADAA with the Consensus-Based Auction Algorithm (CBAA), the Distributed Hungarian Based Algorithm (DHBA), and the TODAA in terms of the computational time, optimality, the number of steps to converge, and algorithmic complexity. The results show that the STADAA outperforms the CBAA and the TODAA in optimality and outperforms the DHBA in computational time.",Article,wos:WOS:000656446800001,wos,wos:F04_primary_wos_plaintext_full_record_cited_references.txt,F04_primary,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,WOS:000656446800001,20,wos,2026-09-13T22:39:35.964017+00:00,unique,unique,,,,include_fulltext,,Direct title/abstract connection to the TFM scope supports full-text retrieval.,title_abstract_metadata,screening_protocol_v1,deterministic_keyword_rules_v2,allocation_or_coalition;distributed_coordination;game_or_distributed_optimization,task_allocation;distributed_coordination,auction_market;consensus_control,distributed,mobile_robot,unclear,unclear,unclear,unclear,explicit_local_or_network_constraint,unclear,unclear,explicit_theory_or_guarantee_terms,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
C30FFB251C7D6,A survey on clustering methods for distributed and networked control systems,A survey on clustering methods for distributed and networked control systems,a survey on clustering methods for distributed and networked control systems,Paula Chanfreut; J. M. Maestre; Eduardo F. Camacho,Paula Chanfreut; J. M. Maestre; Eduardo F. Camacho,paula chanfreut; j. m. maestre; eduardo f. camacho,2021,2021,Annual Reviews in Control,Annual Reviews in Control,10.1016/j.arcontrol.2021.08.002,https://doi.org/10.1016/j.arcontrol.2021.08.002,10.1016/j.arcontrol.2021.08.002,,article,openalex:https://openalex.org/W3203913683,openalex,openalex,Q6_network_imperfect,metadata_verified,metadata_verified,not_evidence,screened_title_abstract,,,58,openalex,2026-09-13T22:39:35.927501+00:00,unique,unique,,,,exclude,wrong_robotic_problem,No robotic system or transferable coordination mechanism is explicit in the available metadata.,title_metadata_without_abstract,screening_protocol_v1,deterministic_keyword_rules_v2,distributed_coordination,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,unclear,not_selected,,none_recorded,codex_agent_manual_pass,,,,,,,,,,,,
