timestamp_utc,anchor_candidate_id,anchor_openalex_id,hop,direction,source,candidate_openalex_id,candidate_id,candidate_title,candidate_doi,stage1a_match_candidate_id,discovery_status,topic_relevance,preliminary_screening_decision,notes
2026-09-12T20:41:58.224271+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2157488300,C826369480662,A Formal Analysis and Taxonomy of Task Allocation in Multi-Robot Systems,10.1177/0278364904045564,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.225008+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2137714578,CF1EAD312F701,ALLIANCE: an architecture for fault tolerant multirobot cooperation,10.1109/70.681242,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.225718+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2135524320,C7A0724DCB809,Multi-robot exploration controlled by a market economy,10.1109/robot.2002.1013690,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.226412+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2936516903,CC56ADBF6105B,Cooperative Heterogeneous Multi-Robot Systems,10.1145/3303848,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.227103+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W1524470902,C939A957EDB6F,From Swarm Intelligence to Swarm Robotics,10.1007/978-3-540-30552-1_1,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.227897+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W1594393406,CB38BB6A5CF85,M+: a scheme for multi-robot cooperation through negotiated task allocation and achievement,10.1109/robot.1999.772530,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.228714+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2162844575,C17C269799272,Market-based Multirobot Coordination for Complex Tasks,10.1177/0278364906061160,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.229534+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2089011450,CE86769494B23,An Introduction to Swarm Robotics,10.5402/2013/608164,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.230309+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W3005764631,C614266B62F30,Particle Swarm Optimization for Cooperative Multi-Robot Task Allocation: A Multi-Objective Approach,10.1109/lra.2020.2972894,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.231093+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W3120436174,CDA99F9C4E152,AoI-Inspired Collaborative Information Collection for AUV-Assisted Internet of Underwater Things,10.1109/jiot.2021.3049239,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.231224+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2088668112,C2A3DD50E6830,Repeated auctions for robust task execution by a robot team,10.1016/j.robot.2010.03.011,C2A3DD50E6830,already_in_stage1b,relevant_or_plausible,include_fulltext,match_method=doi_exact;score=100.0
2026-09-12T20:41:58.231901+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2756174616,CFD2CC65C09CF,Modeling and simulation of dynamic ant colony’s labor division for task allocation of UAV swarm,10.1016/j.physa.2017.08.094,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.232645+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2942394565,CF1B86C7C2CEE,A distributed method for dynamic multi-robot task allocation problems with critical time constraints,10.1016/j.robot.2019.04.012,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.233393+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W1994509633,C218BCD1AD674,Multi-robot task allocation through vacancy chain scheduling,10.1016/j.robot.2008.12.001,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.234081+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2791654586,C26FF4F16EF5B,Resource-based task allocation for multi-robot systems,10.1016/j.robot.2018.02.016,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.234793+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2808475207,CE7726F79D3E3,Conflict-Based Search with Optimal Task Assignment,10.65109/iwjs4760,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.235065+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W3005448462,C20FBE73D7292,A Distributed Approach to the Multi-Robot Task Allocation Problem Using the Consensus-Based Bundle Algorithm and Ant Colony System,10.1109/access.2020.2971585,C20FBE73D7292,already_in_stage1b,relevant_or_plausible,include_fulltext,match_method=doi_exact;score=100.0
2026-09-12T20:41:58.236246+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2024940818,CB157C72BD65E,A Distributed Task Allocation Algorithm for a Multi-Robot System in Healthcare Facilities,10.1007/s10846-014-0154-2,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.236976+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2073795895,C2D8E9833CACE,Murdoch,10.1145/336595.337369,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.237739+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2901465643,C123AD536E6DF,Bio-inspired on-line path planner for cooperative exploration of unknown environment by a Multi-Robot System,10.1016/j.robot.2018.11.005,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.238807+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2082955167,C01611CFFB887,A switching formation strategy for obstacle avoidance of a multi-robot system based on robot priority model,10.1016/j.isatra.2014.10.008,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.239882+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W1995351079,C5C420FD9D877,Multi-robot Task Allocation Based on Ant Colony Algorithm,10.4304/jcp.7.9.2160-2167,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.241207+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2582625700,C6345B12E1FA4,Gini coefficient-based task allocation for multi-robot systems with limited energy resources,10.1109/jas.2017.7510385,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.242465+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2786166887,C82F8C32A12FC,Task Allocation Without Communication Based on Incomplete Information Game Theory for Multi-robot Systems,10.1007/s10846-018-0783-y,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.243143+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W4236668530,C43D90E9EDA5A,Robot Path Planning and Cooperation,10.1007/978-3-319-77042-0,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.243777+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2475622548,C353107B67AFF,The Application of Swarm Intelligence to Collective Robots,10.4018/978-1-59140-827-7.ch006,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.244446+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2977984479,C545B2F6BC758,ARENA—Augmented Reality to Enhanced Experimentation in Smart Warehouses,10.3390/s19194308,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.244575+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2609810671,CF006FE6B055B,A coalition formation algorithm for Multi-Robot Task Allocation in large-scale natural disasters,10.1109/iwcmc.2017.7986575,CF006FE6B055B,already_in_stage1b,relevant_or_plausible,include_fulltext,match_method=doi_exact;score=100.0
2026-09-12T20:41:58.245283+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2624320520,CC452D4C064CA,Multirobot task allocation based on an improved particle swarm optimization approach,10.1177/1729881417710312,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.245973+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2774251702,CD4CA22E7B364,Immigrants Based Adaptive Genetic Algorithms for Task Allocation in Multi-Robot Systems,10.1142/s1469026817500250,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.246668+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2802961630,CAE2A799BE29A,Multi-objective Optimisation of Multi-robot Task Allocation with Precedence Constraints,10.14429/dsj.68.11187,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.247407+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2488450686,C910092002A94,Advanced Knowledge Application in Practice,10.5772/296,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.248260+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2957173061,CFA972A39FD8E,"Periodic Event-Triggered Control strategy for a (3,0) mobile robot network",10.1016/j.isatra.2019.07.005,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.249087+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W3009135850,C8BC02C4CFCC6,"WsBot: A Tiny, Low-Cost Swarm Robot for Experimentation on Industry 4.0",10.1109/lars-sbr-wre48964.2019.00058,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.249850+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2119050029,C9F9D0D70906C,Genetic algorithms using multi-objectives in a multi-agent system,10.1016/s0921-8890(00)00088-9,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.250526+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2003076247,C033F52E966B1,Broadcast of local eligibility,10.1145/336595.336621,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.251293+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2145366282,C3524BE3FB985,S+T: An algorithm for distributed multirobot task allocation based on services for improving robot cooperation,10.1109/robot.2008.4543692,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.252167+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2919818187,C3A92231C503F,Bipartite Consensus for Multi-Agent Systems With Time-Varying Delays Based on Method of Delay Partitioning,10.1109/access.2019.2902378,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.253150+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2955483783,C587EC1C1FC90,Toward high degree flexible routing in collision-free FMSs through automated guided vehicles’ dynamic strategy: A simulation metamodel,10.1016/j.isatra.2019.06.024,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.253944+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W2505196701,C1A3763FF468D,Cooperative Robots and Sensor Networks 2015,10.1007/978-3-319-18299-5,,new_candidate,relevant_or_plausible,maybe_fulltext,match_method=new;score=0.0
2026-09-12T20:41:58.254760+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W3088207816,C671F6EA82345,Fault-Resilient Collective Ternary-Hierarchical Behavior to Smart Factories,10.1109/access.2020.3026946,,new_candidate,not_relevant_under_v1,exclude,match_method=new;score=0.0
2026-09-12T20:41:58.255803+00:00,C85B2ACA511C4,W3203000619,one,backward,openalex,W3044361571,C981388000750,A Distributed Solution to the Multi-robot Task Allocation Problem Using Ant Colony Optimization and Bat Algorithm,10.1007/978-981-15-5243-4_44,,new_candidate,relevant_or_plausible,include_fulltext,match_method=new;score=0.0
