candidate_id,attempt,url,source,access_route,http_status,outcome,bytes,mime_type,message,elapsed_ms,timestamp_utc
CA9CBD7084118,1,http://xplorestaging.ieee.org/ielx7/7469253/7475106/07475122.pdf?arnumber=7475122,crossref_public_link,public_unauthenticated,200,downloaded,48928,text/html,Public response downloaded,0,2026-09-13T22:44:29.873701+00:00
CDE493C0614DB,1,http://link.springer.com/content/pdf/10.1007/978-4-431-55879-8_13,crossref_public_link,public_unauthenticated,200,downloaded,323872,text/html,Public response downloaded,0,2026-09-13T22:44:31.484635+00:00
CD9885EF694E9,1,http://www.tandfonline.com/doi/pdf/10.1080/0952813X.2015.1020575,crossref_public_link,public_unauthenticated,403,blocked_access,0,,No public access without authentication,0,2026-09-13T22:44:32.246105+00:00
C047764BE1EAE,1,http://link.springer.com/content/pdf/10.1007/978-4-431-55879-8_15,crossref_public_link,public_unauthenticated,200,downloaded,297429,text/html,Public response downloaded,0,2026-09-13T22:44:34.149139+00:00
C9550419DA5CD,1,http://xplorestaging.ieee.org/ielx7/7435616/7438528/07438627.pdf?arnumber=7438627,crossref_public_link,public_unauthenticated,200,downloaded,45773,text/html,Public response downloaded,0,2026-09-13T22:44:35.614044+00:00
C3DCADB7D1808,1,http://xplorestaging.ieee.org/ielx7/8016525/8023485/08023526.pdf?arnumber=8023526,crossref_public_link,public_unauthenticated,200,downloaded,47867,text/html,Public response downloaded,0,2026-09-13T22:44:36.980002+00:00
C7E4702B685D8,1,http://xplorestaging.ieee.org/ielx7/8344747/8371903/08371974.pdf?arnumber=8371974,crossref_public_link,public_unauthenticated,200,downloaded,46562,text/html,Public response downloaded,0,2026-09-13T22:44:38.108227+00:00
C0BBF943B50C0,1,http://dx.plos.org/10.1371/journal.pone.0170659,crossref_public_link,public_unauthenticated,200,downloaded,250118,text/html,Public response downloaded,0,2026-09-13T22:44:40.516269+00:00
C2592CCB03C2A,1,http://link.springer.com/content/pdf/10.1007/978-3-319-59394-4_10,crossref_public_link,public_unauthenticated,200,downloaded,293403,text/html,Public response downloaded,0,2026-09-13T22:44:41.939509+00:00
C6DCE2EA643C4,1,https://www.worldscientific.com/doi/pdf/10.1142/S0218213018600151,crossref_public_link,public_unauthenticated,403,blocked_access,0,,No public access without authentication,0,2026-09-13T22:44:42.761060+00:00
C48E24CC9356D,1,https://royalsocietypublishing.org/doi/full-xml/10.1098/rsos.180409,crossref_public_link,public_unauthenticated,403,blocked_access,0,,No public access without authentication,0,2026-09-13T22:44:43.652733+00:00
C48E24CC9356D,1,https://royalsocietypublishing.org/doi/pdf/10.1098/rsos.180409,crossref_public_link,public_unauthenticated,403,blocked_access,0,,No public access without authentication,0,2026-09-13T22:44:44.464296+00:00
CDB1B854E2C33,1,http://link.springer.com/content/pdf/10.1007/s41315-019-00111-5.pdf,crossref_public_link,public_unauthenticated,200,downloaded,301374,text/html,Public response downloaded,0,2026-09-13T22:44:46.286438+00:00
CB1F1CB75985D,1,http://xplorestaging.ieee.org/ielx7/7782633/8728288/08725526.pdf?arnumber=8725526,crossref_public_link,public_unauthenticated,200,downloaded,46616,text/html,Public response downloaded,0,2026-09-13T22:44:47.754819+00:00
CE32FC18DFAE3,1,https://www.emerald.com/ria/article-pdf/39/3/422/34464/aa-12-2017-190.pdf,crossref_public_link,public_unauthenticated,403,blocked_access,0,,No public access without authentication,0,2026-09-13T22:44:48.506754+00:00
CE32FC18DFAE3,1,https://www.emerald.com/insight/content/doi/10.1108/AA-12-2017-190/full/xml,crossref_public_link,public_unauthenticated,403,blocked_access,0,,No public access without authentication,0,2026-09-13T22:44:49.299620+00:00
CC37F5E57E782,1,http://xplorestaging.ieee.org/ielx7/8770353/8785424/08785546.pdf?arnumber=8785546,crossref_public_link,public_unauthenticated,200,downloaded,47267,text/html,Public response downloaded,0,2026-09-13T22:44:50.468728+00:00
CC967C6C19C43,1,http://xplorestaging.ieee.org/ielx7/8770353/8785424/08785472.pdf?arnumber=8785472,crossref_public_link,public_unauthenticated,200,downloaded,48290,text/html,Public response downloaded,0,2026-09-13T22:44:51.658130+00:00
C9CAB98226CA9,1,http://link.springer.com/content/pdf/10.1007/978-3-319-73008-0_9,crossref_public_link,public_unauthenticated,200,downloaded,318445,text/html,Public response downloaded,0,2026-09-13T22:44:53.282998+00:00
C41CC9E78DED1,1,http://xplorestaging.ieee.org/ielx7/8846157/8866872/08867213.pdf?arnumber=8867213,crossref_public_link,public_unauthenticated,200,downloaded,50781,text/html,Public response downloaded,0,2026-09-13T22:44:54.793731+00:00
C6900695BBF60,1,https://dl.acm.org/doi/10.1145/3341105.3373980,crossref_public_link,public_unauthenticated,403,blocked_access,0,,No public access without authentication,0,2026-09-13T22:44:55.511836+00:00
C6900695BBF60,1,https://dl.acm.org/doi/pdf/10.1145/3341105.3373980,crossref_public_link,public_unauthenticated,403,blocked_access,0,,No public access without authentication,0,2026-09-13T22:44:56.314862+00:00
C1776C8600952,1,http://link.springer.com/content/pdf/10.1007/s11042-018-7080-4.pdf,crossref_public_link,public_unauthenticated,200,downloaded,278569,text/html,Public response downloaded,0,2026-09-13T22:44:58.022534+00:00
C1776C8600952,1,http://link.springer.com/article/10.1007/s11042-018-7080-4/fulltext.html,crossref_public_link,public_unauthenticated,200,downloaded,278569,text/html,Public response downloaded,0,2026-09-13T22:44:59.296684+00:00
CEB53AAE8EA4F,1,http://link.springer.com/content/pdf/10.1007/978-3-030-35990-4_26,crossref_public_link,public_unauthenticated,200,downloaded,306463,text/html,Public response downloaded,0,2026-09-13T22:45:01.204339+00:00
C022E1E716710,1,http://link.springer.com/content/pdf/10.1007/s10846-019-01048-4.pdf,crossref_public_link,public_unauthenticated,200,downloaded,295342,text/html,Public response downloaded,0,2026-09-13T22:45:02.831313+00:00
C022E1E716710,1,http://link.springer.com/article/10.1007/s10846-019-01048-4/fulltext.html,crossref_public_link,public_unauthenticated,200,downloaded,295342,text/html,Public response downloaded,0,2026-09-13T22:45:04.280990+00:00
CED024A355045,1,http://xplorestaging.ieee.org/ielx7/9340668/9340635/09341652.pdf?arnumber=9341652,crossref_public_link,public_unauthenticated,200,downloaded,47280,text/html,Public response downloaded,0,2026-09-13T22:45:05.807145+00:00
C0BD5EF1152AC,1,http://xplorestaging.ieee.org/ielx7/7083369/8897054/08850077.pdf?arnumber=8850077,crossref_public_link,public_unauthenticated,200,downloaded,47751,text/html,Public response downloaded,0,2026-09-13T22:45:07.155431+00:00
C736083E37BA7,1,http://link.springer.com/content/pdf/10.1007/978-3-030-34409-2_12,crossref_public_link,public_unauthenticated,200,downloaded,336997,text/html,Public response downloaded,0,2026-09-13T22:45:08.865380+00:00
CA4777EE8A8EC,1,https://link.springer.com/content/pdf/10.1007/s10846-021-01394-2.pdf,crossref_public_link,public_unauthenticated,200,downloaded,297974,text/html,Public response downloaded,0,2026-09-13T22:45:10.066544+00:00
C743A549FA157,1,http://xplorestaging.ieee.org/ielx7/9560720/9560666/09560857.pdf?arnumber=9560857,crossref_public_link,public_unauthenticated,200,downloaded,48470,text/html,Public response downloaded,0,2026-09-13T22:45:11.136675+00:00
C8408AA95E03E,1,http://xplorestaging.ieee.org/ielx7/9635848/9635849/09635955.pdf?arnumber=9635955,crossref_public_link,public_unauthenticated,200,downloaded,49453,text/html,Public response downloaded,0,2026-09-13T22:45:12.368474+00:00
C85ACECA91A30,1,https://link.springer.com/content/pdf/10.1007/s10846-021-01477-0.pdf,crossref_public_link,public_unauthenticated,200,downloaded,326401,text/html,Public response downloaded,0,2026-09-13T22:45:13.534274+00:00
C85ACECA91A30,1,https://link.springer.com/article/10.1007/s10846-021-01477-0/fulltext.html,crossref_public_link,public_unauthenticated,200,downloaded,326401,text/html,Public response downloaded,0,2026-09-13T22:45:14.848012+00:00
C14F7F1ACE0E1,1,http://xplorestaging.ieee.org/ielx7/9438108/9438128/09438133.pdf?arnumber=9438133,crossref_public_link,public_unauthenticated,200,downloaded,52954,text/html,Public response downloaded,0,2026-09-13T22:45:16.089001+00:00
CEB5A4D74DB94,1,http://xplorestaging.ieee.org/ielx7/9560720/9560666/09561809.pdf?arnumber=9561809,crossref_public_link,public_unauthenticated,200,downloaded,47343,text/html,Public response downloaded,0,2026-09-13T22:45:17.125403+00:00
CDDA223A78384,1,http://xplorestaging.ieee.org/ielx7/7083369/9285111/09349130.pdf?arnumber=9349130,crossref_public_link,public_unauthenticated,200,downloaded,48199,text/html,Public response downloaded,0,2026-09-13T22:45:18.464975+00:00
C94CF88952200,1,https://link.springer.com/content/pdf/10.1007/978-3-030-89177-0_36,crossref_public_link,public_unauthenticated,200,downloaded,297372,text/html,Public response downloaded,0,2026-09-13T22:45:19.719529+00:00
C67D00ADCEBDA,1,http://xplorestaging.ieee.org/ielx7/7083369/9285111/09347675.pdf?arnumber=9347675,crossref_public_link,public_unauthenticated,200,downloaded,49591,text/html,Public response downloaded,0,2026-09-13T22:45:20.757983+00:00
CE7ACBF1F752D,1,http://xplorestaging.ieee.org/ielx7/9866948/9867142/09867692.pdf?arnumber=9867692,crossref_public_link,public_unauthenticated,200,downloaded,48832,text/html,Public response downloaded,0,2026-09-13T22:45:21.716573+00:00
CD24F0D9C957A,1,https://link.springer.com/content/pdf/10.1007/s11042-022-12689-3.pdf,crossref_public_link,public_unauthenticated,200,downloaded,333203,text/html,Public response downloaded,0,2026-09-13T22:45:23.509222+00:00
CD24F0D9C957A,1,https://link.springer.com/article/10.1007/s11042-022-12689-3/fulltext.html,crossref_public_link,public_unauthenticated,200,downloaded,333203,text/html,Public response downloaded,0,2026-09-13T22:45:24.539510+00:00
CEA26119F74AC,1,http://xplorestaging.ieee.org/ielx7/9981026/9981028/09981165.pdf?arnumber=9981165,crossref_public_link,public_unauthenticated,200,downloaded,48781,text/html,Public response downloaded,0,2026-09-13T22:45:25.695653+00:00
C51CA14B550F0,1,http://xplorestaging.ieee.org/ielx7/10032843/10032844/10033819.pdf?arnumber=10033819,crossref_public_link,public_unauthenticated,200,downloaded,48960,text/html,Public response downloaded,0,2026-09-13T22:45:26.967717+00:00
C4ABB7FE44BA0,1,http://xplorestaging.ieee.org/ielx7/9823957/9824097/09824372.pdf?arnumber=9824372,crossref_public_link,public_unauthenticated,200,downloaded,47649,text/html,Public response downloaded,0,2026-09-13T22:45:28.089346+00:00
CE3194399FC2C,1,https://www.emerald.com/ijius/article-pdf/10/4/468/10424967/ijius-12-2020-0070en.pdf,crossref_public_link,public_unauthenticated,403,blocked_access,0,,No public access without authentication,0,2026-09-13T22:45:29.019904+00:00
CE3194399FC2C,1,https://www.emerald.com/insight/content/doi/10.1108/IJIUS-12-2020-0070/full/xml,crossref_public_link,public_unauthenticated,403,blocked_access,0,,No public access without authentication,0,2026-09-13T22:45:29.890065+00:00
C280781B3FE24,1,https://link.springer.com/content/pdf/10.1007/s10015-023-00908-5.pdf,crossref_public_link,public_unauthenticated,200,downloaded,300551,text/html,Public response downloaded,0,2026-09-13T22:45:31.337950+00:00
C280781B3FE24,1,https://link.springer.com/article/10.1007/s10015-023-00908-5/fulltext.html,crossref_public_link,public_unauthenticated,200,downloaded,300551,text/html,Public response downloaded,0,2026-09-13T22:45:32.647687+00:00
CC8B994B3AED4,1,http://xplorestaging.ieee.org/ielx7/7083369/10185095/10207709.pdf?arnumber=10207709,crossref_public_link,public_unauthenticated,200,downloaded,50531,text/html,Public response downloaded,0,2026-09-13T22:45:34.103878+00:00
CBF202D600FE4,1,https://link.springer.com/content/pdf/10.1007/s10846-023-01935-x.pdf,crossref_public_link,public_unauthenticated,200,downloaded,3002459,application/pdf,Public response downloaded,0,2026-09-13T22:45:37.431224+00:00
C976A155453ED,1,http://xplorestaging.ieee.org/ielx7/7083369/10153452/10168225.pdf?arnumber=10168225,crossref_public_link,public_unauthenticated,200,downloaded,49009,text/html,Public response downloaded,0,2026-09-13T22:45:39.945370+00:00
CA06B90768DC3,1,http://xplorestaging.ieee.org/ielx7/10341341/10341342/10342489.pdf?arnumber=10342489,crossref_public_link,public_unauthenticated,200,downloaded,47233,text/html,Public response downloaded,0,2026-09-13T22:45:41.056519+00:00
C75901E6CC80F,1,http://xplorestaging.ieee.org/ielx8/10864465/10864396/10865731.pdf?arnumber=10865731,crossref_public_link,public_unauthenticated,200,downloaded,47561,text/html,Public response downloaded,0,2026-09-13T22:45:42.044205+00:00
CAC523A163317,1,https://link.springer.com/content/pdf/10.1007/978-3-031-51497-5_11,crossref_public_link,public_unauthenticated,200,downloaded,310757,text/html,Public response downloaded,0,2026-09-13T22:45:43.373896+00:00
C70F494B105F3,1,https://link.springer.com/content/pdf/10.1007/s11227-024-06034-8.pdf,crossref_public_link,public_unauthenticated,200,downloaded,315576,text/html,Public response downloaded,0,2026-09-13T22:45:44.882979+00:00
C70F494B105F3,1,https://link.springer.com/article/10.1007/s11227-024-06034-8/fulltext.html,crossref_public_link,public_unauthenticated,200,downloaded,315576,text/html,Public response downloaded,0,2026-09-13T22:45:45.923659+00:00
CBA3BD6F38E8F,1,https://www.mdpi.com/2077-1312/12/8/1281/pdf,crossref_public_link,public_unauthenticated,403,blocked_access,0,,No public access without authentication,0,2026-09-13T22:45:47.024556+00:00
C0ADBDA6B5417,1,http://xplorestaging.ieee.org/ielx8/10609961/10609862/10611147.pdf?arnumber=10611147,crossref_public_link,public_unauthenticated,200,downloaded,47600,text/html,Public response downloaded,0,2026-09-13T22:45:48.530590+00:00
CD22760048E8A,1,https://api.elsevier.com/content/article/PII:S0926580524002565?httpAccept=text/plain,crossref_public_link,public_unauthenticated,400,http_error,0,,HTTP 400,0,2026-09-13T22:45:51.881842+00:00
CD22760048E8A,1,https://api.elsevier.com/content/article/PII:S0926580524002565?httpAccept=text/xml,crossref_public_link,public_unauthenticated,200,downloaded,1886,text/xml,Public response downloaded,0,2026-09-13T22:45:53.010989+00:00
C3FC4B1B69184,1,http://xplorestaging.ieee.org/ielx8/10801246/10801290/10802322.pdf?arnumber=10802322,crossref_public_link,public_unauthenticated,200,downloaded,48166,text/html,Public response downloaded,0,2026-09-13T22:45:54.404428+00:00
C93652BC4309E,1,http://xplorestaging.ieee.org/ielx8/10801246/10801290/10801394.pdf?arnumber=10801394,crossref_public_link,public_unauthenticated,200,downloaded,46866,text/html,Public response downloaded,0,2026-09-13T22:45:55.853111+00:00
C1844171EB71F,1,https://dl.acm.org/doi/10.1145/3605098.3635168,crossref_public_link,public_unauthenticated,403,blocked_access,0,,No public access without authentication,0,2026-09-13T22:45:56.495126+00:00
C1844171EB71F,1,https://dl.acm.org/doi/pdf/10.1145/3605098.3635168,crossref_public_link,public_unauthenticated,403,blocked_access,0,,No public access without authentication,0,2026-09-13T22:45:57.323931+00:00
C2F1257C78ECB,1,http://xplorestaging.ieee.org/ielx8/10772727/10773004/10773254.pdf?arnumber=10773254,crossref_public_link,public_unauthenticated,200,downloaded,46180,text/html,Public response downloaded,0,2026-09-13T22:45:58.816938+00:00
CB8E52D3DE4AD,1,http://xplorestaging.ieee.org/ielx8/10817824/10817907/10818217.pdf?arnumber=10818217,crossref_public_link,public_unauthenticated,200,downloaded,45982,text/html,Public response downloaded,0,2026-09-13T22:45:59.677552+00:00
CAB79CE1E939E,1,https://www.mdpi.com/1424-8220/24/21/6881/pdf,crossref_public_link,public_unauthenticated,403,blocked_access,0,,No public access without authentication,0,2026-09-13T22:46:00.423356+00:00
C9A5892DDA0D7,1,https://www.emerald.com/ir/article-pdf/52/3/334/10058772/ir-06-2024-0272.pdf,crossref_public_link,public_unauthenticated,403,blocked_access,0,,No public access without authentication,0,2026-09-13T22:46:01.249847+00:00
C9A5892DDA0D7,1,https://www.emerald.com/insight/content/doi/10.1108/IR-06-2024-0272/full/xml,crossref_public_link,public_unauthenticated,403,blocked_access,0,,No public access without authentication,0,2026-09-13T22:46:02.076312+00:00
CB01E8AD50CCF,1,http://xplorestaging.ieee.org/ielx8/8856/10839176/10847745.pdf?arnumber=10847745,crossref_public_link,public_unauthenticated,200,downloaded,54949,text/html,Public response downloaded,0,2026-09-13T22:46:03.246681+00:00
C9292C25EFBE6,1,http://xplorestaging.ieee.org/ielx8/11163731/11163732/11164022.pdf?arnumber=11164022,crossref_public_link,public_unauthenticated,200,downloaded,48042,text/html,Public response downloaded,0,2026-09-13T22:46:04.447880+00:00
C338F7D3BAF3A,1,https://www.frontiersin.org/articles/10.3389/frobt.2025.1585544/full,crossref_public_link,public_unauthenticated,200,downloaded,850686,text/html,Public response downloaded,0,2026-09-13T22:46:08.119616+00:00
C38A960A574DB,1,https://link.springer.com/content/pdf/10.1007/978-981-96-0774-7_32,crossref_public_link,public_unauthenticated,200,downloaded,327667,text/html,Public response downloaded,0,2026-09-13T22:46:09.500412+00:00
CD7D0EEE99A6A,1,http://xplorestaging.ieee.org/ielx8/11390734/11391257/11391322.pdf?arnumber=11391322,crossref_public_link,public_unauthenticated,200,downloaded,48847,text/html,Public response downloaded,0,2026-09-13T22:46:10.838105+00:00
C8E392D441B97,1,http://xplorestaging.ieee.org/ielx8/11078013/11077977/11078089.pdf?arnumber=11078089,crossref_public_link,public_unauthenticated,200,downloaded,50827,text/html,Public response downloaded,0,2026-09-13T22:46:11.891562+00:00
CA9701A35CE7A,1,https://journals.sagepub.com/doi/full-xml/10.1177/02783649241278372,crossref_public_link,public_unauthenticated,403,blocked_access,0,,No public access without authentication,0,2026-09-13T22:46:12.607938+00:00
CA9701A35CE7A,1,https://journals.sagepub.com/doi/pdf/10.1177/02783649241278372,crossref_public_link,public_unauthenticated,403,blocked_access,0,,No public access without authentication,0,2026-09-13T22:46:13.436362+00:00
CA647EC922FA5,1,http://xplorestaging.ieee.org/ielx8/8856/10839176/10955702.pdf?arnumber=10955702,crossref_public_link,public_unauthenticated,200,downloaded,57372,text/html,Public response downloaded,0,2026-09-13T22:46:15.282389+00:00
C40F0BF6D92CE,1,http://xplorestaging.ieee.org/ielx8/6287639/10820123/11059910.pdf?arnumber=11059910,crossref_public_link,public_unauthenticated,200,downloaded,2459831,application/pdf,Public response downloaded,0,2026-09-13T22:46:18.604579+00:00
C0B48E7239D93,1,https://cdn.techscience.cn/files/cmc/2026/TSP_CMC-87-3/TSP_CMC_77060/TSP_CMC_77060.pdf,crossref_public_link,public_unauthenticated,200,downloaded,10346247,application/octet-stream,Public response downloaded,0,2026-09-13T22:46:21.184109+00:00
C6EE9F42C00D2,1,https://publicationsdrdo.in/index.php/dsj/article/download/21459/8847,crossref_public_link,public_unauthenticated,200,downloaded,397956,application/pdf,Public response downloaded,0,2026-09-13T22:46:27.442087+00:00
C907A7432895D,1,http://xplorestaging.ieee.org/ielx8/6287639/11323511/11488557.pdf?arnumber=11488557,crossref_public_link,public_unauthenticated,200,downloaded,3305599,application/pdf,Public response downloaded,0,2026-09-13T22:46:31.568788+00:00
C2B4145EA2DC6,1,http://xplorestaging.ieee.org/ielx8/8856/11323516/11419141.pdf?arnumber=11419141,crossref_public_link,public_unauthenticated,200,downloaded,54064,text/html,Public response downloaded,0,2026-09-13T22:46:34.845827+00:00
C94B08FC7670D,1,http://xplorestaging.ieee.org/ielx8/8856/11323516/11647068.pdf?arnumber=11647068,crossref_public_link,public_unauthenticated,200,downloaded,56907,text/html,Public response downloaded,0,2026-09-13T22:46:36.218686+00:00
CE43B17A235DC,1,http://xplorestaging.ieee.org/ielx8/8856/11323516/11366912.pdf?arnumber=11366912,crossref_public_link,public_unauthenticated,200,downloaded,56667,text/html,Public response downloaded,0,2026-09-13T22:46:37.129793+00:00
C85B7DCD76961,1,https://link.springer.com/content/pdf/10.1007/s11370-025-00666-2.pdf,crossref_public_link,public_unauthenticated,200,downloaded,358125,text/html,Public response downloaded,0,2026-09-13T22:46:38.655096+00:00
CCB936E7536AC,1,http://xplorestaging.ieee.org/ielx8/6287639/11323511/11474490.pdf?arnumber=11474490,crossref_public_link,public_unauthenticated,200,downloaded,4049749,application/pdf,Public response downloaded,0,2026-09-13T22:46:44.157551+00:00
CCEF0580554DE,1,https://ietresearch.onlinelibrary.wiley.com/doi/full-xml/10.1049/csy2.70067,crossref_public_link,public_unauthenticated,403,blocked_access,0,,No public access without authentication,0,2026-09-13T22:46:45.375623+00:00
CCEF0580554DE,1,https://ietresearch.onlinelibrary.wiley.com/doi/pdf/10.1049/csy2.70067,crossref_public_link,public_unauthenticated,403,blocked_access,0,,No public access without authentication,0,2026-09-13T22:46:46.209112+00:00
CAACB4CE25408,1,https://api.elsevier.com/content/article/PII:S0016003226001456?httpAccept=text/plain,crossref_public_link,public_unauthenticated,400,http_error,0,,HTTP 400,0,2026-09-13T22:46:47.519445+00:00
CAACB4CE25408,1,https://api.elsevier.com/content/article/PII:S0016003226001456?httpAccept=text/xml,crossref_public_link,public_unauthenticated,200,downloaded,1863,text/xml,Public response downloaded,0,2026-09-13T22:46:48.777904+00:00
C58163DFCCEB9,1,http://xplorestaging.ieee.org/ielx8/7083369/11606541/11614755.pdf?arnumber=11614755,crossref_public_link,public_unauthenticated,200,downloaded,49939,text/html,Public response downloaded,0,2026-09-13T22:46:50.379886+00:00
C91DAA10AB052,0,http://link.springer.com/content/pdf/10.1007/978-4-431-66942-5_10,manifest_replay,manifest,,manifest_reused,0,,Candidate acquisition manifest reused; see stage2_fulltext_acquisition.csv,0,2026-09-12T21:03:44.047354+00:00
C91DAA10AB052,0,https://doi.org/10.1007/978-4-431-66942-5_10,manifest_replay,manifest,,manifest_reused,0,,Candidate acquisition manifest reused; see stage2_fulltext_acquisition.csv,0,2026-09-12T21:03:44.047354+00:00
