source,request_kind,request_fingerprint,status,http_status,attempts,error,cache_file,url,params,elapsed_ms,retry_number,retrieved_at_utc
crossref,seed_doi,ae32ac03bb2718e71cfaca3acce2f37cc2e610e76192a7a655f41bb7dc4408e2,cache_hit,,0,,cache\crossref\ae32ac03bb2718e71cfaca3acce2f37cc2e610e76192a7a655f41bb7dc4408e2.json,https://api.crossref.org/works/10.1177%2F0278364904045477,"{""mailto"": ""[REDACTED]""}",0,0,2026-09-12T18:02:44.078502+00:00
crossref,seed_doi,03772b0ef799c092bb9fde287cbd1aa911ef6727d66f3f467da944029842bfd9,cache_hit,,0,,cache\crossref\03772b0ef799c092bb9fde287cbd1aa911ef6727d66f3f467da944029842bfd9.json,https://api.crossref.org/works/10.1109%2Fjproc.2006.876933,"{""mailto"": ""[REDACTED]""}",0,0,2026-09-12T18:02:44.079602+00:00
crossref,seed_doi,86dc0d07094f5e02d92e9aa22c576b4b413645964be894268cc2765d019db66a,cache_hit,,0,,cache\crossref\86dc0d07094f5e02d92e9aa22c576b4b413645964be894268cc2765d019db66a.json,https://api.crossref.org/works/10.1007%2F4-431-35881-1_23,"{""mailto"": ""[REDACTED]""}",0,0,2026-09-12T18:02:44.080396+00:00
crossref,seed_doi,813d6c39564a09d0ceb70de3b1bd29e74fdee905f133840551e02f76987a4836,cache_hit,,0,,cache\crossref\813d6c39564a09d0ceb70de3b1bd29e74fdee905f133840551e02f76987a4836.json,https://api.crossref.org/works/10.1109%2Ftro.2009.2022423,"{""mailto"": ""[REDACTED]""}",0,0,2026-09-12T18:02:44.081198+00:00
crossref,seed_doi,dd0ee48ec206c053bce89c7754d3ded2a9e8235d08bfed15de18f74f2c97c1e2,cache_hit,,0,,cache\crossref\dd0ee48ec206c053bce89c7754d3ded2a9e8235d08bfed15de18f74f2c97c1e2.json,https://api.crossref.org/works/10.1007%2Fs10458-010-9123-8,"{""mailto"": ""[REDACTED]""}",0,0,2026-09-12T18:02:44.082055+00:00
crossref,seed_doi,1e15dcf314e3f42dc775db9d5e918f57f90e10ba8867f144cd91bc55808c240a,cache_hit,,0,,cache\crossref\1e15dcf314e3f42dc775db9d5e918f57f90e10ba8867f144cd91bc55808c240a.json,https://api.crossref.org/works/10.1109%2Ftase.2012.2201470,"{""mailto"": ""[REDACTED]""}",0,0,2026-09-12T18:02:44.082761+00:00
crossref,seed_doi,84af2233633cf42a3b566449a04cf7a67fa4b72b0ff8bededf8f898db83169dd,cache_hit,,0,,cache\crossref\84af2233633cf42a3b566449a04cf7a67fa4b72b0ff8bededf8f898db83169dd.json,https://api.crossref.org/works/10.1177%2F0278364917719333,"{""mailto"": ""[REDACTED]""}",0,0,2026-09-12T18:02:44.083421+00:00
crossref,seed_doi,2feb0cf138b46c191543e1a82375b1653fed1ec3df266e20ff52342842b7ceb2,cache_hit,,0,,cache\crossref\2feb0cf138b46c191543e1a82375b1653fed1ec3df266e20ff52342842b7ceb2.json,https://api.crossref.org/works/10.1109%2Ftro.2018.2858292,"{""mailto"": ""[REDACTED]""}",0,0,2026-09-12T18:02:44.084224+00:00
crossref,seed_doi,24c4479ed4c5711ecdcf0a70f5a84dc3b1d728f36ae2ffe3bee5060645fee953,cache_hit,,0,,cache\crossref\24c4479ed4c5711ecdcf0a70f5a84dc3b1d728f36ae2ffe3bee5060645fee953.json,https://api.crossref.org/works/10.1007%2Fs10514-018-9729-2,"{""mailto"": ""[REDACTED]""}",0,0,2026-09-12T18:02:44.085253+00:00
crossref,seed_doi,e66a9131f7a2d9c36bab12fa522b7f03e16488d462500a597aee0b699399f66b,cache_hit,,0,,cache\crossref\e66a9131f7a2d9c36bab12fa522b7f03e16488d462500a597aee0b699399f66b.json,https://api.crossref.org/works/10.1109%2Ficra.2019.8793855,"{""mailto"": ""[REDACTED]""}",0,0,2026-09-12T18:02:44.086355+00:00
crossref,seed_title,0fd8e6d1fb018ca66dfe1a60d3f848e8356caef2d695d0de0852df8270d1110e,cache_hit,,0,,cache\crossref\0fd8e6d1fb018ca66dfe1a60d3f848e8356caef2d695d0de0852df8270d1110e.json,https://api.crossref.org/works,"{""mailto"": ""[REDACTED]"", ""query.bibliographic"": ""Loosely Coupled Payload Transport System with Robot Replacement"", ""rows"": 3}",0,0,2026-09-12T18:02:44.087290+00:00
crossref,seed_doi,210713ba9c816a98404781ce6336ff59d363e3f8937099d0af7fc686c4b80f8b,cache_hit,,0,,cache\crossref\210713ba9c816a98404781ce6336ff59d363e3f8937099d0af7fc686c4b80f8b.json,https://api.crossref.org/works/10.1109%2Fcase49439.2021.9551582,"{""mailto"": ""[REDACTED]""}",0,0,2026-09-12T18:02:44.088329+00:00
crossref,seed_doi,a6449bd9b0e564b28597651fbe9a979b99b115b0ebc27d13db20467929c738f2,cache_hit,,0,,cache\crossref\a6449bd9b0e564b28597651fbe9a979b99b115b0ebc27d13db20467929c738f2.json,https://api.crossref.org/works/10.3390%2Frobotics10030084,"{""mailto"": ""[REDACTED]""}",0,0,2026-09-12T18:02:44.089324+00:00
crossref,seed_doi,5e3af331b02fa7c65bc82beff5d01f1c18c194cf9477c8804037a9f9a9e5a3f4,cache_hit,,0,,cache\crossref\5e3af331b02fa7c65bc82beff5d01f1c18c194cf9477c8804037a9f9a9e5a3f4.json,https://api.crossref.org/works/10.1016%2Fj.robot.2022.104307,"{""mailto"": ""[REDACTED]""}",0,0,2026-09-12T18:02:44.090672+00:00
