source,request_kind,request_fingerprint,status,http_status,attempts,error,cache_file,url,params,elapsed_ms,retry_number,retrieved_at_utc
openalex,stage2_work_details,b9a2973b6543c1b20ba7157409b4e92ab0725876564d74874c2619abf7a912ab,ok,200,1,,cache\openalex\b9a2973b6543c1b20ba7157409b4e92ab0725876564d74874c2619abf7a912ab.json,https://api.openalex.org/works,"{""filter"": ""openalex:W1013628759|W1019382921|W108247748|W1126974217|W115625098|W1192553058|W123913769|W134369107|W1420302572|W1430617670|W145376279|W1471578414|W1485306014|W1487172044|W1487486353|W1489970203|W1493947015|W1497655440|W1498804459|W150775969|W1508026548|W1508840430|W1510368733|W1514685314|W1515086648|W1516935260|W1517023801|W1519208554|W1521758236|W1523114496|W1524613043|W1525190438|W1542941925|W1544653223|W1545067628|W1546197819|W1547850430|W1549109060|W1549122080|W1562003885|W1563378895|W1568517062|W1573359876|W1573505261|W1575323167|W1579259502|W1584596462|W1585800441|W1587920257|W1588797187|W1589250512|W1592408892|W1594393406|W1595533192|W1595992183|W1598977150|W1599038780|W160027161|W1604434516|W1608129903|W1621700549|W1648525405|W1672284634|W1689570548|W1707207708|W1712004456|W173758486|W1738562051|W1781569476|W178326042|W1791857149|W1793139196|W1794779762|W1800549533|W1831628916|W1832534480|W1841642927|W1856263053|W1856872949|W1868749824|W1875290163|W1887017458|W1887320802|W1918801858|W1942664461|W1943899478|W1950636128|W1955877057|W195631573|W1959261928|W196129739|W1963555192|W1964167056|W1964462572|W1964839117|W1967670666|W1968326804|W1969953660|W1970524896|W1970786657"", ""per-page"": 100}",1026,0,2026-09-13T22:43:41.827193+00:00
openalex,stage2_work_details,572a1a270e43190b18db4264dd1276782372b3701103dc946d8bd2f368086169,ok,200,1,,cache\openalex\572a1a270e43190b18db4264dd1276782372b3701103dc946d8bd2f368086169.json,https://api.openalex.org/works,"{""filter"": ""openalex:W1971441460|W1972391046|W1972869311|W1973419186|W1973654596|W1973719547|W1976017813|W1976290517|W1977423395|W1979590279|W1980392184|W1980880797|W1981896704|W1982192370|W1982439975|W1982592145|W1983174953|W1985265161|W1989241525|W1990186220|W1990567146|W1991482882|W1991699460|W1992177834|W1992206886|W1993485135|W1994442991|W1994509633|W1995249559|W1995279652|W1997276729|W1997444584|W1998030085|W1999122482|W1999848667|W2000519543|W2000908595|W2003808711|W2003926854|W2004972157|W2007088348|W2008703509|W2009070933|W2012812921|W2013469527|W2015605572|W2017561180|W2017590745|W2019185678|W2020053523|W2020274357|W2021760780|W2022188907|W2022486040|W2024816024|W2025126306|W2029691386|W2029781252|W2030557405|W2033087107|W2034332963|W2034558718|W2036551686|W2039048406|W2040538966|W2043597464|W2045008776|W2045447221|W2047670593|W2048240571|W2048249293|W2048809959|W2049907022|W2049975267|W2051080947|W2051832743|W2052738467|W2056207419|W2056888275|W2057265280|W2057861900|W2058818068|W2061430707|W2061990382|W2068305009|W2072408647|W2073834947|W2074500080|W2076422387|W2076909903|W2079914709|W2081525555|W2082213931|W2082955167|W2085693796|W2088253238|W2088557785|W2088668112|W2090262841|W2090909648"", ""per-page"": 100}",730,0,2026-09-13T22:43:42.909699+00:00
openalex,stage2_work_details,152b1199fbfd1eca12e9aaf90abcef6b7a67acab6a09cc9741ce0313e55691bc,ok,200,1,,cache\openalex\152b1199fbfd1eca12e9aaf90abcef6b7a67acab6a09cc9741ce0313e55691bc.json,https://api.openalex.org/works,"{""filter"": ""openalex:W2093058682|W2094986727|W2096440680|W2099175737|W2099616537|W2100903798|W2103613137|W2103617759|W2104087708|W2104888032|W2105786517|W2105850748|W2106583732|W2106806551|W2107396783|W2110383956|W2112665311|W2112959886|W2113257089|W2113526719|W2114416260|W2114510811|W2119050029|W2119083120|W2120613449|W2121740123|W2122277562|W2122375213|W2122429053|W2122846259|W2123571299|W2124447233|W2125626250|W2126366668|W2126870145|W2127617835|W2128415126|W2129928924|W2130308005|W2131801993|W2133843762|W2135524320|W2136613778|W2137004940|W2137714578|W2138095955|W2138165608|W2138328817|W2138467064|W2138536735|W2140929789|W2141202581|W2142924305|W2143082482|W2143629191|W2143843955|W2144260073|W2144827113|W2144945296|W2145366282|W2145554346|W2146523146|W2147280987|W2148087003|W2148194450|W2148318628|W2148442026|W2148478570|W2148496763|W2148587452|W2148791019|W2148870413|W2150629479|W2151214178|W2151654592|W2153354480|W2155242579|W2155313135|W2156371707|W2157488300|W2157947534|W2159084550|W2159270426|W2160582335|W2160944185|W2162735718|W2162844575|W2163675995|W2164206087|W2164687077|W2167340365|W2167805519|W2169024569|W2175647332|W2175937483|W2185641918|W2187412961|W2204695244|W2245790804|W2252763575"", ""per-page"": 100}",672,0,2026-09-13T22:43:43.939953+00:00
openalex,stage2_work_details,9aaf951b641b11ff235293eb4ca50532ea233948e91dcb7920eb1d3e1f316693,ok,200,1,,cache\openalex\9aaf951b641b11ff235293eb4ca50532ea233948e91dcb7920eb1d3e1f316693.json,https://api.openalex.org/works,"{""filter"": ""openalex:W2290743114|W2293292238|W2293302471|W2296475330|W2305148090|W2310756702|W2314167486|W2316831057|W2324028794|W2335913215|W2336159922|W2343765183|W2344252038|W2355572884|W2388132828|W2411650265|W2411959940|W2415175524|W2415570156|W2461193511|W2475293557|W2478654971|W2496475380|W2499597001|W2504196352|W2505196701|W2514534586|W2515724774|W2520444030|W2531521796|W2536033061|W2537545174|W2542392056|W2560814118|W2565248411|W2571516894|W2571911381|W2578199033|W2581348104|W2582625700|W2585646162|W2586438177|W2586882063|W2591473830|W2594870023|W2606435146|W2612326031|W2612690410|W2623851692|W2624320520|W2676821827|W2735858878|W2736361778|W2737197182|W2751593041|W2756174616|W2756720074|W2762690663|W2766548233|W2768629321|W2768636722|W2772747678|W2772804860|W2781725465|W2782002518|W2786166887|W2786533237|W2787923383|W2789975504|W2791654586|W2793030468|W2797358850|W2802779358|W2802961630|W2804655496|W2808475207|W2809843308|W2883383381|W2883485678|W2887672964|W2895990857|W2896643387|W2898189018|W2901465643|W2903014733|W2905002857|W2905150423|W2909653191|W2912156601|W2913186021|W2914250558|W2914661444|W2915547262|W2916196126|W2919818187|W2920252816|W2927861950|W2945991855|W2947501667|W2947658031"", ""per-page"": 100}",648,0,2026-09-13T22:43:44.935855+00:00
openalex,stage2_work_details,20dea902aa0a5aaf180ea21fc1addab72d22ed90cd761b5c41f5b429e02acb00,ok,200,1,,cache\openalex\20dea902aa0a5aaf180ea21fc1addab72d22ed90cd761b5c41f5b429e02acb00.json,https://api.openalex.org/works,"{""filter"": ""openalex:W2948752861|W2948754327|W2949613486|W2953138991|W2956901944|W2961713522|W2963252619|W2963642217|W2968129112|W2969195240|W2969525674|W2969599332|W2971727319|W2972650779|W2972970646|W2976344064|W2977324759|W2979658897|W2981786784|W2981946308|W2995545179|W2996271230|W2997111539|W2998112995|W3000206786|W3000445347|W3001346041|W3004079870|W3004699108|W3005335721|W3005448462|W3005761304|W3005764631|W3006517916|W3007556850|W3010060985|W3013247350|W3013986085|W3016307271|W3020092382|W3020819073|W3022826494|W3028087489|W3033447700|W3035869396|W3044361571|W3053918933|W3061699980|W3085940839|W3086827774|W3087453643|W3087771514|W3088990421|W3091739094|W3095315965|W3096656822|W3099129590|W3121490723|W3125055412|W3126242703|W3127830259|W3129045026|W3134170491|W3134765885|W3136998346|W3138187926|W3150257791|W3152770304|W3157966438|W3158322624|W3158757609|W3160217390|W3161672793|W3163058158|W3164863853|W316512375|W3165309558|W3166970238|W3167870403|W3172861927|W3175730136|W3181425324|W3186111558|W3190591843|W3198041571|W3198264347|W3198723631|W3200874089|W3203000619|W3210704777|W3213225988|W3213733914|W3214218149|W3214437493|W3215195244|W3711689|W4200033681|W4200114287|W4200258318|W4205157279"", ""per-page"": 100}",731,0,2026-09-13T22:43:46.020343+00:00
openalex,stage2_work_details,b4e4f2be1146c8cc78fdf296fb9ddc75dad3cd49ae2ceeef98acc7b010d56185,ok,200,1,,cache\openalex\b4e4f2be1146c8cc78fdf296fb9ddc75dad3cd49ae2ceeef98acc7b010d56185.json,https://api.openalex.org/works,"{""filter"": ""openalex:W4205713705|W4205951169|W4206591275|W4206927074|W4220938246|W4220997130|W4223942304|W4225283780|W4225672660|W4226197570|W42384017|W4248221842|W4255876299|W4280577235|W4281387913|W4283766240|W4285044551|W4285102392|W4285231528|W4289374406|W4292414934|W4292604000|W4292873941|W4293686320|W4297200669|W4297676257|W4307556196|W4309570240|W4309757306|W4309818899|W4312588776|W4312967724|W4313066353|W4313291141|W4313496209|W4313564057|W4313889291|W4313892561|W4317604158|W4317717752|W4319663718|W4320038501|W4321021411|W4324119288|W4324119301|W4327521809|W4362519817|W4367294973|W4376108639|W4377968444|W4379382635|W4380030825|W4382204418|W4383108923|W4385155193|W4385581693|W4385757671|W4386490990|W4386699410|W4386766633|W4387090688|W4387123530|W4387460535|W4387546354|W4387546480|W4388017433|W4388407765|W4388846218|W4389786540|W4389814656|W4390174894|W4390414975|W4390751320|W4391001952|W4391143932|W4391422863|W4391450386|W4391640441|W4392255698|W4392749041|W4392917887|W4394628373|W4394911019|W4394953628|W4394994356|W4396786013|W4396813723|W4399282555|W4399375156|W4399575769|W4399657734|W4400076655|W4400728765|W4400967208|W4401053875|W4401069891|W4401161932|W4401194977|W4401485460|W4401773373"", ""per-page"": 100}",712,0,2026-09-13T22:43:47.082939+00:00
openalex,stage2_work_details,ccc6618c0f2cc8bafc52231613ad7960b2952f857f58663ff672a13adc338c84,ok,200,1,,cache\openalex\ccc6618c0f2cc8bafc52231613ad7960b2952f857f58663ff672a13adc338c84.json,https://api.openalex.org/works,"{""filter"": ""openalex:W4401806049|W4402570560|W4402615491|W4402779278|W4403398416|W4403420638|W4403553807|W4403929904|W4404454987|W4404563219|W4404789584|W4404905586|W4404924101|W4404924105|W4405166130|W4405184566|W4405490795|W4405812321|W4405854479|W4406137826|W4406321470|W4406457459|W4406583589|W4406612975|W4406729956|W4406736652|W4406857017|W4406891676|W4407605622|W4407877454|W4409244923|W4409426275|W4409473879|W4409502149|W4409992246|W4410109294|W4410279625|W4410580047|W4410580952|W4410895435|W4410956649|W4411314323|W4411600240|W4411747475|W4412434856|W4412536648|W4412561886|W4412598500|W4412623391|W4412914133|W4413104773|W4413165183|W4413168844|W4413318865|W4413348466|W4413736352|W4414001675|W4414305562|W4414322783|W4414860631|W4415000746|W4415048122|W4415048795|W4415050776|W4415180085|W4415207349|W4415243057|W4415335078|W4415482642|W4415754111|W4415767635|W4415862826|W4416010420|W4416098348|W4416183469|W4416509974|W4416790617|W4416926004|W4417282922|W49730035|W52634456|W59652225|W659610042|W7116850369|W7116949884|W7118195397|W7123362487|W7123367905|W7124146895|W7124160297|W7124182368|W7124305565|W7124751438|W7125931553|W7126117019|W7127563053|W7129088450|W7130310679|W7131319712|W7131416614"", ""per-page"": 100}",793,0,2026-09-13T22:43:48.221010+00:00
openalex,stage2_work_details,7930d4cd42d3b2bdc7a1f11a6f923ec44cdab6b17c4338fe956edaaf6d4fda98,ok,200,1,,cache\openalex\7930d4cd42d3b2bdc7a1f11a6f923ec44cdab6b17c4338fe956edaaf6d4fda98.json,https://api.openalex.org/works,"{""filter"": ""openalex:W7131620840|W7131808349|W7133783450|W7134936522|W7135029102|W7136152688|W7136156337|W7140435420|W7141771763|W7147085090|W7151224389|W7151315855|W7151415120|W7154477971|W7154696226|W7154975738|W7155083979|W7155638428|W7159799905|W7160028252|W7160057183|W7160409705|W7160608539|W7161134394|W7161176376|W7161253327|W7161564837|W7161573740|W7162197008|W7162298693|W7162445190|W7162645960|W7162676352|W7162730930|W7163173390|W7163329820|W7163943926|W7163995055|W7163999437|W7164018788|W7164031365|W7164039984|W7164054697|W7164153287|W7164419848|W7165400537|W7165653983|W7165771692|W7165912368|W7166077182|W7166136773|W7166670158|W7166702860|W7167083922|W7167490338|W7167509927|W7167785376|W7167949819|W7168125851|W7169882445|W7170082879|W7171371339|W7171376037|W7171383010|W7171444834|W7171568182|W7171640807|W7171660279|W7171766855|W7171826217|W7171943636|W7172300649|W7172311497|W7172328602|W7172378085|W7172433369|W7201835776|W7201846381|W7202254385|W7202289461|W7202295611|W7203615906|W7203643482|W7203662109|W7203718271|W7203766230|W7203855943|W7203856537|W7203868134|W7204081923|W7204127321|W7204263149|W7204471396|W7204472875|W7204499338|W7204592583|W7204787277|W7204794179|W7204802799|W7204851799"", ""per-page"": 100}",694,0,2026-09-13T22:43:49.265358+00:00
openalex,stage2_work_details,c095b6b9dc7ac7d61dfc15ca5ce84908dbf22dc18104518366425e1a25da5336,ok,200,1,,cache\openalex\c095b6b9dc7ac7d61dfc15ca5ce84908dbf22dc18104518366425e1a25da5336.json,https://api.openalex.org/works,"{""filter"": ""openalex:W7204899926|W7211884472|W7211966439|W7212009106|W7212040565|W7212047793|W751028141|W756801776|W786196370|W89605384|W93077986|W960269935"", ""per-page"": 100}",288,0,2026-09-13T22:43:49.879214+00:00
crossref,stage2_work_links,aa46fb4b582ddbf807c13434fa917b124061bf1b3db24d997322b11def7f764f,ok,200,1,,cache\crossref\aa46fb4b582ddbf807c13434fa917b124061bf1b3db24d997322b11def7f764f.json,https://api.crossref.org/works/10.1109/icmlc.2006.258820,{},561,0,2026-09-13T22:43:50.521229+00:00
