scenario_generator,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,method_allocator,transport_mode,n,selected_task_load_mean,pickup_success_mean,target_reached_mean,transport_success_mean,final_position_error_m_mean,final_orientation_error_rad_mean,final_orientation_error_deg_mean,mean_position_error_m_mean,formation_integrity_rate_mean,formation_broken_rate_mean,max_formation_error_m_mean,mean_formation_error_m_mean,mean_wrench_residual_norm_mean,max_wrench_residual_norm_mean,collision_count_mean,collision_rate_mean,safety_violation_count_mean,min_robot_clearance_m_mean,min_obstacle_clearance_m_mean,min_mobile_group_clearance_m_mean,min_load_clearance_m_mean,travel_distance_m_mean,load_travel_distance_m_mean,path_efficiency_ratio_mean,energy_proxy_wh_mean,mean_speed_mps_mean,max_speed_mps_mean,max_speed_violation_mps_mean,pickup_complete_time_s_mean,completion_time_s_mean,assigned_robots_mean,idle_robots_mean,communication_messages_mean,runtime_ms_mean,score_value_mean,reference_score_value_mean,signed_score_delta_vs_reference_mean,performance_gap_vs_reference_mean,optimality_gap_vs_reference_mean
formation_corridor_push,classic_decentralized_apf_push,Classic decentralized APF push,classic,decentralized,baseline,apf_push_drag,baseline_classic_decentralized_push_drag,none,distributed_apf_payload_tracking,local_obstacle_and_slot_state,0,3,False,False,greedy_capacity,push_drag,12,1.0,1.0,0.0,0.0,5.293593346178675,0.8287080780973924,47.48147532337841,8.176663373646058,0.7854596753569592,0.21454032464304076,5.364150058286625,0.8587956903540732,0.5725400107534372,1.019679376168224,0.0,0.0,0.08333333333333333,0.13272617355666957,0.6507042521964214,0.5281310562615422,0.9717727882521022,50.572070664361064,18.798642092786448,0.7627408097344953,532.2529353258982,0.10892371300288399,0.7080223898347923,0.0,3.966666666666667,70.39166666666667,2.0,4.0,16290.0,917.1525000031883,-81.22417430594577,298.37498811362326,-379.599162419569,1.0,1.0
formation_corridor_push,ours_explicit_vgne_cbf_cargo,Ours explicit vGNE-CBF cargo,model_based,decentralized,proposed,closed_form_explicit_vgne_cbf_cargo,proposed_model_based_decentralized_cargo,closed_form_model_based,distributed_explicit_vgne_cbf_caging_transport,local_contact_geometry_consensus_scalars_and_wrench_residual,0,10,False,False,support_dual_wrench_market_guarded,cargo,12,1.0,1.0,1.0,1.0,1.0534070112017147e-09,1.2952601953960159e-15,7.421294256748206e-14,5.254013355285925,0.9478754839992996,0.052124516000700394,7.012907640177765,0.7365721158025056,0.15346286959927397,1.098691554448771,0.0,0.0,0.16666666666666666,0.15911582024978874,0.512708934396911,0.2172728222305236,0.19922335530338683,66.60076286630773,18.099158792745428,0.875413952702536,670.7665748043129,0.14438330663295115,0.7788465840530857,0.0,5.483333333333334,43.51666666666667,3.0,3.0,16290.0,735.3809583485903,302.37333475686563,298.37498811362326,3.9983466432423946,0.008577071022964677,0.008577071022964677
formation_corridor_push,ours_explicit_vgne_cbf_push,Ours explicit vGNE-CBF push,model_based,decentralized,proposed,closed_form_explicit_vgne_cbf_push,proposed_model_based_decentralized_push_drag,closed_form_model_based,distributed_explicit_vgne_cbf_transport,local_contact_geometry_consensus_scalars_and_wrench_residual,0,10,False,False,support_dual_wrench_market_guarded,push_drag,12,1.0,1.0,0.0,0.0,3.84848214786872,0.0029209667091036153,0.1673590645298544,7.2181088996481355,0.9376244965060566,0.06237550349394338,7.012907640177765,0.7750466155489836,0.812638142084242,1.0887826881256149,0.0,0.0,0.08333333333333333,0.1480830111513033,0.31985062817386983,0.1266513536978309,0.07997389242956202,78.89417721945865,21.93981956381599,0.7212063511163361,797.8671779006291,0.17122317100510673,0.7622753801370629,0.0,5.5183333333333335,76.0,3.0,3.0,16290.0,1252.255841662797,-51.38994759781707,298.37498811362326,-349.7649357114403,1.0,1.0
formation_corridor_push,ours_hamiltonian_cargo,Ours Hamiltonian cargo,model_based,decentralized,proposed,hamiltonian_tensor_cargo,proposed_model_based_decentralized_cargo,model_based_tuning_optional,distributed_hamiltonian_cargo_transport,local_energy_wrench_formation_game,0,9,False,False,support_dual_wrench_market_guarded,cargo,12,1.0,1.0,1.0,1.0,0.0006008224050499897,2.49393309707339e-09,1.428918408502955e-07,5.297851223408354,0.9429534061562928,0.05704659384370723,7.012907640177765,0.7405112450976823,0.13917048310236654,1.0046841255369447,0.0,0.0,0.08333333333333333,0.15923205407809074,0.5024350271656594,0.21966015315186546,0.20375202541806714,70.86022114061521,19.569757655213134,0.8095085071227733,715.8921904411868,0.1537881300917774,0.7788465840530857,0.0,5.483333333333334,42.78166666666667,3.0,3.0,16290.0,653.0337416819142,301.1433700477066,298.37498811362326,2.7683819340833318,0.0078227030202956,0.0078227030202956
formation_corridor_push,ours_tensor_game_push,Ours tensor-game push,model_based,decentralized,proposed,smooth_tensor_game_wrench_push,proposed_model_based_decentralized_push_drag,model_based_tuning_optional,distributed_tensor_game_wrench_transport,local_tensor_field_and_wrench_residual,0,9,False,False,smith_wrench_pairs_guarded,push_drag,12,1.0,1.0,0.0,0.0,3.712718942955665,5.0000323516430356e-05,0.002864807511780179,8.116568828615883,0.9639174477496925,0.03608255225030757,4.036660111182485,0.35646639755489434,0.6267467415461995,1.005484225450535,0.0,0.0,0.0,0.11499999994985294,0.15327605079112355,0.09166695794475033,0.09509477622061614,102.48226724950752,19.751126285337627,0.7857532752728652,963.2113745662059,0.22247212639171754,0.7764792787053082,0.0,4.83,76.0,4.0,2.0,16290.0,1325.343550008256,-53.84855755590933,298.37498811362326,-352.22354566953254,1.0,1.0
formation_corridor_push,reference_centralized_mpc_cbf_cargo,Reference centralized MPC-CBF cargo,model_based_reference,centralized,reference,time_expanded_mpc_cbf_cargo,reference_model_based_reference_centralized_cargo,none,centralized_reference_mpc_cbf_cargo,global_state_and_time_expanded_constraints,0,10,False,False,wrench_oracle,cargo,12,1.0,1.0,1.0,1.0,0.00021910536295944422,6.41819930535803e-12,3.677357322708118e-10,4.828989152577589,0.9914639575647995,0.00853604243520048,3.637193694940383,0.25885759287874716,0.08937034652427885,1.0,0.0,0.0,0.16666666666666666,0.17361849514022562,0.45500340344126555,0.0869659704473506,0.08829947480601029,97.09024322445363,20.951952218741294,0.7527798655355205,955.6976771874083,0.21064436119621519,0.8102392473446692,0.0,4.095,42.49,4.0,2.0,16290.0,1521.7796166640862,298.37498811362326,298.37498811362326,0.0,0.0,0.0
formation_corridor_push,sota_centralized_cbf_push,SOTA centralized CBF push,sota,centralized,baseline,cbf_payload_push_drag,baseline_sota_centralized_push_drag,none,centralized_cbf_payload_velocity_projection,global_payload_robot_traffic_state,0,6,False,False,wrench_greedy,push_drag,12,1.0,1.0,0.0,0.0,6.941127840525966,0.006487825995377783,0.37172504775040927,9.874888936217646,0.9372518865550772,0.06274811344492272,6.417547202605185,0.7570432128047444,0.7589255967135319,1.0016918057264528,0.0,0.0,0.0,0.11499999988101862,0.2227668039392314,0.17467296900574292,0.09047171815735895,72.56520482636137,13.503631256256222,0.9408710118335359,693.3373490441105,0.15868974132581815,0.7740907843177363,0.0,5.6816666666666675,76.0,4.0,2.0,16290.0,1137.1867166793284,-76.92978726719251,298.37498811362326,-375.3047753808157,1.0,1.0
formation_corridor_push,sota_decentralized_vo_cargo,SOTA decentralized VO cargo,sota,decentralized,baseline,velocity_obstacle_cargo,baseline_sota_decentralized_cargo,none,distributed_velocity_obstacle_cargo_transport,local_relative_traffic_state,0,6,False,False,cbba_wrench_score,cargo,12,1.0,1.0,1.0,1.0,0.0011382498099852323,3.6507243894590147e-09,2.091710996814758e-07,5.036159288373954,0.9663993725275124,0.03360062747248758,5.632708610442724,0.5107400619476724,0.12401850578585401,1.001802317933884,0.0,0.0,0.16666666666666666,0.11499999991666339,0.3087289845589607,0.15635301541940888,0.15524492776119356,93.50576669322639,19.955040020676744,0.7918860354859206,923.2330604060511,0.2038143428345235,0.753755106465166,0.0,5.541666666666668,41.720000000000006,4.0,2.0,16290.0,579.456525001054,297.5978613464575,298.37498811362326,-0.7771267671658203,0.005802208315807617,0.005802208315807617
formation_corridor_push,sota_decentralized_vo_push,SOTA decentralized VO push,sota,decentralized,baseline,velocity_obstacle_push_drag,baseline_sota_decentralized_push_drag,none,distributed_velocity_obstacle_payload_tracking,local_relative_traffic_state,0,6,False,False,cbba_wrench_score,push_drag,12,1.0,1.0,0.0,0.0,3.137768522687573,0.0007386630825155782,0.042322277110266295,7.932416700687064,0.9296688229674346,0.07033117703256549,5.632708610442724,0.5964458597960062,0.5971636042810065,1.0016212467730101,0.0,0.0,0.0,0.1149999999162417,0.16647397574612288,0.08195116072336911,0.08000099999999932,93.4479971551563,19.022806479907025,0.826279081372595,914.7371531024991,0.20354025740869097,0.7404346632604435,0.0,5.635000000000002,76.0,4.0,2.0,16290.0,1128.802275013489,-49.732159782925294,298.37498811362326,-348.1071478965485,1.0,1.0
monte_carlo,classic_decentralized_apf_push,Classic decentralized APF push,classic,decentralized,baseline,apf_push_drag,baseline_classic_decentralized_push_drag,none,distributed_apf_payload_tracking,local_obstacle_and_slot_state,0,3,False,False,greedy_capacity,push_drag,12,1.0,1.0,0.0,0.0,5.755114947298522,0.9861411054388943,56.50172334601415,9.303845869807613,0.6873722090681111,0.3126277909318888,7.760716665646992,1.3750072066479262,0.6736305910356689,1.027524290494395,0.0,0.0,0.0,0.11499999993114746,0.758501485527433,0.6360222519414721,0.9722916213698776,54.55098561250485,16.66911829100049,0.8193995817059742,579.9043775100424,0.1090225572358784,0.699784083523365,0.0,4.82,75.86814536032385,2.0833333333333335,4.916666666666667,12351.0,895.872724999208,-102.9253535227305,301.2776182300103,-404.2029717527409,1.0,1.0
