protocol_version,run_id,task_token,world_id,world_hash,world_seed,scenario_family,stage,method_id,n_robots,selected_robots,selected_robot_ids,selected_slot_ids,recovered_robot,quorum_required,integer_quorum_ok,capacity_demand,effective_capacity,capacity_ok,static_wrench_residual,wrench_ok,accepted_by_stage,first_failed_certificate,physical_false_positive,final_physical_success,success,failure_code,runtime_wall_s,runtime_cpu_s,runtime_s,target_reached,collision,dropout_unrecovered,recovery_count,recovered_robot_dynamic,final_selected_robot_ids,final_selected_slot_ids,final_selected_robots,time_to_solution_s,time_censored,final_position_error_m,final_orientation_error_rad,minimum_clearance_m,mean_dynamic_wrench_residual,p95_dynamic_wrench_residual,mean_energy_balance_residual,safety_intervention_count,messages,bytes,world_ordinal,campaign_partition,exception
PHYSICAL_COALITION_CERTIFICATE_v1,39ff13a29355a67384390a5f7ad8ced35ca37190dc713f8b599ab0071931ea7f,7dcc6a512ee709dfc9849d7540b936184b69a4eb525756c34b83ec24d70eaabe,pcert-nominal_rotation-000,d6d137a8d217a7e210103e3b579be0717b85d780811a887ad5262ac70cebf134,430000,nominal_rotation,A0_RAW_PREF,A0_RAW_PREF,8,4,"[1,2,4,5]","[0,1,2,3]",-1,3,True,19.659880422438295,35.34919599629744,True,6.824426771456152e-14,True,True,NONE,False,True,True,none,0.10423289984464645,0.109375,0.10423289984464645,True,False,False,0,-1,"[1,2,4,5]","[0,1,2,3]",4,8.200000000000001,False,0.42786572663544536,0.012168335157597188,1.1611488730139765,0.1364932891214968,0.45755607814946997,0.9187340909781141,0,8,384,0,base,
PHYSICAL_COALITION_CERTIFICATE_v1,85888ab1cfdf5d18d981bf49f1b118394f609cc5d2b2faa43b715bfcfc88a640,7d1f2a77b37160596e2167f116d30f2bb24d41f908451f7524db093aefbd437a,pcert-nominal_rotation-000,d6d137a8d217a7e210103e3b579be0717b85d780811a887ad5262ac70cebf134,430000,nominal_rotation,A1_INTEGER_QR,A1_INTEGER_QR,8,4,"[1,2,4,5]","[0,1,2,3]",-1,3,True,19.659880422438295,35.34919599629744,True,6.824426771456152e-14,True,True,NONE,False,True,True,none,0.09777619992382824,0.09375,0.09777619992382824,True,False,False,0,-1,"[1,2,4,5]","[0,1,2,3]",4,8.200000000000001,False,0.42786572663544536,0.012168335157597188,1.1611488730139765,0.1364932891214968,0.45755607814946997,0.9187340909781141,0,16,768,0,base,
PHYSICAL_COALITION_CERTIFICATE_v1,d7bbace7676228e3467215993600239ad1197b51a0cfb9c1c064365cc20cf4f9,1e8925b4fecb5f71a17c87b9d5cbee9732eafaa66a202f0ef3b3bf3486168f2e,pcert-nominal_rotation-000,d6d137a8d217a7e210103e3b579be0717b85d780811a887ad5262ac70cebf134,430000,nominal_rotation,A2_CAPACITY,A2_CAPACITY,8,4,"[1,2,4,5]","[0,1,2,3]",-1,3,True,19.659880422438295,35.34919599629744,True,6.824426771456152e-14,True,True,NONE,False,True,True,none,0.09808470006100833,0.078125,0.09808470006100833,True,False,False,0,-1,"[1,2,4,5]","[0,1,2,3]",4,8.200000000000001,False,0.42786572663544536,0.012168335157597188,1.1611488730139765,0.1364932891214968,0.45755607814946997,0.9187340909781141,0,32,1536,0,base,
PHYSICAL_COALITION_CERTIFICATE_v1,fea5ed5b1535775463ca7455847c4c05c14c809ddbb4d4f313e807867c8cb721,ad14c70fa3f524dbec577ec6889769aa82371108c17a206e4bf6625e36389d92,pcert-nominal_rotation-000,d6d137a8d217a7e210103e3b579be0717b85d780811a887ad5262ac70cebf134,430000,nominal_rotation,A3_WRENCH_PAIR,A3_WRENCH_PAIR,8,5,"[0,1,2,4,5]","[6,7,5,3,1]",-1,3,True,19.659880422438295,43.14956783166321,True,2.225794381484696e-17,True,True,NONE,False,True,True,none,0.3897289000451565,0.390625,0.3897289000451565,True,False,False,0,-1,"[0,1,2,4,5]","[6,7,5,3,1]",5,8.200000000000001,False,0.436276466835442,0.13361974025032763,1.065240737906843,0.22078738354829835,0.5266961813747707,0.8134159572835912,0,62,2976,0,base,
PHYSICAL_COALITION_CERTIFICATE_v1,ee25102b43d49da830623daf9af19642dcbb706b7c9fe4245643222af6110666,a558c68826be6993d659e74e870d0ba9c09005f37df5c20f8e6a2bfa3dc064ff,pcert-nominal_rotation-000,d6d137a8d217a7e210103e3b579be0717b85d780811a887ad5262ac70cebf134,430000,nominal_rotation,A4_MECHANICS_SAFE,A4_MECHANICS_SAFE,8,5,"[0,1,2,4,5]","[6,7,5,3,1]",-1,3,True,19.659880422438295,43.14956783166321,True,2.225794381484696e-17,True,True,NONE,False,True,True,none,0.4374007999431342,0.4375,0.4374007999431342,True,False,False,0,-1,"[0,1,2,4,5]","[6,7,5,3,1]",5,8.200000000000001,False,0.436276466835442,0.13361974025032763,1.065240737906843,0.22078738354829835,0.5266961813747707,0.8134159572835912,0,72,3456,0,base,
PHYSICAL_COALITION_CERTIFICATE_v1,b4dae4c3ca9552b2aa6e0b16503fcf5c769282c6ebca491fa6ac551b4b98b0f9,1b4e6e7204b1dd279b92ad999b97a37699299b4c8d4e7b0681fa74b450510d46,pcert-nominal_rotation-000,d6d137a8d217a7e210103e3b579be0717b85d780811a887ad5262ac70cebf134,430000,nominal_rotation,FULL_ROBUST_LOCAL,FULL_ROBUST_LOCAL,8,5,"[0,1,2,4,5]","[6,7,5,3,1]",-1,3,True,19.659880422438295,43.14956783166321,True,2.225794381484696e-17,True,True,NONE,False,True,True,none,0.42155919992364943,0.421875,0.42155919992364943,True,False,False,0,-1,"[0,1,2,4,5]","[6,7,5,3,1]",5,8.200000000000001,False,0.436276466835442,0.13361974025032763,1.065240737906843,0.22078738354829835,0.5266961813747707,0.8134159572835912,0,475,22800,0,base,
PHYSICAL_COALITION_CERTIFICATE_v1,98217de595affd629bdbac970969bc1928ebed480488f8cef6c33cca0e2c85c5,ebd7d8f69ef51b6e1b86461db82aaa7eeae4dc9ee089150885ffe0c7ef915018,pcert-nominal_rotation-001,84cb4025b8e49aa896faab301c839f214a971a128e5be7bb4e21fd4bb3ced69d,430001,nominal_rotation,A0_RAW_PREF,A0_RAW_PREF,6,3,"[0,4,5]","[0,1,2]",-1,3,True,16.02816981702342,22.18739179752194,True,0.08390188719273,True,True,NONE,False,True,True,none,0.17859319993294775,0.1875,0.17859319993294775,True,False,False,0,-1,"[0,4,5]","[0,1,2]",3,8.3,False,0.442236800636665,0.10707283932826073,0.759992526527229,0.688662315547432,0.9198183464779469,0.05869119073774193,0,6,288,1,base,
PHYSICAL_COALITION_CERTIFICATE_v1,34fbbf902cafb36921bd6ff39344269ad828047a038afadea4fcecbc5c259b2b,528b1cec444cf3fdf8abb56a2275b513c7903fbef20efbdeb848860ff0aeb42e,pcert-nominal_rotation-001,84cb4025b8e49aa896faab301c839f214a971a128e5be7bb4e21fd4bb3ced69d,430001,nominal_rotation,A1_INTEGER_QR,A1_INTEGER_QR,6,3,"[0,4,5]","[0,1,2]",-1,3,True,16.02816981702342,22.18739179752194,True,0.08390188719273,True,True,NONE,False,True,True,none,0.17619389994069934,0.171875,0.17619389994069934,True,False,False,0,-1,"[0,4,5]","[0,1,2]",3,8.3,False,0.442236800636665,0.10707283932826073,0.759992526527229,0.688662315547432,0.9198183464779469,0.05869119073774193,0,12,576,1,base,
PHYSICAL_COALITION_CERTIFICATE_v1,48d450ba8aa7fa50836243a66bef79469a61479bcd6bbf6aaaf0b57b8d33541c,c40345e47e5c8d45e5f7a7671dcc0f10dbc43c8bc8add4315fc2826c3e3e7b48,pcert-nominal_rotation-001,84cb4025b8e49aa896faab301c839f214a971a128e5be7bb4e21fd4bb3ced69d,430001,nominal_rotation,A2_CAPACITY,A2_CAPACITY,6,3,"[0,4,5]","[0,1,2]",-1,3,True,16.02816981702342,22.18739179752194,True,0.08390188719273,True,True,NONE,False,True,True,none,0.1712633001152426,0.171875,0.1712633001152426,True,False,False,0,-1,"[0,4,5]","[0,1,2]",3,8.3,False,0.442236800636665,0.10707283932826073,0.759992526527229,0.688662315547432,0.9198183464779469,0.05869119073774193,0,24,1152,1,base,
PHYSICAL_COALITION_CERTIFICATE_v1,6617c060a86c84f0efd891346747f3231701ebb88b5b01f179f81c96c08ae65e,03237a3687b865665488c5504abd0e952ea1a5fdefba5f2f304344d9b1ec4dfd,pcert-nominal_rotation-001,84cb4025b8e49aa896faab301c839f214a971a128e5be7bb4e21fd4bb3ced69d,430001,nominal_rotation,A3_WRENCH_PAIR,A3_WRENCH_PAIR,6,4,"[0,2,4,5]","[6,7,2,4]",-1,3,True,16.02816981702342,28.09307243097241,True,2.4483738196331656e-16,True,True,NONE,False,True,True,none,0.33941019978374243,0.328125,0.33941019978374243,True,False,False,0,-1,"[0,2,4,5]","[6,7,2,4]",4,8.5,False,0.4387987756906728,0.1109905753162197,1.2535755653333456,0.3769722897368468,0.6242566531401771,0.3917726157536457,0,38,1824,1,base,
