study,seed,N,N_original,K,M,requested_delta,observed_delta,capacity_delta,quota_mode,spatial_mode,capacity_mode,treatment,failure_count,failed_robot_was_assigned,total_capacity_kg,total_demand_kg,capacity_mean_kg,capacity_std_kg,capacity_cv,capacity_min_kg,capacity_max_kg,quota_cv,milp_feasible,milp_optimal,milp_status,milp_message,milp_mip_gap,milp_node_count,milp_assigned_robot_count,milp_idle_robot_count,milp_robot_utilization,milp_total_distance,milp_mean_distance_per_assigned_robot,milp_normalized_mean_distance_per_assigned_robot,milp_distance_per_nominal_slot,milp_normalized_distance_p95,milp_total_excess_kg,milp_objective_value,milp_matrix_bytes,milp_binary_variable_count,milp_constraint_count,milp_solver_wall_ns,milp_total_wall_ns,milp_total_cpu_ns,hungarian_feasible,hungarian_coverage,hungarian_assigned_robot_count,hungarian_total_distance,hungarian_mean_distance_per_slot,hungarian_normalized_distance_p95,hungarian_solver_wall_ns,hungarian_total_wall_ns,hungarian_matrix_bytes,both_feasible,same_capacity_model,milp_to_hungarian_distance_ratio,milp_minus_hungarian_assigned_robots,milp_to_hungarian_solver_ratio,base_milp_total_distance,relative_distance_increase,assignment_churn,central_logical_messages,central_communication_bytes,retry_messages
scaling,810203787,5,5,3,10,-0.33,-0.3333333333333333,-0.20206531773399267,symmetric,uniform,moderate,none,0,False,25.0,37.66177058253436,5.0,2.1269275755433243,0.42538551510866485,2.080654171693696,7.558389457348844,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=25.000, demanda=37.662.",nan,0,0,5,0.0,nan,nan,nan,nan,nan,nan,nan,0,15,11,nan,nan,nan,False,0.5,5,269.86809365245307,53.973618730490614,0.5044973604404835,3500,140200,400,False,False,nan,nan,nan,nan,nan,nan,5,563,0
scaling,3631318694,5,5,3,10,-0.33,-0.3333333333333333,-0.25605928347961193,symmetric,uniform,moderate,none,0,False,24.999999999999996,42.20965648158568,5.0,1.4273542574409057,0.28547085148818113,2.5582270717869364,7.016987499585592,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=25.000, demanda=42.210.",nan,0,0,5,0.0,nan,nan,nan,nan,nan,nan,nan,0,15,11,nan,nan,nan,False,0.5,5,84.69502624052573,16.939005248105147,0.2612938452011737,3700,128400,400,False,False,nan,nan,nan,nan,nan,nan,5,564,0
scaling,2087282751,5,5,3,10,-0.33,-0.3333333333333333,-0.3017239635629558,symmetric,uniform,moderate,none,0,False,24.999999999999996,46.60492039097484,5.0,0.9193061384069682,0.18386122768139362,3.663011464692053,6.092501414798074,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=25.000, demanda=46.605.",nan,0,0,5,0.0,nan,nan,nan,nan,nan,nan,nan,0,15,11,nan,nan,nan,False,0.5,5,165.3293364162795,33.0658672832559,0.5230812299401295,2900,129700,400,False,False,nan,nan,nan,nan,nan,nan,5,558,0
scaling,2879130062,5,5,3,10,-0.33,-0.3333333333333333,-0.27631078455311764,symmetric,uniform,moderate,none,0,False,25.0,44.090431269069974,5.0,0.9572641129307254,0.1914528225861451,3.7882408341241205,6.722993539966594,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=25.000, demanda=44.090.",nan,0,0,5,0.0,nan,nan,nan,nan,nan,nan,nan,0,15,11,nan,nan,nan,False,0.5,5,193.7027450041416,38.740549000828324,0.35124824185461223,3400,116000,400,False,False,nan,nan,nan,nan,nan,nan,5,563,0
scaling,2993006858,5,5,3,10,-0.33,-0.3333333333333333,-0.22441501955822163,symmetric,uniform,moderate,none,0,False,25.0,39.46746811873493,5.0,1.4677478190240638,0.2935495638048128,3.699935395224283,7.46031726997314,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=25.000, demanda=39.467.",nan,0,0,5,0.0,nan,nan,nan,nan,nan,nan,nan,0,15,11,nan,nan,nan,False,0.5,5,117.26864047205018,23.453728094410035,0.24657458981619684,3800,115200,400,False,False,nan,nan,nan,nan,nan,nan,5,555,0
scaling,28130411,5,5,3,10,-0.33,-0.3333333333333333,-0.2145067882108781,symmetric,uniform,moderate,none,0,False,25.0,38.65427383658064,5.0,1.6835540093441592,0.33671080186883184,2.660446241371587,7.564640017961096,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=25.000, demanda=38.654.",nan,0,0,5,0.0,nan,nan,nan,nan,nan,nan,nan,0,15,11,nan,nan,nan,False,0.5,5,162.83007080197558,32.56601416039511,0.36184412831779356,3400,116200,400,False,False,nan,nan,nan,nan,nan,nan,5,565,0
scaling,222586308,5,5,3,10,-0.33,-0.3333333333333333,-0.23857769649614088,symmetric,uniform,moderate,none,0,False,25.0,40.666581829706786,5.0,1.1805351744207202,0.23610703488414403,3.24485872630153,6.896040684453045,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=25.000, demanda=40.667.",nan,0,0,5,0.0,nan,nan,nan,nan,nan,nan,nan,0,15,11,nan,nan,nan,False,0.5,5,160.01917554257997,32.00383510851599,0.3293767168201585,3300,122600,400,False,False,nan,nan,nan,nan,nan,nan,5,561,0
scaling,1551673201,5,5,3,10,-0.33,-0.3333333333333333,-0.2537205463395245,symmetric,uniform,moderate,none,0,False,25.0,41.999030664386765,5.0,1.8752431623136907,0.3750486324627381,2.5298512179827664,8.223587897424101,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=25.000, demanda=41.999.",nan,0,0,5,0.0,nan,nan,nan,nan,nan,nan,nan,0,15,11,nan,nan,nan,False,0.5,5,118.07687078780485,23.61537415756097,0.2604553951129747,3000,115400,400,False,False,nan,nan,nan,nan,nan,nan,5,559,0
scaling,2254991305,5,5,3,10,-0.33,-0.3333333333333333,-0.263489953609043,symmetric,uniform,moderate,none,0,False,25.0,42.887736555678714,5.0,0.928585878075552,0.18571717561511042,4.034510220339527,6.2962246656856555,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=25.000, demanda=42.888.",nan,0,0,5,0.0,nan,nan,nan,nan,nan,nan,nan,0,15,11,nan,nan,nan,False,0.5,5,150.99104413173106,30.19820882634621,0.3127618531528337,3400,126700,400,False,False,nan,nan,nan,nan,nan,nan,5,563,0
scaling,2242929901,5,5,3,10,-0.33,-0.3333333333333333,-0.2224147169722077,symmetric,uniform,moderate,none,0,False,24.999999999999996,39.30162850473201,4.999999999999998,1.338587397472757,0.2677174794945515,2.7172791334709983,6.5660636001072525,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=25.000, demanda=39.302.",nan,0,0,5,0.0,nan,nan,nan,nan,nan,nan,nan,0,15,11,nan,nan,nan,False,0.5,5,263.8215777806299,52.764315556125986,0.5687498106260838,3100,115300,400,False,False,nan,nan,nan,nan,nan,nan,5,563,0
scaling,1054060711,6,6,3,10,-0.27,-0.25,-0.1855863664567793,symmetric,uniform,moderate,none,0,False,29.999999999999996,43.67263700996947,5.0,1.4312008805025052,0.286240176100501,3.3283569513029954,6.857342457233612,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=30.000, demanda=43.673.",nan,0,0,6,0.0,nan,nan,nan,nan,nan,nan,nan,0,18,12,nan,nan,nan,False,0.6,6,249.99280153530077,41.66546692255013,0.4048354127718807,4600,155000,480,False,False,nan,nan,nan,nan,nan,nan,6,677,0
scaling,452146963,6,6,3,10,-0.27,-0.25,-0.18439064062056382,symmetric,uniform,moderate,none,0,False,30.0,43.564629083770626,5.0,0.8031715097864361,0.16063430195728723,3.3010739449380098,5.750195737406056,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=30.000, demanda=43.565.",nan,0,0,6,0.0,nan,nan,nan,nan,nan,nan,nan,0,18,12,nan,nan,nan,False,0.6,6,157.025905431058,26.170984238509664,0.3688950377137633,4400,152600,480,False,False,nan,nan,nan,nan,nan,nan,6,670,0
scaling,2199333419,6,6,3,10,-0.27,-0.25,-0.17407251650504035,symmetric,uniform,moderate,none,0,False,30.0,42.64560291190039,5.0,1.7295102749682305,0.3459020549936461,3.3598561569432115,8.61458572671778,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=30.000, demanda=42.646.",nan,0,0,6,0.0,nan,nan,nan,nan,nan,nan,nan,0,18,12,nan,nan,nan,False,0.6,6,211.1079222364661,35.18465370607768,0.4875486170217021,3700,144600,480,False,False,nan,nan,nan,nan,nan,nan,6,674,0
scaling,394389838,6,6,3,10,-0.27,-0.25,-0.14900946574000293,symmetric,uniform,moderate,none,0,False,30.0,40.50607214118392,5.0,1.6338347595884115,0.3267669519176823,3.2548618242496357,8.491064183236173,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=30.000, demanda=40.506.",nan,0,0,6,0.0,nan,nan,nan,nan,nan,nan,nan,0,18,12,nan,nan,nan,False,0.6,6,211.02855376841813,35.17142562806969,0.3935546302538043,4200,165700,480,False,False,nan,nan,nan,nan,nan,nan,6,679,0
scaling,285537697,6,6,3,10,-0.27,-0.25,-0.168364069462685,symmetric,uniform,moderate,none,0,False,29.999999999999996,42.146954931630184,4.999999999999999,1.7410576219247622,0.3482115243849525,2.597796483118032,6.804551351067073,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=30.000, demanda=42.147.",nan,0,0,6,0.0,nan,nan,nan,nan,nan,nan,nan,0,18,12,nan,nan,nan,False,0.6,6,173.45463257286275,28.90910542881046,0.3909185227656283,4500,153500,480,False,False,nan,nan,nan,nan,nan,nan,6,673,0
scaling,3447252941,6,6,3,10,-0.27,-0.25,-0.18719428414201714,symmetric,uniform,moderate,none,0,False,29.999999999999996,43.81837852439939,4.999999999999999,2.1292486622360935,0.4258497324472188,2.7841964845830236,8.870735544420269,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=30.000, demanda=43.818.",nan,0,0,6,0.0,nan,nan,nan,nan,nan,nan,nan,0,18,12,nan,nan,nan,False,0.6,6,184.34500154721496,30.724166924535826,0.3839851385222673,3900,147000,480,False,False,nan,nan,nan,nan,nan,nan,6,671,0
scaling,1930766772,6,6,3,10,-0.27,-0.25,-0.1795504606542058,symmetric,uniform,moderate,none,0,False,29.999999999999996,43.130640121807474,4.999999999999999,0.7203202948736442,0.14406405897472888,4.320333957172358,6.4780763302227555,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=30.000, demanda=43.131.",nan,0,0,6,0.0,nan,nan,nan,nan,nan,nan,nan,0,18,12,nan,nan,nan,False,0.6,6,192.16793926618624,32.027989877697706,0.2772481479189374,6100,224200,480,False,False,nan,nan,nan,nan,nan,nan,6,671,0
scaling,389524123,6,6,3,10,-0.27,-0.25,-0.18532743715262676,symmetric,uniform,moderate,none,0,False,30.0,43.649221461802,5.0,0.9193587309722856,0.18387174619445712,4.099384613648686,6.382135140782936,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=30.000, demanda=43.649.",nan,0,0,6,0.0,nan,nan,nan,nan,nan,nan,nan,0,18,12,nan,nan,nan,False,0.6,6,217.1596655874055,36.19327759790092,0.37157846770062863,8100,250600,480,False,False,nan,nan,nan,nan,nan,nan,6,674,0
scaling,2092223253,6,6,3,10,-0.27,-0.25,-0.1860909471613686,symmetric,uniform,moderate,none,0,False,30.0,43.718310160995124,5.0,1.4061523451038014,0.28123046902076027,3.4726119465743372,7.503112089895106,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=30.000, demanda=43.718.",nan,0,0,6,0.0,nan,nan,nan,nan,nan,nan,nan,0,18,12,nan,nan,nan,False,0.6,6,201.7072433451164,33.617873890852735,0.37242459951770884,4500,150900,480,False,False,nan,nan,nan,nan,nan,nan,6,675,0
scaling,1177133046,6,6,3,10,-0.27,-0.25,-0.18593725132866248,symmetric,uniform,moderate,none,0,False,30.000000000000007,43.70439207288169,5.000000000000001,0.88992617939406,0.177985235878812,3.6697439727911405,5.828970569167313,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=30.000, demanda=43.704.",nan,0,0,6,0.0,nan,nan,nan,nan,nan,nan,nan,0,18,12,nan,nan,nan,False,0.6,6,219.36383671242277,36.56063945207046,0.45363032271909776,3700,153200,480,False,False,nan,nan,nan,nan,nan,nan,6,674,0
scaling,2266623018,7,7,3,10,-0.2,-0.17647058823529413,-0.09460606959860504,symmetric,uniform,moderate,none,0,False,35.0,42.31441270979847,5.0,1.340809253393271,0.26816185067865417,3.837809649248038,7.235618203008701,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=35.000, demanda=42.314.",nan,0,0,7,0.0,nan,nan,nan,nan,nan,nan,nan,0,21,13,nan,nan,nan,False,0.7,7,271.3076373288768,38.758233904125255,0.4285093872027992,5000,185400,560,False,False,nan,nan,nan,nan,nan,nan,7,780,0
scaling,2338375597,7,7,3,10,-0.2,-0.17647058823529413,-0.045984681148705006,symmetric,uniform,moderate,none,0,False,35.0,38.37408385044087,5.0,2.1814843584788943,0.43629687169577885,2.507511014297022,8.224517893283865,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=35.000, demanda=38.374.",nan,0,0,7,0.0,nan,nan,nan,nan,nan,nan,nan,0,21,13,nan,nan,nan,False,0.7,7,382.2356885256022,54.60509836080031,0.5700075289940184,3700,159600,560,False,False,nan,nan,nan,nan,nan,nan,7,789,0
scaling,3921703984,7,7,3,10,-0.2,-0.17647058823529413,-0.10916061555198345,symmetric,uniform,moderate,none,0,False,35.0,43.57757663394454,5.0,2.6129571891691468,0.5225914378338293,3.0159747386905096,11.18442466341029,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=35.000, demanda=43.578.",nan,0,0,7,0.0,nan,nan,nan,nan,nan,nan,nan,0,21,13,nan,nan,nan,False,0.7,7,206.98529699913973,29.569328142734246,0.4929348510282048,4300,164800,560,False,False,nan,nan,nan,nan,nan,nan,7,791,0
scaling,683088067,7,7,3,10,-0.2,-0.17647058823529413,-0.11718056054632164,symmetric,uniform,moderate,none,0,False,35.0,44.29141211856256,5.0,1.5668735973534325,0.3133747194706865,2.4153143898672873,6.760451477611357,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=35.000, demanda=44.291.",nan,0,0,7,0.0,nan,nan,nan,nan,nan,nan,nan,0,21,13,nan,nan,nan,False,0.7,7,246.78669352700666,35.25524193242952,0.40120335818792785,4200,178900,560,False,False,nan,nan,nan,nan,nan,nan,7,789,0
scaling,2562519524,7,7,3,10,-0.2,-0.17647058823529413,-0.10901263747523629,symmetric,uniform,moderate,none,0,False,34.99999999999999,43.564526214651494,5.0,1.5783571095665396,0.31567142191330794,3.5920516474102437,8.091386538791715,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=35.000, demanda=43.565.",nan,0,0,7,0.0,nan,nan,nan,nan,nan,nan,nan,0,21,13,nan,nan,nan,False,0.7,7,230.80632913451475,32.97233273350211,0.4061783649233732,3700,164100,560,False,False,nan,nan,nan,nan,nan,nan,7,786,0
scaling,1682410522,7,7,3,10,-0.2,-0.17647058823529413,-0.07034027901299979,symmetric,uniform,moderate,none,0,False,35.0,40.296367498510605,5.0,2.262083788814234,0.4524167577628468,3.0545412330556796,9.763899044035439,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=35.000, demanda=40.296.",nan,0,0,7,0.0,nan,nan,nan,nan,nan,nan,nan,0,21,13,nan,nan,nan,False,0.7,7,183.39289324380152,26.198984749114505,0.3247013663749478,4600,176400,560,False,False,nan,nan,nan,nan,nan,nan,7,792,0
scaling,3522196375,7,7,3,10,-0.2,-0.17647058823529413,-0.07585694682847692,symmetric,uniform,moderate,none,0,False,35.0,40.74584882694329,5.0,2.6115129224925933,0.5223025844985186,2.7528354239823334,9.907081164688478,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=35.000, demanda=40.746.",nan,0,0,7,0.0,nan,nan,nan,nan,nan,nan,nan,0,21,13,nan,nan,nan,False,0.7,7,231.444551897253,33.063507413893284,0.34937112933276887,5700,207700,560,False,False,nan,nan,nan,nan,nan,nan,7,788,0
scaling,2780890346,7,7,3,10,-0.2,-0.17647058823529413,-0.10680796129821161,symmetric,uniform,moderate,none,0,False,35.0,43.370604491439074,5.0,2.8059677483335617,0.5611935496667123,1.6725750088337223,10.438086903017092,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=35.000, demanda=43.371.",nan,0,0,7,0.0,nan,nan,nan,nan,nan,nan,nan,0,21,13,nan,nan,nan,False,0.7,7,299.82948579487856,42.83278368498265,0.5342657043729964,5500,192400,560,False,False,nan,nan,nan,nan,nan,nan,7,788,0
scaling,1151342440,7,7,3,10,-0.2,-0.17647058823529413,-0.04846557720852087,symmetric,uniform,moderate,none,0,False,35.0,38.56538904251488,5.0,0.9068481892257275,0.1813696378451455,3.430734141718382,6.616440009746979,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=35.000, demanda=38.565.",nan,0,0,7,0.0,nan,nan,nan,nan,nan,nan,nan,0,21,13,nan,nan,nan,False,0.7,7,259.9342542051214,37.133464886445914,0.4488720295895306,6100,206300,560,False,False,nan,nan,nan,nan,nan,nan,7,786,0
scaling,1577853583,7,7,3,10,-0.2,-0.17647058823529413,-0.11326352527622015,symmetric,uniform,moderate,none,0,False,34.99999999999999,43.941153313677695,4.999999999999999,1.6247056654071206,0.3249411330814242,2.8416108385034264,6.830951296954912,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=35.000, demanda=43.941.",nan,0,0,7,0.0,nan,nan,nan,nan,nan,nan,nan,0,21,13,nan,nan,nan,False,0.7,7,180.21994402210058,25.74570628887151,0.3367389094136214,5500,205200,560,False,False,nan,nan,nan,nan,nan,nan,7,790,0
scaling,2847205774,8,8,3,10,-0.13,-0.1111111111111111,-0.032680160136465186,symmetric,uniform,moderate,none,0,False,40.0,42.702738745941616,5.0,1.495173812871404,0.2990347625742808,2.4404484413333,7.047968772281908,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=40.000, demanda=42.703.",nan,0,0,8,0.0,nan,nan,nan,nan,nan,nan,nan,0,24,14,nan,nan,nan,False,0.8,8,229.071796737574,28.63397459219675,0.2971631968179146,5600,226000,640,False,False,nan,nan,nan,nan,nan,nan,8,896,0
scaling,3946215702,8,8,3,10,-0.13,-0.1111111111111111,-0.021078514243960293,symmetric,uniform,moderate,none,0,False,40.0,41.72259079410692,5.0,2.568763166231341,0.5137526332462682,2.8257018231413706,11.5135290584892,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=40.000, demanda=41.723.",nan,0,0,8,0.0,nan,nan,nan,nan,nan,nan,nan,0,24,14,nan,nan,nan,False,0.8,8,205.98392904251568,25.74799113031446,0.27394940219013425,6200,243400,640,False,False,nan,nan,nan,nan,nan,nan,8,902,0
scaling,2377248807,8,8,3,10,-0.13,-0.1111111111111111,-0.050408742253344116,symmetric,uniform,moderate,none,0,False,39.99999999999999,44.246773911795444,5.0,0.964717907011897,0.19294358140237938,3.695710198950532,6.463799690890122,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=40.000, demanda=44.247.",nan,0,0,8,0.0,nan,nan,nan,nan,nan,nan,nan,0,24,14,nan,nan,nan,False,0.8,8,323.3142437512877,40.41428046891096,0.525288603194996,6300,222800,640,False,False,nan,nan,nan,nan,nan,nan,8,901,0
scaling,2835069748,8,8,3,10,-0.13,-0.1111111111111111,-0.03020165316088791,symmetric,uniform,moderate,none,0,False,40.0,42.49137592443418,5.0,2.1093565401629686,0.4218713080325937,2.3090362467827026,8.172536843904767,0.1414213562373095,False,False,-1,"Capacidad total insuficiente para cargas obligatorias: capacidad=40.000, demanda=42.491.",nan,0,0,8,0.0,nan,nan,nan,nan,nan,nan,nan,0,24,14,nan,nan,nan,False,0.8,8,207.5522716428609,25.94403395535761,0.35130389036852405,5000,228800,640,False,False,nan,nan,nan,nan,nan,nan,8,898,0
