protocol_version,run_id,task_token,world_id,world_hash,world_seed,scenario_family,stage,method_id,n_robots,selected_robots,selected_robot_ids,selected_slot_ids,recovered_robot,quorum_required,integer_quorum_ok,capacity_demand,effective_capacity,capacity_ok,static_wrench_residual,wrench_ok,accepted_by_stage,first_failed_certificate,physical_false_positive,final_physical_success,success,failure_code,runtime_wall_s,runtime_cpu_s,runtime_s,target_reached,collision,dropout_unrecovered,recovery_count,recovered_robot_dynamic,final_selected_robot_ids,final_selected_slot_ids,final_selected_robots,time_to_solution_s,time_censored,final_position_error_m,final_orientation_error_rad,minimum_clearance_m,mean_dynamic_wrench_residual,p95_dynamic_wrench_residual,mean_energy_balance_residual,safety_intervention_count,messages,bytes,world_ordinal,campaign_partition,exception
PHYSICAL_COALITION_CERTIFICATE_v1_1_FIXEDN,66d6baf56ccf86c1d70040b5f7aaa6a164e513575a210ed48caa198e8bc86b94,328466aa13635f9b613a4596737d00957eae8b0c47704e63aba3b52f1df3d2eb,pcert-nominal_rotation-000,c268b133d0b098bad567a44c6f3d94c1b576a4254df779e40c66e1aad7949c40,640000,nominal_rotation,A0_RAW_PREF,A0_RAW_PREF,6,3,"[0,3,4]","[0,1,2]",-1,3,True,14.567005347900466,17.145631637662284,True,0.08390188719273,True,True,NONE,False,True,True,none,0.1320175000000745,0.140625,0.1320175000000745,True,False,False,0,-1,"[0,3,4]","[0,1,2]",3,8.3,False,0.421447444361903,0.09297732767096534,0.9277512340207076,0.5745968375218874,0.9242689162614459,0.2767937890303872,0,6,288,0,base,
PHYSICAL_COALITION_CERTIFICATE_v1_1_FIXEDN,3a99bd50790b0ac838047534a27bcfb442e8e5c610e02061605c78e9d404546f,eaf6b5dba9233d24d1944ec2a168836674541b39dd496f624e69d23b3f899d11,pcert-nominal_rotation-000,c268b133d0b098bad567a44c6f3d94c1b576a4254df779e40c66e1aad7949c40,640000,nominal_rotation,A1_INTEGER_QR,A1_INTEGER_QR,6,3,"[0,3,4]","[0,1,2]",-1,3,True,14.567005347900466,17.145631637662284,True,0.08390188719273,True,True,NONE,False,True,True,none,0.15991390007548034,0.171875,0.15991390007548034,True,False,False,0,-1,"[0,3,4]","[0,1,2]",3,8.3,False,0.421447444361903,0.09297732767096534,0.9277512340207076,0.5745968375218874,0.9242689162614459,0.2767937890303872,0,12,576,0,base,
PHYSICAL_COALITION_CERTIFICATE_v1_1_FIXEDN,e89bf262e5493e1de59f9a2cfa4d709143da34087a0a4f916d9ae5eb11770d14,9ef4a79c9a57affdb8957e89cb0c108d8e2bf694ec054becdbd3efee4cb49dd4,pcert-nominal_rotation-000,c268b133d0b098bad567a44c6f3d94c1b576a4254df779e40c66e1aad7949c40,640000,nominal_rotation,A2_CAPACITY,A2_CAPACITY,6,3,"[0,3,4]","[0,1,2]",-1,3,True,14.567005347900466,17.145631637662284,True,0.08390188719273,True,True,NONE,False,True,True,none,0.17236820003017783,0.171875,0.17236820003017783,True,False,False,0,-1,"[0,3,4]","[0,1,2]",3,8.3,False,0.421447444361903,0.09297732767096534,0.9277512340207076,0.5745968375218874,0.9242689162614459,0.2767937890303872,0,24,1152,0,base,
PHYSICAL_COALITION_CERTIFICATE_v1_1_FIXEDN,eecf6705aeca603cf66fef796032d704fa717529846e3d59507e3ed5195d30e3,05fbd6380fef4862d1d8625eea38a598afbbe48eb756bb60e988439fb8ad2b41,pcert-nominal_rotation-000,c268b133d0b098bad567a44c6f3d94c1b576a4254df779e40c66e1aad7949c40,640000,nominal_rotation,A3_WRENCH_PAIR,A3_WRENCH_PAIR,6,4,"[0,3,4,5]","[6,7,2,4]",-1,3,True,14.567005347900466,22.11511493871121,True,2.4483738196331656e-16,True,True,NONE,False,True,True,none,0.33782629994675517,0.328125,0.33782629994675517,True,False,False,0,-1,"[0,3,4,5]","[6,7,2,4]",4,10.4,False,0.21110618150053934,0.27153498164284695,0.8451243713271129,0.4604261673950781,0.7692708735332805,0.407852447650381,0,38,1824,0,base,
PHYSICAL_COALITION_CERTIFICATE_v1_1_FIXEDN,8357d1f03a0293baa52e218b00b4f8c2fded3543338fa0cdd5733107f71a898d,048a255744afd2525c39a5be22e6065f3da2c779c666d4f50af5eb29785a4645,pcert-nominal_rotation-000,c268b133d0b098bad567a44c6f3d94c1b576a4254df779e40c66e1aad7949c40,640000,nominal_rotation,A4_MECHANICS_SAFE,A4_MECHANICS_SAFE,6,4,"[0,3,4,5]","[6,7,2,4]",-1,3,True,14.567005347900466,22.11511493871121,True,2.4483738196331656e-16,True,True,NONE,False,True,True,none,0.3270883997902274,0.328125,0.3270883997902274,True,False,False,0,-1,"[0,3,4,5]","[6,7,2,4]",4,10.4,False,0.21110618150053934,0.27153498164284695,0.8451243713271129,0.4604261673950781,0.7692708735332805,0.407852447650381,0,46,2208,0,base,
PHYSICAL_COALITION_CERTIFICATE_v1_1_FIXEDN,3859bcf7290cbb68038f2c45de9832012ddf22d5e5dff3a6c4aacb13dbfef4ca,36588af0b5911b7174e79c3131962bc4b53ba9777f8289a2842cf3f886dfb6b1,pcert-nominal_rotation-000,c268b133d0b098bad567a44c6f3d94c1b576a4254df779e40c66e1aad7949c40,640000,nominal_rotation,FULL_ROBUST_LOCAL,FULL_ROBUST_LOCAL,6,4,"[0,3,4,5]","[6,7,2,4]",-1,3,True,14.567005347900466,22.11511493871121,True,2.4483738196331656e-16,True,True,NONE,False,True,True,none,0.2962448000907898,0.28125,0.2962448000907898,True,False,False,0,-1,"[0,3,4,5]","[6,7,2,4]",4,10.4,False,0.21110618150053934,0.27153498164284695,0.8451243713271129,0.4604261673950781,0.7692708735332805,0.407852447650381,0,459,22032,0,base,
PHYSICAL_COALITION_CERTIFICATE_v1_1_FIXEDN,9b87a85e0a3e8fc97e07c9ab05d004134d02c9400d60b0c3d86493fa88810964,a05bc32a304ad8cc2afcc31d4566cdf6b464efb7b1e487c28c7af075b87a7f42,pcert-nominal_rotation-001,7b01c1c8e881761050484ac588b1c141f2c844d9b9b6939f2269a0613f5f4e74,640001,nominal_rotation,A0_RAW_PREF,A0_RAW_PREF,6,3,"[0,1,4]","[0,1,2]",-1,3,True,15.854551678259254,22.794841954774668,True,0.1392729161740316,True,True,NONE,False,True,True,none,0.19178500003181398,0.171875,0.19178500003181398,True,False,False,0,-1,"[0,1,4]","[0,1,2]",3,8.3,False,0.40413860561443066,0.09482376722703734,1.2908059645762502,0.5550968854076815,0.9112710202200991,0.2758346968932813,0,6,288,1,base,
PHYSICAL_COALITION_CERTIFICATE_v1_1_FIXEDN,4b478e43d2b36eaaa5560070373a911f2ece71215af2b1f7b5aa76a7e7a57cea,8dfc82c3183a7be7b29b10e25b1763b2e088edca65c23e906accf94b69c865b4,pcert-nominal_rotation-001,7b01c1c8e881761050484ac588b1c141f2c844d9b9b6939f2269a0613f5f4e74,640001,nominal_rotation,A1_INTEGER_QR,A1_INTEGER_QR,6,3,"[0,1,4]","[0,1,2]",-1,3,True,15.854551678259254,22.794841954774668,True,0.1392729161740316,True,True,NONE,False,True,True,none,0.2641042999457568,0.265625,0.2641042999457568,True,False,False,0,-1,"[0,1,4]","[0,1,2]",3,8.3,False,0.40413860561443066,0.09482376722703734,1.2908059645762502,0.5550968854076815,0.9112710202200991,0.2758346968932813,0,12,576,1,base,
PHYSICAL_COALITION_CERTIFICATE_v1_1_FIXEDN,c2e35a370449309b2a644f7473c3b3b19c3cc8b0b9dda53a1124183e8f24f668,223773826c6f12922421b7423b07502d1bceba4c62b0c902c38568838d0044b3,pcert-nominal_rotation-001,7b01c1c8e881761050484ac588b1c141f2c844d9b9b6939f2269a0613f5f4e74,640001,nominal_rotation,A2_CAPACITY,A2_CAPACITY,6,3,"[0,1,4]","[0,1,2]",-1,3,True,15.854551678259254,22.794841954774668,True,0.1392729161740316,True,True,NONE,False,True,True,none,0.24115949985571206,0.25,0.24115949985571206,True,False,False,0,-1,"[0,1,4]","[0,1,2]",3,8.3,False,0.40413860561443066,0.09482376722703734,1.2908059645762502,0.5550968854076815,0.9112710202200991,0.2758346968932813,0,24,1152,1,base,
PHYSICAL_COALITION_CERTIFICATE_v1_1_FIXEDN,8620dd052c7987a9ff10933066018124c8c75902212911dc513c9c2223467711,5deb6ed52ba6de68387465f2c05774ec3ca61a001506438698b268d3626259a6,pcert-nominal_rotation-001,7b01c1c8e881761050484ac588b1c141f2c844d9b9b6939f2269a0613f5f4e74,640001,nominal_rotation,A3_WRENCH_PAIR,A3_WRENCH_PAIR,6,5,"[0,1,3,4,5]","[6,7,4,2,3]",-1,3,True,15.854551678259254,34.162341866383635,True,1.6566849393507073e-16,True,True,NONE,False,True,True,none,0.2737098000943661,0.265625,0.2737098000943661,True,False,False,0,-1,"[0,1,3,4,5]","[6,7,4,2,3]",5,8.1,False,0.44190891600414106,0.019553616142180097,1.02097830459814,0.23578549387957126,0.6044259866493883,0.6524147709679193,0,38,1824,1,base,
