protocol_version,run_id,task_token,world_id,world_hash,world_seed,scenario_family,stage,method_id,n_robots,selected_robots,selected_robot_ids,selected_slot_ids,recovered_robot,quorum_required,integer_quorum_ok,capacity_demand,effective_capacity,capacity_ok,static_wrench_residual,wrench_ok,accepted_by_stage,first_failed_certificate,physical_false_positive,final_physical_success,success,failure_code,runtime_wall_s,runtime_cpu_s,runtime_s,target_reached,collision,dropout_unrecovered,recovery_count,recovered_robot_dynamic,time_to_solution_s,time_censored,final_position_error_m,final_orientation_error_rad,minimum_clearance_m,mean_dynamic_wrench_residual,p95_dynamic_wrench_residual,mean_energy_balance_residual,safety_intervention_count,messages,bytes,campaign_partition
PHYSICAL_COALITION_CERTIFICATE_v1,b06e3da8c99baec1191c34bf23294bd034fac2e2c62e0884bf80ec4bcef827c6,ebe2df97ffd3bd085709cc34cf22c3f5de01f75855669e9f5fd219e7972edc47,pcert-nominal_rotation-000,ec6dd669eec2a16dc1add780c43a53f9045738ac9ca52ed4a9393a66f8c507f2,730001,nominal_rotation,A0_RAW_PREF,A0_RAW_PREF,8,4,"[2,3,5,6]","[0,1,2,3]",-1,3,True,17.144530086686306,29.487367313109132,True,3.1930647619112445e-16,True,True,NONE,False,True,True,none,0.13785509997978806,0.125,0.13785509997978806,True,False,False,0,-1,7.7,False,0.4231326988854503,0.051651473555688554,0.8294621297269514,0.49602694835372235,0.8729176674202795,0.48290109140921983,0,8,384,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1,7be497bd250530880e24fd00904e41c812c8b384a99bc5fff96033e083a3ff24,60c86426d02b4c31c260c3cbb402b1c44e3cb6013486ca361a3a5270ca068a7f,pcert-nominal_rotation-000,ec6dd669eec2a16dc1add780c43a53f9045738ac9ca52ed4a9393a66f8c507f2,730001,nominal_rotation,A1_INTEGER_QR,A1_INTEGER_QR,8,4,"[2,3,5,6]","[0,1,2,3]",-1,3,True,17.144530086686306,29.487367313109132,True,3.1930647619112445e-16,True,True,NONE,False,True,True,none,0.1441941000521183,0.15625,0.1441941000521183,True,False,False,0,-1,7.7,False,0.4231326988854503,0.051651473555688554,0.8294621297269514,0.49602694835372235,0.8729176674202795,0.48290109140921983,0,16,768,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1,9d7eb32bf2c89e96cedd53fc87c07cc603d0906973ab126f27c0da6edf93a329,8c41d4dc00bd2ce6aba27d1de75ad479be3bf69176d4dfdf3ecc4e8f75bcfa82,pcert-nominal_rotation-000,ec6dd669eec2a16dc1add780c43a53f9045738ac9ca52ed4a9393a66f8c507f2,730001,nominal_rotation,A2_CAPACITY,A2_CAPACITY,8,4,"[2,3,5,6]","[0,1,2,3]",-1,3,True,17.144530086686306,29.487367313109132,True,3.1930647619112445e-16,True,True,NONE,False,True,True,none,0.14028699998743832,0.140625,0.14028699998743832,True,False,False,0,-1,7.7,False,0.4231326988854503,0.051651473555688554,0.8294621297269514,0.49602694835372235,0.8729176674202795,0.48290109140921983,0,32,1536,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1,942ce3809b01a37ba099203744c4857f7dce43c1da2dc757fa74edcb19510ed8,a730dcc077f101e947e3ab34f6bf13b387fff3d1b68175bcdfca2a03544d76e5,pcert-nominal_rotation-000,ec6dd669eec2a16dc1add780c43a53f9045738ac9ca52ed4a9393a66f8c507f2,730001,nominal_rotation,A3_WRENCH_PAIR,A3_WRENCH_PAIR,8,5,"[2,3,4,5,6]","[6,7,5,0,2]",-1,3,True,17.144530086686306,35.92605734684772,True,2.8154319394789393e-17,True,True,NONE,False,True,True,none,0.42869640002027154,0.421875,0.42869640002027154,True,False,False,0,-1,8.200000000000001,False,0.4372388314466898,0.09929087417408589,1.2327101644761886,0.24850339997569468,0.517603110040321,0.7187589572083108,0,62,2976,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1,b8d367e7102a70f1106e58c9702a328b3047658db5c6587f84672f3268ababff,6f7c8128130b1c668ecddef34f8e5305bd0763c04ea2576e7256545fe64ec9fd,pcert-nominal_rotation-000,ec6dd669eec2a16dc1add780c43a53f9045738ac9ca52ed4a9393a66f8c507f2,730001,nominal_rotation,A4_MECHANICS_SAFE,A4_MECHANICS_SAFE,8,5,"[2,3,4,5,6]","[6,7,5,0,2]",-1,3,True,17.144530086686306,35.92605734684772,True,2.8154319394789393e-17,True,True,NONE,False,True,True,none,0.453729199944064,0.4375,0.453729199944064,True,False,False,0,-1,8.200000000000001,False,0.4372388314466898,0.09929087417408589,1.2327101644761886,0.24850339997569468,0.517603110040321,0.7187589572083108,0,72,3456,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1,72a4aca88c3376f7a67d42a8c5a7f16f870833474a22eb54eafb181018ffb1ae,506820d0ac8efe47cb2495d643d5cdbbe183f96a36aec1c0a354f967baa749c0,pcert-nominal_rotation-000,ec6dd669eec2a16dc1add780c43a53f9045738ac9ca52ed4a9393a66f8c507f2,730001,nominal_rotation,FULL_ROBUST_LOCAL,FULL_ROBUST_LOCAL,8,5,"[2,3,4,5,6]","[6,7,5,0,2]",-1,3,True,17.144530086686306,35.92605734684772,True,2.8154319394789393e-17,True,True,NONE,False,True,True,none,0.4247188998851925,0.421875,0.4247188998851925,True,False,False,0,-1,8.200000000000001,False,0.4372388314466898,0.09929087417408589,1.2327101644761886,0.24850339997569468,0.517603110040321,0.7187589572083108,0,479,22992,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1,3bade91e9b5dd8d3d075371eebd9457296205f23cc491cdefd952c88240a336d,2587b22018b6fe8a5c4e11143755b4ab407e8471e617023b9df4197472f2b59d,pcert-scarcity_capacity-001,dfbc6b994f23bf58b4611c8b3703d6ace0d599110f4ecf4375ee1b7e5a704277,730002,scarcity_capacity,A0_RAW_PREF,A0_RAW_PREF,6,3,"[0,4,5]","[0,1,2]",-1,4,False,22.99869558376526,22.24059490943683,False,0.09672873655019862,True,True,INTEGER_QR,True,False,False,incomplete_quorum,0.12476979987695813,0.140625,0.12476979987695813,True,False,False,0,-1,7.800000000000001,False,0.41914398674140235,0.049469889167635284,0.8123218413977368,0.6688776596325855,0.8971969938484505,0.07196119125669553,0,6,288,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1,312ef8de9b58b54e6533563f58ca0e2305dd2dd64cb875872cb16cbdd8ab33c3,da608a4e07f506acdca9c825ddbb7fa2d1c5afab17e105ef9d0b92fb1480201a,pcert-scarcity_capacity-001,dfbc6b994f23bf58b4611c8b3703d6ace0d599110f4ecf4375ee1b7e5a704277,730002,scarcity_capacity,A1_INTEGER_QR,A1_INTEGER_QR,6,4,"[0,4,5,3]","[0,1,2,3]",-1,4,True,22.99869558376526,26.87756973503915,True,0.0023151035703071737,True,True,NONE,False,True,True,none,0.13209619978442788,0.125,0.13209619978442788,True,False,False,0,-1,7.5,False,0.42340341353980515,0.13427607404862174,0.8011426783086742,0.5749890657445642,0.8721090761602127,0.3057861010758397,0,12,576,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1,ccbc06ea2f1ebc4cf9bac2e57c388e382baef0ea106c5218b1bf7910be2f9d97,de0c7aa1e96e6a56033eb8cdeb4df86462d47b53fbc2e9dc9f18d030530c0c68,pcert-scarcity_capacity-001,dfbc6b994f23bf58b4611c8b3703d6ace0d599110f4ecf4375ee1b7e5a704277,730002,scarcity_capacity,A2_CAPACITY,A2_CAPACITY,6,4,"[0,4,5,3]","[0,1,2,3]",-1,4,True,22.99869558376526,26.87756973503915,True,0.0023151035703071737,True,True,NONE,False,True,True,none,0.137802500044927,0.140625,0.137802500044927,True,False,False,0,-1,7.5,False,0.42340341353980515,0.13427607404862174,0.8011426783086742,0.5749890657445642,0.8721090761602127,0.3057861010758397,0,24,1152,dry_run
PHYSICAL_COALITION_CERTIFICATE_v1,2c9628dfd89578f5e8ae61ff9b4ebebb0fdd0e264ac044d7120731be56594e2a,159109c1790a54ec1b222bacba1759e426529b271cb7189c81bb2bac0804971c,pcert-scarcity_capacity-001,dfbc6b994f23bf58b4611c8b3703d6ace0d599110f4ecf4375ee1b7e5a704277,730002,scarcity_capacity,A3_WRENCH_PAIR,A3_WRENCH_PAIR,6,4,"[0,3,4,5]","[6,7,5,4]",-1,4,True,22.99869558376526,26.877569735039152,True,2.7752351784313593e-16,True,True,NONE,False,True,True,none,0.3104916999582201,0.3125,0.3104916999582201,True,False,False,0,-1,14.3,False,0.1609072396261905,0.27326306249413523,0.4512992040349343,0.5879258381873664,0.8801135565957539,0.5256393762053526,0,32,1536,dry_run
