experiment_id,scenario_generator,scenario_variant_id,seed,method,method_family,method_scope,method_ownership,method_variant,load_id,status,assigned_capacity_kg,assigned_robot_ids,assigned_robots,capacity_deficit_kg,load_index,mass_kg,method_comparison_group,method_file_tag,method_title,required_capacity_kg,required_robots,reward,robot_deficit,robot_surplus
SP1_DIAG_wrench_market_protocol_repair,under_demand,under_demand_v00,2400,centralized_coalition_milp,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,load-01,OK,25.0,amr-03,1,0.0,1,22.07178813773806,centralized_oracle_reference,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_capacity_feasible_coalition],22.07178813773806,1,1.35,0,0
SP1_DIAG_wrench_market_protocol_repair,under_demand,under_demand_v00,2400,centralized_coalition_milp,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,load-02,OK,25.0,amr-02,1,0.0,2,21.885554836008836,centralized_oracle_reference,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_capacity_feasible_coalition],21.885554836008836,1,1.3900000000000001,0,0
SP1_DIAG_wrench_market_protocol_repair,under_demand,under_demand_v00,2400,centralized_coalition_milp,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,load-03,OK,25.0,amr-04,1,0.0,3,21.429410312579893,centralized_oracle_reference,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_capacity_feasible_coalition],21.429410312579893,1,1.4300000000000002,0,0
SP1_DIAG_wrench_market_protocol_repair,under_demand,under_demand_v00,2400,greedy_nearest,classic,decentralized,baseline,nearest_greedy,load-01,OK,25.0,amr-02,1,0.0,1,22.07178813773806,classic_decentralized_baseline,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],22.07178813773806,1,1.35,0,0
SP1_DIAG_wrench_market_protocol_repair,under_demand,under_demand_v00,2400,greedy_nearest,classic,decentralized,baseline,nearest_greedy,load-02,OK,25.0,amr-04,1,0.0,2,21.885554836008836,classic_decentralized_baseline,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],21.885554836008836,1,1.3900000000000001,0,0
SP1_DIAG_wrench_market_protocol_repair,under_demand,under_demand_v00,2400,greedy_nearest,classic,decentralized,baseline,nearest_greedy,load-03,OK,25.0,amr-03,1,0.0,3,21.429410312579893,classic_decentralized_baseline,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],21.429410312579893,1,1.4300000000000002,0,0
SP1_DIAG_wrench_market_protocol_repair,under_demand,under_demand_v00,2400,cbba,sota,decentralized,baseline,cbba_like_auction,load-01,OK,25.0,amr-03,1,0.0,1,22.07178813773806,sota_decentralized_baseline,baseline-sota-decentralized-cbba,CBBA-like auction [baseline | sota | decentralized | cbba_like_auction],22.07178813773806,1,1.35,0,0
SP1_DIAG_wrench_market_protocol_repair,under_demand,under_demand_v00,2400,cbba,sota,decentralized,baseline,cbba_like_auction,load-02,OK,25.0,amr-04,1,0.0,2,21.885554836008836,sota_decentralized_baseline,baseline-sota-decentralized-cbba,CBBA-like auction [baseline | sota | decentralized | cbba_like_auction],21.885554836008836,1,1.3900000000000001,0,0
SP1_DIAG_wrench_market_protocol_repair,under_demand,under_demand_v00,2400,cbba,sota,decentralized,baseline,cbba_like_auction,load-03,OK,25.0,amr-02,1,0.0,3,21.429410312579893,sota_decentralized_baseline,baseline-sota-decentralized-cbba,CBBA-like auction [baseline | sota | decentralized | cbba_like_auction],21.429410312579893,1,1.4300000000000002,0,0
SP1_DIAG_wrench_market_protocol_repair,under_demand,under_demand_v00,2400,replicator_cardinality,model_based,decentralized,baseline,population_game_replicator,load-01,OK,25.0,amr-03,1,0.0,1,22.07178813773806,model_based_decentralized_baseline,baseline-model-based-decentralized-replicator-cardinality,Replicator cardinality [baseline | model_based | decentralized | population_game_replicator],22.07178813773806,1,1.35,0,0
SP1_DIAG_wrench_market_protocol_repair,under_demand,under_demand_v00,2400,replicator_cardinality,model_based,decentralized,baseline,population_game_replicator,load-02,OVER,50.0,amr-02 amr-04,2,0.0,2,21.885554836008836,model_based_decentralized_baseline,baseline-model-based-decentralized-replicator-cardinality,Replicator cardinality [baseline | model_based | decentralized | population_game_replicator],21.885554836008836,1,1.3900000000000001,0,1
SP1_DIAG_wrench_market_protocol_repair,under_demand,under_demand_v00,2400,replicator_cardinality,model_based,decentralized,baseline,population_game_replicator,load-03,UNDER,0.0,,0,21.429410312579893,3,21.429410312579893,model_based_decentralized_baseline,baseline-model-based-decentralized-replicator-cardinality,Replicator cardinality [baseline | model_based | decentralized | population_game_replicator],21.429410312579893,1,1.4300000000000002,1,0
SP1_DIAG_wrench_market_protocol_repair,under_demand,under_demand_v00,2400,bnn_cardinality,model_based,decentralized,baseline,bnn_cardinality,load-01,OK,25.0,amr-02,1,0.0,1,22.07178813773806,model_based_decentralized_baseline,baseline-model-based-decentralized-bnn-cardinality,BNN cardinality [baseline | model_based | decentralized | bnn_cardinality],22.07178813773806,1,1.35,0,0
