experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_training_parameters,method_tuned_parameters,method_training_episodes,method_train_seed_count,method_validation_seed_count,method_test_seed_count,method_uses_neural_policy,method_uses_decoder,method_checkpoint_version,method_rollout_action_mode,n_robots,n_loads,demand_ratio,heterogeneous_robots,communication_radius,assigned_robots,assignment_cost,captured_reward,coalition_success_rate,coalition_time,communication_messages,demand_satisfaction_ratio,energy_proxy_wh,estimated_arrival_time_s,idle_robots,max_assigned_travel_distance_m,mean_assigned_travel_distance_m,method_file_tag,method_title,optimality_gap_vs_oracle,oracle_reward,oracle_runtime_ms,priority_regret,robots_overassigned,robots_underassigned,runtime_ms,served_load_rate,strategy_switches,travel_distance_m
SP1_DIAG_wrench_market_protocol_repair,under_demand,under_demand_v00,2400,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,6,3,0.5,False,inf,3,12.483458769819912,4.17,1.0,1.0,18,1.0,62.41729384909955,6.826051210454496,3,4.436933286795423,4.1611529232733035,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_capacity_feasible_coalition],0.0,4.17,2.063399995677173,0.0,0,0,2.6021000230684876,1.0,0,12.483458769819912
SP1_DIAG_wrench_market_protocol_repair,under_demand,under_demand_v00,2400,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,6,3,0.5,False,inf,3,18.52815345293358,4.17,1.0,1.0,18,1.0,92.64076726466789,12.440622978725129,3,8.086404936171334,6.17605115097786,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],0.08523673854163115,4.17,2.063399995677173,0.0,0,0,0.12069998774677515,1.0,0,18.52815345293358
SP1_DIAG_wrench_market_protocol_repair,under_demand,under_demand_v00,2400,cbba,CBBA-like auction,sota,decentralized,baseline,cbba_like_auction,sota_decentralized_baseline,none,distributed_auction_proxy,auction_bids,0,0,2,0,0,0,0,False,False,,none,6,3,0.5,False,inf,3,16.133229877991926,4.17,1.0,1.0,18,1.0,80.66614938995963,13.215122676918838,3,8.589829739997246,5.377743292663975,baseline-sota-decentralized-cbba,CBBA-like auction [baseline | sota | decentralized | cbba_like_auction],0.05146572357957544,4.17,2.063399995677173,0.0,0,0,0.2066000597551465,1.0,0,16.133229877991926
SP1_DIAG_wrench_market_protocol_repair,under_demand,under_demand_v00,2400,replicator_cardinality,Replicator cardinality,model_based,decentralized,baseline,population_game_replicator,model_based_decentralized_baseline,model_based_tuning_optional,distributed_utility_rule,local_deficit_scores,0,0,4,0,0,0,0,False,False,,none,6,3,0.5,False,inf,3,11.284088486667356,2.74,0.6666666666666666,nan,18,0.6666666666666666,56.420442433336774,6.826051210454496,3,4.436933286795423,3.7613628288891188,baseline-model-based-decentralized-replicator-cardinality,Replicator cardinality [baseline | model_based | decentralized | population_game_replicator],0.38637854076823613,4.17,2.063399995677173,1.4299999999999997,1,1,0.11140003334730864,0.6666666666666666,0,11.284088486667356
SP1_DIAG_wrench_market_protocol_repair,under_demand,under_demand_v00,2400,bnn_cardinality,BNN cardinality,model_based,decentralized,baseline,bnn_cardinality,model_based_decentralized_baseline,model_based_tuning_optional,distributed_nonlinear_utility_rule,local_deficit_scores,0,0,5,0,0,0,0,False,False,,none,6,3,0.5,False,inf,3,18.52815345293358,4.17,1.0,1.0,18,1.0,92.64076726466789,12.440622978725129,3,8.086404936171334,6.17605115097786,baseline-model-based-decentralized-bnn-cardinality,BNN cardinality [baseline | model_based | decentralized | bnn_cardinality],0.08523673854163115,4.17,2.063399995677173,0.0,0,0,0.09119999594986439,1.0,0,18.52815345293358
SP1_DIAG_wrench_market_protocol_repair,under_demand,under_demand_v00,2400,smith_cardinality,Smith cardinality,model_based,decentralized,proposed,smith_qr_cardinality,proposed_model_based_variation,model_based_tuning_optional,distributed_smith_qr_rule,local_capacity_scores,0,0,3,0,0,0,0,False,False,,none,6,3,0.5,False,inf,5,26.797858224310154,2.74,0.6666666666666666,nan,18,0.6666666666666666,133.98929112155076,13.629869380890902,1,8.859415097579086,5.359571644862031,proposed-model-based-decentralized-smith-cardinality,Smith cardinality [proposed | model_based | decentralized | smith_qr_cardinality],0.6051394880525712,4.17,2.063399995677173,1.4299999999999997,3,1,0.11819996871054173,0.6666666666666666,0,26.797858224310154
SP1_DIAG_wrench_market_protocol_repair,under_demand,under_demand_v00,2400,replicator_cardinality_repair,Replicator cardinality local repair,model_based,decentralized,proposed,replicator_with_certified_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_replicator_plus_local_exact_repair,local_deficit_scores_plus_small_repair_neighborhood,0,0,7,0,0,0,0,False,False,,none,6,3,0.5,False,inf,3,18.822834288926327,4.17,1.0,1.0,18,1.0,94.11417144463164,17.35297561681792,3,11.279434150931648,6.274278096308776,proposed-model-based-decentralized-replicator-cardinality-repair,Replicator cardinality local repair [proposed | model_based | decentralized | replicator_with_certified_local_repair],0.08939205732736091,4.17,2.063399995677173,0.0,0,0,1.577800023369491,1.0,0,18.822834288926327
SP1_DIAG_wrench_market_protocol_repair,under_demand,under_demand_v00,2400,logit_cardinality_repair,Logit cardinality local repair,model_based,decentralized,proposed,logit_quorum_flow_with_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_logit_quorum_flow_plus_local_repair,softmax_local_deficit_scores_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,6,3,0.5,False,inf,3,18.52815345293358,4.17,1.0,1.0,18,1.0,92.64076726466789,12.440622978725129,3,8.086404936171334,6.17605115097786,proposed-model-based-decentralized-logit-cardinality-repair,Logit cardinality local repair [proposed | model_based | decentralized | logit_quorum_flow_with_local_repair],0.08523673854163115,4.17,2.063399995677173,0.0,0,0,1.3319000136107206,1.0,0,18.52815345293358
SP1_DIAG_wrench_market_protocol_repair,under_demand,under_demand_v00,2400,bnn_cardinality_repair,Brown/BNN cardinality local repair,model_based,decentralized,proposed,brown_bnn_positive_excess_with_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_brown_bnn_positive_excess_plus_local_repair,positive_excess_scores_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,6,3,0.5,False,inf,3,18.52815345293358,4.17,1.0,1.0,18,1.0,92.64076726466789,12.440622978725129,3,8.086404936171334,6.17605115097786,proposed-model-based-decentralized-bnn-cardinality-repair,Brown/BNN cardinality local repair [proposed | model_based | decentralized | brown_bnn_positive_excess_with_local_repair],0.08523673854163115,4.17,2.063399995677173,0.0,0,0,0.7382000330835581,1.0,0,18.52815345293358
SP1_DIAG_wrench_market_protocol_repair,under_demand,under_demand_v00,2400,primal_dual_local_repair,Primal-dual local repair,model_based,decentralized_local,proposed,primal_dual_with_certified_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_primal_dual_plus_certified_local_repair,local_deficit_capacity_prices_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,6,3,0.5,False,inf,3,16.133229877991926,4.17,1.0,1.0,18,1.0,80.66614938995963,13.215122676918838,3,8.589829739997246,5.377743292663975,proposed-model-based-decentralized-local-primal-dual-local-repair,Primal-dual local repair [proposed | model_based | decentralized_local | primal_dual_with_certified_local_repair],0.05146572357957544,4.17,2.063399995677173,0.0,0,0,0.9509000228717923,1.0,0,16.133229877991926
SP1_DIAG_wrench_market_protocol_repair,under_demand,under_demand_v00,2400,tensor_quorum_flow_repair,Smooth tensor quorum-flow repair,model_based,decentralized_local,proposed,smooth_tensor_quorum_flow_with_repair,proposed_local_repair_family,model_based_tuning_optional,smooth_tensor_quorum_flow_plus_certified_local_repair,radius_limited_tensorized_deficit_capacity_scores,0,0,9,0,0,0,0,False,False,,none,6,3,0.5,False,inf,3,16.133229877991926,4.17,1.0,1.0,18,1.0,80.66614938995963,13.215122676918838,3,8.589829739997246,5.377743292663975,proposed-model-based-decentralized-local-tensor-quorum-flow-repair,Smooth tensor quorum-flow repair [proposed | model_based | decentralized_local | smooth_tensor_quorum_flow_with_repair],0.05146572357957544,4.17,2.063399995677173,0.0,0,0,0.9567000670358539,1.0,0,16.133229877991926
