experiment_id,scenario_generator,scenario_variant_id,seed,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_training_parameters,method_tuned_parameters,method_training_episodes,method_train_seed_count,method_validation_seed_count,method_test_seed_count,method_uses_neural_policy,method_uses_decoder,method_checkpoint_version,method_rollout_action_mode,n_robots,n_loads,demand_ratio,heterogeneous_robots,communication_radius,assigned_robots,assignment_cost,captured_reward,coalition_success_rate,coalition_time,communication_messages,demand_satisfaction_ratio,energy_proxy_wh,estimated_arrival_time_s,idle_robots,max_assigned_travel_distance_m,mean_assigned_travel_distance_m,method_file_tag,method_title,optimality_gap_vs_oracle,oracle_reward,oracle_runtime_ms,priority_regret,robots_overassigned,robots_underassigned,runtime_ms,served_load_rate,strategy_switches,travel_distance_m
SP1_DEBUG_smoke,setup,setup_v00,2000,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,5.375186073377842,1.7,1.0,1.0,4,1.0,26.875930366889214,4.6245759875693215,2,3.005974391920059,2.687593036688921,baseline-classic-decentralized-greedy-nearest,Greedy nearest [baseline | classic | decentralized | nearest_greedy],0.0,1.7,0.2877999795600772,0.0,0,0,0.11119991540908813,1.0,0,5.375186073377842
SP1_DEBUG_smoke,setup,setup_v00,2000,hungarian_expanded,Hungarian expanded,classic,centralized,baseline,hungarian_expanded,classic_centralized_baseline,none,centralized_hungarian_assignment,centralized_all_robot_load_pairs,0,0,0,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,5.375186073377842,1.7,1.0,1.0,4,1.0,26.875930366889214,4.6245759875693215,2,3.005974391920059,2.687593036688921,baseline-classic-centralized-hungarian-expanded,Hungarian expanded [baseline | classic | centralized | hungarian_expanded],0.0,1.7,0.2877999795600772,0.0,0,0,0.0513000413775444,1.0,0,5.375186073377842
SP1_DEBUG_smoke,setup,setup_v00,2000,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,5.375186073377842,1.7,1.0,1.0,4,1.0,26.875930366889214,4.6245759875693215,2,3.005974391920059,2.687593036688921,reference-model-based-oracle-centralized-centralized-coalition-milp,Centralized coalition oracle [reference | model_based_oracle | centralized | exact_capacity_feasible_coalition],0.0,1.7,0.2877999795600772,0.0,0,0,0.21349999587982893,1.0,0,5.375186073377842
SP1_DEBUG_smoke,setup,setup_v00,2000,cbba,CBBA-like auction,sota,decentralized,baseline,cbba_like_auction,sota_decentralized_baseline,none,distributed_auction_proxy,auction_bids,0,0,2,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,5.375186073377842,1.7,1.0,1.0,4,1.0,26.875930366889214,4.6245759875693215,2,3.005974391920059,2.687593036688921,baseline-sota-decentralized-cbba,CBBA-like auction [baseline | sota | decentralized | cbba_like_auction],0.0,1.7,0.2877999795600772,0.0,0,0,0.14589994680136442,1.0,0,5.375186073377842
SP1_DEBUG_smoke,setup,setup_v00,2000,replicator_cardinality,Replicator cardinality,model_based,decentralized,baseline,population_game_replicator,model_based_decentralized_baseline,model_based_tuning_optional,distributed_utility_rule,local_deficit_scores,0,0,4,0,0,0,0,False,False,,none,4,1,0.5,False,inf,3,11.708221459161987,1.7,1.0,1.0,4,1.0,58.54110729580994,9.743131362744837,1,6.333035385784144,3.9027404863873287,baseline-model-based-decentralized-replicator-cardinality,Replicator cardinality [baseline | model_based | decentralized | population_game_replicator],0.2212428490196816,1.7,0.2877999795600772,0.0,1,0,0.11560006532818079,1.0,0,11.708221459161987
SP1_DEBUG_smoke,setup,setup_v00,2000,replicator_cardinality_repair,Replicator cardinality local repair,model_based,decentralized,proposed,replicator_with_certified_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_replicator_plus_local_exact_repair,local_deficit_scores_plus_small_repair_neighborhood,0,0,7,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,5.375186073377842,1.7,1.0,1.0,4,1.0,26.875930366889214,4.6245759875693215,2,3.005974391920059,2.687593036688921,proposed-model-based-decentralized-replicator-cardinality-repair,Replicator cardinality local repair [proposed | model_based | decentralized | replicator_with_certified_local_repair],0.0,1.7,0.2877999795600772,0.0,0,0,0.8159000426530838,1.0,0,5.375186073377842
SP1_DEBUG_smoke,setup,setup_v00,2000,logit_cardinality_repair,Logit cardinality local repair,model_based,decentralized,proposed,logit_quorum_flow_with_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_logit_quorum_flow_plus_local_repair,softmax_local_deficit_scores_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,5.375186073377842,1.7,1.0,1.0,4,1.0,26.875930366889214,4.6245759875693215,2,3.005974391920059,2.687593036688921,proposed-model-based-decentralized-logit-cardinality-repair,Logit cardinality local repair [proposed | model_based | decentralized | logit_quorum_flow_with_local_repair],0.0,1.7,0.2877999795600772,0.0,0,0,1.1460999958217144,1.0,0,5.375186073377842
SP1_DEBUG_smoke,setup,setup_v00,2000,smith_cardinality,Smith cardinality,model_based,decentralized,proposed,smith_qr_cardinality,proposed_model_based_variation,model_based_tuning_optional,distributed_smith_qr_rule,local_capacity_scores,0,0,3,0,0,0,0,False,False,,none,4,1,0.5,False,inf,4,19.09131009935317,1.7,1.0,1.0,4,1.0,95.45655049676586,11.358597907986436,0,7.3830886401911835,4.772827524838292,proposed-model-based-decentralized-smith-cardinality,Smith cardinality [proposed | model_based | decentralized | smith_qr_cardinality],0.47916901961828345,1.7,0.2877999795600772,0.0,2,0,0.062400009483098984,1.0,0,19.09131009935317
SP1_DEBUG_smoke,setup,setup_v00,2000,bnn_cardinality,BNN cardinality,model_based,decentralized,baseline,bnn_cardinality,model_based_decentralized_baseline,model_based_tuning_optional,distributed_nonlinear_utility_rule,local_deficit_scores,0,0,5,0,0,0,0,False,False,,none,4,1,0.5,False,inf,3,11.708221459161987,1.7,1.0,1.0,4,1.0,58.54110729580994,9.743131362744837,1,6.333035385784144,3.9027404863873287,baseline-model-based-decentralized-bnn-cardinality,BNN cardinality [baseline | model_based | decentralized | bnn_cardinality],0.2212428490196816,1.7,0.2877999795600772,0.0,1,0,0.10099995415657759,1.0,0,11.708221459161987
SP1_DEBUG_smoke,setup,setup_v00,2000,bnn_cardinality_repair,Brown/BNN cardinality local repair,model_based,decentralized,proposed,brown_bnn_positive_excess_with_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_brown_bnn_positive_excess_plus_local_repair,positive_excess_scores_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,5.375186073377842,1.7,1.0,1.0,4,1.0,26.875930366889214,4.6245759875693215,2,3.005974391920059,2.687593036688921,proposed-model-based-decentralized-bnn-cardinality-repair,Brown/BNN cardinality local repair [proposed | model_based | decentralized | brown_bnn_positive_excess_with_local_repair],0.0,1.7,0.2877999795600772,0.0,0,0,0.6349000614136457,1.0,0,5.375186073377842
SP1_DEBUG_smoke,setup,setup_v00,2000,primal_dual_cardinality_capacity,Primal-dual cardinality capacity,model_based,decentralized,proposed,primal_dual_capacity,proposed_model_based_variation,model_based_tuning_optional,distributed_primal_dual_capacity_rule,local_deficit_capacity_prices,0,0,4,0,0,0,0,False,False,,none,4,1,0.5,False,inf,2,5.375186073377842,1.7,1.0,1.0,4,1.0,26.875930366889214,4.6245759875693215,2,3.005974391920059,2.687593036688921,proposed-model-based-decentralized-primal-dual-cardinality-capacity,Primal-dual cardinality capacity [proposed | model_based | decentralized | primal_dual_capacity],0.0,1.7,0.2877999795600772,0.0,0,0,0.25210005696862936,1.0,0,5.375186073377842
