exact_query,exact_result_count,exact_exact_in_snippet,exact_top_url,exact_top_title,exact_urls_first_five,unquoted_query,unquoted_result_count,longest_consecutive_query_words,unquoted_top_url,unquoted_top_title,unquoted_urls_first_five,verdict,rationale,checked_at_utc
"""vecindario La ejecución permanece digital aunque las activaciones sean asíncronas integrador muestreo""",0,false,,,,vecindario La ejecución permanece digital aunque las activaciones sean asíncronas integrador muestreo,18,2,https://www.ibm.com/docs/es/cics-ts/6.x?topic=processes-synchronous-asynchronous-activations,Activaciones síncronas y asíncronas,https://www.ibm.com/docs/es/cics-ts/6.x?topic=processes-synchronous-asynchronous-activations | https://ebuah.uah.es/xmlui/bitstream/handle/10017/65884/Tesis%20Eduardo%20Ortega%20Sanchez.pdf?isAllowed=y&sequence=1 | https://device.report/m/7da38a69482aaa4a767159745b2ca73750e11172dab19f2b63a542653770b4d5 | https://es.mathworks.com/help/simulink/ug/what-is-sample-time.html | https://www.researchgate.net/publication/28201591_Muestreo_Control_y_Comunicacion_Basados_en_Eventos,ORIGINAL,"No normalized exact-phrase match in returned snippets; the search backend exposed 0 exact-query and 18 open-query results; open snippets shared at most 2 consecutive query words. Counts are visible results, not global-index totals.",2026-09-09T05:16:00Z
"""discretización alteran esas hipótesis La interconexión híbrida necesita una prueba composicional incluso""",3,false,https://juandomingofarnos.wordpress.com/page/9/,juandon. Innovación y conocimiento – Página 9 – La búsqueda del conocimiento en una Sociedad de la Inteligencia,https://juandomingofarnos.wordpress.com/page/9/ | https://www.proyectodescartes.org/iCartesiLibri/materiales_didacticos/Gobernanza/indexb.html | https://www.programadelfin.com.mx/web-delfin2024/recursos/memoriaverano2024/paginas/resumenes-estudiantes.php?letra=T,discretización alteran esas hipótesis La interconexión híbrida necesita una prueba composicional incluso,18,1,https://www.sciencedirect.com/science/article/abs/pii/S0890540124000543,A computable and compositional semantics for hybrid systems - ScienceDirect,https://www.sciencedirect.com/science/article/abs/pii/S0890540124000543 | https://research.tue.nl/en/publications/foundations-of-a-compositional-interchange-format-for-hybrid-syst-2 | https://www.research.unipd.it/handle/11577/3518622 | https://pubmed.ncbi.nlm.nih.gov/33682305/ | https://cris.maastrichtuniversity.nl/en/publications/a-computable-and-compositional-semantics-for-hybrid-systems/,ORIGINAL,"No normalized exact-phrase match in returned snippets; the search backend exposed 3 exact-query and 18 open-query results; open snippets shared at most 1 consecutive query words. Counts are visible results, not global-index totals.",2026-09-09T05:16:02Z
"""que requiere varios robots introduce dependencias entre ganadores Su formulación mínima incluye""",5,false,https://mintic.gov.co/portal/inicio/Atencion-y-Servicio-a-la-Ciudadania/Preguntas-frecuentes/,Preguntas frecuentes,https://mintic.gov.co/portal/inicio/Atencion-y-Servicio-a-la-Ciudadania/Preguntas-frecuentes/ | https://pt.scribd.com/document/379682389/87135691-Ciencia-Del-Entrenamiento-pdf | https://www.campustudionline.com/contents/from-subject/c7a6b151-e24f-4ca6-91f7-fcc85142afca/material/3e1ebdf1-e286-4daf-be05-6b2347cc9b7d/ | https://www.scribd.com/document/899942270/PE-202412-La-Inteligencia-Artificial-y-La-Red-Electrica | https://www.scribd.com/document/1003349497/TEXTO-3,que requiere varios robots introduce dependencias entre ganadores Su formulación mínima incluye,19,2,https://learn.microsoft.com/es-es/azure/cloud-adoption-framework/ai-agents/single-agent-multiple-agents,Elegir entre construir un sistema de agente único o un sistema multiagente - Cloud Adoption Framework | Microsoft Learn,https://learn.microsoft.com/es-es/azure/cloud-adoption-framework/ai-agents/single-agent-multiple-agents | https://www.alphaxiv.org/es/abs/2410.21040 | https://www.alphaxiv.org/es/abs/2411.09022 | https://www.researchgate.net/publication/308765731_Un_algoritmo_hibrido_para_el_problema_NRP_con_interdependencias | https://www.contextologia.com/articulos/multi-agent-systems-guia,ORIGINAL,"No normalized exact-phrase match in returned snippets; the search backend exposed 5 exact-query and 19 open-query results; open snippets shared at most 2 consecutive query words. Counts are visible results, not global-index totals.",2026-09-09T05:16:05Z
"""E c t 2 L 0 mide conectividad algebraica cuando la topología""",3,false,https://www.campustudionline.com/contents/427f7d80-c8eb-47ca-9e56-66f707ae9dc8/,Matemáticas para la Economía I - CampuStudiOnline,https://www.campustudionline.com/contents/427f7d80-c8eb-47ca-9e56-66f707ae9dc8/ | https://www.udocz.com/apuntes/46874/analisis-de-circuitos-en-ingenieria-8va | https://djvu.online/file/syBrI342PB1ch,E c t 2 L 0 mide conectividad algebraica cuando la topología,21,2,https://es.wikipedia.org/wiki/Conectividad_algebraica,Conectividad algebraica,https://es.wikipedia.org/wiki/Conectividad_algebraica | https://es.wikipedia.org/wiki/Topolog%C3%ADa_algebraica | https://universo.math.org.mx/2014-3/Explicadas-topologias/tg.html | https://es.wikipedia.org/wiki/Matriz_laplaciana | https://gredos.usal.es/bitstream/handle/10366/157892/TFM%20Jorge%20Contonente.pdf?isAllowed=y&sequence=1,ORIGINAL,"No normalized exact-phrase match in returned snippets; the search backend exposed 3 exact-query and 21 open-query results; open snippets shared at most 2 consecutive query words. Counts are visible results, not global-index totals.",2026-09-09T05:16:07Z
"""asíncrono citado supone activación persistente y retardos acotados una copia que excede""",0,false,,,,asíncrono citado supone activación persistente y retardos acotados una copia que excede,18,1,https://architect.salesforce.com/docs/architect/es-mx/fundamentals/guide/async-fundamentals,Procesamiento asíncrono en Lightning Platform | Primeros pasos con los fundamentos | Fundamentos | Salesforce Developers,https://architect.salesforce.com/docs/architect/es-mx/fundamentals/guide/async-fundamentals | https://architect.salesforce.com/docs/architect/es-es/fundamentals/guide/async-fundamentals.html | https://docs.cloud.google.com/application-integration/docs/configure-for-each-parallel-task?hl=es-419 | https://www.ibm.com/docs/es/baw/23.x?topic=reference-asynchronous-reliability-qualifier | https://ebuah.uah.es/dspace/bitstream/handle/10017/32022/TFG-Escobar-Mart%C3%ADn-2017.pdf?isAllowed=y&sequence=1,ORIGINAL,"No normalized exact-phrase match in returned snippets; the search backend exposed 0 exact-query and 18 open-query results; open snippets shared at most 1 consecutive query words. Counts are visible results, not global-index totals.",2026-09-09T05:16:09Z
"""forma salvo movimientos rígidos del conjunto Una formación rígida todavía puede exceder""",6,false,https://id.scribd.com/document/661675538/Temario-especifico-VOL2,"Temario Educador Infantil Madrid | PDF | Ciencias sociales | Relaciones personales, crianza y desarrollo personal",https://id.scribd.com/document/661675538/Temario-especifico-VOL2 | https://www.scribd.com/document/762626224/Niveles-de-Organizacion-27-09-18 | https://www.scribd.com/document/511422710/TDRs-Condomino-La-Tamborada | https://www.daypo.com/examen-oposiciones.html | https://alaeits2022.opc.uy/es/programa/extendido,forma salvo movimientos rígidos del conjunto Una formación rígida todavía puede exceder,17,2,https://support.ptc.com/help/creo/creo_pma/r13/spanish/simulate/mech_des/degs_freedom.html,Grados de libertad,https://support.ptc.com/help/creo/creo_pma/r13/spanish/simulate/mech_des/degs_freedom.html | https://soporte.dmd.com.mx/portal/es/kb/articles/movimientos-de-cuerpo-r%C3%ADgido | https://www.fmsite.net/forums/topic/44712-teoremas-t%C3%A1cticos-10/ | https://es.wikipedia.org/wiki/Cinem%C3%A1tica_del_s%C3%B3lido_r%C3%ADgido | https://www.suin-juriscol.gov.co/viewDocument.asp?id=1007946,ORIGINAL,"No normalized exact-phrase match in returned snippets; the search backend exposed 6 exact-query and 17 open-query results; open snippets shared at most 2 consecutive query words. Counts are visible results, not global-index totals.",2026-09-09T05:16:30Z
"""el modelo planar rígido una función de Lyapunov local puede incorporar amortiguamiento""",2,false,https://it.scribd.com/document/379261942/2014-Libro-IngenieriaMecatronica,2014 Libro IngenieriaMecatronica | PDF,https://it.scribd.com/document/379261942/2014-Libro-IngenieriaMecatronica | https://esdocs.com/doc/1386386/programa-general-lviii-congreso-nacional-de-f%C3%ADsica-y-cong...,el modelo planar rígido una función de Lyapunov local puede incorporar amortiguamiento,23,4,https://www.scielo.org.mx/scielo.php?lng=es&nrm=iso&pid=S1405-55462009000200006&script=sci_abstract,Control del Péndulo con Rueda de Inercia Fuertemente Amortiguado mediante Funciones de Saturación Anidadas,https://www.scielo.org.mx/scielo.php?lng=es&nrm=iso&pid=S1405-55462009000200006&script=sci_abstract | https://www.scielo.org.mx/scielo.php?pid=S1405-55462009000200006&script=sci_arttext | https://www.utm.edu.ec/ediciones/images/pdf/Libro%20Memorias%20de%20la%20VI%20Convencion%20Cientifica%20Internacional%20UTM-2022.pdf | https://studylib.es/doc/6929497/control-de-sistemas-no-lineales-basado-en-la-estructura-h... | https://www.fceia.unr.edu.ar/control/snl/Apunte.pdf,ORIGINAL,"No normalized exact-phrase match in returned snippets; the search backend exposed 2 exact-query and 23 open-query results; open snippets shared at most 4 consecutive query words. Counts are visible results, not global-index totals.",2026-09-09T05:16:32Z
"""todavía arbitraje para evitar bloqueo mutuo La interfaz integrada enlaza ruta reservada""",3,false,https://pdfcoffee.com/sistemas-operativos-aspectos-internos-y-principios-de-diseo-pdf-free.html,Sistemas operativos Aspectos internos y principios de diseño - PDFCOFFEE.COM,https://pdfcoffee.com/sistemas-operativos-aspectos-internos-y-principios-de-diseo-pdf-free.html | https://studylib.net/doc/28418586/programaci%C3%B3n--tabla-de-verdad--ingenier%C3%ADa-de-software--ada | https://pdfcoffee.com/redes-de-computadoras-25-pdf-free.html,todavía arbitraje para evitar bloqueo mutuo La interfaz integrada enlaza ruta reservada,17,2,https://download.tomtom.com/open/manuals/Bridge/14.5/html/es-es/Avoidingablockedroad.htm,Formas de evitar una vía bloqueada,https://download.tomtom.com/open/manuals/Bridge/14.5/html/es-es/Avoidingablockedroad.htm | https://download.tomtom.com/open/manuals/new_GO/html/es-mx/Avoidingpartofaroute.htm | https://www.itu.int/rec/dologin_pub.asp?id=T-REC-G.965-199503-S%21%21PDF-S&lang=s&type=items | https://download.tomtom.com/open/manuals/VIA_53/html/es-es/Avoidingpartofaroute.htm | https://download.tomtom.com/open/manuals/LIVE/html/es-es/Changeroutemenu-optionaltraffic.htm,ORIGINAL,"No normalized exact-phrase match in returned snippets; the search backend exposed 3 exact-query and 17 open-query results; open snippets shared at most 2 consecutive query words. Counts are visible results, not global-index totals.",2026-09-09T05:16:35Z
"""cualquiera puede ser subóptimo Como supera cualquier coste individual cubrir un vacío""",10,false,https://www.seag.es/guia-alquiler/author/patriciaseag/,"PatriciaSEAG, autor en Blog de SEAG",https://www.seag.es/guia-alquiler/author/patriciaseag/ | https://www.elcato.org/bibliotecadelalibertad/camino-de-servidumbre-html-simplificado | https://www.ask-maeve.com/es/summary/economics/economic-theory/mankiw-principios-de-economia-7a-ed-pdf-5vnu71/ | https://www.campustudionline.com/contents/40e087c6-b569-47ec-8c28-b56a55aae5c4/ | https://www.elcato.org/bibliotecadelalibertad/planificacion-para-la-libertad-html,cualquiera puede ser subóptimo Como supera cualquier coste individual cubrir un vacío,18,2,https://www.cun.es/diccionario-medico/terminos/drenaje-aspirativo,Drenaje aspirativo: qué es y definición | Diccionario CUN,https://www.cun.es/diccionario-medico/terminos/drenaje-aspirativo | https://serlimar.es/consejos-de-limpieza/cobertura-ausencias-limpieza-profesional/ | https://desalojodeokupas.com/blog/quien-paga-la-desokupacion-propietario-o-seguro/ | https://revistas.pucp.edu.pe/imagenes/themis/themis_062.pdf | https://gmoreno.net/blog/2026/05/04/el-ts-valida-los-umbrales-de-saciedad-en-contratacion-publica-bajo-estrictas-condiciones/,ORIGINAL,"No normalized exact-phrase match in returned snippets; the search backend exposed 10 exact-query and 18 open-query results; open snippets shared at most 2 consecutive query words. Counts are visible results, not global-index totals.",2026-09-09T05:16:37Z
"""razón diverge al hacer La existencia de un equilibrio óptimo no controla""",12,false,https://prometeo.matem.unam.mx/recursos/VariosNiveles/iCartesiLibri/recursos/Fisica_Volumen_II/,Física. Volumen 2,https://prometeo.matem.unam.mx/recursos/VariosNiveles/iCartesiLibri/recursos/Fisica_Volumen_II/ | https://aprenderly.com/doc/1820648/universidad-complutense-de-madrid---e-prints-complutense | https://www.imprentanacional.go.cr/pub/2008/11/07/1COMP_07_11_2008.html | https://www.javiercolomo.com/index_archivos/Literatura/Keynes2.htm | https://fr.scribd.com/document/563932699/ANALISIS-MATEMATICO-Y-ESTADISTICO-COMO-A,razón diverge al hacer La existencia de un equilibrio óptimo no controla,20,5,https://cendoc.sc.gob.sv/textocompleto/1001311147Competenciabajoequilibriogeneral2018.pdf,Untitled,https://cendoc.sc.gob.sv/textocompleto/1001311147Competenciabajoequilibriogeneral2018.pdf | https://iris.unibs.it/retrieve/ddc633e3-2c58-4e2e-e053-3705fe0a4c80/mercado%20global.pdf | https://www.mises.org.es/2016/08/la-incertidumbre-en-el-equilibrio/ | https://www.colibri.udelar.edu.uy/jspui/bitstream/20.500.12008/23968/1/Gar19.pdf | https://www.complejidad.iiec.unam.mx/libro/capitulo2/seccion2_4.php,REVIEW,"No full 8–12-word exact match, but the open search exposed a 5-word generic consecutive overlap; retained for author review. The backend exposed 12 exact-query and 20 open-query results. Counts are visible results, not global-index totals.",2026-09-09T05:16:39Z
