v3_registry_id,identity_key,candidate_ids,title,authors,year,venue,doi,abstract,document_type,discovery_origins,provenance_sources,provenance_queries,legacy_screening_decisions,legacy_fulltext_status,legacy_evidence_status,metadata_status,v3_screening_status,v3_screening_reason,v3_allowed_use,duplicate_alias_count
C531DB6B0E47E,doi:10.1109/iat.2007.28,C531DB6B0E47E,An Application of Automated Negotiation to Distributed Task Allocation,Michael Krainin; Bo An; Victor Lesser,2007,,10.1109/iat.2007.28,,conference-paper,historical_seed,openalex;openalex_snowball;stage1c_recall,SB_B_C4BF0C9CC85AB,maybe_fulltext,unavailable_legally,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C25644EA3A807,doi:10.1109/codit66093.2025.11321801,C25644EA3A807,An Approach Combining Consensus with Optimization for Distributed Multi-Robot Task Allocation with Limited Communications,Mohamad Ali Raad; François Guerin; D. Lefebvre,2025,"2025 11th International Conference on Control, Decision and Information Technologies (CoDIT)",10.1109/codit66093.2025.11321801,,conference-paper,historical_seed;v3_open_discovery,openalex;openalex_snowball;stage1c_recall;crossref,SB_F_C55AEC4EE9876;F04:primary,include_fulltext,unavailable_legally,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,1
C91ED09387460,doi:10.1007/bf01585178,C91ED09387460,An approximation algorithm for the generalized assignment problem,David B. Shmoys; Éva Tardos,1993,Mathematical Programming,10.1007/bf01585178,,article,historical_seed,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
CCCC4800B1DB7,doi:10.1109/isads.2001.917425,CCCC4800B1DB7,An architecture for adaptively replicating cooperative shared objects,Zhu Jun; Yu Yong,,Proceedings 5th International Symposium on Autonomous Decentralized Systems,10.1109/isads.2001.917425,,proceedings-article,historical_seed,crossref,Q7_counterexample_full_conjunction,exclude,,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C6CF1473F10C3,doi:10.1016/s0921-8890(98)00066-9,C6CF1473F10C3,An architecture for distributed cooperative planning in a behaviour-based multi-robot system,David Jung; Alexander Zelinsky,1999,Robotics and Autonomous Systems,10.1016/s0921-8890(98)00066-9,,,v3_open_discovery,crossref,F05:foundational;F09:foundational;F10:foundational,,,not_evidence,metadata_verified,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C87AB4F5BDAE3,doi:10.1109/robot.2001.933076,C87AB4F5BDAE3,An architecture for tightly coupled multi-robot cooperation,Luiz Chaimowicz; Thomas G. Sugar; V. Kumar; Mário F. M. Campos,2002,,10.1109/robot.2001.933076,,conference-paper,historical_seed,openalex;openalex_snowball;stage1c_recall,SB_B_C8E065E4F2D01,maybe_fulltext,unavailable_legally,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
CE7E134B05DA5,doi:10.1016/j.robot.2021.103839,CE7E134B05DA5,An arrovian analysis on the multi-robot task allocation problem: Analyzing a behavior-based architecture,Wallace Pereira Neves dos Reis; Gustavo Leite Lopes; Guilherme Sousa Bastos,2021,Robotics and Autonomous Systems,10.1016/j.robot.2021.103839,,article,historical_seed,openalex;openalex_snowball;stage1c_recall,SB_F_C981388000750,include_fulltext,unavailable_legally,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C0322248BF789,title-year:an assessment of the technology of automated rendezvous and capture in space|1998,C0322248BF789,An Assessment of the Technology of Automated Rendezvous and Capture in Space,Michael E. Polites,1998,NASA STI Repository (National Aeronautics and Space Administration),,,,v3_open_discovery,openalex,F05:foundational,,,not_evidence,metadata_verified,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
CE9E034F2FE42,doi:10.2139/ssrn.6064806,CE9E034F2FE42,An Asymmetric Strategy Evolutionary Game-Based Multi-Objective Framework for Dynamic Cloud Coalition Formation,Xin Yang; Songyao Hou; Jian Wang; Konstantin  Igorevich Kostromitin; Neeraj Kumar; Peiying Zhang,2026,,10.2139/ssrn.6064806,,posted-content,historical_seed,crossref;stage1c_query_repair,Q8_game_dynamics,maybe_fulltext,unavailable_legally,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C08C1F8BC98A1,doi:10.1109/tmc.2025.3591038,C08C1F8BC98A1,An Asynchronous Consensus Method With Low Communication Traffic and High Efficiency for Distributed Multi-Agent Scheduling,Runfeng Chen; Jie Li; Yiting Chen; Yuchong Huang; Xiangke Wang; Lincheng Shen,2025,IEEE Transactions on Mobile Computing,10.1109/tmc.2025.3591038,,article,historical_seed,openalex;openalex_snowball;stage1c_recall,SB_F_C55AEC4EE9876,maybe_fulltext,unavailable_legally,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C0A123C3C74DF,doi:10.23919/ccc64809.2025.11178533,C0A123C3C74DF,An Asynchronous Multi-Task Iterative Auction-Based Method for Distributed Multi-UAV Task Scheduling,Hongsong Li; Yexun Xi; Zhen Xiong; Jie Li,2025,,10.23919/ccc64809.2025.11178533,,conference-paper,historical_seed,openalex;openalex_snowball;stage1c_recall,SB_F_C55AEC4EE9876,maybe_fulltext,unavailable_legally,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C6618F378B7DB,doi:10.1109/jsyst.2023.3240768,C6618F378B7DB,An Attentive Consensus Platform for Collaborative Reinforcement Learning Agents,Maxwell Hwang; Jin-Ling Lin; Shao-Wei Kao,2023,IEEE Systems Journal,10.1109/jsyst.2023.3240768,,article,historical_seed,openalex;openalex_snowball,SB_F_CDB5890569C65,maybe_fulltext,unavailable_legally,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C17542C31D61C,title-year:an auction based approach to complex task allocation for multirobot teams|2006,C17542C31D61C,An auction-based approach to complex task allocation for multirobot teams,Anthony Stentz; Robert Zlot,2006,,,,article,historical_seed,openalex;openalex_snowball,SB_B_C3EF72778D75A;SB_B_C1E34C4925F5C,include_fulltext,unavailable_legally,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C72E28CCE4ED1,doi:10.1109/crc.2016.011,C72E28CCE4ED1,An Auction-Based Multiple Constraints Task Allocation Algorithm for Multi-UAV System,Cheng Qiao; Dong Yin; Jian Yang; Lincheng Shen,2016,,10.1109/crc.2016.011,,conference-paper,historical_seed,openalex;openalex_snowball,SB_B_CA9EA6431B5EC,include_fulltext,unavailable_legally,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C1776C8600952,doi:10.1007/s11042-018-7080-4,C1776C8600952,An auction-based rescue task allocation approach for heterogeneous multi-robot system,"Shi, Jieke; Yang, Zhou; Zhu, Junwu",2020,MULTIMEDIA TOOLS AND APPLICATIONS,10.1007/s11042-018-7080-4,"Nowadays, robots are faced with real-time, dynamic, complex and confrontational working environment. It is significant to analyze task allocation in multi-robot systems. In this paper, a dynamic auction approach for differentiated tasks under cost rigidities (DAACR) is proposed, which can obtain optimal results in the task allocation of rescue robots. To verify the feasibility of the proposed approach, we investigate the optimality of the DAACR and compare it with other task allocation approaches based on the Hungarian algorithm. The results show that robots using this algorithm can adapt to a variety of complicated work environments, accomplish more tasks in limited time, reduce the delay of task allocation, and improve the overall utility of multi-robot systems.",Article,historical_seed;v3_open_discovery,wos:F02_primary_wos_plaintext_full_record_cited_references.txt;openalex,F02_primary;F02:primary,include_fulltext,abstract_only,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,1
C87A00B0ACB04,doi:10.1109/icarcv.2006.345140,C87A00B0ACB04,An Autonomous Task Allocation Method Of The Multi-Robot System,Yingying Ding; Miaoliang Zhu; Yan He; Jingping Jiang,2006,,10.1109/icarcv.2006.345140,,conference-paper,historical_seed,openalex;openalex_snowball,SB_B_C20FBE73D7292,include_fulltext,unavailable_legally,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
CE1C7A87AE8DB,doi:10.1007/s10845-015-1039-3,CE1C7A87AE8DB,An effective and distributed particle swarm optimization algorithm for flexible job-shop scheduling problem,Maroua Nouiri; Abdelghani Bekrar; Abderrazak Jemai; Smaïl Niar; Ahmed Chiheb Ammari,2015,Journal of Intelligent Manufacturing,10.1007/s10845-015-1039-3,,article,historical_seed,openalex;openalex_snowball;stage1c_recall,SB_B_C614266B62F30,exclude,,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
CAB810929D327,doi:10.1287/opre.21.2.498,CAB810929D327,An Effective Heuristic Algorithm for the Traveling-Salesman Problem,Simon Lin; Brian W. Kernighan,1973,Operations Research,10.1287/opre.21.2.498,,article,historical_seed,openalex;openalex_snowball;stage1c_recall,SB_B_C55AEC4EE9876,exclude,,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C8FB1820CDB2C,doi:10.1109/phm58589.2023.00046,C8FB1820CDB2C,An efficient algorithm for task allocation with multi-agent collaboration constraints,Bin Liao; Yi Hua; Shenrui Zhu; Fangyi Wan; Xinlin Qing; Jie Liu,2023,,10.1109/phm58589.2023.00046,,conference-paper,historical_seed,openalex;openalex_snowball;stage1c_recall,SB_F_C4BF0C9CC85AB,include_fulltext,unavailable_legally,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
CA99D76D2CC8D,doi:10.1109/tase.2023.3281577,CA99D76D2CC8D,An Efficient Distributed Task Allocation Method for Maximizing Task Allocations of Multirobot Systems,Shengli Wang; Youjiang Liu; Yongtao Qiu; Simin Li; Jie Zhou,2023,IEEE Transactions on Automation Science and Engineering,10.1109/tase.2023.3281577,,article,historical_seed,openalex;openalex_snowball;stage1c_recall,SB_B_C5A3277764A58;SB_F_C25E04E2B42F4;SB_F_CD617355078E3,include_fulltext,unavailable_legally,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
CA0A757655373,doi:10.1109/tevc.2012.2185052,CA0A757655373,An Efficient Resource Allocation Scheme Using Particle Swarm Optimization,Yue‐Jiao Gong; Jun Zhang; Henry Shu-Hung Chung; Wei–Neng Chen; Zhi‐Hui Zhan; Yun Li; Yuhui Shi,2012,IEEE Transactions on Evolutionary Computation,10.1109/tevc.2012.2185052,,article,historical_seed,openalex;openalex_snowball,SB_B_CE3EC521638F5,exclude,,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C0710D0BF55A9,doi:10.1109/icra.2012.6224588,C0710D0BF55A9,An efficient stochastic clustering auction for heterogeneous robot teams,Kai Zhang; Emmanuel G. Collins; Adrian Barbu,2012,,10.1109/icra.2012.6224588,,conference-paper,historical_seed,openalex;openalex_snowball;stage1c_recall,SB_B_C981388000750,include_fulltext,retrieval_error,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
CB2007C02FF0E,doi:10.1007/s10846-012-9800-8,CB2007C02FF0E,An Efficient Stochastic Clustering Auction for Heterogeneous Robotic Collaborative Teams,Kai Zhang; Emmanuel G. Collins; Adrian Barbu,2013,Journal of Intelligent & Robotic Systems,10.1007/s10846-012-9800-8,,article,historical_seed,openalex;openalex_snowball;stage1c_recall,SB_F_C3B94FFBD89AD,maybe_fulltext,acquired_html,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
CE63005E1F61C,doi:10.1016/j.asoc.2023.111223,CE63005E1F61C,An efficient two-stage evolutionary algorithm for multi-robot task allocation in nuclear accident rescue scenario,Chengxin Wen; Hongbin Ma,2023,Applied Soft Computing,10.1016/j.asoc.2023.111223,,article,historical_seed,openalex;openalex_snowball;stage1c_recall,SB_F_CC66E9A6E37AB,include_fulltext,unavailable_legally,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C461AEAC3F378,doi:10.1109/icma.2008.4798729,C461AEAC3F378,An emotion-based task sharing approach for a cooperative multiagent robotic system,Sajal Chandra Banik; Keigo Watanabe; Maki K. Habib; Kiyotaka Izumi,2008,,10.1109/icma.2008.4798729,,conference-paper,historical_seed,openalex;openalex_snowball,SB_F_CCE288522BB14,maybe_fulltext,unavailable_legally,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C73EA033C2DAF,doi:10.3390/drones10090684,C73EA033C2DAF,An Event-Triggered Path-Based Bid Assignment Method for Energy-Aware Dynamic Multi-UAV Task Allocation,Yuhua Cong; Yujia Li; Xian Zhu; Zhisheng Wang,2026,Drones,10.3390/drones10090684,,article,historical_seed,openalex;openalex_snowball,SB_F_CA9EA6431B5EC,include_fulltext,unavailable_legally,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C2CB300E9F268,doi:10.1109/tevc.2013.2281535,C2CB300E9F268,"An Evolutionary Many-Objective Optimization Algorithm Using Reference-Point-Based Nondominated Sorting Approach, Part I: Solving Problems With Box Constraints",Kalyanmoy Deb; Himanshu Jain,2013,IEEE Transactions on Evolutionary Computation,10.1109/tevc.2013.2281535,,article,historical_seed,openalex;openalex_snowball;stage1c_recall,SB_B_CC66E9A6E37AB,exclude,,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C3E7B09BCCCBF,doi:10.5220/0006197305670574,C3E7B09BCCCBF,An Evolutionary Traveling Salesman Approach for Multi-Robot Task Allocation,Muhammad Usman Arif; Sajjad Haider,2017,Proceedings of the 9th International Conference on Agents and Artificial Intelligence,10.5220/0006197305670574,,,v3_open_discovery,crossref,F03:primary,,,not_evidence,metadata_verified,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
CA910DA466E9B,doi:10.1002/net.20033,CA910DA466E9B,An exact algorithm for the elementary shortest path problem with resource constraints: Application to some vehicle routing problems,Dominique Feillet; Pierre Dejax; Michel Gendreau; Cyrille Gueguen,2004,Networks,10.1002/net.20033,,article,historical_seed,openalex;openalex_snowball,SB_B_C9A98F3EFEE56,exclude,,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C8C2AD0EF6E06,doi:10.1057/jors.1989.73,C8C2AD0EF6E06,An Exact Solution Method for the MTSP,Ahmad Husban,1989,Journal of the Operational Research Society,10.1057/jors.1989.73,,article,historical_seed,openalex;openalex_snowball,SB_B_CD3F5AE83E98C,exclude,,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
CEFA9D399D44A,doi:10.1007/978-4-431-68275-2_20,CEFA9D399D44A,An Experimental Realization of Cooperative Behavior of Multi-Robot System,Sumiaki Ichikawa; Fumio Hara,1994,Distributed Autonomous Robotic Systems,10.1007/978-4-431-68275-2_20,,,v3_open_discovery,crossref,F05:foundational;F09:foundational;F10:foundational,,,not_evidence,metadata_verified,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C17246F4C2F74,doi:10.1109/icmla.2012.163,C17246F4C2F74,An Extension of the Consensus-Based Bundle Algorithm for Multi-agent Tasks with Task Based Requirements,Simon Hunt; Qinggang Meng; Chris Hinde,2012,,10.1109/icmla.2012.163,,conference-paper,historical_seed,openalex;openalex_snowball;stage1c_recall,SB_B_C55AEC4EE9876,maybe_fulltext,unavailable_legally,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C669F7167C560,doi:10.1145/362919.362945,C669F7167C560,An extension of the Munkres algorithm for the assignment problem to rectangular matrices,F. Bourgeois; J. C. Lassalle,1971,Communications of the ACM,10.1145/362919.362945,,article,historical_seed,openalex;openalex_snowball,SB_B_C1E34C4925F5C,exclude,,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C73B66A63A8F7,doi:10.3390/electronics15184080,C73B66A63A8F7,An FPGA-Oriented Offline–Online Framework for Multi-Robot Task Allocation,Lei Zhang; Jiangbei Li; Xiaoyuan Zheng; Xindi Yang; Changhua Hu,2026,Electronics,10.3390/electronics15184080,,article,historical_seed,openalex;openalex_snowball,SB_F_C1E34C4925F5C,include_fulltext,unavailable_legally,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
CA03651625403,title-year:an idea based on honey bee swarm for numerical optimization|2005,CA03651625403,AN IDEA BASED ON HONEY BEE SWARM FOR NUMERICAL OPTIMIZATION,Derviş Karaboğa,2005,,,,article,historical_seed,openalex;openalex_snowball,SB_B_CA9EA6431B5EC,exclude,,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
CC79A779BE208,doi:10.3724/sp.j.1218.2010.00166,CC79A779BE208,An Image-based Docking Method for Mobile Robot,Fengdong CHEN; Bingrong HONG,2010,ROBOT,10.3724/sp.j.1218.2010.00166,,journal-article,historical_seed,crossref;stage1c_query_repair,Q11_formation_docking,exclude,,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C072554E870A7,doi:10.1109/tencon66050.2025.11375272,C072554E870A7,An Improved Auction Algorithm for Multi-Robot Task Allocation,Kuang Jui Lim; Shalini Darmaraju; Choon-Hian Goh,2025,TENCON 2025 - 2025 IEEE Region 10 Conference (TENCON),10.1109/tencon66050.2025.11375272,,,v3_open_discovery,crossref,F04:primary,,,not_evidence,metadata_verified,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C138E0F0FDB05,doi:10.3390/drones10080567,C138E0F0FDB05,An Improved Multi-Population Genetic Algorithm for Multi-UAV Cooperative Jamming Task Allocation in Networked Radar Systems,Nan Sun; Xin Zhao; Bing He; Zixin Jiang,2026,Drones,10.3390/drones10080567,,article,historical_seed,openalex;openalex_snowball,SB_F_C3EF72778D75A,include_fulltext,unavailable_legally,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C4D4A9B30488F,doi:10.1016/j.neucom.2024.127836,C4D4A9B30488F,An indicator-based evolutionary algorithm with adaptive archive update cycle for multi-objective multi-robot task allocation,Chengxin Wen; Hongbin Ma,2024,Neurocomputing,10.1016/j.neucom.2024.127836,,article,historical_seed,openalex;openalex_snowball;stage1c_recall,SB_B_C8E901D1895BA,include_fulltext,retrieval_error,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
CDABAA05388B5,doi:10.1007/s10846-012-9740-3,CDABAA05388B5,An Integral Framework of Task Assignment and Path Planning for Multiple Unmanned Aerial Vehicles in Dynamic Environments,Sangwoo Moon; Eunmi Oh; David Hyunchul Shim,2012,Journal of Intelligent & Robotic Systems,10.1007/s10846-012-9740-3,,article,historical_seed,openalex;openalex_snowball,SB_B_CA9EA6431B5EC,maybe_fulltext,acquired_html,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C4DC44D120D0E,doi:10.1016/j.dajour.2023.100254,C4DC44D120D0E,An integrated strategy-based game-theoretic model and decentralized queueing system for mobile multi-robot task coordination,Buddhadeb Pradhan; Veena Goswami; Rabindra K. Barik; Sudipta Sahana,2023,Decision Analytics Journal,10.1016/j.dajour.2023.100254,,,v3_open_discovery,crossref,F03:primary,,,not_evidence,metadata_verified,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C0571F49DEFB8,doi:10.2514/6.2020-1116,C0571F49DEFB8,An Intelligent Approach for a Two-robot Team to Perform a Cooperative Task,Yufeng Sun; Andrew Barth; Ou Ma,2020,AIAA Scitech 2020 Forum,10.2514/6.2020-1116,,conference-paper,historical_seed,openalex;openalex_snowball;stage1c_recall,SB_B_CDA494F606429,maybe_fulltext,unavailable_legally,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C2DB806194B85,doi:10.1016/j.automatica.2017.12.018,C2DB806194B85,An internal model approach for multi-agent rendezvous and connectivity preservation with nonlinear dynamics,Yi Dong; Youfeng Su; Yue Liu; Shengyuan Xu,2018,Automatica,10.1016/j.automatica.2017.12.018,,article,historical_seed,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,maybe_fulltext,unavailable_legally,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
CABF22D2FC111,doi:10.1016/s0306-4573(97)88274-x,CABF22D2FC111,An introduction to genetic algorithms,Robert M. Loses,1997,Information Processing & Management,10.1016/s0306-4573(97)88274-x,,article,historical_seed,openalex;openalex_snowball,SB_B_C3EF72778D75A,exclude,,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
CE86769494B23,doi:10.5402/2013/608164,CE86769494B23,An Introduction to Swarm Robotics,Iñaki Navarro; Fernando Matı́a,2012,ISRN Robotics,10.5402/2013/608164,,article,historical_seed,openalex;openalex_snowball,SB_B_C85B2ACA511C4,exclude,,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
CDAE4CD4F3281,title-year:an iterative sampling procedure for resource constrained project scheduling with time windows|1999,CDAE4CD4F3281,An Iterative Sampling Procedure for Resource Constrained Project Scheduling with Time Windows,Amedeo Cesta; Angelo Oddi; Stephen F. Smith,1999,,,,article,historical_seed,openalex;openalex_snowball,SB_B_C9A98F3EFEE56,exclude,,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
CA2C9C4118251,doi:10.36334/modsim.2017.keynote.towers,CA2C9C4118251,An N-player Trust game: comparison of replicator and logit dynamics,,2019,Syme G Hatton MacDonald D Fulton B and Piantadosi J (eds) MODSIM2017 22nd International Congress on Modelling and Simulation,10.36334/modsim.2017.keynote.towers,,proceedings-article,historical_seed,crossref;stage1c_query_repair,Q8_game_dynamics,exclude,,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
CC8B994B3AED4,doi:10.1109/lra.2023.3301723,CC8B994B3AED4,An Omnidirectional Transportation System With High Terrain Adaptability and Flexible Configurations Using Multiple Nonholonomic Mobile Robots,"Liu, Quan; Nie, Zhenguo; Gong, Zhao; Liu, Xin-Jun",2023,IEEE ROBOTICS AND AUTOMATION LETTERS,10.1109/lra.2023.3301723,"Multi-robot cooperative transportation systems (MRCTSs) hold great potential in industrial material transport, where they need to be omnidirectional, highly flexible, adaptable to various terrains, and cost-effective. This letter presents an industrial MRCTS that employs a novel composite connector, consisting of a passive revolute joint and a gasbag, to link the robots and the payload. An angular sensor is used in the revolute joint to provide feedback control on the robot's orientation. We also introduce a simplified and cost-effective cooperative strategy that treats the robots as steering wheels (SWs) and the entire transportation system as a single robot with multiple SWs. The cooperative strategy for transporting payloads only necessitates handling robots to measure their heading, and the information provided to handling robots solely consists of the control velocities of the payload. Besides, we provide kinematics controllers for the entire system and individual robots and successfully perform three kinds of physical handling experiments. Experimental results demonstrate that the system can smoothly shuttle between flat and sloping roads without any midway stopping and possess highly flexible configurations. Besides, the system shows omnidirectional mobility, despite using nonholonomic mobile robots.",Article,historical_seed,wos:F05_primary_wos_plaintext_full_record_cited_references.txt,F05_primary,include_fulltext,abstract_only,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
CA83BC91B535B,doi:10.1109/access.2025.3530391,CA83BC91B535B,An Open-Source Multi-Robot Framework System for Collaborative Environments Based on ROS2,Francisco Yumbla; Marcelo Fajardo-Pruna; Anthonny Piguave; Diego Ronquillo; Ricardo Ortiz; Jongseong Choi; Gabriel Díaz; Xabiel G. Pañeda; Hyungpil Moon,2025,IEEE Access,10.1109/access.2025.3530391,,article,historical_seed,openalex;openalex_snowball;stage1c_recall,SB_F_CDA494F606429,maybe_fulltext,unavailable_legally,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C8C8CAF6733F5,doi:10.1080/00207170802195299,C8C8CAF6733F5,An optimal cooperation in a team of agents subject to partial information,Elham Semsar-Kazerooni; K. Khorasani,2008,International Journal of Control,10.1080/00207170802195299,,article,historical_seed,openalex;openalex_snowball,SB_B_CCFE8ABE83AD1,exclude,,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C228E6B5D92BC,doi:10.1016/s0305-0548(98)00071-9,C228E6B5D92BC,An optimal solution procedure for the multiple tour maximum collection problem using column generation,Steven E. Butt; David M. Ryan,1999,Computers & Operations Research,10.1016/s0305-0548(98)00071-9,,article,historical_seed,openalex;openalex_snowball,SB_B_CD9E8C3865AB6,exclude,,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C52E74114B97E,doi:10.23919/ecc.2019.8795895,C52E74114B97E,An Optimal Task Allocation Strategy for Heterogeneous Multi-Robot Systems,Gennaro Notomista; Siddharth Mayya; Seth Hutchinson; Magnus Egerstedt,2019,2019 18th European Control Conference (ECC),10.23919/ecc.2019.8795895,,,v3_open_discovery,crossref,F02:primary,,,not_evidence,metadata_verified,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C76F118DAB170,doi:10.1007/978-981-19-1256-6_1,C76F118DAB170,An Optimization Task Scheduling Model for Multi-robot Systems in Intelligent Warehouses,Xuechun Jing; Zhihua Cui,2022,Communications in computer and information science,10.1007/978-981-19-1256-6_1,,conference-paper,historical_seed,openalex;openalex_snowball;stage1c_recall,SB_F_CD617355078E3,include_fulltext,unavailable_legally,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C8340B83D2A4A,doi:10.1017/s0263574702004162,C8340B83D2A4A,An optimum robot path planning with payload constraints,Sezimaria F. P. Saramago; Marco Ceccarelli,2002,Robotica,10.1017/s0263574702004162,"<jats:p>This paper presents a general methodology for the off-line planning of optimal trajectory of robot manipulators by taking into account the grasping forces in the manipulator gripper. The mechanical energy of the actuators has been considered for the formulation of the objective function. The optimization problem has been formulated as subject to physical constraints, input torque/force constraints and payload constraints. The mathematical model takes into account the coupled nonlinear equations of manipulator motion. A numerical example shows the efficiency of the proposed procedure.</jats:p>",,v3_open_discovery,crossref,F13:primary,,,not_evidence,metadata_verified,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C6BA915819895,doi:10.1109/4235.910464,C6BA915819895,An orthogonal genetic algorithm with quantization for global numerical optimization,Yiu-Wing Leung; Yuping Wang,2001,IEEE Transactions on Evolutionary Computation,10.1109/4235.910464,,article,historical_seed,openalex;openalex_snowball;stage1c_recall,SB_B_C3B94FFBD89AD,exclude,,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
CD5018A24E781,doi:10.1016/s0167-6911(97)90017-7,CD5018A24E781,An output feedback parallel force/position regulator for a robot manipulator in contact with a compliant environment,B. Siciliano; L. Villani,1997,Systems &amp; Control Letters,10.1016/s0167-6911(97)90017-7,,,v3_open_discovery,crossref,F08:foundational,,,not_evidence,metadata_verified,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
CFA9B65ED00BF,doi:10.1016/0004-3702(95)00059-3,CFA9B65ED00BF,An overview of incentive contracting,Sarit Kraus,1996,Artificial Intelligence,10.1016/0004-3702(95)00059-3,,,v3_open_discovery,openalex,F03:foundational,,,not_evidence,metadata_verified,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
C07771888DFB5,doi:10.1109/innovations.2011.5893810,C07771888DFB5,An overview of localization techniques for Wireless Sensor Networks,A. R. Kulaib; Raed M. Shubair; Mahmoud Al‐Qutayri; Jason Ng,2011,,10.1109/innovations.2011.5893810,,conference-paper,historical_seed,openalex;openalex_snowball,SB_B_CF6F8F5117640,exclude,,not_evidence,metadata_partial,not_screened,,discovery_only_until_v3_screening_and_passage_verification,0
