scenario_generator,rank,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_engine,method_payoff_signal,method_role,method_recommended_phase,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,n,ranking_rule,scalar_feasible_rate_mean,wrench_feasible_rate_mean,false_positive_rate_mean,false_positive_given_scalar_rate_mean,assigned_loads_mean,feasible_assigned_loads_mean,infeasible_assigned_loads_mean,feasible_available_loads_mean,relative_feasibility_mean,feasible_coverage_mean,precision_given_assigned_mean,fp_given_assigned_mean,wrench_residual_norm_mean,max_wrench_residual_norm_mean,wrench_residual_feasible_available_mean,max_wrench_residual_feasible_available_mean,wrench_margin_mean,torque_error_nm_mean,force_error_n_mean,slot_coverage_ratio_mean,complementarity_gain_mean,scalar_wrench_success_gap_mean,slot_conflict_count_mean,assignment_valid_mean,travel_distance_m_mean,estimated_arrival_time_s_mean,energy_proxy_wh_mean,communication_messages_mean,runtime_ms_mean,score_value_mean,oracle_score_value_mean,signed_score_delta_vs_oracle_mean,oracle_dominance_violation_mean,optimality_gap_vs_wrench_oracle_mean,captured_reward_mean,oracle_reward_mean
ALL_SCENARIOS,1,wrench_oracle,Wrench oracle,model_based_oracle,centralized,reference,exact_role_slot_wrench,centralized_wrench_oracle_reference,oracle,strict_wrench_feasible_score,reference,A,none,centralized_exact_role_slot_search,centralized_all_robot_slot_pairs,0,3,False,False,180,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",0.5,0.5,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.6039181264054119,0.6039181264054119,7.746141752964324e-17,8.584229130483232e-17,-0.5539181264054119,22.833333333333332,18.000000000000004,0.5,0.24656945334831448,0.0,0.0,1.0,2.08667794545518,1.638707728603912,12.065719276607544,16.833333333333332,126.77711722660914,39.96892700501623,39.96892700501623,0.0,0.0,0.0,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,2,smith_wrench_pairs_guarded,Smith-QR pair repair guarded,model_based,decentralized,proposed,pair_aware_wrench_guarded_repair,proposed_wrench_guarded_repair,smith_pair_repair,pairwise_delta_rho_plus_wrench_abstention_guard,pair_complementarity_repair_proposal,A,model_based_tuning_optional,distributed_pair_aware_smith_guarded_repair,local_pair_complementarity_plus_wrench_guard,0,8,False,False,180,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",0.5,0.5,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.6039181264054119,0.6039181264054119,7.838753812930045e-17,8.769453250414672e-17,-0.5539181264054119,22.833333333333332,18.000000000000004,0.5,0.24676943811219856,0.0,0.0,1.0,2.195407315923972,1.6891094280370964,12.66585092194048,16.833333333333332,152.50558110872387,39.96732218674794,39.96892700501623,-0.0016048182682916314,0.0,1.2030267568970302e-05,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,3,smith_wrench_marginal_guarded,Smith-QR wrench marginal guarded,model_based,decentralized,proposed,smith_qr_delta_rho_guarded_local_repair,proposed_wrench_guarded_repair,smith,delta_rho_marginal_plus_wrench_abstention_guard,guarded_local_repair_proposal,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_with_certified_guard,local_marginal_wrench_scores_plus_local_repair,0,7,False,False,180,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",0.5,0.5,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.6039181264054119,0.6039181264054119,8.093818547654727e-17,9.279582719864037e-17,-0.5539181264054119,22.833333333333332,18.000000000000004,0.5,0.2432843671651873,0.0,0.0,1.0,3.026754603309685,2.6772371928354888,17.18536731818131,16.833333333333332,37.22480721836392,39.955086261101194,39.96892700501623,-0.013840743915040261,0.0,0.00012909960208641564,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,4,support_dual_wrench_market_guarded,Residual-support wrench market guarded,model_based,decentralized,proposed,residual_support_guarded_local_repair,proposed_wrench_guarded_repair,residual_support_market,current_residual_wrench_direction_plus_abstention_guard,guarded_local_repair_proposal,A,model_based_tuning_optional,distributed_residual_support_market_with_certified_guard,current_residual_direction_plus_local_repair,0,7,False,False,180,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",0.46944444444444444,0.5,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.6039181264054119,0.6039181264054119,7.413386427511079e-17,8.280568946861976e-17,-0.5539181264054119,22.833333333333332,18.000000000000004,0.48981481481481476,0.24534088449561553,-0.030555555555555555,0.0,1.0,4.599554477120304,3.96423929520199,26.48418709327265,16.833333333333332,19.595900002685894,39.8042484379131,39.96892700501623,-0.16467856710312762,0.0,0.0013332280491967718,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,5,smith_wrench_marginal,Smith-QR wrench marginal,model_based,decentralized,proposed,smith_qr_delta_rho_wrench_marginal,proposed_wrench_ablation,smith,delta_rho_marginal,proposal_ablation,A,model_based_tuning_optional,distributed_smith_qr_delta_rho_rule,local_marginal_wrench_scores,0,5,False,False,180,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",0.9888888888888889,0.5,0.4888888888888889,0.4888888888888889,1.1666666666666667,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,0.3566387336037446,0.3566387336037446,8.093818547654727e-17,9.279582719864037e-17,-0.30663873360374455,11.488593834755815,11.039616456549624,0.9685185185185184,0.3261704593664885,0.4888888888888889,0.0,1.0,5.343027623414692,5.049518378226232,30.830157589280567,16.833333333333332,25.960313332163626,34.83256965287505,39.96892700501623,-5.136357352141179,0.0,0.0923151173385812,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,6,bnn_wrench_deficit,BNN wrench deficit,model_based,decentralized,baseline,bnn_wrench_deficit,wrench_dynamics_baseline,bnn,positive_excess_wrench_deficit,engine_ablation,B,none,distributed_bnn_wrench_deficit_rule,positive_excess_wrench_scores,0,4,False,False,180,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",1.0,0.5,0.5,0.5,1.1666666666666667,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,0.3569404655323432,0.3569404655323432,8.093818547654727e-17,9.279582719864037e-17,-0.30694046553234333,11.507245020131867,11.032266536337438,1.0,0.32589406015737227,0.5,0.0,1.0,5.409292192532998,5.00856295459639,31.343516819745926,16.833333333333332,28.8907805554724,34.81429429902823,39.96892700501623,-5.154632705988002,0.0,0.0926796163400095,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,7,smith_wrench_deficit,Smith-QR wrench deficit,model_based,decentralized,proposed,smith_qr_wrench_deficit,proposed_wrench_deficit,smith,wrench_deficit_minus_rho,main_proposal,A,model_based_tuning_optional,distributed_smith_qr_wrench_deficit_rule,local_wrench_deficit_scores,0,5,False,False,180,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",1.0,0.5,0.5,0.5,1.1666666666666667,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,0.35663873361162657,0.35663873361162657,8.030052363973556e-17,9.152050352501695e-17,-0.3066387336116265,11.488593834755763,11.039616457022541,1.0,0.32608639547652474,0.5,0.0,1.0,5.630178372775717,5.308505481276339,32.72024265067657,16.833333333333332,28.42648167279549,34.81401213459707,39.96892700501623,-5.154914870419153,0.0,0.09267963390682749,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,8,replicator_wrench_deficit,Replicator wrench deficit,model_based,decentralized,baseline,replicator_wrench_deficit,wrench_dynamics_baseline,replicator,wrench_deficit_minus_rho,engine_ablation,B,none,distributed_replicator_wrench_deficit_rule,local_wrench_deficit_scores,0,4,False,False,180,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",1.0,0.5,0.5,0.5,1.1666666666666667,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,0.35701740466366455,0.35701740466366455,8.093818547654727e-17,9.279582719864037e-17,-0.3070174046636645,11.512386364931809,11.024574767689634,1.0,0.325817121026051,0.5,0.0,1.0,5.375317893125857,4.941660739524739,31.06838216444485,16.833333333333332,28.567189449677244,34.81417258856051,39.96892700501623,-5.154754416455721,0.0,0.09268164147258386,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,9,oracle_scalar_assignment,Oracle scalar assignment,model_based_oracle,centralized,reference,exact_scalar_capacity_reference,centralized_scalar_reference,oracle,scalar_capacity_only,reference_scalar_false_positive,A,none,centralized_exact_scalar_search,centralized_all_robot_slot_pairs,0,2,False,False,180,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",1.0,0.5,0.5,0.5,1.1666666666666667,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,0.36335007130113983,0.36335007130113983,7.711221445567703e-17,8.514388515689989e-17,-0.31335007130113984,11.763280293097976,11.226632522964156,1.0,0.32885046577817606,0.5,0.0,1.0,3.8176437209863128,3.0861280340846404,22.317679350685207,16.833333333333332,20.645708333985468,34.76736326927116,39.96892700501623,-5.201563735745073,0.0,0.09360611036067794,2.0833333333333335,2.0833333333333335
ALL_SCENARIOS,10,hungarian_slots,Hungarian slots,classic,centralized,baseline,hungarian_robot_slot_cost,classic_centralized_baseline,hungarian,robot_slot_cost_only,classic_baseline,A,none,centralized_robot_slot_hungarian,centralized_robot_slot_cost_matrix,0,0,False,False,180,"minimize strict wrench-oracle gap, maximize feasible coverage, minimize infeasible assigned loads, maximize assigned-load precision, then residual and resource costs",0.9944444444444445,0.5,0.49444444444444446,0.49444444444444446,1.1666666666666667,0.6666666666666666,0.5,0.6666666666666666,1.0,1.0,0.5,0.5,0.3635086455511604,0.3635086455511604,7.711221445567703e-17,8.514388515689989e-17,-0.3135086455511603,11.772923737085677,11.222457537342901,1.0,0.32869447484632874,0.49444444444444446,0.0,1.0,3.8172318215727588,3.082887594141669,22.30454442105522,16.833333333333332,0.0804744428023696,34.76577610230128,39.96892700501623,-5.203150902714952,0.0,0.09363251912889557,2.0833333333333335,2.0833333333333335
