scenario_generator,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_training_parameters,method_tuned_parameters,method_training_episodes,method_train_seed_count,method_validation_seed_count,method_test_seed_count,method_tuning_type,method_tuning_seed_count,method_tuning_validation_seed_count,method_tuning_artifact,method_uses_neural_policy,method_uses_decoder,method_checkpoint_version,method_rollout_action_mode,n,capacity_success_rate_mean,served_load_rate_mean,capacity_satisfaction_ratio_mean,demand_satisfaction_ratio_mean,coalition_success_rate_mean,under_capacity_kg_mean,over_capacity_kg_mean,capacity_waste_ratio_mean,mean_capacity_margin_kg_mean,nominal_payload_assigned_kg_mean,effective_capacity_assigned_kg_mean,incomplete_capacity_kg_mean,incomplete_capacity_ratio_mean,served_capacity_alignment_mean,robots_underassigned_mean,robots_overassigned_mean,travel_distance_m_mean,estimated_arrival_time_s_mean,energy_proxy_wh_mean,score_value_mean,oracle_score_value_mean,signed_score_delta_vs_oracle_mean,oracle_dominance_violation_mean,optimality_gap_vs_oracle_mean,capacity_oracle_satisfaction_ratio_mean,capacity_oracle_success_rate_mean,effective_feasibility_ratio_mean,capacity_gap_vs_capacity_oracle_mean,signed_capacity_delta_vs_capacity_oracle_mean,priority_regret_mean,communication_messages_mean,communication_coverage_ratio_mean,runtime_ms_mean,captured_reward_mean,oracle_reward_mean
balanced_capacity,bnn_capacity_repair,Brown/BNN capacity local repair,model_based,decentralized,proposed,brown_bnn_completion_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_bnn_capacity_plus_local_repair,positive_excess_scores_plus_small_repair_neighborhood,0,0,8,0,0,0,0,,0,0,,False,False,,supervised_or_static,320,0.3986979166666667,0.3986979166666667,0.4067476048902634,0.4067476048902634,0.3986979166666667,237.56133861584627,7.107051297830935,0.04387562337101157,-67.41579146137963,367.55785960105993,169.4955675582293,24.354068834749967,0.1201693251727745,0.8765562053164446,4.90625,3.45625,57.12931651428162,20.811269625555394,344.22984989991414,184.35358266512813,236.35162354830823,-51.9980408831801,0.0,0.22338600411728748,0.5013421350123666,0.16979166666666665,0.5013421350123666,0.1953973018761875,-0.09459453012210318,0.4467604200320053,31.5,1.0,127.48081375284528,5.024139632158179,5.143209650989258
balanced_capacity,capacity_oracle_reference,Pure capacity oracle reference,model_based_oracle,centralized,reference,exact_capacity_coverage_replay,centralized_capacity_ceiling_reference,none,centralized_exact_capacity_ceiling_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,,0,0,,False,False,,supervised_or_static,640,0.16979166666666665,0.16979166666666665,0.5013421350123666,0.5013421350123666,0.16979166666666665,200.49476749534296,1.2982097582555225,0.00638332711861356,-58.246276659826535,432.58209375496443,200.75329713915727,155.58479555745743,0.7805487164279306,0.21642036144484855,3.0125,3.0875,63.14824001721222,20.591214769768207,380.7251062889165,223.21219073730714,236.35162354830823,-13.139432811001125,0.0,0.05760059883276499,0.5013421350123666,0.16979166666666665,0.5013421350123666,0.0,0.0,3.342733829979939,31.5,1.0,8.804803282873763,1.8004758210093192,5.143209650989258
balanced_capacity,cbba_capacity,CBBA capacity auction,sota,decentralized,baseline,cbba_payload_capacity_proxy,sota_decentralized_baseline,none,distributed_payload_auction_proxy,auction_bids_capacity_deficit,0,0,3,0,0,0,0,,0,0,,False,False,,supervised_or_static,320,0.14479166666666665,0.14479166666666665,0.49712488372008307,0.49712488372008307,0.14479166666666665,202.49185131224414,5.0089694155798155,0.02331285065177642,-57.77575457835114,432.5820937549644,202.46697297958036,138.36784764569356,0.7030143191176019,0.2874332597716668,2.753125,2.828125,60.47503132112056,19.58103963030631,364.89299192703857,168.01893529421858,236.35162354830823,-68.33268825408963,0.0,0.2830975510652749,0.5013421350123666,0.16979166666666665,0.5013421350123666,0.026827110300404765,-0.004217251292283605,3.208106727155058,31.5,1.0,0.745512502908241,2.065851663436785,5.143209650989258
balanced_capacity,centralized_capacity_milp,Centralized capacity oracle,model_based_oracle,centralized,reference,exact_effective_capacity_milp,centralized_oracle_reference,none,centralized_binary_milp_effective_capacity,centralized_all_robot_load_pairs,0,0,3,0,0,0,0,,0,0,,False,False,,supervised_or_static,320,0.4489583333333333,0.4489583333333333,0.4869983079800795,0.4869983079800795,0.4489583333333333,206.03498263357852,4.349736208263765,0.02190809636512552,-58.952381731121,432.5820937549644,198.26460845092993,61.97846995432387,0.3179195577779714,0.6763603328071277,3.396875,3.471875,66.19482717697926,21.701207386055433,398.88554172550334,236.35162354830823,236.35162354830823,0.0,0.0,0.0,0.5013421350123666,0.16979166666666665,0.5013421350123666,0.028287328188695893,-0.01434382703228725,0.0,31.5,1.0,34.30386062755133,5.143209650989258,5.143209650989258
balanced_capacity,greedy_capacity_nearest,Greedy capacity nearest,classic,decentralized,baseline,nearest_capacity_greedy,classic_decentralized_baseline,none,distributed_capacity_greedy_rule,local_robot_load_distance_capacity,0,0,0,0,0,0,0,,0,0,,False,False,,supervised_or_static,320,0.16848958333333333,0.16848958333333333,0.49699776703784837,0.49699776703784837,0.16848958333333333,202.3025440644311,7.7211832339312965,0.03623288993385537,-56.90090323764741,432.5820937549644,205.36849404574485,141.02623703624442,0.7006499750002634,0.28150720514297456,2.540625,2.615625,57.64800062962953,19.086943292161823,347.6143953775451,178.29920566584434,236.35162354830823,-58.05241788246387,0.0,0.24123908112356968,0.5013421350123666,0.16979166666666665,0.5013421350123666,0.02911484791989254,-0.004344367974518311,3.0801317918706,31.5,1.0,0.26391906139906496,2.129937395445854,5.143209650989258
balanced_capacity,logit_capacity_repair,Logit capacity local repair,model_based,decentralized,proposed,logit_completion_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_logit_capacity_plus_local_repair,softmax_capacity_scores_plus_small_repair_neighborhood,0,0,8,0,0,0,0,,0,0,,False,False,,supervised_or_static,320,0.4205729166666667,0.4205729166666667,0.3989711330817826,0.3989711330817826,0.4205729166666667,240.76868406426178,7.5283331910039575,0.04623257248297039,-68.20719793741748,363.90506018044226,166.70950400298685,20.94626675780963,0.10361630776542488,0.8931483613758271,5.040625,3.496875,57.76092939758625,21.75229781120077,348.6861852144725,192.72095517612826,236.35162354830823,-43.63066837217998,0.0,0.19164109721727737,0.5013421350123666,0.16979166666666665,0.5013421350123666,0.21079966398858785,-0.10237100193058402,0.3132855387968684,31.5,1.0,108.99291781315696,5.118132243162529,5.143209650989258
balanced_capacity,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_reference_replay,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,3,0,0,0,0,,0,0,,False,False,,supervised_or_static,320,0.4489583333333333,0.4489583333333333,0.4869983079800795,0.4869983079800795,0.4489583333333333,206.03498263357852,4.349736208263765,0.02190809636512552,-58.952381731121,432.5820937549644,198.26460845092993,61.97846995432387,0.3179195577779714,0.6763603328071277,3.396875,3.471875,66.19482717697926,21.701207386055433,398.88554172550334,236.35162354830823,236.35162354830823,0.0,0.0,0.0,0.5013421350123666,0.16979166666666665,0.5013421350123666,0.028287328188695893,-0.01434382703228725,0.0,31.5,1.0,34.39476344283321,5.143209650989258,5.143209650989258
balanced_capacity,pid_capacity_repair,PID capacity local repair,model_based,decentralized_local,proposed,pid_completion_error_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_pid_capacity_error_plus_local_repair,local_integral_deficit_error_plus_small_repair_neighborhood,0,0,7,0,0,0,0,,0,0,,False,False,,supervised_or_static,320,0.3921875,0.3921875,0.40096451540681244,0.40096451540681244,0.3921875,240.00512797469574,6.797891574615775,0.042463601341679605,-68.14066231373272,364.0973847774106,166.74261847616475,23.94366828923526,0.11983149310510666,0.8767535868320799,4.9625,3.453125,58.01080261930738,21.02438557694851,349.85606491811643,181.10525370884557,236.35162354830823,-55.24636983946266,0.0,0.23547363623964634,0.5013421350123666,0.16979166666666665,0.5013421350123666,0.20653495653883175,-0.10037761960555422,0.5296156034016025,31.5,1.0,139.85338187485468,4.930248122026053,5.143209650989258
balanced_capacity,primal_dual_capacity_repair,Primal-dual capacity local repair,model_based,decentralized,proposed,primal_dual_completion_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_primal_dual_capacity_plus_local_repair,local_capacity_prices_plus_small_repair_neighborhood,0,0,8,0,0,0,0,,0,0,,False,False,,supervised_or_static,320,0.3893229166666667,0.3893229166666667,0.40318678467927144,0.40318678467927144,0.3893229166666667,238.94825263361585,6.844623187198191,0.042484920474066205,-67.87266775224307,367.0576554960911,167.846225429827,25.107875436707342,0.12505640578343663,0.8715435323135854,4.934375,3.48125,58.298248887133084,21.054340186746014,350.7518244887364,181.5002450155837,236.35162354830823,-54.85137853272452,0.0,0.23362847141805201,0.5013421350123666,0.16979166666666665,0.5013421350123666,0.20173525057323852,-0.09815535033309515,0.5391938494579321,31.5,1.0,136.29701031277364,4.91840751407498,5.143209650989258
balanced_capacity,replicator_capacity_marginal,Replicator capacity marginal payoff,model_based,decentralized,baseline,population_game_marginal_capacity_payoff,sp2_plain_vs_marginal_ablation,none,distributed_marginal_capacity_payoff_rule,local_effective_capacity_marginal_scores,0,0,4,0,0,0,0,,0,0,,False,False,,supervised_or_static,320,0.08463541666666666,0.08463541666666666,0.501243465628719,0.501243465628719,0.08463541666666666,200.54135903792056,2.9463315144323836,0.01467910859844524,-57.742342659778544,432.5820937549644,202.3548273527565,179.51069341870613,0.8895911312731872,0.10126420576394657,1.6375,1.7125,61.94239457522026,22.254869101790582,373.50645963270495,198.55270136191197,236.35162354830823,-37.798922186396226,0.0,0.1607465192247989,0.5013421350123666,0.16979166666666665,0.5013421350123666,0.018019092659554772,-9.86693836476031e-05,4.277977681972517,31.5,1.0,0.32829374868015293,0.8652319690167408,5.143209650989258
