scenario_generator,rank,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_training_parameters,method_tuned_parameters,method_training_episodes,method_train_seed_count,method_validation_seed_count,method_test_seed_count,method_tuning_type,method_tuning_seed_count,method_tuning_validation_seed_count,method_tuning_artifact,method_uses_neural_policy,method_uses_decoder,method_checkpoint_version,method_rollout_action_mode,n,ranking_rule,capacity_success_rate_mean,served_load_rate_mean,capacity_satisfaction_ratio_mean,demand_satisfaction_ratio_mean,coalition_success_rate_mean,under_capacity_kg_mean,over_capacity_kg_mean,capacity_waste_ratio_mean,mean_capacity_margin_kg_mean,nominal_payload_assigned_kg_mean,effective_capacity_assigned_kg_mean,incomplete_capacity_kg_mean,incomplete_capacity_ratio_mean,served_capacity_alignment_mean,robots_underassigned_mean,robots_overassigned_mean,travel_distance_m_mean,estimated_arrival_time_s_mean,energy_proxy_wh_mean,score_value_mean,oracle_score_value_mean,signed_score_delta_vs_oracle_mean,oracle_dominance_violation_mean,optimality_gap_vs_oracle_mean,capacity_oracle_satisfaction_ratio_mean,capacity_oracle_success_rate_mean,effective_feasibility_ratio_mean,capacity_gap_vs_capacity_oracle_mean,signed_capacity_delta_vs_capacity_oracle_mean,priority_regret_mean,communication_messages_mean,communication_coverage_ratio_mean,runtime_ms_mean,captured_reward_mean,oracle_reward_mean
ALL_SCENARIOS,1,centralized_capacity_milp,Centralized capacity oracle,model_based_oracle,centralized,reference,exact_effective_capacity_milp,centralized_oracle_reference,none,centralized_binary_milp_effective_capacity,centralized_all_robot_load_pairs,0,0,3,0,0,0,0,,0,0,,False,False,,supervised_or_static,780,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.4819230769230769,0.4819230769230769,0.514137696912616,0.514137696912616,0.4819230769230769,203.92828990314433,5.448822612197602,0.031065858883541627,-51.86212339640135,401.4119021288987,181.0304106708393,53.65890297163189,0.3034936968409346,0.6893117293239429,3.394871794871795,3.235897435897436,61.23281302135255,21.368986401149773,369.6586180284112,261.5074736757674,261.5074736757674,0.0,0.0,0.0,0.5282448544486164,0.23249999999999998,0.5282448544486164,0.02810641902669407,-0.014107157536000423,0.0,31.987179487179485,0.9376149776149777,36.65571858918366,5.233077293558726,5.233077293558726
ALL_SCENARIOS,2,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_reference_replay,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,3,0,0,0,0,,0,0,,False,False,,supervised_or_static,780,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.4819230769230769,0.4819230769230769,0.514137696912616,0.514137696912616,0.4819230769230769,203.92828990314433,5.448822612197602,0.031065858883541627,-51.86212339640135,401.4119021288987,181.0304106708393,53.65890297163189,0.3034936968409346,0.6893117293239429,3.394871794871795,3.235897435897436,61.23281302135255,21.368986401149773,369.6586180284112,261.5074736757674,261.5074736757674,0.0,0.0,0.0,0.5282448544486164,0.23249999999999998,0.5282448544486164,0.02810641902669407,-0.014107157536000423,0.0,31.987179487179485,0.9376149776149777,36.93445962092552,5.233077293558726,5.233077293558726
ALL_SCENARIOS,3,capacity_oracle_reference,Pure capacity oracle reference,model_based_oracle,centralized,reference,exact_capacity_coverage_replay,centralized_capacity_ceiling_reference,none,centralized_exact_capacity_ceiling_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,,0,0,,False,False,,supervised_or_static,1560,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.23250000000000004,0.23250000000000004,0.5282448544486164,0.5282448544486164,0.23250000000000004,198.89179465783732,2.438045283614392,0.01401982388127342,-51.319806153501325,401.3933391483638,183.05612858756302,132.22504960948118,0.7236237409163763,0.27151277329562706,3.094871794871795,2.9358974358974357,58.925839838714644,20.64017807280419,355.97198495692123,250.2664014855699,261.5074736757674,-11.241072190197563,0.0,0.04653241224466916,0.5282448544486164,0.23250000000000004,0.5282448544486164,0.0,0.0,2.959614535918472,30.621794871794872,0.9430530118030117,9.354278976127553,2.2734627576402544,5.233077293558726
ALL_SCENARIOS,4,replicator_capacity_marginal,Replicator capacity marginal payoff,model_based,decentralized,baseline,population_game_marginal_capacity_payoff,sp2_plain_vs_marginal_ablation,none,distributed_marginal_capacity_payoff_rule,local_effective_capacity_marginal_scores,0,0,4,0,0,0,0,,0,0,,False,False,,supervised_or_static,780,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.15645299145299146,0.15645299145299146,0.519359378487746,0.519359378487746,0.15645299145299146,199.69822407640243,5.357279719853992,0.03146425169514158,-50.78589668104506,401.8323888809753,185.16893360523756,152.43394635119628,0.8138054005574656,0.16989461047950352,1.905128205128205,1.758974358974359,57.59596209450939,22.009473984036426,348.1143701123556,224.06950348093457,261.5074736757674,-37.437970194832886,0.0,0.14781877929219758,0.5282448544486164,0.23249999999999998,0.5282448544486164,0.026831851501802256,-0.008885475960870293,3.830123031000712,29.256410256410255,0.9459722222222222,0.305423203509492,1.4083878785963826,5.233077293558726
ALL_SCENARIOS,5,smith_capacity_marginal,Smith-QR capacity marginal payoff,model_based,decentralized,proposed,smith_qr_marginal_capacity_payoff,sp2_plain_vs_marginal_ablation,none,distributed_smith_qr_marginal_payoff_rule,local_effective_capacity_marginal_scores,0,0,4,0,0,0,0,,0,0,,False,False,,supervised_or_static,780,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.14108974358974358,0.14108974358974358,0.520010999219076,0.520010999219076,0.14108974358974358,199.45316865635172,4.858351487452745,0.028778115402916478,-50.838314439889736,401.8323888809753,184.91506079288695,156.97010615896397,0.8370665221191101,0.14768219328193255,1.744871794871795,1.5987179487179488,56.79395330120938,21.133672096116197,343.3789487808547,222.951430629594,261.5074736757674,-38.55604304617342,0.0,0.1513972511421461,0.5282448544486164,0.23249999999999998,0.5282448544486164,0.025597354350173532,-0.008233855229540376,4.001989548163175,29.256410256410255,0.9487927350427351,0.30626974617823577,1.2349817952476934,5.233077293558726
ALL_SCENARIOS,6,replicator_capacity_marginal_repair,Replicator marginal capacity local repair,model_based,decentralized,proposed,replicator_marginal_completion_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_marginal_capacity_plus_local_repair,local_effective_capacity_scores_plus_small_repair_neighborhood,0,0,7,0,0,0,0,,0,0,,False,False,,supervised_or_static,780,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.4651068376068376,0.4651068376068376,0.41913901109845914,0.41913901109845914,0.4651068376068376,237.49246312521478,9.619905488462129,0.06727566005338145,-59.74731881975992,330.4882460367053,151.6373203250333,14.352307396505509,0.07642047328625645,0.9193429672834232,4.96025641025641,3.1012820512820514,51.44609710536771,20.991378953688756,309.93504049471636,215.48186319322537,261.5074736757674,-46.02561048254208,0.0,0.18725920935480594,0.5282448544486164,0.23249999999999998,0.5282448544486164,0.2234557289891482,-0.10910584335015727,0.27118023652530704,29.256410256410255,0.9347130647130647,80.02167936020459,5.253567506180104,5.233077293558726
ALL_SCENARIOS,7,logit_capacity_repair,Logit capacity local repair,model_based,decentralized,proposed,logit_completion_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_logit_capacity_plus_local_repair,softmax_capacity_scores_plus_small_repair_neighborhood,0,0,8,0,0,0,0,,0,0,,False,False,,supervised_or_static,780,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.4625854700854701,0.4625854700854701,0.4209400253375507,0.4209400253375507,0.4625854700854701,237.35319800054768,9.622079491018523,0.06670043437067212,-59.721034519868034,330.94119528390104,151.7787594522568,14.549438262458372,0.07800374253167583,0.9177323051253595,4.9653846153846155,3.1307692307692307,51.85427637426255,21.132483690931483,312.71116273584994,215.1888333525263,261.5074736757674,-46.3186403232411,0.0,0.1883984891210373,0.5282448544486164,0.23249999999999998,0.5282448544486164,0.22102512086077852,-0.10730482911106567,0.295729354922879,29.256410256410255,0.935444647944648,80.0817826938911,5.235400204859239,5.233077293558726
ALL_SCENARIOS,8,smith_capacity_marginal_repair,Smith-QR marginal capacity local repair,model_based,decentralized,proposed,smith_qr_marginal_completion_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_smith_qr_marginal_plus_local_repair,local_effective_capacity_marginal_scores_plus_small_repair_neighborhood,0,0,7,0,0,0,0,,0,0,,False,False,,supervised_or_static,780,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.46446581196581194,0.46446581196581194,0.41707334533406637,0.41707334533406637,0.46446581196581194,238.30256285041463,9.768675648732689,0.06838180313071736,-59.94563260312694,328.0296126430487,150.975990760104,14.005512014997377,0.07465470688669935,0.9198628137632924,4.9884615384615385,3.076923076923077,50.56239802971688,20.722885736033753,305.1631860619938,214.9833999945311,261.5074736757674,-46.524073681236324,0.0,0.18915886572394214,0.5282448544486164,0.23249999999999998,0.5282448544486164,0.22856646783316298,-0.11117150911455,0.2706394791185799,29.256410256410255,0.9337978225478225,77.66499422544327,5.238169392487815,5.233077293558726
ALL_SCENARIOS,9,bnn_capacity_repair,Brown/BNN capacity local repair,model_based,decentralized,proposed,brown_bnn_completion_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_bnn_capacity_plus_local_repair,positive_excess_scores_plus_small_repair_neighborhood,0,0,8,0,0,0,0,,0,0,,False,False,,supervised_or_static,780,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.44542735042735043,0.44542735042735043,0.4292683890356188,0.4292683890356188,0.44542735042735043,234.21542799881846,9.280045837167815,0.06323785044771478,-58.95241963093418,335.6954759461286,154.5744958001353,16.63111947774704,0.08888516351643606,0.9064787049286173,4.875641025641026,3.1538461538461537,51.532226185894864,20.532298564987077,310.87413278706254,208.7515402050962,261.5074736757674,-52.75593347067123,0.0,0.21156864896631905,0.5282448544486164,0.23249999999999998,0.5282448544486164,0.20425582207956416,-0.09897646541299762,0.3888750860041627,29.256410256410255,0.9379482091982092,99.82976961495856,5.176667091971938,5.233077293558726
ALL_SCENARIOS,10,primal_dual_capacity_repair,Primal-dual capacity local repair,model_based,decentralized,proposed,primal_dual_completion_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_primal_dual_capacity_plus_local_repair,local_capacity_prices_plus_small_repair_neighborhood,0,0,8,0,0,0,0,,0,0,,False,False,,supervised_or_static,780,"min score-oracle gap, max capacity success, min capacity-ceiling gap, then min incomplete capacity and physical/resource cost",0.4423717948717949,0.4423717948717949,0.43096352987225184,0.43096352987225184,0.4423717948717949,234.00352300298994,9.115438265860002,0.06192828808249133,-58.94940859209498,337.72548536379173,154.62179322465605,17.84135726617277,0.09585198700416242,0.9005464367253977,4.851282051282051,3.1794871794871793,52.70644182381127,20.822944030806987,317.56820783915504,208.76283900240202,261.5074736757674,-52.74463467336542,0.0,0.21173787398611632,0.5282448544486164,0.23249999999999998,0.5282448544486164,0.20196404837481746,-0.09728132457636458,0.4187015484514549,29.256410256410255,0.9359996947496947,105.87841718105408,5.135883712700268,5.233077293558726
