scenario_generator,rank,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_tuned_parameters,method_uses_neural_policy,method_uses_decoder,n,ranking_rule,arrival_success_rate_mean,timeout_rate_mean,mean_arrival_time_s_mean,max_arrival_time_s_mean,travel_distance_m_mean,mean_path_length_m_mean,path_efficiency_ratio_mean,energy_proxy_wh_mean,collision_count_mean,collision_rate_mean,safety_violation_count_mean,min_robot_clearance_m_mean,min_obstacle_clearance_m_mean,mean_clearance_m_mean,mean_speed_mps_mean,max_speed_mps_mean,max_speed_violation_mps_mean,congestion_delay_s_mean,communication_messages_mean,runtime_ms_mean,score_value_mean,reference_score_value_mean,signed_score_delta_vs_reference_mean,performance_gap_vs_reference_mean,optimality_gap_vs_reference_mean,arrived_robots_mean,timed_out_robots_mean
ALL_SCENARIOS,1,reference_time_expanded_cbf,Reference time-expanded CBF,model_based_reference,centralized,reference,time_expanded_safe_cbf_reference,sp4_motion_reference,none,centralized_time_expanded_cbf_reference,global_state_and_release_schedule,0,8,False,False,90,"minimize collisions first, maximize arrival success, minimize timeouts, then gap vs safe reference, arrival time, energy, messages and runtime",0.9074074074074073,0.09259259259259257,26.55532222222222,29.996,121.31727634819164,18.202304975917386,0.8915170690213523,923.396865001867,20.055555555555557,0.009325136308080038,33.43333333333333,0.5381342719339481,9.173983185054356,8.634753109741228,0.5119218228936392,0.748540257650181,0.0,4.589096759185285,11672.333333333334,99.21687332680449,2.3291478584315173,2.3291478584315173,0.0,0.0,0.0,6.111111111111111,0.5555555555555556
ALL_SCENARIOS,2,cbf_safety_filter,CBF safety filter,sota,centralized,baseline,cbf_velocity_projection_proxy,sp4_motion_sota_proxy,none,centralized_cbf_velocity_projection_proxy,global_relative_state,0,6,False,False,90,"minimize collisions first, maximize arrival success, minimize timeouts, then gap vs safe reference, arrival time, energy, messages and runtime",0.9222222222222223,0.07777777777777778,27.038999999999998,30.448,121.2235543811294,18.180631841526907,0.8914817499273411,922.3228529982722,19.933333333333334,0.0094119827993757,32.422222222222224,0.5405494286364474,9.187505068184876,8.607204444802878,0.5113841505723467,0.7329456689491355,0.0,4.953818981407507,11672.333333333334,87.69863000553515,4.161112269148607,2.3291478584315173,1.831964410717088,0.008295857037456023,0.008295857037456023,6.2,0.4666666666666667
ALL_SCENARIOS,3,tensor_flow_motion_field,Smooth tensor-flow motion,model_based,decentralized,proposed,smooth_tensor_flow_barrier_motion,sp4_motion_proposed,none,distributed_smooth_tensor_flow_motion_field,local_anisotropic_clearance_tensor,0,8,False,False,90,"minimize collisions first, maximize arrival success, minimize timeouts, then gap vs safe reference, arrival time, energy, messages and runtime",0.8537037037037036,0.14629629629629629,28.594147619047614,31.84133333333333,120.73801771555364,18.081302722502475,0.8944524635576059,918.3316292492702,23.42222222222222,0.011152796581939118,36.455555555555556,0.5591649641611433,9.187063990440466,8.494600670977876,0.5084856165331604,0.6861619028459992,0.0,6.6539671295556575,9750.177777777777,115.98351666859041,-14.581088282864691,2.3291478584315173,-16.91023614129621,0.029518581703567023,0.029518581703567023,5.777777777777778,0.8888888888888888
ALL_SCENARIOS,4,primal_dual_motion_field,Primal-dual motion field,model_based,decentralized,proposed,primal_dual_barrier_motion_field,sp4_motion_proposed,none,distributed_primal_dual_barrier_motion_field,local_barrier_dual_prices,0,7,False,False,90,"minimize collisions first, maximize arrival success, minimize timeouts, then gap vs safe reference, arrival time, energy, messages and runtime",0.8726851851851851,0.12731481481481483,28.099225396825396,31.36533333333333,120.85043336605351,18.11152622400888,0.8937096865977552,919.306187417228,24.644444444444446,0.011830448777400067,36.455555555555556,0.5561363105101136,9.184758843034919,8.525383506723154,0.5093601095374475,0.7017564915470446,0.0,6.084707870296395,9731.533333333333,113.95891332973002,-12.009356502686435,2.3291478584315173,-14.338504361117955,0.026231612080644725,0.026231612080644725,5.9,0.7666666666666667
ALL_SCENARIOS,5,smith_motion_field,Smith-QR motion field,model_based,decentralized,proposed,smith_qr_congestion_field,sp4_motion_proposed,none,distributed_smith_qr_motion_field,local_congestion_price_neighbors,0,6,False,False,90,"minimize collisions first, maximize arrival success, minimize timeouts, then gap vs safe reference, arrival time, energy, messages and runtime",0.8819444444444444,0.11805555555555555,27.33052380952381,30.756,123.02375531202392,18.428409818162326,0.88051646062649,936.2881158368143,26.2,0.012530111950528229,37.65555555555556,0.5497841295575191,9.203405749276047,8.595149362165909,0.518054844379902,0.7329456689491355,0.0,5.382022685111211,9728.91111111111,111.65543666704454,-11.59183156383671,2.3291478584315173,-13.920979422268235,0.02840862344460602,0.02840862344460602,5.955555555555556,0.7111111111111111
ALL_SCENARIOS,6,pid_safety_motion,PID safety motion,model_based,decentralized,proposed,pid_damped_safety_motion,sp4_motion_proposed,none,distributed_pid_damped_safety_feedback,local_target_error_and_clearance,0,5,False,False,90,"minimize collisions first, maximize arrival success, minimize timeouts, then gap vs safe reference, arrival time, energy, messages and runtime",0.7583333333333333,0.24166666666666667,30.18190317460317,33.06533333333333,119.12768746600412,17.811378551610513,0.9051701884941306,906.0486923220079,27.444444444444443,0.01321144322103419,42.422222222222224,0.5665112078062288,9.192653555060865,8.349636424826597,0.5008618653416667,0.6393781367428628,0.0,8.478726388814914,9766.177777777777,105.60744222408782,-38.65416782214897,2.3291478584315173,-40.98331568058048,0.06635816222713488,0.06635816222713488,5.155555555555556,1.511111111111111
ALL_SCENARIOS,7,apf_obstacle_avoidance,APF obstacle avoidance,classic,decentralized,baseline,artificial_potential_field,sp4_motion_baseline,none,local_apf_feedback,local_obstacle_robot_neighbors,0,4,False,False,90,"minimize collisions first, maximize arrival success, minimize timeouts, then gap vs safe reference, arrival time, energy, messages and runtime",1.0,0.0,23.984777777777772,27.100000000000005,104.6809586830414,15.735306594115952,1.0172379446227962,797.1862481207116,97.13333333333334,0.046771818533701374,127.18888888888888,0.009320270077106018,8.928638720068218,8.61193181318138,0.4448507942125799,0.71735108024809,0.0,1.5969671295556556,9814.377777777778,50.267930005470085,-61.62968231680395,2.3291478584315173,-63.95883017523546,0.09691691830059807,0.09691691830059807,6.666666666666667,0.0
ALL_SCENARIOS,8,direct_to_target,Direct to target,classic,decentralized,baseline,direct_single_integrator,sp4_motion_baseline,none,local_target_feedback,none,0,0,False,False,90,"minimize collisions first, maximize arrival success, minimize timeouts, then gap vs safe reference, arrival time, energy, messages and runtime",1.0,0.0,21.99072222222222,24.82933333333333,104.29850246602454,15.679100929313204,1.0208191442283958,794.4701595634558,104.82222222222222,0.04936026412116258,133.92222222222222,-0.02075261966784799,8.80533879553815,8.737773472638763,0.4433668586809623,0.7797294350522717,1.8627075190933182e-16,0.0,9787.577777777778,15.417783338731775,-64.5401615845057,2.3291478584315173,-66.86930944293721,0.10189749717130721,0.10189749717130721,6.666666666666667,0.0
ALL_SCENARIOS,9,velocity_obstacle_proxy,Velocity obstacle proxy,sota,decentralized,baseline,velocity_obstacle_proxy,sp4_motion_sota_proxy,none,local_velocity_obstacle_proxy,local_relative_state_neighbors,0,5,False,False,90,"minimize collisions first, maximize arrival success, minimize timeouts, then gap vs safe reference, arrival time, energy, messages and runtime",1.0,0.0,24.488055555555558,27.659999999999997,104.55583816902637,15.716344884413566,1.0184403193934435,796.1782141731029,106.55555555555556,0.051291741764940044,136.65555555555557,0.003459716401704196,8.920548658377774,8.577751296194254,0.44433953302071727,0.7017564915470446,0.0,2.1002449073334333,9821.733333333334,65.84569110742046,-73.24513566366181,2.3291478584315173,-75.57428352209334,0.11430024255393033,0.11430024255393033,6.666666666666667,0.0
ALL_SCENARIOS,10,bnn_motion_field,BNN/Brown motion field,model_based,decentralized,baseline,brown_bnn_positive_excess_field,sp4_population_motion_family,none,distributed_bnn_positive_excess_motion_field,local_positive_excess_neighbor_scores,0,6,False,False,90,"minimize collisions first, maximize arrival success, minimize timeouts, then gap vs safe reference, arrival time, energy, messages and runtime",0.9981481481481482,0.0018518518518518517,25.620833333333334,28.929333333333332,104.58653812825881,15.72084543523697,1.0181557500146257,796.3175497719149,110.04444444444445,0.05298612589097495,141.54444444444445,0.005136193530555411,8.921862017214355,8.50187922149222,0.4444592642632407,0.6705673141449537,0.0,3.2394671295556563,9838.244444444445,67.86858777308629,-79.4666345427945,2.3291478584315173,-81.79578240122599,0.12330965136125543,0.12330965136125543,6.655555555555556,0.011111111111111112
